"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpRet__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpRet__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpRet__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpRet__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpRet__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpRet__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpRet__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpRet__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"1457","1.9679999351501465","1.9679999351501465","1.9679999351501465","90048","90048","90048","1.9780000448226929","1.9780000448226929","1.9780000448226929","89926","89926","89926","1.9779999256134033","1.9779999256134033","1.9779999256134033","89799","89799","89799","1.9820001125335693","1.9820001125335693","1.9820001125335693","89766","89766","89766","1.9759999513626099","1.9759999513626099","1.9759999513626099","173201","173201","173201","2.3340001106262207","2.3340001106262207","2.3340001106262207","173460","173460","173460","2.001999855041504","2.001999855041504","2.001999855041504","173283","173283","173283","2.0219998359680176","2.0219998359680176","2.0219998359680176","173285","173285","173285"
"1458","0.7859998941421509","0.7859998941421509","0.7859998941421509","90568","90568","90568","1.059999942779541","1.059999942779541","1.059999942779541","90447","90447","90447","1.125999927520752","1.125999927520752","1.125999927520752","90320","90320","90320","0.8439998626708984","0.8439998626708984","0.8439998626708984","90287","90287","90287","1.0719999074935913","1.0719999074935913","1.0719999074935913","174237","174237","174237","0.7159998416900635","0.7159998416900635","0.7159998416900635","174496","174496","174496","0.775999903678894","0.775999903678894","0.775999903678894","174319","174319","174319","0.8479999303817749","0.8479999303817749","0.8479999303817749","174322","174322","174322"
"1459","1.4199998378753662","1.4199998378753662","1.4199998378753662","90572","90572","90572","1.2039998769760132","1.2039998769760132","1.2039998769760132","90451","90451","90451","0.7939998507499695","0.7939998507499695","0.7939998507499695","90324","90324","90324","0.9379999041557312","0.9379999041557312","0.9379999041557312","90291","90291","90291","1.2839998006820679","1.2839998006820679","1.2839998006820679","174241","174241","174241","1.2919999361038208","1.2919999361038208","1.2919999361038208","174500","174500","174500","1.441999912261963","1.441999912261963","1.441999912261963","174323","174323","174323","1.147999882698059","1.147999882698059","1.147999882698059","174326","174326","174326"
"1460","1.3859999179840088","1.3859999179840088","1.3859999179840088","90576","90576","90576","0.9899998307228088","0.9899998307228088","0.9899998307228088","90455","90455","90455","0.8639998435974121","0.8639998435974121","0.8639998435974121","90328","90328","90328","0.7579997777938843","0.7579997777938843","0.7579997777938843","90295","90295","90295","1.2279999256134033","1.2279999256134033","1.2279999256134033","174245","174245","174245","0.931999921798706","0.931999921798706","0.931999921798706","174504","174504","174504","1.0219998359680176","1.0219998359680176","1.0219998359680176","174327","174327","174327","1.247999906539917","1.247999906539917","1.247999906539917","174330","174330","174330"
"1461","1.4759998321533203","1.4759998321533203","1.4759998321533203","90580","90580","90580","2.5999999046325684","2.5999999046325684","2.5999999046325684","90459","90459","90459","1.989999771118164","1.989999771118164","1.989999771118164","90332","90332","90332","1.9800000190734863","1.9800000190734863","1.9800000190734863","90299","90299","90299","1.9479997158050537","1.9479997158050537","1.9479997158050537","174249","174249","174249","1.75600004196167","1.75600004196167","1.75600004196167","174508","174508","174508","1.8939999341964722","1.8939999341964722","1.8939999341964722","174331","174331","174331","2.2639999389648438","2.2639999389648438","2.2639999389648438","174334","174334","174334"
"1462","1.7559998035430908","1.7559998035430908","1.7559998035430908","90584","90584","90584","1.8799998760223389","1.8799998760223389","1.8799998760223389","90463","90463","90463","1.845999836921692","1.845999836921692","1.845999836921692","90336","90336","90336","1.8759998083114624","1.8759998083114624","1.8759998083114624","90303","90303","90303","1.9199998378753662","1.9199998378753662","1.9199998378753662","174253","174253","174253","2.336000442504883","2.336000442504883","2.336000442504883","174512","174512","174512","1.9239999055862427","1.9239999055862427","1.9239999055862427","174335","174335","174335","1.9300000667572021","1.9300000667572021","1.9300000667572021","174338","174338","174338"
"1463","1.8959999084472656","1.8959999084472656","1.8959999084472656","90588","90588","90588","1.7919998168945312","1.7919998168945312","1.7919998168945312","90467","90467","90467","1.68399977684021","1.68399977684021","1.68399977684021","90340","90340","90340","1.6579997539520264","1.6579997539520264","1.6579997539520264","90307","90307","90307","1.8259999752044678","1.8259999752044678","1.8259999752044678","174257","174257","174257","1.9660000801086426","1.9660000801086426","1.9660000801086426","174516","174516","174516","1.9039998054504395","1.9039998054504395","1.9039998054504395","174339","174339","174339","2.114000082015991","2.114000082015991","2.114000082015991","174342","174342","174342"
"1464","1.501999855041504","1.501999855041504","1.501999855041504","90592","90592","90592","2.059999942779541","2.059999942779541","2.059999942779541","90471","90471","90471","1.7099997997283936","1.7099997997283936","1.7099997997283936","90344","90344","90344","1.685999870300293","1.685999870300293","1.685999870300293","90311","90311","90311","2.2099997997283936","2.2099997997283936","2.2099997997283936","174261","174261","174261","2.0299999713897705","2.0299999713897705","2.0299999713897705","174520","174520","174520","1.9620001316070557","1.9620001316070557","1.9620001316070557","174343","174343","174343","2.0859999656677246","2.0859999656677246","2.0859999656677246","174346","174346","174346"
"1465","1.9760000705718994","1.9760000705718994","1.9760000705718994","90596","90596","90596","2.0199999809265137","2.0199999809265137","2.0199999809265137","90475","90475","90475","2.067999839782715","2.067999839782715","2.067999839782715","90348","90348","90348","1.9880001544952393","1.9880001544952393","1.9880001544952393","90315","90315","90315","2.058000087738037","2.058000087738037","2.058000087738037","174265","174265","174265","1.9860000610351562","1.9860000610351562","1.9860000610351562","174524","174524","174524","2.0399999618530273","2.0399999618530273","2.0399999618530273","174347","174347","174347","2.0179998874664307","2.0179998874664307","2.0179998874664307","174350","174350","174350"
"1466","1.946000099182129","1.946000099182129","1.946000099182129","90600","90600","90600","2.0179998874664307","2.0179998874664307","2.0179998874664307","90479","90479","90479","1.9620000123977661","1.9620000123977661","1.9620000123977661","90352","90352","90352","1.9539999961853027","1.9539999961853027","1.9539999961853027","90319","90319","90319","1.944000005722046","1.944000005722046","1.944000005722046","174269","174269","174269","2.007999897003174","2.007999897003174","2.007999897003174","174528","174528","174528","1.9860000610351562","1.9860000610351562","1.9860000610351562","174351","174351","174351","1.9579997062683105","1.9579997062683105","1.9579997062683105","174354","174354","174354"
"1467","0.7739999294281006","0.7739999294281006","0.7739999294281006","91121","91121","91121","1.1159998178482056","1.1159998178482056","1.1159998178482056","91000","91000","91000","1.0799999237060547","1.0799999237060547","1.0799999237060547","90872","90872","90872","0.8359999060630798","0.8359999060630798","0.8359999060630798","90840","90840","90840","0.9059998393058777","0.9059998393058777","0.9059998393058777","175305","175305","175305","1.0439999103546143","1.0439999103546143","1.0439999103546143","175565","175565","175565","0.779999852180481","0.779999852180481","0.779999852180481","175392","175392","175392","1.031999945640564","1.031999945640564","1.031999945640564","175390","175390","175390"
"1468","1.3859999179840088","1.3859999179840088","1.3859999179840088","91125","91125","91125","0.8379998207092285","0.8379998207092285","0.8379998207092285","91004","91004","91004","0.797999918460846","0.797999918460846","0.797999918460846","90876","90876","90876","0.7619998455047607","0.7619998455047607","0.7619998455047607","90844","90844","90844","1.1839998960494995","1.1839998960494995","1.1839998960494995","175309","175309","175309","1.1959998607635498","1.1959998607635498","1.1959998607635498","175569","175569","175569","1.4439998865127563","1.4439998865127563","1.4439998865127563","175396","175396","175396","1.0519999265670776","1.0519999265670776","1.0519999265670776","175394","175394","175394"
"1469","1.2619998455047607","1.2619998455047607","1.2619998455047607","91129","91129","91129","0.8639998435974121","0.8639998435974121","0.8639998435974121","91008","91008","91008","0.8399999141693115","0.8399999141693115","0.8399999141693115","90880","90880","90880","1.1279999017715454","1.1279999017715454","1.1279999017715454","90848","90848","90848","1.4519997835159302","1.4519997835159302","1.4519997835159302","175313","175313","175313","1.1999999284744263","1.1999999284744263","1.1999999284744263","175573","175573","175573","1.315999984741211","1.315999984741211","1.315999984741211","175400","175400","175400","0.8239998817443848","0.8239998817443848","0.8239998817443848","175398","175398","175398"
"1470","1.4719998836517334","1.4719998836517334","1.4719998836517334","91133","91133","91133","2.0279998779296875","2.0279998779296875","2.0279998779296875","91012","91012","91012","2.01200008392334","2.01200008392334","2.01200008392334","90884","90884","90884","2.2179999351501465","2.2179999351501465","2.2179999351501465","90852","90852","90852","1.7679997682571411","1.7679997682571411","1.7679997682571411","175317","175317","175317","2.119999885559082","2.119999885559082","2.119999885559082","175577","175577","175577","1.7859997749328613","1.7859997749328613","1.7859997749328613","175404","175404","175404","2.0880000591278076","2.0880000591278076","2.0880000591278076","175402","175402","175402"
"1471","1.8919999599456787","1.8919999599456787","1.8919999599456787","91137","91137","91137","1.875999927520752","1.875999927520752","1.875999927520752","91016","91016","91016","1.8600000143051147","1.8600000143051147","1.8600000143051147","90888","90888","90888","1.863999843597412","1.863999843597412","1.863999843597412","90856","90856","90856","1.9539999961853027","1.9539999961853027","1.9539999961853027","175321","175321","175321","2.1600000858306885","2.1600000858306885","2.1600000858306885","175581","175581","175581","1.937999963760376","1.937999963760376","1.937999963760376","175408","175408","175408","1.875999927520752","1.875999927520752","1.875999927520752","175406","175406","175406"
"1472","1.878000020980835","1.878000020980835","1.878000020980835","91141","91141","91141","1.7139997482299805","1.7139997482299805","1.7139997482299805","91020","91020","91020","1.7059998512268066","1.7059998512268066","1.7059998512268066","90892","90892","90892","1.6619997024536133","1.6619997024536133","1.6619997024536133","90860","90860","90860","1.8819998502731323","1.8819998502731323","1.8819998502731323","175325","175325","175325","1.9720001220703125","1.9720001220703125","1.9720001220703125","175585","175585","175585","1.974000096321106","1.974000096321106","1.974000096321106","175412","175412","175412","1.9539999961853027","1.9539999961853027","1.9539999961853027","175410","175410","175410"
"1473","1.247999906539917","1.247999906539917","1.247999906539917","91145","91145","91145","2.0239999294281006","2.0239999294281006","2.0239999294281006","91024","91024","91024","2.0339999198913574","2.0339999198913574","2.0339999198913574","90896","90896","90896","2.0299999713897705","2.0299999713897705","2.0299999713897705","90864","90864","90864","2.1659998893737793","2.1659998893737793","2.1659998893737793","175329","175329","175329","2.253999948501587","2.253999948501587","2.253999948501587","175589","175589","175589","1.9120001792907715","1.9120001792907715","1.9120001792907715","175416","175416","175416","2.1619999408721924","2.1619999408721924","2.1619999408721924","175414","175414","175414"
"1474","1.9880000352859497","1.9880000352859497","1.9880000352859497","91149","91149","91149","1.9539999961853027","1.9539999961853027","1.9539999961853027","91028","91028","91028","2.016000270843506","2.016000270843506","2.016000270843506","90900","90900","90900","2.06000018119812","2.06000018119812","2.06000018119812","90868","90868","90868","2.047999858856201","2.047999858856201","2.047999858856201","175333","175333","175333","2.0220000743865967","2.0220000743865967","2.0220000743865967","175593","175593","175593","2.00600004196167","2.00600004196167","2.00600004196167","175420","175420","175420","1.9999998807907104","1.9999998807907104","1.9999998807907104","175418","175418","175418"
"1475","1.9759998321533203","1.9759998321533203","1.9759998321533203","91153","91153","91153","2.063999891281128","2.063999891281128","2.063999891281128","91032","91032","91032","2.053999900817871","2.053999900817871","2.053999900817871","90904","90904","90904","1.9819998741149902","1.9819998741149902","1.9819998741149902","90872","90872","90872","2.0399999618530273","2.0399999618530273","2.0399999618530273","175337","175337","175337","2.00600004196167","2.00600004196167","2.00600004196167","175597","175597","175597","1.9479999542236328","1.9479999542236328","1.9479999542236328","175424","175424","175424","1.946000099182129","1.946000099182129","1.946000099182129","175422","175422","175422"
"1476","0.6279999017715454","0.6279999017715454","0.6279999017715454","91683","91683","91683","1.085999846458435","1.085999846458435","1.085999846458435","91552","91552","91552","1.097999930381775","1.097999930381775","1.097999930381775","91425","91425","91425","1.1159999370574951","1.1159999370574951","1.1159999370574951","91392","91392","91392","1.1339999437332153","1.1339999437332153","1.1339999437332153","176373","176373","176373","0.935999870300293","0.935999870300293","0.935999870300293","176633","176633","176633","0.8059998750686646","0.8059998750686646","0.8059998750686646","176460","176460","176460","1.003999948501587","1.003999948501587","1.003999948501587","176458","176458","176458"
"1477","1.2779998779296875","1.2779998779296875","1.2779998779296875","91687","91687","91687","1.2859998941421509","1.2859998941421509","1.2859998941421509","91556","91556","91556","0.8739998936653137","0.8739998936653137","0.8739998936653137","91429","91429","91429","0.8699998259544373","0.8699998259544373","0.8699998259544373","91396","91396","91396","1.337999939918518","1.337999939918518","1.337999939918518","176377","176377","176377","0.9399999380111694","0.9399999380111694","0.9399999380111694","176637","176637","176637","1.3779999017715454","1.3779999017715454","1.3779999017715454","176464","176464","176464","1.123999834060669","1.123999834060669","1.123999834060669","176462","176462","176462"
"1478","1.2839999198913574","1.2839999198913574","1.2839999198913574","91691","91691","91691","0.757999837398529","0.757999837398529","0.757999837398529","91560","91560","91560","0.8579998016357422","0.8579998016357422","0.8579998016357422","91433","91433","91433","1.1339999437332153","1.1339999437332153","1.1339999437332153","91400","91400","91400","1.367999792098999","1.367999792098999","1.367999792098999","176381","176381","176381","1.3119999170303345","1.3119999170303345","1.3119999170303345","176641","176641","176641","0.9879998564720154","0.9879998564720154","0.9879998564720154","176468","176468","176468","0.7279999256134033","0.7279999256134033","0.7279999256134033","176466","176466","176466"
"1479","1.46399986743927","1.46399986743927","1.46399986743927","91695","91695","91695","1.649999737739563","1.649999737739563","1.649999737739563","91564","91564","91564","1.6899998188018799","1.6899998188018799","1.6899998188018799","91437","91437","91437","1.9860000610351562","1.9860000610351562","1.9860000610351562","91404","91404","91404","2.181999921798706","2.181999921798706","2.181999921798706","176385","176385","176385","2.1659998893737793","2.1659998893737793","2.1659998893737793","176645","176645","176645","1.8519997596740723","1.8519997596740723","1.8519997596740723","176472","176472","176472","2.184000015258789","2.184000015258789","2.184000015258789","176470","176470","176470"
"1480","1.8379998207092285","1.8379998207092285","1.8379998207092285","91699","91699","91699","1.8879997730255127","1.8879997730255127","1.8879997730255127","91568","91568","91568","1.8819997310638428","1.8819997310638428","1.8819997310638428","91441","91441","91441","1.873999834060669","1.873999834060669","1.873999834060669","91408","91408","91408","1.9119999408721924","1.9119999408721924","1.9119999408721924","176389","176389","176389","1.9579999446868896","1.9579999446868896","1.9579999446868896","176649","176649","176649","1.9499999284744263","1.9499999284744263","1.9499999284744263","176476","176476","176476","1.871999979019165","1.871999979019165","1.871999979019165","176474","176474","176474"
"1481","1.8499997854232788","1.8499997854232788","1.8499997854232788","91703","91703","91703","1.6979998350143433","1.6979998350143433","1.6979998350143433","91572","91572","91572","1.6799997091293335","1.6799997091293335","1.6799997091293335","91445","91445","91445","1.6739997863769531","1.6739997863769531","1.6739997863769531","91412","91412","91412","1.931999921798706","1.931999921798706","1.931999921798706","176393","176393","176393","1.9599997997283936","1.9599997997283936","1.9599997997283936","176653","176653","176653","1.9279999732971191","1.9279999732971191","1.9279999732971191","176480","176480","176480","1.7899997234344482","1.7899997234344482","1.7899997234344482","176478","176478","176478"
"1482","1.2599998712539673","1.2599998712539673","1.2599998712539673","91707","91707","91707","1.9179997444152832","1.9179997444152832","1.9179997444152832","91576","91576","91576","2.1379997730255127","2.1379997730255127","2.1379997730255127","91449","91449","91449","2.061999797821045","2.061999797821045","2.061999797821045","91416","91416","91416","2.2720000743865967","2.2720000743865967","2.2720000743865967","176397","176397","176397","2.313999891281128","2.313999891281128","2.313999891281128","176657","176657","176657","1.9659998416900635","1.9659998416900635","1.9659998416900635","176484","176484","176484","1.7139997482299805","1.7139997482299805","1.7139997482299805","176482","176482","176482"
"1483","2.307999849319458","2.307999849319458","2.307999849319458","91711","91711","91711","1.9500000476837158","1.9500000476837158","1.9500000476837158","91580","91580","91580","2.01200008392334","2.01200008392334","2.01200008392334","91453","91453","91453","2.049999713897705","2.049999713897705","2.049999713897705","91420","91420","91420","2.052000045776367","2.052000045776367","2.052000045776367","176401","176401","176401","1.9600000381469727","1.9600000381469727","1.9600000381469727","176661","176661","176661","1.9739998579025269","1.9739998579025269","1.9739998579025269","176488","176488","176488","1.9920001029968262","1.9920001029968262","1.9920001029968262","176486","176486","176486"
"1484","1.959999918937683","1.959999918937683","1.959999918937683","91715","91715","91715","2.0460000038146973","2.0460000038146973","2.0460000038146973","91584","91584","91584","1.9679999351501465","1.9679999351501465","1.9679999351501465","91457","91457","91457","2.005999803543091","2.005999803543091","2.005999803543091","91424","91424","91424","1.9759998321533203","1.9759998321533203","1.9759998321533203","176405","176405","176405","2.069999933242798","2.069999933242798","2.069999933242798","176665","176665","176665","2.007999897003174","2.007999897003174","2.007999897003174","176492","176492","176492","1.9479997158050537","1.9479997158050537","1.9479997158050537","176490","176490","176490"
"1485","0.7679998278617859","0.7679998278617859","0.7679998278617859","92236","92236","92236","1.0219999551773071","1.0219999551773071","1.0219999551773071","92107","92107","92107","0.9019998908042908","0.9019998908042908","0.9019998908042908","91978","91978","91978","0.9119998812675476","0.9119998812675476","0.9119998812675476","91945","91945","91945","0.9899998903274536","0.9899998903274536","0.9899998903274536","177441","177441","177441","0.8339998722076416","0.8339998722076416","0.8339998722076416","177701","177701","177701","0.8359998464584351","0.8359998464584351","0.8359998464584351","177528","177528","177528","0.8559999465942383","0.8559999465942383","0.8559999465942383","177526","177526","177526"
"1486","1.4199998378753662","1.4199998378753662","1.4199998378753662","92240","92240","92240","0.8639999032020569","0.8639999032020569","0.8639999032020569","92111","92111","92111","0.8459998369216919","0.8459998369216919","0.8459998369216919","91982","91982","91982","0.7879998087882996","0.7879998087882996","0.7879998087882996","91949","91949","91949","1.251999855041504","1.251999855041504","1.251999855041504","177445","177445","177445","1.313999891281128","1.313999891281128","1.313999891281128","177705","177705","177705","1.489999771118164","1.489999771118164","1.489999771118164","177532","177532","177532","1.1659998893737793","1.1659998893737793","1.1659998893737793","177530","177530","177530"
"1487","1.241999864578247","1.241999864578247","1.241999864578247","92244","92244","92244","0.9059998393058777","0.9059998393058777","0.9059998393058777","92115","92115","92115","0.8459998369216919","0.8459998369216919","0.8459998369216919","91986","91986","91986","0.8939998745918274","0.8939998745918274","0.8939998745918274","91953","91953","91953","1.3839998245239258","1.3839998245239258","1.3839998245239258","177449","177449","177449","0.8759998083114624","0.8759998083114624","0.8759998083114624","177709","177709","177709","1.347999930381775","1.347999930381775","1.347999930381775","177536","177536","177536","0.8839998841285706","0.8839998841285706","0.8839998841285706","177534","177534","177534"
"1488","1.4479997158050537","1.4479997158050537","1.4479997158050537","92248","92248","92248","2.0259997844696045","2.0259997844696045","2.0259997844696045","92119","92119","92119","1.6959996223449707","1.6959996223449707","1.6959996223449707","91990","91990","91990","2.5839998722076416","2.5839998722076416","2.5839998722076416","91957","91957","91957","2.1639997959136963","2.1639997959136963","2.1639997959136963","177453","177453","177453","1.875999927520752","1.875999927520752","1.875999927520752","177713","177713","177713","1.937999963760376","1.937999963760376","1.937999963760376","177540","177540","177540","1.7879998683929443","1.7879998683929443","1.7879998683929443","177538","177538","177538"
"1489","1.8819997310638428","1.8819997310638428","1.8819997310638428","92252","92252","92252","1.7599998712539673","1.7599998712539673","1.7599998712539673","92123","92123","92123","1.8519999980926514","1.8519999980926514","1.8519999980926514","91994","91994","91994","1.7999998331069946","1.7999998331069946","1.7999998331069946","91961","91961","91961","1.9179997444152832","1.9179997444152832","1.9179997444152832","177457","177457","177457","1.9619996547698975","1.9619996547698975","1.9619996547698975","177717","177717","177717","1.9259998798370361","1.9259998798370361","1.9259998798370361","177544","177544","177544","1.941999912261963","1.941999912261963","1.941999912261963","177542","177542","177542"
"1490","1.8339998722076416","1.8339998722076416","1.8339998722076416","92256","92256","92256","1.67799973487854","1.67799973487854","1.67799973487854","92127","92127","92127","1.6739997863769531","1.6739997863769531","1.6739997863769531","91998","91998","91998","1.743999719619751","1.743999719619751","1.743999719619751","91965","91965","91965","1.9580000638961792","1.9580000638961792","1.9580000638961792","177461","177461","177461","1.9039998054504395","1.9039998054504395","1.9039998054504395","177721","177721","177721","1.9339998960494995","1.9339998960494995","1.9339998960494995","177548","177548","177548","1.6579997539520264","1.6579997539520264","1.6579997539520264","177546","177546","177546"
"1491","1.7019999027252197","1.7019999027252197","1.7019999027252197","92260","92260","92260","1.7259998321533203","1.7259998321533203","1.7259998321533203","92131","92131","92131","1.9159998893737793","1.9159998893737793","1.9159998893737793","92002","92002","92002","1.9399998188018799","1.9399998188018799","1.9399998188018799","91969","91969","91969","2.2860000133514404","2.2860000133514404","2.2860000133514404","177465","177465","177465","2.2939999103546143","2.2939999103546143","2.2939999103546143","177725","177725","177725","2.0799999237060547","2.0799999237060547","2.0799999237060547","177552","177552","177552","2.1519999504089355","2.1519999504089355","2.1519999504089355","177550","177550","177550"
"1492","1.9739999771118164","1.9739999771118164","1.9739999771118164","92264","92264","92264","1.972000002861023","1.972000002861023","1.972000002861023","92135","92135","92135","2.059999942779541","2.059999942779541","2.059999942779541","92006","92006","92006","1.9920001029968262","1.9920001029968262","1.9920001029968262","91973","91973","91973","1.9700000286102295","1.9700000286102295","1.9700000286102295","177469","177469","177469","2.431999921798706","2.431999921798706","2.431999921798706","177729","177729","177729","2.0139999389648438","2.0139999389648438","2.0139999389648438","177556","177556","177556","2.452000141143799","2.452000141143799","2.452000141143799","177554","177554","177554"
"1493","1.9539999961853027","1.9539999961853027","1.9539999961853027","92268","92268","92268","1.9359999895095825","1.9359999895095825","1.9359999895095825","92139","92139","92139","1.9840000867843628","1.9840000867843628","1.9840000867843628","92010","92010","92010","1.9880001544952393","1.9880001544952393","1.9880001544952393","91977","91977","91977","2.002000093460083","2.002000093460083","2.002000093460083","177473","177473","177473","1.9879999160766602","1.9879999160766602","1.9879999160766602","177733","177733","177733","2.0260002613067627","2.0260002613067627","2.0260002613067627","177560","177560","177560","1.9680001735687256","1.9680001735687256","1.9680001735687256","177558","177558","177558"
"1494","0.7639999389648438","0.7639999389648438","0.7639999389648438","92788","92788","92788","0.885999858379364","0.885999858379364","0.885999858379364","92660","92660","92660","1.125999927520752","1.125999927520752","1.125999927520752","92531","92531","92531","0.9019998908042908","0.9019998908042908","0.9019998908042908","92497","92497","92497","0.8939998745918274","0.8939998745918274","0.8939998745918274","178509","178509","178509","0.8059998750686646","0.8059998750686646","0.8059998750686646","178769","178769","178769","1.1399998664855957","1.1399998664855957","1.1399998664855957","178601","178601","178601","0.8639999032020569","0.8639999032020569","0.8639999032020569","178595","178595","178595"
"1495","1.2619998455047607","1.2619998455047607","1.2619998455047607","92792","92792","92792","0.9719998836517334","0.9719998836517334","0.9719998836517334","92664","92664","92664","0.9099998474121094","0.9099998474121094","0.9099998474121094","92535","92535","92535","1.0939998626708984","1.0939998626708984","1.0939998626708984","92501","92501","92501","1.2619998455047607","1.2619998455047607","1.2619998455047607","178513","178513","178513","1.1639999151229858","1.1639999151229858","1.1639999151229858","178773","178773","178773","1.395999789237976","1.395999789237976","1.395999789237976","178605","178605","178605","1.1239999532699585","1.1239999532699585","1.1239999532699585","178599","178599","178599"
"1496","1.3899998664855957","1.3899998664855957","1.3899998664855957","92796","92796","92796","1.153999924659729","1.153999924659729","1.153999924659729","92668","92668","92668","0.7659999132156372","0.7659999132156372","0.7659999132156372","92539","92539","92539","1.1619999408721924","1.1619999408721924","1.1619999408721924","92505","92505","92505","1.4799998998641968","1.4799998998641968","1.4799998998641968","178517","178517","178517","0.9259998798370361","0.9259998798370361","0.9259998798370361","178777","178777","178777","1.3579998016357422","1.3579998016357422","1.3579998016357422","178609","178609","178609","1.1119998693466187","1.1119998693466187","1.1119998693466187","178603","178603","178603"
"1497","1.147999882698059","1.147999882698059","1.147999882698059","92800","92800","92800","1.7219998836517334","1.7219998836517334","1.7219998836517334","92672","92672","92672","1.7159998416900635","1.7159998416900635","1.7159998416900635","92543","92543","92543","1.7019997835159302","1.7019997835159302","1.7019997835159302","92509","92509","92509","2.00600004196167","2.00600004196167","2.00600004196167","178521","178521","178521","1.9300000667572021","1.9300000667572021","1.9300000667572021","178781","178781","178781","1.4599997997283936","1.4599997997283936","1.4599997997283936","178613","178613","178613","2.190000057220459","2.190000057220459","2.190000057220459","178607","178607","178607"
"1498","1.8479998111724854","1.8479998111724854","1.8479998111724854","92804","92804","92804","1.747999906539917","1.747999906539917","1.747999906539917","92676","92676","92676","1.8420000076293945","1.8420000076293945","1.8420000076293945","92547","92547","92547","1.8559999465942383","1.8559999465942383","1.8559999465942383","92513","92513","92513","1.934000015258789","1.934000015258789","1.934000015258789","178525","178525","178525","1.935999870300293","1.935999870300293","1.935999870300293","178785","178785","178785","1.9679999351501465","1.9679999351501465","1.9679999351501465","178617","178617","178617","1.7879997491836548","1.7879997491836548","1.7879997491836548","178611","178611","178611"
