"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpProgress__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpProgress__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpProgress__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpProgress__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpProgress__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpProgress__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpProgress__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpProgress__MAX"
"1648","102186","102186","102186","1","1","1","102064","102064","102064","1","1","1","101960","101960","101960","1","1","1","101895","101895","101895","1","1","1","196683","196683","196683","1","1","1","196979","196979","196979","0.8","0.8","0.8","196775","196775","196775","1","1","1","196781","196781","196781","1","1","1"
"1649","102190","102190","102190","1","1","1","102068","102068","102068","1","1","1","101964","101964","101964","1","1","1","101899","101899","101899","1","1","1","196687","196687","196687","1","1","1","196983","196983","196983","1","1","1","196779","196779","196779","1","1","1","196785","196785","196785","1","1","1"
"1650","102194","102194","102194","1","1","1","102072","102072","102072","1","1","1","101968","101968","101968","1","1","1","101903","101903","101903","1","1","1","196691","196691","196691","1","1","1","196987","196987","196987","1","1","1","196783","196783","196783","1","1","1","196789","196789","196789","1","1","1"
"1651","102198","102198","102198","1","1","1","102076","102076","102076","1","1","1","101972","101972","101972","1","1","1","101907","101907","101907","1","1","1","196695","196695","196695","1","1","1","196991","196991","196991","1","1","1","196787","196787","196787","1","1","1","196793","196793","196793","1","1","1"
"1652","102202","102202","102202","1","1","1","102080","102080","102080","1","1","1","101976","101976","101976","1","1","1","101911","101911","101911","1","1","1","196699","196699","196699","1","1","1","196995","196995","196995","1","1","1","196791","196791","196791","1","1","1","196797","196797","196797","1","1","1"
"1653","102206","102206","102206","1","1","1","102084","102084","102084","1","1","1","101980","101980","101980","1","1","1","101915","101915","101915","1","1","1","196703","196703","196703","1","1","1","196999","196999","196999","1","1","1","196795","196795","196795","1","1","1","196801","196801","196801","1","1","1"
"1654","102210","102210","102210","1","1","1","102088","102088","102088","1","1","1","101984","101984","101984","1","1","1","101919","101919","101919","1","1","1","196707","196707","196707","1","1","1","197003","197003","197003","1","1","1","196799","196799","196799","1","1","1","196805","196805","196805","1","1","1"
"1655","102214","102214","102214","1","1","1","102092","102092","102092","1","1","1","101988","101988","101988","1","1","1","101923","101923","101923","1","1","1","196711","196711","196711","1","1","1","197007","197007","197007","1","1","1","196803","196803","196803","1","1","1","196809","196809","196809","1","1","1"
"1656","102734","102734","102734","1","1","1","102613","102613","102613","1","1","1","102518","102518","102518","1","1","1","102444","102444","102444","1","1","1","197747","197747","197747","1","1","1","198043","198043","198043","1","1","1","197839","197839","197839","1","1","1","197845","197845","197845","1","1","1"
"1657","102738","102738","102738","1","1","1","102617","102617","102617","1","1","1","102522","102522","102522","1","1","1","102448","102448","102448","1","1","1","197751","197751","197751","1","1","1","198047","198047","198047","1","1","1","197843","197843","197843","1","1","1","197849","197849","197849","1","1","1"
"1658","102742","102742","102742","1","1","1","102621","102621","102621","1","1","1","102526","102526","102526","1","1","1","102452","102452","102452","1","1","1","197755","197755","197755","1","1","1","198051","198051","198051","1","1","1","197847","197847","197847","1","1","1","197853","197853","197853","1","1","1"
"1659","102746","102746","102746","1","1","1","102625","102625","102625","1","1","1","102530","102530","102530","1","1","1","102456","102456","102456","1","1","1","197759","197759","197759","1","1","1","198055","198055","198055","1","1","1","197851","197851","197851","1","1","1","197857","197857","197857","1","1","1"
"1660","102750","102750","102750","1","1","1","102629","102629","102629","1","1","1","102534","102534","102534","1","1","1","102460","102460","102460","1","1","1","197763","197763","197763","1","1","1","198059","198059","198059","1","1","1","197855","197855","197855","1","1","1","197861","197861","197861","1","1","1"
"1661","102754","102754","102754","1","1","1","102633","102633","102633","1","1","1","102538","102538","102538","1","1","1","102464","102464","102464","1","1","1","197767","197767","197767","1","1","1","198063","198063","198063","1","1","1","197859","197859","197859","1","1","1","197865","197865","197865","1","1","1"
"1662","102758","102758","102758","1","1","1","102637","102637","102637","1","1","1","102542","102542","102542","1","1","1","102468","102468","102468","1","1","1","197771","197771","197771","1","1","1","198067","198067","198067","1","1","1","197863","197863","197863","1","1","1","197869","197869","197869","1","1","1"
"1663","102762","102762","102762","1","1","1","102641","102641","102641","1","1","1","102546","102546","102546","1","1","1","102472","102472","102472","1","1","1","197775","197775","197775","1","1","1","198071","198071","198071","1","1","1","197867","197867","197867","1","1","1","197873","197873","197873","1","1","1"
"1664","102766","102766","102766","1","1","1","102645","102645","102645","1","1","1","102550","102550","102550","1","1","1","102476","102476","102476","1","1","1","197779","197779","197779","1","1","1","198075","198075","198075","1","1","1","197871","197871","197871","1","1","1","197877","197877","197877","1","1","1"
"1665","103287","103287","103287","1","1","1","103171","103171","103171","1","1","1","103071","103071","103071","1","1","1","102996","102996","102996","1","1","1","198815","198815","198815","1","1","1","199111","199111","199111","1","1","1","198907","198907","198907","1","1","1","198923","198923","198923","1","1","1"
"1666","103291","103291","103291","1","1","1","103175","103175","103175","1","1","1","103075","103075","103075","1","1","1","103000","103000","103000","1","1","1","198819","198819","198819","1","1","1","199115","199115","199115","1","1","1","198911","198911","198911","1","1","1","198927","198927","198927","1","1","1"
"1667","103295","103295","103295","1","1","1","103179","103179","103179","1","1","1","103079","103079","103079","1","1","1","103004","103004","103004","1","1","1","198823","198823","198823","1","1","1","199119","199119","199119","1","1","1","198915","198915","198915","1","1","1","198931","198931","198931","1","1","1"
"1668","103299","103299","103299","1","1","1","103183","103183","103183","1","1","1","103083","103083","103083","1","1","1","103008","103008","103008","1","1","1","198827","198827","198827","1","1","1","199123","199123","199123","1","1","1","198919","198919","198919","1","1","1","198935","198935","198935","1","1","1"
"1669","103303","103303","103303","1","1","1","103187","103187","103187","1","1","1","103087","103087","103087","1","1","1","103012","103012","103012","1","1","1","198831","198831","198831","1","1","1","199127","199127","199127","1","1","1","198923","198923","198923","1","1","1","198939","198939","198939","1","1","1"
"1670","103307","103307","103307","1","1","1","103191","103191","103191","1","1","1","103091","103091","103091","1","1","1","103016","103016","103016","1","1","1","198835","198835","198835","1","1","1","199131","199131","199131","1","1","1","198927","198927","198927","1","1","1","198943","198943","198943","1","1","1"
"1671","103311","103311","103311","1","1","1","103195","103195","103195","1","1","1","103095","103095","103095","1","1","1","103020","103020","103020","1","1","1","198839","198839","198839","1","1","1","199135","199135","199135","1","1","1","198931","198931","198931","1","1","1","198947","198947","198947","1","1","1"
"1672","103315","103315","103315","1","1","1","103199","103199","103199","1","1","1","103099","103099","103099","1","1","1","103024","103024","103024","1","1","1","198843","198843","198843","1","1","1","199139","199139","199139","1","1","1","198935","198935","198935","1","1","1","198951","198951","198951","1","1","1"
"1673","103319","103319","103319","1","1","1","103203","103203","103203","1","1","1","103103","103103","103103","1","1","1","103028","103028","103028","1","1","1","198847","198847","198847","1","1","1","199143","199143","199143","1","1","1","198939","198939","198939","1","1","1","198955","198955","198955","1","1","1"
"1674","103840","103840","103840","1","1","1","103724","103724","103724","1","1","1","103624","103624","103624","1","1","1","103549","103549","103549","1","1","1","199883","199883","199883","1","1","1","200180","200180","200180","1","1","1","199975","199975","199975","1","1","1","199997","199997","199997","1","1","1"
"1675","103844","103844","103844","1","1","1","103728","103728","103728","1","1","1","103628","103628","103628","1","1","1","103553","103553","103553","1","1","1","199887","199887","199887","1","1","1","200184","200184","200184","1","1","1","199979","199979","199979","1","1","1","200001","200001","200001","1","1","1"
"1676","103848","103848","103848","1","1","1","103732","103732","103732","1","1","1","103632","103632","103632","1","1","1","103557","103557","103557","1","1","1","199891","199891","199891","1","1","1","200188","200188","200188","1","1","1","199983","199983","199983","1","1","1","200005","200005","200005","1","1","1"
"1677","103852","103852","103852","1","1","1","103736","103736","103736","1","1","1","103636","103636","103636","1","1","1","103561","103561","103561","1","1","1","199895","199895","199895","1","1","1","200192","200192","200192","1","1","1","199987","199987","199987","1","1","1","200009","200009","200009","1","1","1"
"1678","103856","103856","103856","1","1","1","103740","103740","103740","1","1","1","103640","103640","103640","1","1","1","103565","103565","103565","1","1","1","199899","199899","199899","1","1","1","200196","200196","200196","1","1","1","199991","199991","199991","1","1","1","200013","200013","200013","0.9","0.9","0.9"
"1679","103860","103860","103860","1","1","1","103744","103744","103744","1","1","1","103644","103644","103644","1","1","1","103569","103569","103569","1","1","1","199903","199903","199903","1","1","1","200200","200200","200200","1","1","1","199995","199995","199995","1","1","1","200017","200017","200017","1","1","1"
"1680","103864","103864","103864","1","1","1","103748","103748","103748","1","1","1","103648","103648","103648","1","1","1","103573","103573","103573","1","1","1","199907","199907","199907","1","1","1","200204","200204","200204","1","1","1","199999","199999","199999","1","1","1","200021","200021","200021","1","1","1"
"1681","103868","103868","103868","1","1","1","103752","103752","103752","1","1","1","103652","103652","103652","1","1","1","103577","103577","103577","1","1","1","199911","199911","199911","1","1","1","200208","200208","200208","1","1","1","200003","200003","200003","1","1","1","200025","200025","200025","1","1","1"
"1682","103872","103872","103872","1","1","1","103756","103756","103756","1","1","1","103656","103656","103656","1","1","1","103581","103581","103581","1","1","1","199915","199915","199915","1","1","1","200212","200212","200212","1","1","1","200007","200007","200007","1","1","1","200029","200029","200029","1","1","1"
"1683","104392","104392","104392","1","1","1","104276","104276","104276","1","1","1","104184","104184","104184","1","1","1","104102","104102","104102","1","1","1","200956","200956","200956","1","1","1","201248","201248","201248","1","1","1","201043","201043","201043","1","1","1","201064","201064","201064","1","1","1"
"1684","104396","104396","104396","1","1","1","104280","104280","104280","1","1","1","104188","104188","104188","1","1","1","104106","104106","104106","1","1","1","200960","200960","200960","1","1","1","201252","201252","201252","1","1","1","201047","201047","201047","1","1","1","201068","201068","201068","1","1","1"
"1685","104400","104400","104400","1","1","1","104284","104284","104284","1","1","1","104192","104192","104192","1","1","1","104110","104110","104110","1","1","1","200964","200964","200964","1","1","1","201256","201256","201256","1","1","1","201051","201051","201051","1","1","1","201072","201072","201072","1","1","1"
"1686","104404","104404","104404","1","1","1","104288","104288","104288","1","1","1","104196","104196","104196","1","1","1","104114","104114","104114","1","1","1","200968","200968","200968","1","1","1","201260","201260","201260","1","1","1","201055","201055","201055","1","1","1","201076","201076","201076","1","1","1"
"1687","104408","104408","104408","1","1","1","104292","104292","104292","1","1","1","104200","104200","104200","1","1","1","104118","104118","104118","1","1","1","200972","200972","200972","1","1","1","201264","201264","201264","1","1","1","201059","201059","201059","1","1","1","201080","201080","201080","1","1","1"
"1688","104412","104412","104412","1","1","1","104296","104296","104296","1","1","1","104204","104204","104204","1","1","1","104122","104122","104122","1","1","1","200976","200976","200976","1","1","1","201268","201268","201268","1","1","1","201063","201063","201063","1","1","1","201084","201084","201084","1","1","1"
"1689","104416","104416","104416","1","1","1","104300","104300","104300","1","1","1","104208","104208","104208","1","1","1","104126","104126","104126","1","1","1","200980","200980","200980","1","1","1","201272","201272","201272","1","1","1","201067","201067","201067","1","1","1","201088","201088","201088","1","1","1"
"1690","104420","104420","104420","1","1","1","104304","104304","104304","1","1","1","104212","104212","104212","1","1","1","104130","104130","104130","1","1","1","200984","200984","200984","1","1","1","201276","201276","201276","1","1","1","201071","201071","201071","1","1","1","201092","201092","201092","1","1","1"
"1691","104424","104424","104424","1","1","1","104308","104308","104308","1","1","1","104216","104216","104216","1","1","1","104134","104134","104134","1","1","1","200988","200988","200988","1","1","1","201280","201280","201280","1","1","1","201075","201075","201075","1","1","1","201096","201096","201096","1","1","1"
"1692","104945","104945","104945","1","1","1","104829","104829","104829","1","1","1","104737","104737","104737","1","1","1","104654","104654","104654","1","1","1","202024","202024","202024","1","1","1","202321","202321","202321","1","1","1","202116","202116","202116","1","1","1","202132","202132","202132","1","1","1"
"1693","104949","104949","104949","1","1","1","104833","104833","104833","1","1","1","104741","104741","104741","1","1","1","104658","104658","104658","1","1","1","202028","202028","202028","1","1","1","202325","202325","202325","1","1","1","202120","202120","202120","1","1","1","202136","202136","202136","1","1","1"
"1694","104953","104953","104953","1","1","1","104837","104837","104837","1","1","1","104745","104745","104745","1","1","1","104662","104662","104662","1","1","1","202032","202032","202032","1","1","1","202329","202329","202329","1","1","1","202124","202124","202124","0.8","0.8","0.8","202140","202140","202140","1","1","1"
"1695","104957","104957","104957","1","1","1","104841","104841","104841","1","1","1","104749","104749","104749","1","1","1","104666","104666","104666","1","1","1","202036","202036","202036","1","1","1","202333","202333","202333","1","1","1","202128","202128","202128","1","1","1","202144","202144","202144","1","1","1"
"1696","104961","104961","104961","1","1","1","104845","104845","104845","1","1","1","104753","104753","104753","1","1","1","104670","104670","104670","1","1","1","202040","202040","202040","1","1","1","202337","202337","202337","1","1","1","202132","202132","202132","1","1","1","202148","202148","202148","1","1","1"
"1697","104965","104965","104965","1","1","1","104849","104849","104849","1","1","1","104757","104757","104757","1","1","1","104674","104674","104674","1","1","1","202044","202044","202044","1","1","1","202341","202341","202341","1","1","1","202136","202136","202136","1","1","1","202152","202152","202152","1","1","1"
"1698","104969","104969","104969","1","1","1","104853","104853","104853","1","1","1","104761","104761","104761","1","1","1","104678","104678","104678","1","1","1","202048","202048","202048","1","1","1","202345","202345","202345","1","1","1","202140","202140","202140","1","1","1","202156","202156","202156","1","1","1"
"1699","104973","104973","104973","1","1","1","104857","104857","104857","1","1","1","104765","104765","104765","1","1","1","104682","104682","104682","1","1","1","202052","202052","202052","1","1","1","202349","202349","202349","1","1","1","202144","202144","202144","1","1","1","202160","202160","202160","1","1","1"
"1700","104977","104977","104977","1","1","1","104861","104861","104861","1","1","1","104769","104769","104769","1","1","1","104686","104686","104686","1","1","1","202056","202056","202056","1","1","1","202353","202353","202353","1","1","1","202148","202148","202148","1","1","1","202164","202164","202164","1","1","1"
"1701","105497","105497","105497","1","1","1","105385","105385","105385","1","1","1","105290","105290","105290","1","1","1","105207","105207","105207","1","1","1","203092","203092","203092","1","1","1","203395","203395","203395","1","1","1","203183","203183","203183","1","1","1","203201","203201","203201","1","1","1"
"1702","105501","105501","105501","1","1","1","105389","105389","105389","1","1","1","105294","105294","105294","1","1","1","105211","105211","105211","1","1","1","203096","203096","203096","1","1","1","203399","203399","203399","1","1","1","203187","203187","203187","1","1","1","203205","203205","203205","1","1","1"
"1703","105505","105505","105505","1","1","1","105393","105393","105393","1","1","1","105298","105298","105298","1","1","1","105215","105215","105215","1","1","1","203100","203100","203100","1","1","1","203403","203403","203403","1","1","1","203191","203191","203191","1","1","1","203209","203209","203209","1","1","1"
"1704","105509","105509","105509","1","1","1","105397","105397","105397","1","1","1","105302","105302","105302","1","1","1","105219","105219","105219","1","1","1","203104","203104","203104","1","1","1","203407","203407","203407","1","1","1","203195","203195","203195","1","1","1","203213","203213","203213","1","1","1"
"1705","105513","105513","105513","1","1","1","105401","105401","105401","1","1","1","105306","105306","105306","1","1","1","105223","105223","105223","1","1","1","203108","203108","203108","1","1","1","203411","203411","203411","1","1","1","203199","203199","203199","1","1","1","203217","203217","203217","1","1","1"
"1706","105517","105517","105517","1","1","1","105405","105405","105405","1","1","1","105310","105310","105310","1","1","1","105227","105227","105227","1","1","1","203112","203112","203112","1","1","1","203415","203415","203415","1","1","1","203203","203203","203203","1","1","1","203221","203221","203221","1","1","1"
"1707","105521","105521","105521","1","1","1","105409","105409","105409","1","1","1","105314","105314","105314","1","1","1","105231","105231","105231","1","1","1","203116","203116","203116","1","1","1","203419","203419","203419","1","1","1","203207","203207","203207","1","1","1","203225","203225","203225","1","1","1"
"1708","105525","105525","105525","1","1","1","105413","105413","105413","1","1","1","105318","105318","105318","1","1","1","105235","105235","105235","1","1","1","203120","203120","203120","1","1","1","203423","203423","203423","1","1","1","203211","203211","203211","1","1","1","203229","203229","203229","1","1","1"
"1709","105529","105529","105529","1","1","1","105417","105417","105417","1","1","1","105322","105322","105322","1","1","1","105239","105239","105239","1","1","1","203124","203124","203124","1","1","1","203427","203427","203427","1","1","1","203215","203215","203215","1","1","1","203233","203233","203233","1","1","1"
"1710","106050","106050","106050","1","1","1","105946","105946","105946","1","1","1","105844","105844","105844","1","1","1","105760","105760","105760","1","1","1","204160","204160","204160","1","1","1","204469","204469","204469","1","1","1","204251","204251","204251","1","1","1","204274","204274","204274","1","1","1"
"1711","106054","106054","106054","1","1","1","105950","105950","105950","1","1","1","105848","105848","105848","1","1","1","105764","105764","105764","1","1","1","204164","204164","204164","1","1","1","204473","204473","204473","1","1","1","204255","204255","204255","1","1","1","204278","204278","204278","1","1","1"
"1712","106058","106058","106058","1","1","1","105954","105954","105954","1","1","1","105852","105852","105852","1","1","1","105768","105768","105768","1","1","1","204168","204168","204168","1","1","1","204477","204477","204477","0.8","0.8","0.8","204259","204259","204259","1","1","1","204282","204282","204282","1","1","1"
"1713","106062","106062","106062","1","1","1","105958","105958","105958","1","1","1","105856","105856","105856","1","1","1","105772","105772","105772","1","1","1","204172","204172","204172","1","1","1","204481","204481","204481","1","1","1","204263","204263","204263","1","1","1","204286","204286","204286","1","1","1"
"1714","106066","106066","106066","1","1","1","105962","105962","105962","1","1","1","105860","105860","105860","1","1","1","105776","105776","105776","1","1","1","204176","204176","204176","1","1","1","204485","204485","204485","1","1","1","204267","204267","204267","1","1","1","204290","204290","204290","1","1","1"
"1715","106070","106070","106070","1","1","1","105966","105966","105966","1","1","1","105864","105864","105864","1","1","1","105780","105780","105780","1","1","1","204180","204180","204180","1","1","1","204489","204489","204489","1","1","1","204271","204271","204271","1","1","1","204294","204294","204294","1","1","1"
"1716","106074","106074","106074","1","1","1","105970","105970","105970","1","1","1","105868","105868","105868","1","1","1","105784","105784","105784","1","1","1","204184","204184","204184","1","1","1","204493","204493","204493","1","1","1","204275","204275","204275","1","1","1","204298","204298","204298","1","1","1"
"1717","106078","106078","106078","1","1","1","105974","105974","105974","1","1","1","105872","105872","105872","1","1","1","105788","105788","105788","1","1","1","204188","204188","204188","1","1","1","204497","204497","204497","1","1","1","204279","204279","204279","1","1","1","204302","204302","204302","1","1","1"
"1718","106082","106082","106082","1","1","1","105978","105978","105978","1","1","1","105876","105876","105876","1","1","1","105792","105792","105792","1","1","1","204192","204192","204192","1","1","1","204501","204501","204501","1","1","1","204283","204283","204283","1","1","1","204306","204306","204306","1","1","1"
"1719","106602","106602","106602","1","1","1","106499","106499","106499","1","1","1","106397","106397","106397","1","1","1","106313","106313","106313","1","1","1","205228","205228","205228","1","1","1","205541","205541","205541","1","1","1","205319","205319","205319","1","1","1","205347","205347","205347","1","1","1"
"1720","106606","106606","106606","1","1","1","106503","106503","106503","1","1","1","106401","106401","106401","1","1","1","106317","106317","106317","1","1","1","205232","205232","205232","1","1","1","205545","205545","205545","1","1","1","205323","205323","205323","1","1","1","205351","205351","205351","1","1","1"
"1721","106610","106610","106610","1","1","1","106507","106507","106507","1","1","1","106405","106405","106405","1","1","1","106321","106321","106321","1","1","1","205236","205236","205236","1","1","1","205549","205549","205549","1","1","1","205327","205327","205327","1","1","1","205355","205355","205355","1","1","1"
"1722","106614","106614","106614","1","1","1","106511","106511","106511","1","1","1","106409","106409","106409","1","1","1","106325","106325","106325","1","1","1","205240","205240","205240","1","1","1","205553","205553","205553","1","1","1","205331","205331","205331","1","1","1","205359","205359","205359","1","1","1"
"1723","106618","106618","106618","1","1","1","106515","106515","106515","1","1","1","106413","106413","106413","1","1","1","106329","106329","106329","1","1","1","205244","205244","205244","1","1","1","205557","205557","205557","1","1","1","205335","205335","205335","1","1","1","205363","205363","205363","1","1","1"
"1724","106622","106622","106622","1","1","1","106519","106519","106519","1","1","1","106417","106417","106417","1","1","1","106333","106333","106333","1","1","1","205248","205248","205248","1","1","1","205561","205561","205561","1","1","1","205339","205339","205339","1","1","1","205367","205367","205367","1","1","1"
"1725","106626","106626","106626","1","1","1","106523","106523","106523","1","1","1","106421","106421","106421","1","1","1","106337","106337","106337","1","1","1","205252","205252","205252","1","1","1","205565","205565","205565","1","1","1","205343","205343","205343","1","1","1","205371","205371","205371","1","1","1"
"1726","106630","106630","106630","1","1","1","106527","106527","106527","1","1","1","106425","106425","106425","1","1","1","106341","106341","106341","1","1","1","205256","205256","205256","1","1","1","205569","205569","205569","1","1","1","205347","205347","205347","1","1","1","205375","205375","205375","1","1","1"
"1727","106634","106634","106634","1","1","1","106531","106531","106531","1","1","1","106429","106429","106429","1","1","1","106345","106345","106345","1","1","1","205260","205260","205260","1","1","1","205573","205573","205573","1","1","1","205351","205351","205351","1","1","1","205379","205379","205379","1","1","1"
"1728","107155","107155","107155","1","1","1","107051","107051","107051","1","1","1","106949","106949","106949","1","1","1","106865","106865","106865","1","1","1","206296","206296","206296","1","1","1","206614","206614","206614","1","1","1","206387","206387","206387","1","1","1","206416","206416","206416","1","1","1"
"1729","107159","107159","107159","1","1","1","107055","107055","107055","1","1","1","106953","106953","106953","1","1","1","106869","106869","106869","1","1","1","206300","206300","206300","1","1","1","206618","206618","206618","1","1","1","206391","206391","206391","1","1","1","206420","206420","206420","1","1","1"
"1730","107163","107163","107163","1","1","1","107059","107059","107059","1","1","1","106957","106957","106957","1","1","1","106873","106873","106873","1","1","1","206304","206304","206304","1","1","1","206622","206622","206622","1","1","1","206395","206395","206395","1","1","1","206424","206424","206424","1","1","1"
"1731","107167","107167","107167","1","1","1","107063","107063","107063","1","1","1","106961","106961","106961","1","1","1","106877","106877","106877","1","1","1","206308","206308","206308","1","1","1","206626","206626","206626","1","1","1","206399","206399","206399","1","1","1","206428","206428","206428","1","1","1"
"1732","107171","107171","107171","1","1","1","107067","107067","107067","1","1","1","106965","106965","106965","1","1","1","106881","106881","106881","1","1","1","206312","206312","206312","1","1","1","206630","206630","206630","1","1","1","206403","206403","206403","1","1","1","206432","206432","206432","1","1","1"
"1733","107175","107175","107175","1","1","1","107071","107071","107071","1","1","1","106969","106969","106969","1","1","1","106885","106885","106885","1","1","1","206316","206316","206316","1","1","1","206634","206634","206634","1","1","1","206407","206407","206407","1","1","1","206436","206436","206436","1","1","1"
"1734","107179","107179","107179","1","1","1","107075","107075","107075","1","1","1","106973","106973","106973","1","1","1","106889","106889","106889","1","1","1","206320","206320","206320","1","1","1","206638","206638","206638","1","1","1","206411","206411","206411","1","1","1","206440","206440","206440","1","1","1"
"1735","107183","107183","107183","1","1","1","107079","107079","107079","1","1","1","106977","106977","106977","1","1","1","106893","106893","106893","1","1","1","206324","206324","206324","1","1","1","206642","206642","206642","1","1","1","206415","206415","206415","1","1","1","206444","206444","206444","1","1","1"
"1736","107187","107187","107187","1","1","1","107083","107083","107083","1","1","1","106981","106981","106981","1","1","1","106897","106897","106897","1","1","1","206328","206328","206328","1","1","1","206646","206646","206646","1","1","1","206419","206419","206419","1","1","1","206448","206448","206448","1","1","1"
"1737","107707","107707","107707","1","1","1","107604","107604","107604","1","1","1","107502","107502","107502","1","1","1","107418","107418","107418","1","1","1","207364","207364","207364","1","1","1","207692","207692","207692","1","1","1","207455","207455","207455","1","1","1","207484","207484","207484","1","1","1"
"1738","107711","107711","107711","1","1","1","107608","107608","107608","1","1","1","107506","107506","107506","1","1","1","107422","107422","107422","1","1","1","207368","207368","207368","1","1","1","207696","207696","207696","1","1","1","207459","207459","207459","1","1","1","207488","207488","207488","1","1","1"
"1739","107715","107715","107715","1","1","1","107612","107612","107612","1","1","1","107510","107510","107510","1","1","1","107426","107426","107426","1","1","1","207372","207372","207372","1","1","1","207700","207700","207700","1","1","1","207463","207463","207463","0.8","0.8","0.8","207492","207492","207492","1","1","1"
"1740","107719","107719","107719","1","1","1","107616","107616","107616","1","1","1","107514","107514","107514","1","1","1","107430","107430","107430","1","1","1","207376","207376","207376","1","1","1","207704","207704","207704","1","1","1","207467","207467","207467","1","1","1","207496","207496","207496","1","1","1"
"1741","107723","107723","107723","1","1","1","107620","107620","107620","1","1","1","107518","107518","107518","1","1","1","107434","107434","107434","1","1","1","207380","207380","207380","1","1","1","207708","207708","207708","1","1","1","207471","207471","207471","1","1","1","207500","207500","207500","1","1","1"
"1742","107727","107727","107727","1","1","1","107624","107624","107624","1","1","1","107522","107522","107522","1","1","1","107438","107438","107438","1","1","1","207384","207384","207384","1","1","1","207712","207712","207712","1","1","1","207475","207475","207475","1","1","1","207504","207504","207504","1","1","1"
"1743","107731","107731","107731","1","1","1","107628","107628","107628","1","1","1","107526","107526","107526","1","1","1","107442","107442","107442","1","1","1","207388","207388","207388","1","1","1","207716","207716","207716","1","1","1","207479","207479","207479","1","1","1","207508","207508","207508","1","1","1"
"1744","107735","107735","107735","1","1","1","107632","107632","107632","1","1","1","107530","107530","107530","1","1","1","107446","107446","107446","1","1","1","207392","207392","207392","1","1","1","207720","207720","207720","1","1","1","207483","207483","207483","1","1","1","207512","207512","207512","1","1","1"
