"Evaluate/step_episode","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - _step__MAX","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MIN","4070_9_ppolag_filter_dis_2025-08-08_13-49-16 - Evaluate/EpOverCost__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - _step__MAX","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MIN","4090_10_ppolag_filter_dis_2025-08-08_13-46-57 - Evaluate/EpOverCost__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - _step__MAX","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MIN","4070_penalty_ppo_dis_2025-07-31_13-37-58 - Evaluate/EpOverCost__MAX","4090_ppo_dis_2025-07-30_13-18-07 - _step","4090_ppo_dis_2025-07-30_13-18-07 - _step__MIN","4090_ppo_dis_2025-07-30_13-18-07 - _step__MAX","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MIN","4090_ppo_dis_2025-07-30_13-18-07 - Evaluate/EpOverCost__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - _step__MAX","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MIN","penalty_4070_rl_filter_2025-07-29_22-22-18 - Evaluate/EpOverCost__MAX","4090_dqn_2025-07-29_13-21-06 - _step","4090_dqn_2025-07-29_13-21-06 - _step__MIN","4090_dqn_2025-07-29_13-21-06 - _step__MAX","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MIN","4090_dqn_2025-07-29_13-21-06 - Evaluate/EpOverCost__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - _step","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - _step__MAX","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MIN","penalty_4070_dqn_2025-07-27_11-39-32 - Evaluate/EpOverCost__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MAX"
"1247","77315","77315","77315","0","0","0","77150","77150","77150","0","0","0","77050","77050","77050","0","0","0","77036","77036","77036","0","0","0","148595","148595","148595","0","0","0","148858","148858","148858","0","0","0","148669","148669","148669","0","0","0","148676","148676","148676","0","0","0"
"1248","77319","77319","77319","0","0","0","77154","77154","77154","0","0","0","77054","77054","77054","0","0","0","77040","77040","77040","0","0","0","148599","148599","148599","0","0","0","148862","148862","148862","0","0","0","148673","148673","148673","0","0","0","148680","148680","148680","0","0","0"
"1249","77323","77323","77323","0","0","0","77158","77158","77158","0","0","0","77058","77058","77058","0","0","0","77044","77044","77044","0","0","0","148603","148603","148603","0","0","0","148866","148866","148866","0","0","0","148677","148677","148677","0","0","0","148684","148684","148684","0","0","0"
"1250","77327","77327","77327","0","0","0","77162","77162","77162","0","0","0","77062","77062","77062","0","0","0","77048","77048","77048","0","0","0","148607","148607","148607","0","0","0","148870","148870","148870","0","0","0","148681","148681","148681","0","0","0","148688","148688","148688","0","0","0"
"1251","77848","77848","77848","3","3","3","77687","77687","77687","0","0","0","77582","77582","77582","0","0","0","77574","77574","77574","0","0","0","149643","149643","149643","0","0","0","149906","149906","149906","0","0","0","149717","149717","149717","1","1","1","149729","149729","149729","0","0","0"
"1252","77852","77852","77852","11","11","11","77691","77691","77691","0","0","0","77586","77586","77586","2","2","2","77578","77578","77578","0","0","0","149647","149647","149647","0","0","0","149910","149910","149910","0","0","0","149721","149721","149721","2","2","2","149733","149733","149733","0","0","0"
"1253","77856","77856","77856","4","4","4","77695","77695","77695","0","0","0","77590","77590","77590","0","0","0","77582","77582","77582","0","0","0","149651","149651","149651","0","0","0","149914","149914","149914","0","0","0","149725","149725","149725","0","0","0","149737","149737","149737","0","0","0"
"1254","77860","77860","77860","0","0","0","77699","77699","77699","0","0","0","77594","77594","77594","0","0","0","77586","77586","77586","0","0","0","149655","149655","149655","0","0","0","149918","149918","149918","0","0","0","149729","149729","149729","0","0","0","149741","149741","149741","0","0","0"
"1255","77864","77864","77864","0","0","0","77703","77703","77703","0","0","0","77598","77598","77598","0","0","0","77590","77590","77590","0","0","0","149659","149659","149659","0","0","0","149922","149922","149922","0","0","0","149733","149733","149733","0","0","0","149745","149745","149745","0","0","0"
"1256","77868","77868","77868","0","0","0","77707","77707","77707","0","0","0","77602","77602","77602","0","0","0","77594","77594","77594","0","0","0","149663","149663","149663","0","0","0","149926","149926","149926","0","0","0","149737","149737","149737","0","0","0","149749","149749","149749","0","0","0"
"1257","77872","77872","77872","0","0","0","77711","77711","77711","0","0","0","77606","77606","77606","0","0","0","77598","77598","77598","0","0","0","149667","149667","149667","0","0","0","149930","149930","149930","0","0","0","149741","149741","149741","0","0","0","149753","149753","149753","0","0","0"
"1258","77876","77876","77876","0","0","0","77715","77715","77715","0","0","0","77610","77610","77610","0","0","0","77602","77602","77602","0","0","0","149671","149671","149671","0","0","0","149934","149934","149934","0","0","0","149745","149745","149745","0","0","0","149757","149757","149757","0","0","0"
"1259","77880","77880","77880","0","0","0","77719","77719","77719","0","0","0","77614","77614","77614","0","0","0","77606","77606","77606","0","0","0","149675","149675","149675","0","0","0","149938","149938","149938","0","0","0","149749","149749","149749","0","0","0","149761","149761","149761","0","0","0"
"1260","78401","78401","78401","0","0","0","78246","78246","78246","0","0","0","78135","78135","78135","2","2","2","78126","78126","78126","0","0","0","150711","150711","150711","1","1","1","150974","150974","150974","0","0","0","150790","150790","150790","3","3","3","150803","150803","150803","0","0","0"
"1261","78405","78405","78405","11","11","11","78250","78250","78250","0","0","0","78139","78139","78139","0","0","0","78130","78130","78130","0","0","0","150715","150715","150715","5","5","5","150978","150978","150978","0","0","0","150794","150794","150794","7","7","7","150807","150807","150807","0","0","0"
"1262","78409","78409","78409","7","7","7","78254","78254","78254","0","0","0","78143","78143","78143","2","2","2","78134","78134","78134","0","0","0","150719","150719","150719","8","8","8","150982","150982","150982","0","0","0","150798","150798","150798","0","0","0","150811","150811","150811","0","0","0"
"1263","78413","78413","78413","0","0","0","78258","78258","78258","0","0","0","78147","78147","78147","0","0","0","78138","78138","78138","0","0","0","150723","150723","150723","0","0","0","150986","150986","150986","0","0","0","150802","150802","150802","0","0","0","150815","150815","150815","0","0","0"
"1264","78417","78417","78417","0","0","0","78262","78262","78262","0","0","0","78151","78151","78151","0","0","0","78142","78142","78142","0","0","0","150727","150727","150727","0","0","0","150990","150990","150990","0","0","0","150806","150806","150806","0","0","0","150819","150819","150819","0","0","0"
"1265","78421","78421","78421","0","0","0","78266","78266","78266","0","0","0","78155","78155","78155","0","0","0","78146","78146","78146","0","0","0","150731","150731","150731","0","0","0","150994","150994","150994","0","0","0","150810","150810","150810","0","0","0","150823","150823","150823","0","0","0"
"1266","78425","78425","78425","0","0","0","78270","78270","78270","0","0","0","78159","78159","78159","0","0","0","78150","78150","78150","0","0","0","150735","150735","150735","0","0","0","150998","150998","150998","0","0","0","150814","150814","150814","0","0","0","150827","150827","150827","0","0","0"
"1267","78429","78429","78429","0","0","0","78274","78274","78274","0","0","0","78163","78163","78163","0","0","0","78154","78154","78154","0","0","0","150739","150739","150739","0","0","0","151002","151002","151002","0","0","0","150818","150818","150818","0","0","0","150831","150831","150831","0","0","0"
"1268","78433","78433","78433","0","0","0","78278","78278","78278","0","0","0","78167","78167","78167","0","0","0","78158","78158","78158","0","0","0","150743","150743","150743","0","0","0","151006","151006","151006","0","0","0","150822","150822","150822","0","0","0","150835","150835","150835","0","0","0"
"1269","78958","78958","78958","1","1","1","78800","78800","78800","0","0","0","78688","78688","78688","1","1","1","78679","78679","78679","0","0","0","151779","151779","151779","0","0","0","152047","152047","152047","0","0","0","151857","151857","151857","0","0","0","151876","151876","151876","0","0","0"
"1270","78962","78962","78962","8","8","8","78804","78804","78804","0","0","0","78692","78692","78692","1","1","1","78683","78683","78683","0","0","0","151783","151783","151783","2","2","2","152051","152051","152051","0","0","0","151861","151861","151861","7","7","7","151880","151880","151880","0","0","0"
"1271","78966","78966","78966","4","4","4","78808","78808","78808","0","0","0","78696","78696","78696","0","0","0","78687","78687","78687","0","0","0","151787","151787","151787","1","1","1","152055","152055","152055","0","0","0","151865","151865","151865","1","1","1","151884","151884","151884","0","0","0"
"1272","78970","78970","78970","0","0","0","78812","78812","78812","0","0","0","78700","78700","78700","0","0","0","78691","78691","78691","0","0","0","151791","151791","151791","0","0","0","152059","152059","152059","0","0","0","151869","151869","151869","0","0","0","151888","151888","151888","0","0","0"
"1273","78974","78974","78974","0","0","0","78816","78816","78816","0","0","0","78704","78704","78704","0","0","0","78695","78695","78695","0","0","0","151795","151795","151795","0","0","0","152063","152063","152063","0","0","0","151873","151873","151873","0","0","0","151892","151892","151892","0","0","0"
"1274","78978","78978","78978","0","0","0","78820","78820","78820","0","0","0","78708","78708","78708","0","0","0","78699","78699","78699","0","0","0","151799","151799","151799","0","0","0","152067","152067","152067","0","0","0","151877","151877","151877","0","0","0","151896","151896","151896","0","0","0"
"1275","78982","78982","78982","0","0","0","78824","78824","78824","0","0","0","78712","78712","78712","0","0","0","78703","78703","78703","0","0","0","151803","151803","151803","0","0","0","152071","152071","152071","0","0","0","151881","151881","151881","0","0","0","151900","151900","151900","0","0","0"
"1276","78986","78986","78986","0","0","0","78828","78828","78828","0","0","0","78716","78716","78716","0","0","0","78707","78707","78707","0","0","0","151807","151807","151807","0","0","0","152075","152075","152075","0","0","0","151885","151885","151885","0","0","0","151904","151904","151904","0","0","0"
"1277","78990","78990","78990","0","0","0","78832","78832","78832","0","0","0","78720","78720","78720","0","0","0","78711","78711","78711","0","0","0","151811","151811","151811","0","0","0","152079","152079","152079","0","0","0","151889","151889","151889","0","0","0","151908","151908","151908","0","0","0"
"1278","79511","79511","79511","2","2","2","79353","79353","79353","0","0","0","79240","79240","79240","2","2","2","79231","79231","79231","0","0","0","152847","152847","152847","0","0","0","153115","153115","153115","0","0","0","152924","152924","152924","2","2","2","152944","152944","152944","0","0","0"
"1279","79515","79515","79515","0","0","0","79357","79357","79357","0","0","0","79244","79244","79244","0","0","0","79235","79235","79235","0","0","0","152851","152851","152851","2","2","2","153119","153119","153119","0","0","0","152928","152928","152928","0","0","0","152948","152948","152948","0","0","0"
"1280","79519","79519","79519","4","4","4","79361","79361","79361","0","0","0","79248","79248","79248","1","1","1","79239","79239","79239","0","0","0","152855","152855","152855","7","7","7","153123","153123","153123","0","0","0","152932","152932","152932","5","5","5","152952","152952","152952","0","0","0"
"1281","79523","79523","79523","0","0","0","79365","79365","79365","0","0","0","79252","79252","79252","0","0","0","79243","79243","79243","0","0","0","152859","152859","152859","0","0","0","153127","153127","153127","0","0","0","152936","152936","152936","0","0","0","152956","152956","152956","0","0","0"
"1282","79527","79527","79527","0","0","0","79369","79369","79369","0","0","0","79256","79256","79256","0","0","0","79247","79247","79247","0","0","0","152863","152863","152863","0","0","0","153131","153131","153131","0","0","0","152940","152940","152940","0","0","0","152960","152960","152960","0","0","0"
"1283","79531","79531","79531","0","0","0","79373","79373","79373","0","0","0","79260","79260","79260","0","0","0","79251","79251","79251","0","0","0","152867","152867","152867","0","0","0","153135","153135","153135","0","0","0","152944","152944","152944","0","0","0","152964","152964","152964","0","0","0"
"1284","79535","79535","79535","0","0","0","79377","79377","79377","0","0","0","79264","79264","79264","0","0","0","79255","79255","79255","0","0","0","152871","152871","152871","0","0","0","153139","153139","153139","0","0","0","152948","152948","152948","0","0","0","152968","152968","152968","0","0","0"
"1285","79539","79539","79539","0","0","0","79381","79381","79381","0","0","0","79268","79268","79268","0","0","0","79259","79259","79259","0","0","0","152875","152875","152875","0","0","0","153143","153143","153143","0","0","0","152952","152952","152952","0","0","0","152972","152972","152972","0","0","0"
"1286","79543","79543","79543","0","0","0","79385","79385","79385","0","0","0","79272","79272","79272","0","0","0","79263","79263","79263","0","0","0","152879","152879","152879","0","0","0","153147","153147","153147","0","0","0","152956","152956","152956","0","0","0","152976","152976","152976","0","0","0"
"1287","80064","80064","80064","2","2","2","79905","79905","79905","0","0","0","79793","79793","79793","2","2","2","79784","79784","79784","0","0","0","153920","153920","153920","3","3","3","154184","154184","154184","0","0","0","153992","153992","153992","4","4","4","154012","154012","154012","0","0","0"
"1288","80068","80068","80068","4","4","4","79909","79909","79909","0","0","0","79797","79797","79797","0","0","0","79788","79788","79788","0","0","0","153924","153924","153924","3","3","3","154188","154188","154188","0","0","0","153996","153996","153996","4","4","4","154016","154016","154016","0","0","0"
"1289","80072","80072","80072","10","10","10","79913","79913","79913","0","0","0","79801","79801","79801","2","2","2","79792","79792","79792","0","0","0","153928","153928","153928","0","0","0","154192","154192","154192","0","0","0","154000","154000","154000","2","2","2","154020","154020","154020","0","0","0"
"1290","80076","80076","80076","0","0","0","79917","79917","79917","0","0","0","79805","79805","79805","0","0","0","79796","79796","79796","0","0","0","153932","153932","153932","0","0","0","154196","154196","154196","0","0","0","154004","154004","154004","0","0","0","154024","154024","154024","0","0","0"
"1291","80080","80080","80080","0","0","0","79921","79921","79921","0","0","0","79809","79809","79809","0","0","0","79800","79800","79800","0","0","0","153936","153936","153936","0","0","0","154200","154200","154200","0","0","0","154008","154008","154008","0","0","0","154028","154028","154028","0","0","0"
"1292","80084","80084","80084","0","0","0","79925","79925","79925","0","0","0","79813","79813","79813","0","0","0","79804","79804","79804","0","0","0","153940","153940","153940","0","0","0","154204","154204","154204","0","0","0","154012","154012","154012","0","0","0","154032","154032","154032","0","0","0"
"1293","80088","80088","80088","0","0","0","79929","79929","79929","0","0","0","79817","79817","79817","0","0","0","79808","79808","79808","0","0","0","153944","153944","153944","0","0","0","154208","154208","154208","0","0","0","154016","154016","154016","0","0","0","154036","154036","154036","0","0","0"
"1294","80092","80092","80092","0","0","0","79933","79933","79933","0","0","0","79821","79821","79821","0","0","0","79812","79812","79812","0","0","0","153948","153948","153948","0","0","0","154212","154212","154212","0","0","0","154020","154020","154020","0","0","0","154040","154040","154040","0","0","0"
"1295","80096","80096","80096","0","0","0","79937","79937","79937","0","0","0","79825","79825","79825","0","0","0","79816","79816","79816","0","0","0","153952","153952","153952","0","0","0","154216","154216","154216","0","0","0","154024","154024","154024","0","0","0","154044","154044","154044","0","0","0"
"1296","80621","80621","80621","2","2","2","80458","80458","80458","0","0","0","80346","80346","80346","0","0","0","80342","80342","80342","0","0","0","154988","154988","154988","4","4","4","155252","155252","155252","0","0","0","155065","155065","155065","5","5","5","155080","155080","155080","0","0","0"
"1297","80625","80625","80625","10","10","10","80462","80462","80462","0","0","0","80350","80350","80350","0","0","0","80346","80346","80346","0","0","0","154992","154992","154992","1","1","1","155256","155256","155256","0","0","0","155069","155069","155069","5","5","5","155084","155084","155084","0","0","0"
"1298","80629","80629","80629","4","4","4","80466","80466","80466","0","0","0","80354","80354","80354","0","0","0","80350","80350","80350","0","0","0","154996","154996","154996","5","5","5","155260","155260","155260","0","0","0","155073","155073","155073","0","0","0","155088","155088","155088","0","0","0"
"1299","80633","80633","80633","0","0","0","80470","80470","80470","0","0","0","80358","80358","80358","0","0","0","80354","80354","80354","0","0","0","155000","155000","155000","0","0","0","155264","155264","155264","0","0","0","155077","155077","155077","0","0","0","155092","155092","155092","0","0","0"
"1300","80637","80637","80637","0","0","0","80474","80474","80474","0","0","0","80362","80362","80362","0","0","0","80358","80358","80358","0","0","0","155004","155004","155004","0","0","0","155268","155268","155268","0","0","0","155081","155081","155081","0","0","0","155096","155096","155096","0","0","0"
"1301","80641","80641","80641","0","0","0","80478","80478","80478","0","0","0","80366","80366","80366","0","0","0","80362","80362","80362","0","0","0","155008","155008","155008","0","0","0","155272","155272","155272","0","0","0","155085","155085","155085","0","0","0","155100","155100","155100","0","0","0"
"1302","80645","80645","80645","0","0","0","80482","80482","80482","0","0","0","80370","80370","80370","0","0","0","80366","80366","80366","0","0","0","155012","155012","155012","0","0","0","155276","155276","155276","0","0","0","155089","155089","155089","0","0","0","155104","155104","155104","0","0","0"
"1303","80649","80649","80649","0","0","0","80486","80486","80486","0","0","0","80374","80374","80374","0","0","0","80370","80370","80370","0","0","0","155016","155016","155016","0","0","0","155280","155280","155280","0","0","0","155093","155093","155093","0","0","0","155108","155108","155108","0","0","0"
"1304","80653","80653","80653","0","0","0","80490","80490","80490","0","0","0","80378","80378","80378","0","0","0","80374","80374","80374","0","0","0","155020","155020","155020","0","0","0","155284","155284","155284","0","0","0","155097","155097","155097","0","0","0","155112","155112","155112","0","0","0"
"1305","81175","81175","81175","1","1","1","81011","81011","81011","0","0","0","80907","80907","80907","0","0","0","80894","80894","80894","0","0","0","156066","156066","156066","2","2","2","156320","156320","156320","0","0","0","156133","156133","156133","2","2","2","156148","156148","156148","0","0","0"
"1306","81179","81179","81179","4","4","4","81015","81015","81015","0","0","0","80911","80911","80911","0","0","0","80898","80898","80898","0","0","0","156070","156070","156070","0","0","0","156324","156324","156324","0","0","0","156137","156137","156137","6","6","6","156152","156152","156152","0","0","0"
"1307","81183","81183","81183","7","7","7","81019","81019","81019","0","0","0","80915","80915","80915","1","1","1","80902","80902","80902","0","0","0","156074","156074","156074","5","5","5","156328","156328","156328","0","0","0","156141","156141","156141","0","0","0","156156","156156","156156","0","0","0"
"1308","81187","81187","81187","0","0","0","81023","81023","81023","0","0","0","80919","80919","80919","0","0","0","80906","80906","80906","0","0","0","156078","156078","156078","0","0","0","156332","156332","156332","0","0","0","156145","156145","156145","0","0","0","156160","156160","156160","0","0","0"
"1309","81191","81191","81191","0","0","0","81027","81027","81027","0","0","0","80923","80923","80923","0","0","0","80910","80910","80910","0","0","0","156082","156082","156082","0","0","0","156336","156336","156336","0","0","0","156149","156149","156149","0","0","0","156164","156164","156164","0","0","0"
"1310","81195","81195","81195","0","0","0","81031","81031","81031","0","0","0","80927","80927","80927","0","0","0","80914","80914","80914","0","0","0","156086","156086","156086","0","0","0","156340","156340","156340","0","0","0","156153","156153","156153","0","0","0","156168","156168","156168","0","0","0"
"1311","81199","81199","81199","0","0","0","81035","81035","81035","0","0","0","80931","80931","80931","0","0","0","80918","80918","80918","0","0","0","156090","156090","156090","0","0","0","156344","156344","156344","0","0","0","156157","156157","156157","0","0","0","156172","156172","156172","0","0","0"
"1312","81203","81203","81203","0","0","0","81039","81039","81039","0","0","0","80935","80935","80935","0","0","0","80922","80922","80922","0","0","0","156094","156094","156094","0","0","0","156348","156348","156348","0","0","0","156161","156161","156161","0","0","0","156176","156176","156176","0","0","0"
"1313","81207","81207","81207","0","0","0","81043","81043","81043","0","0","0","80939","80939","80939","0","0","0","80926","80926","80926","0","0","0","156098","156098","156098","0","0","0","156352","156352","156352","0","0","0","156165","156165","156165","0","0","0","156180","156180","156180","0","0","0"
"1314","81727","81727","81727","1","1","1","81564","81564","81564","0","0","0","81467","81467","81467","0","0","0","81447","81447","81447","0","0","0","157134","157134","157134","2","2","2","157388","157388","157388","0","0","0","157206","157206","157206","2","2","2","157217","157217","157217","0","0","0"
"1315","81731","81731","81731","6","6","6","81568","81568","81568","0","0","0","81471","81471","81471","1","1","1","81451","81451","81451","0","0","0","157138","157138","157138","0","0","0","157392","157392","157392","0","0","0","157210","157210","157210","7","7","7","157221","157221","157221","0","0","0"
"1316","81735","81735","81735","6","6","6","81572","81572","81572","0","0","0","81475","81475","81475","0","0","0","81455","81455","81455","0","0","0","157142","157142","157142","2","2","2","157396","157396","157396","0","0","0","157214","157214","157214","2","2","2","157225","157225","157225","0","0","0"
"1317","81739","81739","81739","0","0","0","81576","81576","81576","0","0","0","81479","81479","81479","0","0","0","81459","81459","81459","0","0","0","157146","157146","157146","0","0","0","157400","157400","157400","0","0","0","157218","157218","157218","0","0","0","157229","157229","157229","3","3","3"
"1318","81743","81743","81743","0","0","0","81580","81580","81580","0","0","0","81483","81483","81483","0","0","0","81463","81463","81463","0","0","0","157150","157150","157150","0","0","0","157404","157404","157404","0","0","0","157222","157222","157222","0","0","0","157233","157233","157233","0","0","0"
"1319","81747","81747","81747","0","0","0","81584","81584","81584","0","0","0","81487","81487","81487","0","0","0","81467","81467","81467","0","0","0","157154","157154","157154","0","0","0","157408","157408","157408","0","0","0","157226","157226","157226","0","0","0","157237","157237","157237","0","0","0"
"1320","81751","81751","81751","0","0","0","81588","81588","81588","0","0","0","81491","81491","81491","0","0","0","81471","81471","81471","0","0","0","157158","157158","157158","0","0","0","157412","157412","157412","0","0","0","157230","157230","157230","0","0","0","157241","157241","157241","0","0","0"
"1321","81755","81755","81755","0","0","0","81592","81592","81592","0","0","0","81495","81495","81495","0","0","0","81475","81475","81475","0","0","0","157162","157162","157162","0","0","0","157416","157416","157416","0","0","0","157234","157234","157234","0","0","0","157245","157245","157245","0","0","0"
"1322","81759","81759","81759","0","0","0","81596","81596","81596","0","0","0","81499","81499","81499","0","0","0","81479","81479","81479","0","0","0","157166","157166","157166","0","0","0","157420","157420","157420","0","0","0","157238","157238","157238","0","0","0","157249","157249","157249","0","0","0"
"1323","82280","82280","82280","0","0","0","82121","82121","82121","0","0","0","82019","82019","82019","2","2","2","81999","81999","81999","0","0","0","158202","158202","158202","2","2","2","158457","158457","158457","0","0","0","158279","158279","158279","2","2","2","158284","158284","158284","0","0","0"
"1324","82284","82284","82284","4","4","4","82125","82125","82125","0","0","0","82023","82023","82023","0","0","0","82003","82003","82003","0","0","0","158206","158206","158206","7","7","7","158461","158461","158461","0","0","0","158283","158283","158283","0","0","0","158288","158288","158288","0","0","0"
"1325","82288","82288","82288","4","4","4","82129","82129","82129","0","0","0","82027","82027","82027","3","3","3","82007","82007","82007","0","0","0","158210","158210","158210","0","0","0","158465","158465","158465","0","0","0","158287","158287","158287","3","3","3","158292","158292","158292","0","0","0"
"1326","82292","82292","82292","0","0","0","82133","82133","82133","0","0","0","82031","82031","82031","1","1","1","82011","82011","82011","0","0","0","158214","158214","158214","0","0","0","158469","158469","158469","0","0","0","158291","158291","158291","0","0","0","158296","158296","158296","0","0","0"
"1327","82296","82296","82296","0","0","0","82137","82137","82137","0","0","0","82035","82035","82035","0","0","0","82015","82015","82015","0","0","0","158218","158218","158218","0","0","0","158473","158473","158473","0","0","0","158295","158295","158295","1","1","1","158300","158300","158300","0","0","0"
"1328","82300","82300","82300","0","0","0","82141","82141","82141","0","0","0","82039","82039","82039","0","0","0","82019","82019","82019","0","0","0","158222","158222","158222","0","0","0","158477","158477","158477","0","0","0","158299","158299","158299","0","0","0","158304","158304","158304","0","0","0"
"1329","82304","82304","82304","0","0","0","82145","82145","82145","0","0","0","82043","82043","82043","0","0","0","82023","82023","82023","0","0","0","158226","158226","158226","0","0","0","158481","158481","158481","0","0","0","158303","158303","158303","0","0","0","158308","158308","158308","0","0","0"
"1330","82308","82308","82308","0","0","0","82149","82149","82149","0","0","0","82047","82047","82047","0","0","0","82027","82027","82027","0","0","0","158230","158230","158230","0","0","0","158485","158485","158485","0","0","0","158307","158307","158307","0","0","0","158312","158312","158312","0","0","0"
"1331","82312","82312","82312","0","0","0","82153","82153","82153","0","0","0","82051","82051","82051","0","0","0","82031","82031","82031","0","0","0","158234","158234","158234","0","0","0","158489","158489","158489","0","0","0","158311","158311","158311","0","0","0","158316","158316","158316","0","0","0"
"1332","82832","82832","82832","3","3","3","82683","82683","82683","0","0","0","82572","82572","82572","1","1","1","82552","82552","82552","0","0","0","159270","159270","159270","3","3","3","159525","159525","159525","0","0","0","159352","159352","159352","4","4","4","159357","159357","159357","0","0","0"
"1333","82836","82836","82836","7","7","7","82687","82687","82687","0","0","0","82576","82576","82576","0","0","0","82556","82556","82556","0","0","0","159274","159274","159274","0","0","0","159529","159529","159529","0","0","0","159356","159356","159356","0","0","0","159361","159361","159361","0","0","0"
"1334","82840","82840","82840","7","7","7","82691","82691","82691","0","0","0","82580","82580","82580","1","1","1","82560","82560","82560","0","0","0","159278","159278","159278","6","6","6","159533","159533","159533","0","0","0","159360","159360","159360","0","0","0","159365","159365","159365","0","0","0"
"1335","82844","82844","82844","0","0","0","82695","82695","82695","0","0","0","82584","82584","82584","0","0","0","82564","82564","82564","0","0","0","159282","159282","159282","0","0","0","159537","159537","159537","0","0","0","159364","159364","159364","0","0","0","159369","159369","159369","0","0","0"
"1336","82848","82848","82848","0","0","0","82699","82699","82699","0","0","0","82588","82588","82588","0","0","0","82568","82568","82568","0","0","0","159286","159286","159286","0","0","0","159541","159541","159541","0","0","0","159368","159368","159368","0","0","0","159373","159373","159373","0","0","0"
"1337","82852","82852","82852","0","0","0","82703","82703","82703","0","0","0","82592","82592","82592","0","0","0","82572","82572","82572","0","0","0","159290","159290","159290","0","0","0","159545","159545","159545","0","0","0","159372","159372","159372","0","0","0","159377","159377","159377","0","0","0"
"1338","82856","82856","82856","0","0","0","82707","82707","82707","0","0","0","82596","82596","82596","0","0","0","82576","82576","82576","0","0","0","159294","159294","159294","0","0","0","159549","159549","159549","0","0","0","159376","159376","159376","0","0","0","159381","159381","159381","0","0","0"
"1339","82860","82860","82860","0","0","0","82711","82711","82711","0","0","0","82600","82600","82600","0","0","0","82580","82580","82580","0","0","0","159298","159298","159298","0","0","0","159553","159553","159553","0","0","0","159380","159380","159380","0","0","0","159385","159385","159385","0","0","0"
"1340","82864","82864","82864","0","0","0","82715","82715","82715","0","0","0","82604","82604","82604","0","0","0","82584","82584","82584","0","0","0","159302","159302","159302","0","0","0","159557","159557","159557","0","0","0","159384","159384","159384","0","0","0","159389","159389","159389","0","0","0"
"1341","83385","83385","83385","0","0","0","83241","83241","83241","0","0","0","83136","83136","83136","0","0","0","83104","83104","83104","0","0","0","160338","160338","160338","2","2","2","160598","160598","160598","0","0","0","160420","160420","160420","3","3","3","160425","160425","160425","0","0","0"
"1342","83389","83389","83389","5","5","5","83245","83245","83245","0","0","0","83140","83140","83140","0","0","0","83108","83108","83108","0","0","0","160342","160342","160342","3","3","3","160602","160602","160602","0","0","0","160424","160424","160424","5","5","5","160429","160429","160429","0","0","0"
"1343","83393","83393","83393","5","5","5","83249","83249","83249","0","0","0","83144","83144","83144","0","0","0","83112","83112","83112","0","0","0","160346","160346","160346","6","6","6","160606","160606","160606","0","0","0","160428","160428","160428","1","1","1","160433","160433","160433","0","0","0"
