"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpPredictLossCompare__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpPredictLossCompare__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpPredictLossCompare__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpPredictLossCompare__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpPredictLossCompare__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpPredictLossCompare__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpPredictLossCompare__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpPredictLossCompare__MAX"
"254","1276","1276","1276","0.0015593295684084296","0.0015593295684084296","0.0015593295684084296","1531","1531","1531","0.002177271991968155","0.002177271991968155","0.002177271991968155","1531","1531","1531","0.0017813369631767273","0.0017813369631767273","0.0017813369631767273","1531","1531","1531","0.0017856850754469633","0.0017856850754469633","0.0017856850754469633","1531","1531","1531","0.001740411389619112","0.001740411389619112","0.001740411389619112","1276","1276","1276","0.0016328578349202871","0.0016328578349202871","0.0016328578349202871","1531","1531","1531","0.00204922491684556","0.00204922491684556","0.00204922491684556","1531","1531","1531","0.0019785703625530005","0.0019785703625530005","0.0019785703625530005"
"255","1281","1281","1281","0.0016411787364631891","0.0016411787364631891","0.0016411787364631891","1537","1537","1537","0.0023553764913231134","0.0023553764913231134","0.0023553764913231134","1537","1537","1537","0.002177347894757986","0.002177347894757986","0.002177347894757986","1537","1537","1537","0.001883967313915491","0.001883967313915491","0.001883967313915491","1537","1537","1537","0.0016356795094907284","0.0016356795094907284","0.0016356795094907284","1281","1281","1281","0.0023065004497766495","0.0023065004497766495","0.0023065004497766495","1537","1537","1537","0.0016801842721179128","0.0016801842721179128","0.0016801842721179128","1537","1537","1537","0.002034081844612956","0.002034081844612956","0.002034081844612956"
"256","1286","1286","1286","0.0015625981613993645","0.0015625981613993645","0.0015625981613993645","1543","1543","1543","0.0016708148177713156","0.0016708148177713156","0.0016708148177713156","1543","1543","1543","0.0020604615565389395","0.0020604615565389395","0.0020604615565389395","1543","1543","1543","0.0016309111379086971","0.0016309111379086971","0.0016309111379086971","1543","1543","1543","0.0018160942709073424","0.0018160942709073424","0.0018160942709073424","1286","1286","1286","0.001840607961639762","0.001840607961639762","0.001840607961639762","1543","1543","1543","0.0023358671460300684","0.0023358671460300684","0.0023358671460300684","1543","1543","1543","0.0018951573874801397","0.0018951573874801397","0.0018951573874801397"
"257","1291","1291","1291","0.0016233071219176054","0.0016233071219176054","0.0016233071219176054","1549","1549","1549","0.0015147286467254162","0.0015147286467254162","0.0015147286467254162","1549","1549","1549","0.0016843375051394105","0.0016843375051394105","0.0016843375051394105","1549","1549","1549","0.0018453003140166402","0.0018453003140166402","0.0018453003140166402","1549","1549","1549","0.0016290737548843026","0.0016290737548843026","0.0016290737548843026","1291","1291","1291","0.001395251601934433","0.001395251601934433","0.001395251601934433","1549","1549","1549","0.001825849525630474","0.001825849525630474","0.001825849525630474","1549","1549","1549","0.0016882256604731083","0.0016882256604731083","0.0016882256604731083"
"258","1296","1296","1296","0.00244809128344059","0.00244809128344059","0.00244809128344059","1555","1555","1555","0.0017558367690071464","0.0017558367690071464","0.0017558367690071464","1555","1555","1555","0.002365794964134693","0.002365794964134693","0.002365794964134693","1555","1555","1555","0.00225611450150609","0.00225611450150609","0.00225611450150609","1555","1555","1555","0.002281000604853034","0.002281000604853034","0.002281000604853034","1296","1296","1296","0.0019285328453406692","0.0019285328453406692","0.0019285328453406692","1555","1555","1555","0.0020147827453911304","0.0020147827453911304","0.0020147827453911304","1555","1555","1555","0.0022711665369570255","0.0022711665369570255","0.0022711665369570255"
"259","1301","1301","1301","0.002051358809694648","0.002051358809694648","0.002051358809694648","1561","1561","1561","0.0021319612860679626","0.0021319612860679626","0.0021319612860679626","1561","1561","1561","0.0019067898392677307","0.0019067898392677307","0.0019067898392677307","1561","1561","1561","0.0020041686948388815","0.0020041686948388815","0.0020041686948388815","1561","1561","1561","0.002129216678440571","0.002129216678440571","0.002129216678440571","1301","1301","1301","0.0019850251264870167","0.0019850251264870167","0.0019850251264870167","1561","1561","1561","0.00219745677895844","0.00219745677895844","0.00219745677895844","1561","1561","1561","0.0019926587119698524","0.0019926587119698524","0.0019926587119698524"
"260","1306","1306","1306","0.0016093384474515915","0.0016093384474515915","0.0016093384474515915","1567","1567","1567","0.0016108715208247304","0.0016108715208247304","0.0016108715208247304","1567","1567","1567","0.001968077616766095","0.001968077616766095","0.001968077616766095","1567","1567","1567","0.001965399831533432","0.001965399831533432","0.001965399831533432","1567","1567","1567","0.002124505816027522","0.002124505816027522","0.002124505816027522","1306","1306","1306","0.0013902835780754685","0.0013902835780754685","0.0013902835780754685","1567","1567","1567","0.0016675411025062203","0.0016675411025062203","0.0016675411025062203","1567","1567","1567","0.001532164285890758","0.001532164285890758","0.001532164285890758"
"261","1311","1311","1311","0.0019379713339731097","0.0019379713339731097","0.0019379713339731097","1573","1573","1573","0.0019589923322200775","0.0019589923322200775","0.0019589923322200775","1573","1573","1573","0.001628237427212298","0.001628237427212298","0.001628237427212298","1573","1573","1573","0.00198241020552814","0.00198241020552814","0.00198241020552814","1573","1573","1573","0.0015405770391225815","0.0015405770391225815","0.0015405770391225815","1311","1311","1311","0.0018895090324804187","0.0018895090324804187","0.0018895090324804187","1573","1573","1573","0.0017377723706886172","0.0017377723706886172","0.0017377723706886172","1573","1573","1573","0.0015988966915756464","0.0015988966915756464","0.0015988966915756464"
"262","1316","1316","1316","0.0016557524213567376","0.0016557524213567376","0.0016557524213567376","1579","1579","1579","0.0022333464585244656","0.0022333464585244656","0.0022333464585244656","1579","1579","1579","0.002267946023494005","0.002267946023494005","0.002267946023494005","1579","1579","1579","0.001982406945899129","0.001982406945899129","0.001982406945899129","1579","1579","1579","0.0021102726459503174","0.0021102726459503174","0.0021102726459503174","1316","1316","1316","0.0020467282738536596","0.0020467282738536596","0.0020467282738536596","1579","1579","1579","0.002106897998601198","0.002106897998601198","0.002106897998601198","1579","1579","1579","0.0022421192843466997","0.0022421192843466997","0.0022421192843466997"
"263","1321","1321","1321","0.0016342686722055078","0.0016342686722055078","0.0016342686722055078","1585","1585","1585","0.0014204272301867604","0.0014204272301867604","0.0014204272301867604","1585","1585","1585","0.0017079506069421768","0.0017079506069421768","0.0017079506069421768","1585","1585","1585","0.0019439756870269775","0.0019439756870269775","0.0019439756870269775","1585","1585","1585","0.0015670072752982378","0.0015670072752982378","0.0015670072752982378","1321","1321","1321","0.0015486039919778705","0.0015486039919778705","0.0015486039919778705","1585","1585","1585","0.0015410149935632944","0.0015410149935632944","0.0015410149935632944","1585","1585","1585","0.0015304610133171082","0.0015304610133171082","0.0015304610133171082"
"264","1326","1326","1326","0.0019645707216113806","0.0019645707216113806","0.0019645707216113806","1591","1591","1591","0.001608517486602068","0.001608517486602068","0.001608517486602068","1591","1591","1591","0.0015184074873104692","0.0015184074873104692","0.0015184074873104692","1591","1591","1591","0.0017355644376948476","0.0017355644376948476","0.0017355644376948476","1591","1591","1591","0.0016046365490183234","0.0016046365490183234","0.0016046365490183234","1326","1326","1326","0.0015607370296493173","0.0015607370296493173","0.0015607370296493173","1591","1591","1591","0.0016573563916608691","0.0016573563916608691","0.0016573563916608691","1591","1591","1591","0.001653755083680153","0.001653755083680153","0.001653755083680153"
"265","1331","1331","1331","0.0021191283594816923","0.0021191283594816923","0.0021191283594816923","1597","1597","1597","0.0020277181174606085","0.0020277181174606085","0.0020277181174606085","1597","1597","1597","0.002081152983009815","0.002081152983009815","0.002081152983009815","1597","1597","1597","0.002113331574946642","0.002113331574946642","0.002113331574946642","1597","1597","1597","0.0022394396364688873","0.0022394396364688873","0.0022394396364688873","1331","1331","1331","0.0017492384649813175","0.0017492384649813175","0.0017492384649813175","1597","1597","1597","0.0018878827104344964","0.0018878827104344964","0.0018878827104344964","1597","1597","1597","0.0020094832871109247","0.0020094832871109247","0.0020094832871109247"
"266","1336","1336","1336","0.0018881927244365215","0.0018881927244365215","0.0018881927244365215","1603","1603","1603","0.0019654056522995234","0.0019654056522995234","0.0019654056522995234","1603","1603","1603","0.002099009696394205","0.002099009696394205","0.002099009696394205","1603","1603","1603","0.0014955425867810845","0.0014955425867810845","0.0014955425867810845","1603","1603","1603","0.001581075950525701","0.001581075950525701","0.001581075950525701","1336","1336","1336","0.0017769689438864589","0.0017769689438864589","0.0017769689438864589","1603","1603","1603","0.0015401380369439721","0.0015401380369439721","0.0015401380369439721","1603","1603","1603","0.0016838746378198266","0.0016838746378198266","0.0016838746378198266"
"267","1341","1341","1341","0.0016853032866492867","0.0016853032866492867","0.0016853032866492867","1609","1609","1609","0.0013466104865074158","0.0013466104865074158","0.0013466104865074158","1609","1609","1609","0.0015899055870249867","0.0015899055870249867","0.0015899055870249867","1609","1609","1609","0.0017402356024831533","0.0017402356024831533","0.0017402356024831533","1609","1609","1609","0.0017728164093568921","0.0017728164093568921","0.0017728164093568921","1341","1341","1341","0.001506755710579455","0.001506755710579455","0.001506755710579455","1609","1609","1609","0.0016499602934345603","0.0016499602934345603","0.0016499602934345603","1609","1609","1609","0.0018270297441631556","0.0018270297441631556","0.0018270297441631556"
"268","1346","1346","1346","0.0013837096048519015","0.0013837096048519015","0.0013837096048519015","1615","1615","1615","0.002106382278725505","0.002106382278725505","0.002106382278725505","1615","1615","1615","0.001568592619150877","0.001568592619150877","0.001568592619150877","1615","1615","1615","0.001477727317251265","0.001477727317251265","0.001477727317251265","1615","1615","1615","0.0015223128721117973","0.0015223128721117973","0.0015223128721117973","1346","1346","1346","0.0016991510055959225","0.0016991510055959225","0.0016991510055959225","1615","1615","1615","0.0016012550331652164","0.0016012550331652164","0.0016012550331652164","1615","1615","1615","0.0016604646807536483","0.0016604646807536483","0.0016604646807536483"
"269","1351","1351","1351","0.001824296428821981","0.001824296428821981","0.001824296428821981","1621","1621","1621","0.0017960721161216497","0.0017960721161216497","0.0017960721161216497","1621","1621","1621","0.0021425250452011824","0.0021425250452011824","0.0021425250452011824","1621","1621","1621","0.0021280767396092415","0.0021280767396092415","0.0021280767396092415","1621","1621","1621","0.001890320098027587","0.001890320098027587","0.001890320098027587","1351","1351","1351","0.002161625074222684","0.002161625074222684","0.002161625074222684","1621","1621","1621","0.0016052480787038803","0.0016052480787038803","0.0016052480787038803","1621","1621","1621","0.002285639988258481","0.002285639988258481","0.002285639988258481"
"270","1356","1356","1356","0.0012796835508197546","0.0012796835508197546","0.0012796835508197546","1627","1627","1627","0.0014507522573694587","0.0014507522573694587","0.0014507522573694587","1627","1627","1627","0.0013436108129099011","0.0013436108129099011","0.0013436108129099011","1627","1627","1627","0.0012911962112411857","0.0012911962112411857","0.0012911962112411857","1627","1627","1627","0.0014461701503023505","0.0014461701503023505","0.0014461701503023505","1356","1356","1356","0.0013295946409925818","0.0013295946409925818","0.0013295946409925818","1627","1627","1627","0.0014880131930112839","0.0014880131930112839","0.0014880131930112839","1627","1627","1627","0.0013108814600855112","0.0013108814600855112","0.0013108814600855112"
"271","1361","1361","1361","0.0019061395432800055","0.0019061395432800055","0.0019061395432800055","1633","1633","1633","0.001801223843358457","0.001801223843358457","0.001801223843358457","1633","1633","1633","0.0020392825827002525","0.0020392825827002525","0.0020392825827002525","1633","1633","1633","0.0015170526457950473","0.0015170526457950473","0.0015170526457950473","1633","1633","1633","0.0018117642030119896","0.0018117642030119896","0.0018117642030119896","1361","1361","1361","0.001586242113262415","0.001586242113262415","0.001586242113262415","1633","1633","1633","0.0018614190630614758","0.0018614190630614758","0.0018614190630614758","1633","1633","1633","0.0016157823847606778","0.0016157823847606778","0.0016157823847606778"
"272","1366","1366","1366","0.0013095892500132322","0.0013095892500132322","0.0013095892500132322","1639","1639","1639","0.0016294225351884961","0.0016294225351884961","0.0016294225351884961","1639","1639","1639","0.0018042672891169786","0.0018042672891169786","0.0018042672891169786","1639","1639","1639","0.0017463783733546734","0.0017463783733546734","0.0017463783733546734","1639","1639","1639","0.001751088653691113","0.001751088653691113","0.001751088653691113","1366","1366","1366","0.002083985600620508","0.002083985600620508","0.002083985600620508","1639","1639","1639","0.0019586007110774517","0.0019586007110774517","0.0019586007110774517","1639","1639","1639","0.0023340899497270584","0.0023340899497270584","0.0023340899497270584"
"273","1371","1371","1371","0.0015272434102371335","0.0015272434102371335","0.0015272434102371335","1645","1645","1645","0.0014965389855206013","0.0014965389855206013","0.0014965389855206013","1645","1645","1645","0.0013224988942965865","0.0013224988942965865","0.0013224988942965865","1645","1645","1645","0.0017869560979306698","0.0017869560979306698","0.0017869560979306698","1645","1645","1645","0.0015407747123390436","0.0015407747123390436","0.0015407747123390436","1371","1371","1371","0.001365545205771923","0.001365545205771923","0.001365545205771923","1645","1645","1645","0.0015951059758663177","0.0015951059758663177","0.0015951059758663177","1645","1645","1645","0.0014852345921099186","0.0014852345921099186","0.0014852345921099186"
"274","1376","1376","1376","0.0013408601516857743","0.0013408601516857743","0.0013408601516857743","1651","1651","1651","0.0014373324811458588","0.0014373324811458588","0.0014373324811458588","1651","1651","1651","0.0014393356395885348","0.0014393356395885348","0.0014393356395885348","1651","1651","1651","0.0013229851610958576","0.0013229851610958576","0.0013229851610958576","1651","1651","1651","0.0013781266752630472","0.0013781266752630472","0.0013781266752630472","1376","1376","1376","0.0012082707835361362","0.0012082707835361362","0.0012082707835361362","1651","1651","1651","0.0014372598379850388","0.0014372598379850388","0.0014372598379850388","1651","1651","1651","0.001503698993474245","0.001503698993474245","0.001503698993474245"
"275","1381","1381","1381","0.0016568821156397462","0.0016568821156397462","0.0016568821156397462","1657","1657","1657","0.0018317945068702102","0.0018317945068702102","0.0018317945068702102","1657","1657","1657","0.0017562502762302756","0.0017562502762302756","0.0017562502762302756","1657","1657","1657","0.0018709622090682387","0.0018709622090682387","0.0018709622090682387","1657","1657","1657","0.0017119076801463962","0.0017119076801463962","0.0017119076801463962","1381","1381","1381","0.0018993549747392535","0.0018993549747392535","0.0018993549747392535","1657","1657","1657","0.0017782197101041675","0.0017782197101041675","0.0017782197101041675","1657","1657","1657","0.0015439856797456741","0.0015439856797456741","0.0015439856797456741"
"276","1386","1386","1386","0.0016334487590938807","0.0016334487590938807","0.0016334487590938807","1663","1663","1663","0.001434900681488216","0.001434900681488216","0.001434900681488216","1663","1663","1663","0.00176178605761379","0.00176178605761379","0.00176178605761379","1663","1663","1663","0.001874573645181954","0.001874573645181954","0.001874573645181954","1663","1663","1663","0.0016008545644581318","0.0016008545644581318","0.0016008545644581318","1386","1386","1386","0.0018995681311935186","0.0018995681311935186","0.0018995681311935186","1663","1663","1663","0.0015273139579221606","0.0015273139579221606","0.0015273139579221606","1663","1663","1663","0.0017681063618510962","0.0017681063618510962","0.0017681063618510962"
"277","1391","1391","1391","0.002261984860524535","0.002261984860524535","0.002261984860524535","1669","1669","1669","0.001992391888052225","0.001992391888052225","0.001992391888052225","1669","1669","1669","0.0022526909597218037","0.0022526909597218037","0.0022526909597218037","1669","1669","1669","0.0020285279024392366","0.0020285279024392366","0.0020285279024392366","1669","1669","1669","0.002366673666983843","0.002366673666983843","0.002366673666983843","1391","1391","1391","0.001946727279573679","0.001946727279573679","0.001946727279573679","1669","1669","1669","0.0020771019626408815","0.0020771019626408815","0.0020771019626408815","1669","1669","1669","0.0018363751005381346","0.0018363751005381346","0.0018363751005381346"
"278","1396","1396","1396","0.0016183012630790472","0.0016183012630790472","0.0016183012630790472","1675","1675","1675","0.001578468014486134","0.001578468014486134","0.001578468014486134","1675","1675","1675","0.0018000747077167034","0.0018000747077167034","0.0018000747077167034","1675","1675","1675","0.001978718675673008","0.001978718675673008","0.001978718675673008","1675","1675","1675","0.0020589036867022514","0.0020589036867022514","0.0020589036867022514","1396","1396","1396","0.002152790315449238","0.002152790315449238","0.002152790315449238","1675","1675","1675","0.0018796699587255716","0.0018796699587255716","0.0018796699587255716","1675","1675","1675","0.0020173329394310713","0.0020173329394310713","0.0020173329394310713"
"279","1401","1401","1401","0.0021002530120313168","0.0021002530120313168","0.0021002530120313168","1681","1681","1681","0.00221841293387115","0.00221841293387115","0.00221841293387115","1681","1681","1681","0.0021308385767042637","0.0021308385767042637","0.0021308385767042637","1681","1681","1681","0.002059002174064517","0.002059002174064517","0.002059002174064517","1681","1681","1681","0.0022830564994364977","0.0022830564994364977","0.0022830564994364977","1401","1401","1401","0.0020805420354008675","0.0020805420354008675","0.0020805420354008675","1681","1681","1681","0.001849423162639141","0.001849423162639141","0.001849423162639141","1681","1681","1681","0.0018821536796167493","0.0018821536796167493","0.0018821536796167493"
"280","1406","1406","1406","0.0017527712043374777","0.0017527712043374777","0.0017527712043374777","1687","1687","1687","0.0015133153647184372","0.0015133153647184372","0.0015133153647184372","1687","1687","1687","0.0015932872192934155","0.0015932872192934155","0.0015932872192934155","1687","1687","1687","0.0016747771296650171","0.0016747771296650171","0.0016747771296650171","1687","1687","1687","0.0016848415834829211","0.0016848415834829211","0.0016848415834829211","1406","1406","1406","0.001812239526771009","0.001812239526771009","0.001812239526771009","1687","1687","1687","0.0018277883064001799","0.0018277883064001799","0.0018277883064001799","1687","1687","1687","0.001824243227019906","0.001824243227019906","0.001824243227019906"
"281","1411","1411","1411","0.0020968907047063112","0.0020968907047063112","0.0020968907047063112","1693","1693","1693","0.001883309450931847","0.001883309450931847","0.001883309450931847","1693","1693","1693","0.0016744069289416075","0.0016744069289416075","0.0016744069289416075","1693","1693","1693","0.001964474329724908","0.001964474329724908","0.001964474329724908","1693","1693","1693","0.0024294888135045767","0.0024294888135045767","0.0024294888135045767","1411","1411","1411","0.0018519889563322067","0.0018519889563322067","0.0018519889563322067","1693","1693","1693","0.0020698814187198877","0.0020698814187198877","0.0020698814187198877","1693","1693","1693","0.0020867884159088135","0.0020867884159088135","0.0020867884159088135"
"282","1416","1416","1416","0.0017483369447290897","0.0017483369447290897","0.0017483369447290897","1699","1699","1699","0.001969257602468133","0.001969257602468133","0.001969257602468133","1699","1699","1699","0.0015618898905813694","0.0015618898905813694","0.0015618898905813694","1699","1699","1699","0.0017594625242054462","0.0017594625242054462","0.0017594625242054462","1699","1699","1699","0.0015479245921596885","0.0015479245921596885","0.0015479245921596885","1416","1416","1416","0.0016238228417932987","0.0016238228417932987","0.0016238228417932987","1699","1699","1699","0.0017865120898932219","0.0017865120898932219","0.0017865120898932219","1699","1699","1699","0.0016842985060065985","0.0016842985060065985","0.0016842985060065985"
"283","1421","1421","1421","0.0017328792018815875","0.0017328792018815875","0.0017328792018815875","1705","1705","1705","0.0018913443200290203","0.0018913443200290203","0.0018913443200290203","1705","1705","1705","0.0014900718815624714","0.0014900718815624714","0.0014900718815624714","1705","1705","1705","0.0016229660250246525","0.0016229660250246525","0.0016229660250246525","1705","1705","1705","0.001718082232400775","0.001718082232400775","0.001718082232400775","1421","1421","1421","0.0016266914317384362","0.0016266914317384362","0.0016266914317384362","1705","1705","1705","0.0015557309379801154","0.0015557309379801154","0.0015557309379801154","1705","1705","1705","0.0018173059215769172","0.0018173059215769172","0.0018173059215769172"
"284","1426","1426","1426","0.001482939231209457","0.001482939231209457","0.001482939231209457","1711","1711","1711","0.0015760890673846006","0.0015760890673846006","0.0015760890673846006","1711","1711","1711","0.0016687987372279167","0.0016687987372279167","0.0016687987372279167","1711","1711","1711","0.0012322517577558756","0.0012322517577558756","0.0012322517577558756","1711","1711","1711","0.001468845410272479","0.001468845410272479","0.001468845410272479","1426","1426","1426","0.0014911602484062314","0.0014911602484062314","0.0014911602484062314","1711","1711","1711","0.0015263892710208893","0.0015263892710208893","0.0015263892710208893","1711","1711","1711","0.001205984503030777","0.001205984503030777","0.001205984503030777"
"285","1431","1431","1431","0.001598742906935513","0.001598742906935513","0.001598742906935513","1717","1717","1717","0.0017936554504558444","0.0017936554504558444","0.0017936554504558444","1717","1717","1717","0.0021846999879926443","0.0021846999879926443","0.0021846999879926443","1717","1717","1717","0.0020203180611133575","0.0020203180611133575","0.0020203180611133575","1717","1717","1717","0.001542047131806612","0.001542047131806612","0.001542047131806612","1431","1431","1431","0.0020805750973522663","0.0020805750973522663","0.0020805750973522663","1717","1717","1717","0.001651901751756668","0.001651901751756668","0.001651901751756668","1717","1717","1717","0.0019309385679662228","0.0019309385679662228","0.0019309385679662228"
"286","1436","1436","1436","0.0016807609936222434","0.0016807609936222434","0.0016807609936222434","1723","1723","1723","0.0011918030213564634","0.0011918030213564634","0.0011918030213564634","1723","1723","1723","0.0012969503877684474","0.0012969503877684474","0.0012969503877684474","1723","1723","1723","0.0016489594709128141","0.0016489594709128141","0.0016489594709128141","1723","1723","1723","0.0014301469782367349","0.0014301469782367349","0.0014301469782367349","1436","1436","1436","0.0015422363067045808","0.0015422363067045808","0.0015422363067045808","1723","1723","1723","0.001870779669843614","0.001870779669843614","0.001870779669843614","1723","1723","1723","0.0014516205992549658","0.0014516205992549658","0.0014516205992549658"
"287","1441","1441","1441","0.0017036715289577842","0.0017036715289577842","0.0017036715289577842","1729","1729","1729","0.0018661118810996413","0.0018661118810996413","0.0018661118810996413","1729","1729","1729","0.0022063651122152805","0.0022063651122152805","0.0022063651122152805","1729","1729","1729","0.0017933506751433015","0.0017933506751433015","0.0017933506751433015","1729","1729","1729","0.001873806118965149","0.001873806118965149","0.001873806118965149","1441","1441","1441","0.0018962344620376825","0.0018962344620376825","0.0018962344620376825","1729","1729","1729","0.0018691023578867316","0.0018691023578867316","0.0018691023578867316","1729","1729","1729","0.001942688599228859","0.001942688599228859","0.001942688599228859"
"288","1446","1446","1446","0.0018002353608608246","0.0018002353608608246","0.0018002353608608246","1735","1735","1735","0.001674265251494944","0.001674265251494944","0.001674265251494944","1735","1735","1735","0.0015742742689326406","0.0015742742689326406","0.0015742742689326406","1735","1735","1735","0.0016046039527282119","0.0016046039527282119","0.0016046039527282119","1735","1735","1735","0.0016251052729785442","0.0016251052729785442","0.0016251052729785442","1446","1446","1446","0.0022001282777637243","0.0022001282777637243","0.0022001282777637243","1735","1735","1735","0.0020674129482358694","0.0020674129482358694","0.0020674129482358694","1735","1735","1735","0.001743296510539949","0.001743296510539949","0.001743296510539949"
"289","1451","1451","1451","0.0017747216625139117","0.0017747216625139117","0.0017747216625139117","1741","1741","1741","0.0015994999557733536","0.0015994999557733536","0.0015994999557733536","1741","1741","1741","0.0017418729839846492","0.0017418729839846492","0.0017418729839846492","1741","1741","1741","0.001567087834700942","0.001567087834700942","0.001567087834700942","1741","1741","1741","0.0014602376613765955","0.0014602376613765955","0.0014602376613765955","1451","1451","1451","0.001491383882239461","0.001491383882239461","0.001491383882239461","1741","1741","1741","0.0017877403879538178","0.0017877403879538178","0.0017877403879538178","1741","1741","1741","0.0014927805168554187","0.0014927805168554187","0.0014927805168554187"
"290","1456","1456","1456","0.0019973015878349543","0.0019973015878349543","0.0019973015878349543","1747","1747","1747","0.0024912201333791018","0.0024912201333791018","0.0024912201333791018","1747","1747","1747","0.002120810793712735","0.002120810793712735","0.002120810793712735","1747","1747","1747","0.0020985694136470556","0.0020985694136470556","0.0020985694136470556","1747","1747","1747","0.0019939912017434835","0.0019939912017434835","0.0019939912017434835","1456","1456","1456","0.001757016172632575","0.001757016172632575","0.001757016172632575","1747","1747","1747","0.0019274003570899367","0.0019274003570899367","0.0019274003570899367","1747","1747","1747","0.002019916893914342","0.002019916893914342","0.002019916893914342"
"291","1461","1461","1461","0.0016734935343265533","0.0016734935343265533","0.0016734935343265533","1753","1753","1753","0.0019691188354045153","0.0019691188354045153","0.0019691188354045153","1753","1753","1753","0.002057796809822321","0.002057796809822321","0.002057796809822321","1753","1753","1753","0.0021183292847126722","0.0021183292847126722","0.0021183292847126722","1753","1753","1753","0.0017286381917074323","0.0017286381917074323","0.0017286381917074323","1461","1461","1461","0.001744667300954461","0.001744667300954461","0.001744667300954461","1753","1753","1753","0.001964229391887784","0.001964229391887784","0.001964229391887784","1753","1753","1753","0.0017626500921323895","0.0017626500921323895","0.0017626500921323895"
