"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_kf__MAX"
"215","1082","1082","1082","0.03487040847539902","0.03487040847539902","0.03487040847539902","1298","1298","1298","0.02605677954852581","0.02605677954852581","0.02605677954852581","1298","1298","1298","0.02783568575978279","0.02783568575978279","0.02783568575978279","1298","1298","1298","0.021069230511784554","0.021069230511784554","0.021069230511784554","1298","1298","1298","0.02377222664654255","0.02377222664654255","0.02377222664654255","1082","1082","1082","0.041937075555324554","0.041937075555324554","0.041937075555324554","1298","1298","1298","0.03016262874007225","0.03016262874007225","0.03016262874007225","1298","1298","1298","0.023013515397906303","0.023013515397906303","0.023013515397906303"
"216","1087","1087","1087","0.046591728925704956","0.046591728925704956","0.046591728925704956","1304","1304","1304","0.031610265374183655","0.031610265374183655","0.031610265374183655","1304","1304","1304","0.02255508303642273","0.02255508303642273","0.02255508303642273","1304","1304","1304","0.04458233714103699","0.04458233714103699","0.04458233714103699","1304","1304","1304","0.056801751255989075","0.056801751255989075","0.056801751255989075","1087","1087","1087","0.036834001541137695","0.036834001541137695","0.036834001541137695","1304","1304","1304","0.028066126629710197","0.028066126629710197","0.028066126629710197","1304","1304","1304","0.029518038034439087","0.029518038034439087","0.029518038034439087"
"217","1092","1092","1092","0.023812269791960716","0.023812269791960716","0.023812269791960716","1310","1310","1310","0.028214968740940094","0.028214968740940094","0.028214968740940094","1310","1310","1310","0.03498547151684761","0.03498547151684761","0.03498547151684761","1310","1310","1310","0.03134681284427643","0.03134681284427643","0.03134681284427643","1310","1310","1310","0.024110589176416397","0.024110589176416397","0.024110589176416397","1092","1092","1092","0.015137068927288055","0.015137068927288055","0.015137068927288055","1310","1310","1310","0.028382735326886177","0.028382735326886177","0.028382735326886177","1310","1310","1310","0.027089452371001244","0.027089452371001244","0.027089452371001244"
"218","1097","1097","1097","0.0446382500231266","0.0446382500231266","0.0446382500231266","1316","1316","1316","0.022423729300498962","0.022423729300498962","0.022423729300498962","1316","1316","1316","0.03682386130094528","0.03682386130094528","0.03682386130094528","1316","1316","1316","0.03783752769231796","0.03783752769231796","0.03783752769231796","1316","1316","1316","0.04263181984424591","0.04263181984424591","0.04263181984424591","1097","1097","1097","0.026989856734871864","0.026989856734871864","0.026989856734871864","1316","1316","1316","0.03939769044518471","0.03939769044518471","0.03939769044518471","1316","1316","1316","0.031735699623823166","0.031735699623823166","0.031735699623823166"
"219","1102","1102","1102","0.043759144842624664","0.043759144842624664","0.043759144842624664","1322","1322","1322","0.02628648281097412","0.02628648281097412","0.02628648281097412","1322","1322","1322","0.04176856949925423","0.04176856949925423","0.04176856949925423","1322","1322","1322","0.043157756328582764","0.043157756328582764","0.043157756328582764","1322","1322","1322","0.025617433711886406","0.025617433711886406","0.025617433711886406","1102","1102","1102","0.025226010009646416","0.025226010009646416","0.025226010009646416","1322","1322","1322","0.016715994104743004","0.016715994104743004","0.016715994104743004","1322","1322","1322","0.045162465423345566","0.045162465423345566","0.045162465423345566"
"220","1107","1107","1107","0.03491397947072983","0.03491397947072983","0.03491397947072983","1328","1328","1328","0.017166804522275925","0.017166804522275925","0.017166804522275925","1328","1328","1328","0.018893061205744743","0.018893061205744743","0.018893061205744743","1328","1328","1328","0.046876583248376846","0.046876583248376846","0.046876583248376846","1328","1328","1328","0.030587248504161835","0.030587248504161835","0.030587248504161835","1107","1107","1107","0.02095244638621807","0.02095244638621807","0.02095244638621807","1328","1328","1328","0.02059175632894039","0.02059175632894039","0.02059175632894039","1328","1328","1328","0.016810273751616478","0.016810273751616478","0.016810273751616478"
"221","1112","1112","1112","0.017131853848695755","0.017131853848695755","0.017131853848695755","1334","1334","1334","0.023848867043852806","0.023848867043852806","0.023848867043852806","1334","1334","1334","0.028249351307749748","0.028249351307749748","0.028249351307749748","1334","1334","1334","0.03327937424182892","0.03327937424182892","0.03327937424182892","1334","1334","1334","0.02618209272623062","0.02618209272623062","0.02618209272623062","1112","1112","1112","0.042346954345703125","0.042346954345703125","0.042346954345703125","1334","1334","1334","0.04002469778060913","0.04002469778060913","0.04002469778060913","1334","1334","1334","0.0322658009827137","0.0322658009827137","0.0322658009827137"
"222","1117","1117","1117","0.031158698722720146","0.031158698722720146","0.031158698722720146","1340","1340","1340","0.039935581386089325","0.039935581386089325","0.039935581386089325","1340","1340","1340","0.03195633739233017","0.03195633739233017","0.03195633739233017","1340","1340","1340","0.025304259732365608","0.025304259732365608","0.025304259732365608","1340","1340","1340","0.026884635910391808","0.026884635910391808","0.026884635910391808","1117","1117","1117","0.04259097948670387","0.04259097948670387","0.04259097948670387","1340","1340","1340","0.02119619771838188","0.02119619771838188","0.02119619771838188","1340","1340","1340","0.02895408123731613","0.02895408123731613","0.02895408123731613"
"223","1122","1122","1122","0.03724932670593262","0.03724932670593262","0.03724932670593262","1346","1346","1346","0.028329303488135338","0.028329303488135338","0.028329303488135338","1346","1346","1346","0.025587042793631554","0.025587042793631554","0.025587042793631554","1346","1346","1346","0.03819417953491211","0.03819417953491211","0.03819417953491211","1346","1346","1346","0.029424132779240608","0.029424132779240608","0.029424132779240608","1122","1122","1122","0.023390570655465126","0.023390570655465126","0.023390570655465126","1346","1346","1346","0.035748712718486786","0.035748712718486786","0.035748712718486786","1346","1346","1346","0.020225562155246735","0.020225562155246735","0.020225562155246735"
"224","1127","1127","1127","0.020566603168845177","0.020566603168845177","0.020566603168845177","1352","1352","1352","0.028961827978491783","0.028961827978491783","0.028961827978491783","1352","1352","1352","0.044402312487363815","0.044402312487363815","0.044402312487363815","1352","1352","1352","0.04639415070414543","0.04639415070414543","0.04639415070414543","1352","1352","1352","0.04044521227478981","0.04044521227478981","0.04044521227478981","1127","1127","1127","0.029616614803671837","0.029616614803671837","0.029616614803671837","1352","1352","1352","0.02586161158978939","0.02586161158978939","0.02586161158978939","1352","1352","1352","0.03288014978170395","0.03288014978170395","0.03288014978170395"
"225","1132","1132","1132","0.032887328416109085","0.032887328416109085","0.032887328416109085","1358","1358","1358","0.03568538278341293","0.03568538278341293","0.03568538278341293","1358","1358","1358","0.013870280236005783","0.013870280236005783","0.013870280236005783","1358","1358","1358","0.035294707864522934","0.035294707864522934","0.035294707864522934","1358","1358","1358","0.03011537715792656","0.03011537715792656","0.03011537715792656","1132","1132","1132","0.0241303239017725","0.0241303239017725","0.0241303239017725","1358","1358","1358","0.04097812622785568","0.04097812622785568","0.04097812622785568","1358","1358","1358","0.021046997979283333","0.021046997979283333","0.021046997979283333"
"226","1137","1137","1137","0.02486770786345005","0.02486770786345005","0.02486770786345005","1364","1364","1364","0.020551811903715134","0.020551811903715134","0.020551811903715134","1364","1364","1364","0.04022635519504547","0.04022635519504547","0.04022635519504547","1364","1364","1364","0.03225433826446533","0.03225433826446533","0.03225433826446533","1364","1364","1364","0.049092523753643036","0.049092523753643036","0.049092523753643036","1137","1137","1137","0.031258221715688705","0.031258221715688705","0.031258221715688705","1364","1364","1364","0.029278909787535667","0.029278909787535667","0.029278909787535667","1364","1364","1364","0.027146128937602043","0.027146128937602043","0.027146128937602043"
"227","1142","1142","1142","0.04992983862757683","0.04992983862757683","0.04992983862757683","1370","1370","1370","0.037357546389102936","0.037357546389102936","0.037357546389102936","1370","1370","1370","0.03281687572598457","0.03281687572598457","0.03281687572598457","1370","1370","1370","0.04551702365279198","0.04551702365279198","0.04551702365279198","1370","1370","1370","0.03238406404852867","0.03238406404852867","0.03238406404852867","1142","1142","1142","0.01820213906466961","0.01820213906466961","0.01820213906466961","1370","1370","1370","0.03411819040775299","0.03411819040775299","0.03411819040775299","1370","1370","1370","0.03319456800818443","0.03319456800818443","0.03319456800818443"
"228","1147","1147","1147","0.043069709092378616","0.043069709092378616","0.043069709092378616","1376","1376","1376","0.03474551439285278","0.03474551439285278","0.03474551439285278","1376","1376","1376","0.02460549958050251","0.02460549958050251","0.02460549958050251","1376","1376","1376","0.03186677023768425","0.03186677023768425","0.03186677023768425","1376","1376","1376","0.046538982540369034","0.046538982540369034","0.046538982540369034","1147","1147","1147","0.04176521673798561","0.04176521673798561","0.04176521673798561","1376","1376","1376","0.02837987057864666","0.02837987057864666","0.02837987057864666","1376","1376","1376","0.04187873750925064","0.04187873750925064","0.04187873750925064"
"229","1152","1152","1152","0.054932329803705215","0.054932329803705215","0.054932329803705215","1382","1382","1382","0.05142980068922043","0.05142980068922043","0.05142980068922043","1382","1382","1382","0.02070273831486702","0.02070273831486702","0.02070273831486702","1382","1382","1382","0.03743794932961464","0.03743794932961464","0.03743794932961464","1382","1382","1382","0.04044540226459503","0.04044540226459503","0.04044540226459503","1152","1152","1152","0.04148957133293152","0.04148957133293152","0.04148957133293152","1382","1382","1382","0.02425689809024334","0.02425689809024334","0.02425689809024334","1382","1382","1382","0.019469141960144043","0.019469141960144043","0.019469141960144043"
"230","1157","1157","1157","0.03669441118836403","0.03669441118836403","0.03669441118836403","1388","1388","1388","0.045479245483875275","0.045479245483875275","0.045479245483875275","1388","1388","1388","0.036434393376111984","0.036434393376111984","0.036434393376111984","1388","1388","1388","0.043589506298303604","0.043589506298303604","0.043589506298303604","1388","1388","1388","0.03338172286748886","0.03338172286748886","0.03338172286748886","1157","1157","1157","0.05128500238060951","0.05128500238060951","0.05128500238060951","1388","1388","1388","0.023538894951343536","0.023538894951343536","0.023538894951343536","1388","1388","1388","0.03464407101273537","0.03464407101273537","0.03464407101273537"
"231","1162","1162","1162","0.03103685937821865","0.03103685937821865","0.03103685937821865","1394","1394","1394","0.023784060031175613","0.023784060031175613","0.023784060031175613","1394","1394","1394","0.02308058738708496","0.02308058738708496","0.02308058738708496","1394","1394","1394","0.01675630547106266","0.01675630547106266","0.01675630547106266","1394","1394","1394","0.0329931378364563","0.0329931378364563","0.0329931378364563","1162","1162","1162","0.027110666036605835","0.027110666036605835","0.027110666036605835","1394","1394","1394","0.02446639910340309","0.02446639910340309","0.02446639910340309","1394","1394","1394","0.04103204980492592","0.04103204980492592","0.04103204980492592"
"232","1167","1167","1167","0.03978433832526207","0.03978433832526207","0.03978433832526207","1400","1400","1400","0.041861746460199356","0.041861746460199356","0.041861746460199356","1400","1400","1400","0.028867758810520172","0.028867758810520172","0.028867758810520172","1400","1400","1400","0.04909541830420494","0.04909541830420494","0.04909541830420494","1400","1400","1400","0.03351494297385216","0.03351494297385216","0.03351494297385216","1167","1167","1167","0.04731886833906174","0.04731886833906174","0.04731886833906174","1400","1400","1400","0.04988076537847519","0.04988076537847519","0.04988076537847519","1400","1400","1400","0.03668534383177757","0.03668534383177757","0.03668534383177757"
"233","1172","1172","1172","0.01849808357656002","0.01849808357656002","0.01849808357656002","1406","1406","1406","0.02748514525592327","0.02748514525592327","0.02748514525592327","1406","1406","1406","0.03036992810666561","0.03036992810666561","0.03036992810666561","1406","1406","1406","0.04348504915833473","0.04348504915833473","0.04348504915833473","1406","1406","1406","0.018444422632455826","0.018444422632455826","0.018444422632455826","1172","1172","1172","0.030335906893014908","0.030335906893014908","0.030335906893014908","1406","1406","1406","0.022095361724495888","0.022095361724495888","0.022095361724495888","1406","1406","1406","0.05036477744579315","0.05036477744579315","0.05036477744579315"
"234","1177","1177","1177","0.03475740924477577","0.03475740924477577","0.03475740924477577","1412","1412","1412","0.02223646081984043","0.02223646081984043","0.02223646081984043","1412","1412","1412","0.021594656631350517","0.021594656631350517","0.021594656631350517","1412","1412","1412","0.02316983975470066","0.02316983975470066","0.02316983975470066","1412","1412","1412","0.025333628058433533","0.025333628058433533","0.025333628058433533","1177","1177","1177","0.030314186587929726","0.030314186587929726","0.030314186587929726","1412","1412","1412","0.03006848506629467","0.03006848506629467","0.03006848506629467","1412","1412","1412","0.03118310309946537","0.03118310309946537","0.03118310309946537"
"235","1182","1182","1182","0.040506523102521896","0.040506523102521896","0.040506523102521896","1418","1418","1418","0.016835536807775497","0.016835536807775497","0.016835536807775497","1418","1418","1418","0.020967431366443634","0.020967431366443634","0.020967431366443634","1418","1418","1418","0.03178916499018669","0.03178916499018669","0.03178916499018669","1418","1418","1418","0.022608494386076927","0.022608494386076927","0.022608494386076927","1182","1182","1182","0.03140132874250412","0.03140132874250412","0.03140132874250412","1418","1418","1418","0.024486985057592392","0.024486985057592392","0.024486985057592392","1418","1418","1418","0.05733507126569748","0.05733507126569748","0.05733507126569748"
"236","1187","1187","1187","0.04156253859400749","0.04156253859400749","0.04156253859400749","1424","1424","1424","0.032365500926971436","0.032365500926971436","0.032365500926971436","1424","1424","1424","0.012636108323931694","0.012636108323931694","0.012636108323931694","1424","1424","1424","0.03543555736541748","0.03543555736541748","0.03543555736541748","1424","1424","1424","0.036037150770425797","0.036037150770425797","0.036037150770425797","1187","1187","1187","0.0361756831407547","0.0361756831407547","0.0361756831407547","1424","1424","1424","0.02633340284228325","0.02633340284228325","0.02633340284228325","1424","1424","1424","0.03963232785463333","0.03963232785463333","0.03963232785463333"
"237","1192","1192","1192","0.051038190722465515","0.051038190722465515","0.051038190722465515","1430","1430","1430","0.03180084377527237","0.03180084377527237","0.03180084377527237","1430","1430","1430","0.041119277477264404","0.041119277477264404","0.041119277477264404","1430","1430","1430","0.025347067043185234","0.025347067043185234","0.025347067043185234","1430","1430","1430","0.03768579289317131","0.03768579289317131","0.03768579289317131","1192","1192","1192","0.026818091049790382","0.026818091049790382","0.026818091049790382","1430","1430","1430","0.041639942675828934","0.041639942675828934","0.041639942675828934","1430","1430","1430","0.02633655071258545","0.02633655071258545","0.02633655071258545"
"238","1197","1197","1197","0.03128015622496605","0.03128015622496605","0.03128015622496605","1436","1436","1436","0.029294108971953392","0.029294108971953392","0.029294108971953392","1436","1436","1436","0.03439636155962944","0.03439636155962944","0.03439636155962944","1436","1436","1436","0.04631628841161728","0.04631628841161728","0.04631628841161728","1436","1436","1436","0.029570674523711205","0.029570674523711205","0.029570674523711205","1197","1197","1197","0.04532705247402191","0.04532705247402191","0.04532705247402191","1436","1436","1436","0.04023681953549385","0.04023681953549385","0.04023681953549385","1436","1436","1436","0.026316307485103607","0.026316307485103607","0.026316307485103607"
"239","1202","1202","1202","0.02260969579219818","0.02260969579219818","0.02260969579219818","1442","1442","1442","0.02010408416390419","0.02010408416390419","0.02010408416390419","1442","1442","1442","0.022709006443619728","0.022709006443619728","0.022709006443619728","1442","1442","1442","0.03425416722893715","0.03425416722893715","0.03425416722893715","1442","1442","1442","0.04366733133792877","0.04366733133792877","0.04366733133792877","1202","1202","1202","0.05001787841320038","0.05001787841320038","0.05001787841320038","1442","1442","1442","0.026092151179909706","0.026092151179909706","0.026092151179909706","1442","1442","1442","0.03474368527531624","0.03474368527531624","0.03474368527531624"
"240","1207","1207","1207","0.023321138694882393","0.023321138694882393","0.023321138694882393","1448","1448","1448","0.04551832750439644","0.04551832750439644","0.04551832750439644","1448","1448","1448","0.03076336719095707","0.03076336719095707","0.03076336719095707","1448","1448","1448","0.040529947727918625","0.040529947727918625","0.040529947727918625","1448","1448","1448","0.04023990407586098","0.04023990407586098","0.04023990407586098","1207","1207","1207","0.025103501975536346","0.025103501975536346","0.025103501975536346","1448","1448","1448","0.02172776497900486","0.02172776497900486","0.02172776497900486","1448","1448","1448","0.023212894797325134","0.023212894797325134","0.023212894797325134"
"241","1212","1212","1212","0.037762921303510666","0.037762921303510666","0.037762921303510666","1454","1454","1454","0.040313806384801865","0.040313806384801865","0.040313806384801865","1454","1454","1454","0.025298504158854485","0.025298504158854485","0.025298504158854485","1454","1454","1454","0.018609898164868355","0.018609898164868355","0.018609898164868355","1454","1454","1454","0.044061534106731415","0.044061534106731415","0.044061534106731415","1212","1212","1212","0.04030146077275276","0.04030146077275276","0.04030146077275276","1454","1454","1454","0.03372698649764061","0.03372698649764061","0.03372698649764061","1454","1454","1454","0.041932277381420135","0.041932277381420135","0.041932277381420135"
"242","1217","1217","1217","0.03858822584152222","0.03858822584152222","0.03858822584152222","1460","1460","1460","0.012655080296099186","0.012655080296099186","0.012655080296099186","1460","1460","1460","0.02164549008011818","0.02164549008011818","0.02164549008011818","1460","1460","1460","0.02200644463300705","0.02200644463300705","0.02200644463300705","1460","1460","1460","0.03136347979307175","0.03136347979307175","0.03136347979307175","1217","1217","1217","0.03145574405789375","0.03145574405789375","0.03145574405789375","1460","1460","1460","0.028707465156912804","0.028707465156912804","0.028707465156912804","1460","1460","1460","0.028451504185795784","0.028451504185795784","0.028451504185795784"
"243","1222","1222","1222","0.03668297827243805","0.03668297827243805","0.03668297827243805","1466","1466","1466","0.028060147538781166","0.028060147538781166","0.028060147538781166","1466","1466","1466","0.051349300891160965","0.051349300891160965","0.051349300891160965","1466","1466","1466","0.03287600353360176","0.03287600353360176","0.03287600353360176","1466","1466","1466","0.047156911343336105","0.047156911343336105","0.047156911343336105","1222","1222","1222","0.03179531916975975","0.03179531916975975","0.03179531916975975","1466","1466","1466","0.039140958338975906","0.039140958338975906","0.039140958338975906","1466","1466","1466","0.03126481920480728","0.03126481920480728","0.03126481920480728"
"244","1227","1227","1227","0.03170601651072502","0.03170601651072502","0.03170601651072502","1472","1472","1472","0.0222503412514925","0.0222503412514925","0.0222503412514925","1472","1472","1472","0.02600083127617836","0.02600083127617836","0.02600083127617836","1472","1472","1472","0.03973476216197014","0.03973476216197014","0.03973476216197014","1472","1472","1472","0.03977155685424805","0.03977155685424805","0.03977155685424805","1227","1227","1227","0.04754595085978508","0.04754595085978508","0.04754595085978508","1472","1472","1472","0.03966020792722702","0.03966020792722702","0.03966020792722702","1472","1472","1472","0.03338414058089256","0.03338414058089256","0.03338414058089256"
"245","1232","1232","1232","0.02859700284898281","0.02859700284898281","0.02859700284898281","1478","1478","1478","0.021848447620868683","0.021848447620868683","0.021848447620868683","1478","1478","1478","0.018862485885620117","0.018862485885620117","0.018862485885620117","1478","1478","1478","0.02966635674238205","0.02966635674238205","0.02966635674238205","1478","1478","1478","0.04367666691541672","0.04367666691541672","0.04367666691541672","1232","1232","1232","0.04458864405751228","0.04458864405751228","0.04458864405751228","1478","1478","1478","0.02957579866051674","0.02957579866051674","0.02957579866051674","1478","1478","1478","0.030744222924113274","0.030744222924113274","0.030744222924113274"
"246","1237","1237","1237","0.046457093209028244","0.046457093209028244","0.046457093209028244","1484","1484","1484","0.02049672231078148","0.02049672231078148","0.02049672231078148","1484","1484","1484","0.03094656392931938","0.03094656392931938","0.03094656392931938","1484","1484","1484","0.05531864985823631","0.05531864985823631","0.05531864985823631","1484","1484","1484","0.04574219137430191","0.04574219137430191","0.04574219137430191","1237","1237","1237","0.0318516381084919","0.0318516381084919","0.0318516381084919","1484","1484","1484","0.03431698679924011","0.03431698679924011","0.03431698679924011","1484","1484","1484","0.05505693703889847","0.05505693703889847","0.05505693703889847"
"247","1242","1242","1242","0.030601000413298607","0.030601000413298607","0.030601000413298607","1490","1490","1490","0.030667757615447044","0.030667757615447044","0.030667757615447044","1490","1490","1490","0.02280605584383011","0.02280605584383011","0.02280605584383011","1490","1490","1490","0.039871696382761","0.039871696382761","0.039871696382761","1490","1490","1490","0.03708774223923683","0.03708774223923683","0.03708774223923683","1242","1242","1242","0.01653953082859516","0.01653953082859516","0.01653953082859516","1490","1490","1490","0.023576322942972183","0.023576322942972183","0.023576322942972183","1490","1490","1490","0.039879925549030304","0.039879925549030304","0.039879925549030304"
"248","1247","1247","1247","0.018092511221766472","0.018092511221766472","0.018092511221766472","1496","1496","1496","0.03764703497290611","0.03764703497290611","0.03764703497290611","1496","1496","1496","0.0316682867705822","0.0316682867705822","0.0316682867705822","1496","1496","1496","0.048326924443244934","0.048326924443244934","0.048326924443244934","1496","1496","1496","0.02420457825064659","0.02420457825064659","0.02420457825064659","1247","1247","1247","0.01712908037006855","0.01712908037006855","0.01712908037006855","1496","1496","1496","0.036718178540468216","0.036718178540468216","0.036718178540468216","1496","1496","1496","0.029516343027353287","0.029516343027353287","0.029516343027353287"
"249","1252","1252","1252","0.020929550752043724","0.020929550752043724","0.020929550752043724","1502","1502","1502","0.03159259259700775","0.03159259259700775","0.03159259259700775","1502","1502","1502","0.028896354138851166","0.028896354138851166","0.028896354138851166","1502","1502","1502","0.033067189157009125","0.033067189157009125","0.033067189157009125","1502","1502","1502","0.032691050320863724","0.032691050320863724","0.032691050320863724","1252","1252","1252","0.022071825340390205","0.022071825340390205","0.022071825340390205","1502","1502","1502","0.020601147785782814","0.020601147785782814","0.020601147785782814","1502","1502","1502","0.03782546520233154","0.03782546520233154","0.03782546520233154"
"250","1257","1257","1257","0.033184465020895004","0.033184465020895004","0.033184465020895004","1508","1508","1508","0.02423383854329586","0.02423383854329586","0.02423383854329586","1508","1508","1508","0.03390166163444519","0.03390166163444519","0.03390166163444519","1508","1508","1508","0.03785565868020058","0.03785565868020058","0.03785565868020058","1508","1508","1508","0.043617937713861465","0.043617937713861465","0.043617937713861465","1257","1257","1257","0.03925371170043945","0.03925371170043945","0.03925371170043945","1508","1508","1508","0.0361565463244915","0.0361565463244915","0.0361565463244915","1508","1508","1508","0.02299138344824314","0.02299138344824314","0.02299138344824314"
"251","1262","1262","1262","0.04657585173845291","0.04657585173845291","0.04657585173845291","1514","1514","1514","0.022413330152630806","0.022413330152630806","0.022413330152630806","1514","1514","1514","0.02422613836824894","0.02422613836824894","0.02422613836824894","1514","1514","1514","0.03049323707818985","0.03049323707818985","0.03049323707818985","1514","1514","1514","0.02486174926161766","0.02486174926161766","0.02486174926161766","1262","1262","1262","0.025712933391332626","0.025712933391332626","0.025712933391332626","1514","1514","1514","0.027204081416130066","0.027204081416130066","0.027204081416130066","1514","1514","1514","0.026150915771722794","0.026150915771722794","0.026150915771722794"
"252","1267","1267","1267","0.030122898519039154","0.030122898519039154","0.030122898519039154","1520","1520","1520","0.046544063836336136","0.046544063836336136","0.046544063836336136","1520","1520","1520","0.033738624304533005","0.033738624304533005","0.033738624304533005","1520","1520","1520","0.03208271041512489","0.03208271041512489","0.03208271041512489","1520","1520","1520","0.03521683067083359","0.03521683067083359","0.03521683067083359","1267","1267","1267","0.012208922766149044","0.012208922766149044","0.012208922766149044","1520","1520","1520","0.022035975009202957","0.022035975009202957","0.022035975009202957","1520","1520","1520","0.03974229842424393","0.03974229842424393","0.03974229842424393"
"253","1272","1272","1272","0.03416944295167923","0.03416944295167923","0.03416944295167923","1526","1526","1526","0.023345960304141045","0.023345960304141045","0.023345960304141045","1526","1526","1526","0.016674477607011795","0.016674477607011795","0.016674477607011795","1526","1526","1526","0.03789076209068298","0.03789076209068298","0.03789076209068298","1526","1526","1526","0.04222454875707626","0.04222454875707626","0.04222454875707626","1272","1272","1272","0.02354593761265278","0.02354593761265278","0.02354593761265278","1526","1526","1526","0.02633749507367611","0.02633749507367611","0.02633749507367611","1526","1526","1526","0.033881328999996185","0.033881328999996185","0.033881328999996185"
"254","1277","1277","1277","0.03990672901272774","0.03990672901272774","0.03990672901272774","1532","1532","1532","0.026977913454174995","0.026977913454174995","0.026977913454174995","1532","1532","1532","0.0274788998067379","0.0274788998067379","0.0274788998067379","1532","1532","1532","0.023060111328959465","0.023060111328959465","0.023060111328959465","1532","1532","1532","0.02187584899365902","0.02187584899365902","0.02187584899365902","1277","1277","1277","0.030550334602594376","0.030550334602594376","0.030550334602594376","1532","1532","1532","0.03460343927145004","0.03460343927145004","0.03460343927145004","1532","1532","1532","0.029709843918681145","0.029709843918681145","0.029709843918681145"
