"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu_ekf__MAX"
"248","1247","1247","1247","0.02405044063925743","0.02405044063925743","0.02405044063925743","1497","1497","1497","0.037968553602695465","0.037968553602695465","0.037968553602695465","1497","1497","1497","0.03075863979756832","0.03075863979756832","0.03075863979756832","1497","1497","1497","0.04245893284678459","0.04245893284678459","0.04245893284678459","1497","1497","1497","0.0290771946310997","0.0290771946310997","0.0290771946310997","1247","1247","1247","0.016074862331151962","0.016074862331151962","0.016074862331151962","1497","1497","1497","0.03780354559421539","0.03780354559421539","0.03780354559421539","1497","1497","1497","0.03008790872991085","0.03008790872991085","0.03008790872991085"
"249","1252","1252","1252","0.02664257399737835","0.02664257399737835","0.02664257399737835","1503","1503","1503","0.029654964804649353","0.029654964804649353","0.029654964804649353","1503","1503","1503","0.027501503005623817","0.027501503005623817","0.027501503005623817","1503","1503","1503","0.035156700760126114","0.035156700760126114","0.035156700760126114","1503","1503","1503","0.03293110057711601","0.03293110057711601","0.03293110057711601","1252","1252","1252","0.020268775522708893","0.020268775522708893","0.020268775522708893","1503","1503","1503","0.01969255320727825","0.01969255320727825","0.01969255320727825","1503","1503","1503","0.03824354708194733","0.03824354708194733","0.03824354708194733"
"250","1257","1257","1257","0.0351121760904789","0.0351121760904789","0.0351121760904789","1509","1509","1509","0.02389422431588173","0.02389422431588173","0.02389422431588173","1509","1509","1509","0.0354347787797451","0.0354347787797451","0.0354347787797451","1509","1509","1509","0.03970402479171753","0.03970402479171753","0.03970402479171753","1509","1509","1509","0.04499300941824913","0.04499300941824913","0.04499300941824913","1257","1257","1257","0.03867555409669876","0.03867555409669876","0.03867555409669876","1509","1509","1509","0.03785863518714905","0.03785863518714905","0.03785863518714905","1509","1509","1509","0.020320918411016464","0.020320918411016464","0.020320918411016464"
"251","1262","1262","1262","0.047525737434625626","0.047525737434625626","0.047525737434625626","1515","1515","1515","0.024887152016162872","0.024887152016162872","0.024887152016162872","1515","1515","1515","0.02507520467042923","0.02507520467042923","0.02507520467042923","1515","1515","1515","0.03078506886959076","0.03078506886959076","0.03078506886959076","1515","1515","1515","0.032791610807180405","0.032791610807180405","0.032791610807180405","1262","1262","1262","0.030340248718857765","0.030340248718857765","0.030340248718857765","1515","1515","1515","0.024506058543920517","0.024506058543920517","0.024506058543920517","1515","1515","1515","0.02446206472814083","0.02446206472814083","0.02446206472814083"
"252","1267","1267","1267","0.027302173897624016","0.027302173897624016","0.027302173897624016","1521","1521","1521","0.04540615528821945","0.04540615528821945","0.04540615528821945","1521","1521","1521","0.03366399556398392","0.03366399556398392","0.03366399556398392","1521","1521","1521","0.0308648943901062","0.0308648943901062","0.0308648943901062","1521","1521","1521","0.02750510722398758","0.02750510722398758","0.02750510722398758","1267","1267","1267","0.014032484032213688","0.014032484032213688","0.014032484032213688","1521","1521","1521","0.020885521546006203","0.020885521546006203","0.020885521546006203","1521","1521","1521","0.040152449160814285","0.040152449160814285","0.040152449160814285"
"253","1272","1272","1272","0.03394070640206337","0.03394070640206337","0.03394070640206337","1527","1527","1527","0.024285832419991493","0.024285832419991493","0.024285832419991493","1527","1527","1527","0.01799292303621769","0.01799292303621769","0.01799292303621769","1527","1527","1527","0.02479333057999611","0.02479333057999611","0.02479333057999611","1527","1527","1527","0.03754648566246033","0.03754648566246033","0.03754648566246033","1272","1272","1272","0.01729702390730381","0.01729702390730381","0.01729702390730381","1527","1527","1527","0.02756389230489731","0.02756389230489731","0.02756389230489731","1527","1527","1527","0.037737563252449036","0.037737563252449036","0.037737563252449036"
"254","1277","1277","1277","0.03745212405920029","0.03745212405920029","0.03745212405920029","1533","1533","1533","0.02754279226064682","0.02754279226064682","0.02754279226064682","1533","1533","1533","0.02595585770905018","0.02595585770905018","0.02595585770905018","1533","1533","1533","0.0199898611754179","0.0199898611754179","0.0199898611754179","1533","1533","1533","0.025795025750994682","0.025795025750994682","0.025795025750994682","1277","1277","1277","0.03163185715675354","0.03163185715675354","0.03163185715675354","1533","1533","1533","0.03942680358886719","0.03942680358886719","0.03942680358886719","1533","1533","1533","0.029074158519506454","0.029074158519506454","0.029074158519506454"
"255","1282","1282","1282","0.022171039134263992","0.022171039134263992","0.022171039134263992","1539","1539","1539","0.024540122598409653","0.024540122598409653","0.024540122598409653","1539","1539","1539","0.03642795607447624","0.03642795607447624","0.03642795607447624","1539","1539","1539","0.02720762975513935","0.02720762975513935","0.02720762975513935","1539","1539","1539","0.034180112183094025","0.034180112183094025","0.034180112183094025","1282","1282","1282","0.029363330453634262","0.029363330453634262","0.029363330453634262","1539","1539","1539","0.011238151229918003","0.011238151229918003","0.011238151229918003","1539","1539","1539","0.01929328590631485","0.01929328590631485","0.01929328590631485"
"256","1287","1287","1287","0.034026842564344406","0.034026842564344406","0.034026842564344406","1545","1545","1545","0.02215109020471573","0.02215109020471573","0.02215109020471573","1545","1545","1545","0.03716888651251793","0.03716888651251793","0.03716888651251793","1545","1545","1545","0.02005951665341854","0.02005951665341854","0.02005951665341854","1545","1545","1545","0.020671337842941284","0.020671337842941284","0.020671337842941284","1287","1287","1287","0.05034484341740608","0.05034484341740608","0.05034484341740608","1545","1545","1545","0.033371180295944214","0.033371180295944214","0.033371180295944214","1545","1545","1545","0.036043908447027206","0.036043908447027206","0.036043908447027206"
"257","1292","1292","1292","0.01565697230398655","0.01565697230398655","0.01565697230398655","1551","1551","1551","0.03204163536429405","0.03204163536429405","0.03204163536429405","1551","1551","1551","0.022872040048241615","0.022872040048241615","0.022872040048241615","1551","1551","1551","0.020540539175271988","0.020540539175271988","0.020540539175271988","1551","1551","1551","0.030716286972165108","0.030716286972165108","0.030716286972165108","1292","1292","1292","0.025893965736031532","0.025893965736031532","0.025893965736031532","1551","1551","1551","0.0321105420589447","0.0321105420589447","0.0321105420589447","1551","1551","1551","0.04595841467380524","0.04595841467380524","0.04595841467380524"
"258","1297","1297","1297","0.04707922041416168","0.04707922041416168","0.04707922041416168","1557","1557","1557","0.028721408918499947","0.028721408918499947","0.028721408918499947","1557","1557","1557","0.031704679131507874","0.031704679131507874","0.031704679131507874","1557","1557","1557","0.022888943552970886","0.022888943552970886","0.022888943552970886","1557","1557","1557","0.03285348042845726","0.03285348042845726","0.03285348042845726","1297","1297","1297","0.03561367094516754","0.03561367094516754","0.03561367094516754","1557","1557","1557","0.03721005469560623","0.03721005469560623","0.03721005469560623","1557","1557","1557","0.03491291403770447","0.03491291403770447","0.03491291403770447"
"259","1302","1302","1302","0.049504220485687256","0.049504220485687256","0.049504220485687256","1563","1563","1563","0.023010151460766792","0.023010151460766792","0.023010151460766792","1563","1563","1563","0.020996276289224625","0.020996276289224625","0.020996276289224625","1563","1563","1563","0.03127673640847206","0.03127673640847206","0.03127673640847206","1563","1563","1563","0.03213867172598839","0.03213867172598839","0.03213867172598839","1302","1302","1302","0.028664598241448402","0.028664598241448402","0.028664598241448402","1563","1563","1563","0.011016434989869595","0.011016434989869595","0.011016434989869595","1563","1563","1563","0.02373851276934147","0.02373851276934147","0.02373851276934147"
"260","1307","1307","1307","0.03759168088436127","0.03759168088436127","0.03759168088436127","1569","1569","1569","0.02811286598443985","0.02811286598443985","0.02811286598443985","1569","1569","1569","0.028263263404369354","0.028263263404369354","0.028263263404369354","1569","1569","1569","0.03873395174741745","0.03873395174741745","0.03873395174741745","1569","1569","1569","0.0115220220759511","0.0115220220759511","0.0115220220759511","1307","1307","1307","0.03544657677412033","0.03544657677412033","0.03544657677412033","1569","1569","1569","0.026971127837896347","0.026971127837896347","0.026971127837896347","1569","1569","1569","0.02685488387942314","0.02685488387942314","0.02685488387942314"
"261","1312","1312","1312","0.042659323662519455","0.042659323662519455","0.042659323662519455","1575","1575","1575","0.026615772396326065","0.026615772396326065","0.026615772396326065","1575","1575","1575","0.029552221298217773","0.029552221298217773","0.029552221298217773","1575","1575","1575","0.023276953026652336","0.023276953026652336","0.023276953026652336","1575","1575","1575","0.0228596068918705","0.0228596068918705","0.0228596068918705","1312","1312","1312","0.025224460288882256","0.025224460288882256","0.025224460288882256","1575","1575","1575","0.022495253011584282","0.022495253011584282","0.022495253011584282","1575","1575","1575","0.03851574659347534","0.03851574659347534","0.03851574659347534"
"262","1317","1317","1317","0.03331002965569496","0.03331002965569496","0.03331002965569496","1581","1581","1581","0.031185666099190712","0.031185666099190712","0.031185666099190712","1581","1581","1581","0.027414334937930107","0.027414334937930107","0.027414334937930107","1581","1581","1581","0.026100141927599907","0.026100141927599907","0.026100141927599907","1581","1581","1581","0.03808784484863281","0.03808784484863281","0.03808784484863281","1317","1317","1317","0.030171627178788185","0.030171627178788185","0.030171627178788185","1581","1581","1581","0.03653787821531296","0.03653787821531296","0.03653787821531296","1581","1581","1581","0.033289771527051926","0.033289771527051926","0.033289771527051926"
"263","1322","1322","1322","0.03932960703969002","0.03932960703969002","0.03932960703969002","1587","1587","1587","0.03522997722029686","0.03522997722029686","0.03522997722029686","1587","1587","1587","0.022334707900881767","0.022334707900881767","0.022334707900881767","1587","1587","1587","0.038036979734897614","0.038036979734897614","0.038036979734897614","1587","1587","1587","0.023952750489115715","0.023952750489115715","0.023952750489115715","1322","1322","1322","0.029572367668151855","0.029572367668151855","0.029572367668151855","1587","1587","1587","0.03964787721633911","0.03964787721633911","0.03964787721633911","1587","1587","1587","0.02743617258965969","0.02743617258965969","0.02743617258965969"
"264","1327","1327","1327","0.02754262648522854","0.02754262648522854","0.02754262648522854","1593","1593","1593","0.041691508144140244","0.041691508144140244","0.041691508144140244","1593","1593","1593","0.038104403764009476","0.038104403764009476","0.038104403764009476","1593","1593","1593","0.04089770093560219","0.04089770093560219","0.04089770093560219","1593","1593","1593","0.04232272878289223","0.04232272878289223","0.04232272878289223","1327","1327","1327","0.03289773687720299","0.03289773687720299","0.03289773687720299","1593","1593","1593","0.01983078010380268","0.01983078010380268","0.01983078010380268","1593","1593","1593","0.0402095690369606","0.0402095690369606","0.0402095690369606"
"265","1332","1332","1332","0.029833823442459106","0.029833823442459106","0.029833823442459106","1599","1599","1599","0.03291677311062813","0.03291677311062813","0.03291677311062813","1599","1599","1599","0.03230282664299011","0.03230282664299011","0.03230282664299011","1599","1599","1599","0.02030729502439499","0.02030729502439499","0.02030729502439499","1599","1599","1599","0.03442266583442688","0.03442266583442688","0.03442266583442688","1332","1332","1332","0.02996039018034935","0.02996039018034935","0.02996039018034935","1599","1599","1599","0.025158585980534554","0.025158585980534554","0.025158585980534554","1599","1599","1599","0.039902977645397186","0.039902977645397186","0.039902977645397186"
"266","1337","1337","1337","0.031098220497369766","0.031098220497369766","0.031098220497369766","1605","1605","1605","0.026421403512358665","0.026421403512358665","0.026421403512358665","1605","1605","1605","0.027933906763792038","0.027933906763792038","0.027933906763792038","1605","1605","1605","0.029887260869145393","0.029887260869145393","0.029887260869145393","1605","1605","1605","0.04186707362532616","0.04186707362532616","0.04186707362532616","1337","1337","1337","0.03200966864824295","0.03200966864824295","0.03200966864824295","1605","1605","1605","0.0327191986143589","0.0327191986143589","0.0327191986143589","1605","1605","1605","0.041575782001018524","0.041575782001018524","0.041575782001018524"
"267","1342","1342","1342","0.032448720186948776","0.032448720186948776","0.032448720186948776","1611","1611","1611","0.03190302476286888","0.03190302476286888","0.03190302476286888","1611","1611","1611","0.024772584438323975","0.024772584438323975","0.024772584438323975","1611","1611","1611","0.04411211982369423","0.04411211982369423","0.04411211982369423","1611","1611","1611","0.04356619715690613","0.04356619715690613","0.04356619715690613","1342","1342","1342","0.03349308297038078","0.03349308297038078","0.03349308297038078","1611","1611","1611","0.03696359321475029","0.03696359321475029","0.03696359321475029","1611","1611","1611","0.025730013847351074","0.025730013847351074","0.025730013847351074"
"268","1347","1347","1347","0.02346290834248066","0.02346290834248066","0.02346290834248066","1617","1617","1617","0.020070001482963562","0.020070001482963562","0.020070001482963562","1617","1617","1617","0.026529954746365547","0.026529954746365547","0.026529954746365547","1617","1617","1617","0.04702146351337433","0.04702146351337433","0.04702146351337433","1617","1617","1617","0.032164815813302994","0.032164815813302994","0.032164815813302994","1347","1347","1347","0.03671897575259209","0.03671897575259209","0.03671897575259209","1617","1617","1617","0.040500935167074203","0.040500935167074203","0.040500935167074203","1617","1617","1617","0.02475307695567608","0.02475307695567608","0.02475307695567608"
"269","1352","1352","1352","0.02076338417828083","0.02076338417828083","0.02076338417828083","1623","1623","1623","0.04508572071790695","0.04508572071790695","0.04508572071790695","1623","1623","1623","0.03510512411594391","0.03510512411594391","0.03510512411594391","1623","1623","1623","0.030034303665161133","0.030034303665161133","0.030034303665161133","1623","1623","1623","0.030811002478003502","0.030811002478003502","0.030811002478003502","1352","1352","1352","0.04247187450528145","0.04247187450528145","0.04247187450528145","1623","1623","1623","0.032055120915174484","0.032055120915174484","0.032055120915174484","1623","1623","1623","0.03931302949786186","0.03931302949786186","0.03931302949786186"
"270","1357","1357","1357","0.031898852437734604","0.031898852437734604","0.031898852437734604","1629","1629","1629","0.02781340479850769","0.02781340479850769","0.02781340479850769","1629","1629","1629","0.03578152880072594","0.03578152880072594","0.03578152880072594","1629","1629","1629","0.025861145928502083","0.025861145928502083","0.025861145928502083","1629","1629","1629","0.03638588637113571","0.03638588637113571","0.03638588637113571","1357","1357","1357","0.04148338362574577","0.04148338362574577","0.04148338362574577","1629","1629","1629","0.031192537397146225","0.031192537397146225","0.031192537397146225","1629","1629","1629","0.0313786081969738","0.0313786081969738","0.0313786081969738"
"271","1362","1362","1362","0.04153507202863693","0.04153507202863693","0.04153507202863693","1635","1635","1635","0.043192069977521896","0.043192069977521896","0.043192069977521896","1635","1635","1635","0.02835932746529579","0.02835932746529579","0.02835932746529579","1635","1635","1635","0.03559323772788048","0.03559323772788048","0.03559323772788048","1635","1635","1635","0.03125981241464615","0.03125981241464615","0.03125981241464615","1362","1362","1362","0.024143800139427185","0.024143800139427185","0.024143800139427185","1635","1635","1635","0.04198837652802467","0.04198837652802467","0.04198837652802467","1635","1635","1635","0.03819577395915985","0.03819577395915985","0.03819577395915985"
"272","1367","1367","1367","0.023582041263580322","0.023582041263580322","0.023582041263580322","1641","1641","1641","0.024124154821038246","0.024124154821038246","0.024124154821038246","1641","1641","1641","0.03925957530736923","0.03925957530736923","0.03925957530736923","1641","1641","1641","0.04707177355885506","0.04707177355885506","0.04707177355885506","1641","1641","1641","0.034834764897823334","0.034834764897823334","0.034834764897823334","1367","1367","1367","0.04129163175821304","0.04129163175821304","0.04129163175821304","1641","1641","1641","0.03175242245197296","0.03175242245197296","0.03175242245197296","1641","1641","1641","0.0359119176864624","0.0359119176864624","0.0359119176864624"
"273","1372","1372","1372","0.02247854694724083","0.02247854694724083","0.02247854694724083","1647","1647","1647","0.029512282460927963","0.029512282460927963","0.029512282460927963","1647","1647","1647","0.02929886430501938","0.02929886430501938","0.02929886430501938","1647","1647","1647","0.04072405770421028","0.04072405770421028","0.04072405770421028","1647","1647","1647","0.021543484181165695","0.021543484181165695","0.021543484181165695","1372","1372","1372","0.027862710878252983","0.027862710878252983","0.027862710878252983","1647","1647","1647","0.03777036815881729","0.03777036815881729","0.03777036815881729","1647","1647","1647","0.042113047093153","0.042113047093153","0.042113047093153"
"274","1377","1377","1377","0.026913907378911972","0.026913907378911972","0.026913907378911972","1653","1653","1653","0.025760190561413765","0.025760190561413765","0.025760190561413765","1653","1653","1653","0.02393519878387451","0.02393519878387451","0.02393519878387451","1653","1653","1653","0.028834130614995956","0.028834130614995956","0.028834130614995956","1653","1653","1653","0.02087283879518509","0.02087283879518509","0.02087283879518509","1377","1377","1377","0.02741274982690811","0.02741274982690811","0.02741274982690811","1653","1653","1653","0.04837704449892044","0.04837704449892044","0.04837704449892044","1653","1653","1653","0.03445170447230339","0.03445170447230339","0.03445170447230339"
"275","1382","1382","1382","0.050280626863241196","0.050280626863241196","0.050280626863241196","1659","1659","1659","0.041154470294713974","0.041154470294713974","0.041154470294713974","1659","1659","1659","0.03292490541934967","0.03292490541934967","0.03292490541934967","1659","1659","1659","0.04365788772702217","0.04365788772702217","0.04365788772702217","1659","1659","1659","0.029235713183879852","0.029235713183879852","0.029235713183879852","1382","1382","1382","0.03340599685907364","0.03340599685907364","0.03340599685907364","1659","1659","1659","0.03608069568872452","0.03608069568872452","0.03608069568872452","1659","1659","1659","0.03508960083127022","0.03508960083127022","0.03508960083127022"
"276","1387","1387","1387","0.04736630246043205","0.04736630246043205","0.04736630246043205","1665","1665","1665","0.030326487496495247","0.030326487496495247","0.030326487496495247","1665","1665","1665","0.03490794450044632","0.03490794450044632","0.03490794450044632","1665","1665","1665","0.03603535518050194","0.03603535518050194","0.03603535518050194","1665","1665","1665","0.04325534775853157","0.04325534775853157","0.04325534775853157","1387","1387","1387","0.035305146127939224","0.035305146127939224","0.035305146127939224","1665","1665","1665","0.03988577052950859","0.03988577052950859","0.03988577052950859","1665","1665","1665","0.03695568069815636","0.03695568069815636","0.03695568069815636"
"277","1392","1392","1392","0.03195500373840332","0.03195500373840332","0.03195500373840332","1671","1671","1671","0.018062440678477287","0.018062440678477287","0.018062440678477287","1671","1671","1671","0.03213893622159958","0.03213893622159958","0.03213893622159958","1671","1671","1671","0.03168906271457672","0.03168906271457672","0.03168906271457672","1671","1671","1671","0.04047909751534462","0.04047909751534462","0.04047909751534462","1392","1392","1392","0.03074679709970951","0.03074679709970951","0.03074679709970951","1671","1671","1671","0.0358818843960762","0.0358818843960762","0.0358818843960762","1671","1671","1671","0.028607778251171112","0.028607778251171112","0.028607778251171112"
"278","1397","1397","1397","0.0347815565764904","0.0347815565764904","0.0347815565764904","1677","1677","1677","0.014745588414371014","0.014745588414371014","0.014745588414371014","1677","1677","1677","0.023570938035845757","0.023570938035845757","0.023570938035845757","1677","1677","1677","0.030817773193120956","0.030817773193120956","0.030817773193120956","1677","1677","1677","0.026520637795329094","0.026520637795329094","0.026520637795329094","1397","1397","1397","0.032529376447200775","0.032529376447200775","0.032529376447200775","1677","1677","1677","0.023062938824295998","0.023062938824295998","0.023062938824295998","1677","1677","1677","0.02651483565568924","0.02651483565568924","0.02651483565568924"
"279","1402","1402","1402","0.03107156977057457","0.03107156977057457","0.03107156977057457","1683","1683","1683","0.04114814102649689","0.04114814102649689","0.04114814102649689","1683","1683","1683","0.023592209443449974","0.023592209443449974","0.023592209443449974","1683","1683","1683","0.03384075686335564","0.03384075686335564","0.03384075686335564","1683","1683","1683","0.02711128257215023","0.02711128257215023","0.02711128257215023","1402","1402","1402","0.03519244119524956","0.03519244119524956","0.03519244119524956","1683","1683","1683","0.02720826119184494","0.02720826119184494","0.02720826119184494","1683","1683","1683","0.029342681169509888","0.029342681169509888","0.029342681169509888"
"280","1407","1407","1407","0.034454409033060074","0.034454409033060074","0.034454409033060074","1689","1689","1689","0.03994327411055565","0.03994327411055565","0.03994327411055565","1689","1689","1689","0.03050234168767929","0.03050234168767929","0.03050234168767929","1689","1689","1689","0.044900886714458466","0.044900886714458466","0.044900886714458466","1689","1689","1689","0.05125471577048302","0.05125471577048302","0.05125471577048302","1407","1407","1407","0.028506988659501076","0.028506988659501076","0.028506988659501076","1689","1689","1689","0.039584219455718994","0.039584219455718994","0.039584219455718994","1689","1689","1689","0.033152442425489426","0.033152442425489426","0.033152442425489426"
"281","1412","1412","1412","0.04908714070916176","0.04908714070916176","0.04908714070916176","1695","1695","1695","0.020005106925964355","0.020005106925964355","0.020005106925964355","1695","1695","1695","0.03011336736381054","0.03011336736381054","0.03011336736381054","1695","1695","1695","0.035804957151412964","0.035804957151412964","0.035804957151412964","1695","1695","1695","0.02462613768875599","0.02462613768875599","0.02462613768875599","1412","1412","1412","0.04710652306675911","0.04710652306675911","0.04710652306675911","1695","1695","1695","0.026711653918027878","0.026711653918027878","0.026711653918027878","1695","1695","1695","0.029754308983683586","0.029754308983683586","0.029754308983683586"
"282","1417","1417","1417","0.010768324136734009","0.010768324136734009","0.010768324136734009","1701","1701","1701","0.023094290867447853","0.023094290867447853","0.023094290867447853","1701","1701","1701","0.027001256123185158","0.027001256123185158","0.027001256123185158","1701","1701","1701","0.042134955525398254","0.042134955525398254","0.042134955525398254","1701","1701","1701","0.03312021866440773","0.03312021866440773","0.03312021866440773","1417","1417","1417","0.028127653524279594","0.028127653524279594","0.028127653524279594","1701","1701","1701","0.032006602734327316","0.032006602734327316","0.032006602734327316","1701","1701","1701","0.045062821358442307","0.045062821358442307","0.045062821358442307"
"283","1422","1422","1422","0.03620191663503647","0.03620191663503647","0.03620191663503647","1707","1707","1707","0.03707053139805794","0.03707053139805794","0.03707053139805794","1707","1707","1707","0.03228391706943512","0.03228391706943512","0.03228391706943512","1707","1707","1707","0.02372017130255699","0.02372017130255699","0.02372017130255699","1707","1707","1707","0.035025592893362045","0.035025592893362045","0.035025592893362045","1422","1422","1422","0.029342152178287506","0.029342152178287506","0.029342152178287506","1707","1707","1707","0.04253315180540085","0.04253315180540085","0.04253315180540085","1707","1707","1707","0.042697954922914505","0.042697954922914505","0.042697954922914505"
"284","1427","1427","1427","0.04421048238873482","0.04421048238873482","0.04421048238873482","1713","1713","1713","0.03027009218931198","0.03027009218931198","0.03027009218931198","1713","1713","1713","0.03147878497838974","0.03147878497838974","0.03147878497838974","1713","1713","1713","0.033753033727407455","0.033753033727407455","0.033753033727407455","1713","1713","1713","0.0512131005525589","0.0512131005525589","0.0512131005525589","1427","1427","1427","0.05272349342703819","0.05272349342703819","0.05272349342703819","1713","1713","1713","0.03022189810872078","0.03022189810872078","0.03022189810872078","1713","1713","1713","0.029453840106725693","0.029453840106725693","0.029453840106725693"
"285","1432","1432","1432","0.020318157970905304","0.020318157970905304","0.020318157970905304","1719","1719","1719","0.023658856749534607","0.023658856749534607","0.023658856749534607","1719","1719","1719","0.026142405346035957","0.026142405346035957","0.026142405346035957","1719","1719","1719","0.0350504107773304","0.0350504107773304","0.0350504107773304","1719","1719","1719","0.03681931644678116","0.03681931644678116","0.03681931644678116","1432","1432","1432","0.015099623240530491","0.015099623240530491","0.015099623240530491","1719","1719","1719","0.01938910409808159","0.01938910409808159","0.01938910409808159","1719","1719","1719","0.031974032521247864","0.031974032521247864","0.031974032521247864"
"286","1437","1437","1437","0.026685334742069244","0.026685334742069244","0.026685334742069244","1725","1725","1725","0.040621574968099594","0.040621574968099594","0.040621574968099594","1725","1725","1725","0.03900614008307457","0.03900614008307457","0.03900614008307457","1725","1725","1725","0.019973283633589745","0.019973283633589745","0.019973283633589745","1725","1725","1725","0.030609454959630966","0.030609454959630966","0.030609454959630966","1437","1437","1437","0.02598543092608452","0.02598543092608452","0.02598543092608452","1725","1725","1725","0.024272607639431953","0.024272607639431953","0.024272607639431953","1725","1725","1725","0.05206286907196045","0.05206286907196045","0.05206286907196045"
"287","1442","1442","1442","0.033203549683094025","0.033203549683094025","0.033203549683094025","1731","1731","1731","0.01271918136626482","0.01271918136626482","0.01271918136626482","1731","1731","1731","0.030284645035862923","0.030284645035862923","0.030284645035862923","1731","1731","1731","0.030567651614546776","0.030567651614546776","0.030567651614546776","1731","1731","1731","0.047929923981428146","0.047929923981428146","0.047929923981428146","1442","1442","1442","0.03266620635986328","0.03266620635986328","0.03266620635986328","1731","1731","1731","0.03941693156957626","0.03941693156957626","0.03941693156957626","1731","1731","1731","0.0292463768273592","0.0292463768273592","0.0292463768273592"
