"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_kf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_kf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_kf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_kf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_kf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_kf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_kf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_kf__MAX"
"235","1182","1182","1182","0.0018970558885484934","0.0018970558885484934","0.0018970558885484934","1418","1418","1418","0.002184765413403511","0.002184765413403511","0.002184765413403511","1418","1418","1418","0.0018742495449259877","0.0018742495449259877","0.0018742495449259877","1418","1418","1418","0.0012166384840384126","0.0012166384840384126","0.0012166384840384126","1418","1418","1418","0.0014866746496409178","0.0014866746496409178","0.0014866746496409178","1182","1182","1182","0.0015041532460600138","0.0015041532460600138","0.0015041532460600138","1418","1418","1418","0.0019582086242735386","0.0019582086242735386","0.0019582086242735386","1418","1418","1418","0.0021702267695218325","0.0021702267695218325","0.0021702267695218325"
"236","1187","1187","1187","0.0019392977701500058","0.0019392977701500058","0.0019392977701500058","1424","1424","1424","0.002282878151163459","0.002282878151163459","0.002282878151163459","1424","1424","1424","0.0019804430194199085","0.0019804430194199085","0.0019804430194199085","1424","1424","1424","0.0021276106126606464","0.0021276106126606464","0.0021276106126606464","1424","1424","1424","0.0020686923526227474","0.0020686923526227474","0.0020686923526227474","1187","1187","1187","0.0016297678230330348","0.0016297678230330348","0.0016297678230330348","1424","1424","1424","0.0026228739880025387","0.0026228739880025387","0.0026228739880025387","1424","1424","1424","0.0024074118118733168","0.0024074118118733168","0.0024074118118733168"
"237","1192","1192","1192","0.001976137049496174","0.001976137049496174","0.001976137049496174","1430","1430","1430","0.0018950644880533218","0.0018950644880533218","0.0018950644880533218","1430","1430","1430","0.002024182816967368","0.002024182816967368","0.002024182816967368","1430","1430","1430","0.001708682277239859","0.001708682277239859","0.001708682277239859","1430","1430","1430","0.0016070771962404251","0.0016070771962404251","0.0016070771962404251","1192","1192","1192","0.002431004773825407","0.002431004773825407","0.002431004773825407","1430","1430","1430","0.001731710508465767","0.001731710508465767","0.001731710508465767","1430","1430","1430","0.002689588814973831","0.002689588814973831","0.002689588814973831"
"238","1197","1197","1197","0.0016937819309532642","0.0016937819309532642","0.0016937819309532642","1436","1436","1436","0.0021723690442740917","0.0021723690442740917","0.0021723690442740917","1436","1436","1436","0.002179388888180256","0.002179388888180256","0.002179388888180256","1436","1436","1436","0.0025115630123764277","0.0025115630123764277","0.0025115630123764277","1436","1436","1436","0.0028256247751414776","0.0028256247751414776","0.0028256247751414776","1197","1197","1197","0.0017812908627092838","0.0017812908627092838","0.0017812908627092838","1436","1436","1436","0.0020363489165902138","0.0020363489165902138","0.0020363489165902138","1436","1436","1436","0.001370836514979601","0.001370836514979601","0.001370836514979601"
"239","1202","1202","1202","0.0013309713685885072","0.0013309713685885072","0.0013309713685885072","1442","1442","1442","0.0015801015542820096","0.0015801015542820096","0.0015801015542820096","1442","1442","1442","0.0018862051656469703","0.0018862051656469703","0.0018862051656469703","1442","1442","1442","0.001919755944982171","0.001919755944982171","0.001919755944982171","1442","1442","1442","0.001967341173440218","0.001967341173440218","0.001967341173440218","1202","1202","1202","0.0016027541132643819","0.0016027541132643819","0.0016027541132643819","1442","1442","1442","0.0014139664126560092","0.0014139664126560092","0.0014139664126560092","1442","1442","1442","0.0014119228580966592","0.0014119228580966592","0.0014119228580966592"
"240","1207","1207","1207","0.002241558860987425","0.002241558860987425","0.002241558860987425","1448","1448","1448","0.0019093943992629647","0.0019093943992629647","0.0019093943992629647","1448","1448","1448","0.0016368469223380089","0.0016368469223380089","0.0016368469223380089","1448","1448","1448","0.001962941838428378","0.001962941838428378","0.001962941838428378","1448","1448","1448","0.0016261523123830557","0.0016261523123830557","0.0016261523123830557","1207","1207","1207","0.0016733796801418066","0.0016733796801418066","0.0016733796801418066","1448","1448","1448","0.001756615354679525","0.001756615354679525","0.001756615354679525","1448","1448","1448","0.0010485660750418901","0.0010485660750418901","0.0010485660750418901"
"241","1212","1212","1212","0.0016251036431640387","0.0016251036431640387","0.0016251036431640387","1454","1454","1454","0.001616099150851369","0.001616099150851369","0.001616099150851369","1454","1454","1454","0.0014716932782903314","0.0014716932782903314","0.0014716932782903314","1454","1454","1454","0.0014401075895875692","0.0014401075895875692","0.0014401075895875692","1454","1454","1454","0.0016538011841475964","0.0016538011841475964","0.0016538011841475964","1212","1212","1212","0.001770079368725419","0.001770079368725419","0.001770079368725419","1454","1454","1454","0.001665053772740066","0.001665053772740066","0.001665053772740066","1454","1454","1454","0.0016257030656561255","0.0016257030656561255","0.0016257030656561255"
"242","1217","1217","1217","0.0024317328352481127","0.0024317328352481127","0.0024317328352481127","1460","1460","1460","0.0022853869013488293","0.0022853869013488293","0.0022853869013488293","1460","1460","1460","0.002187782432883978","0.002187782432883978","0.002187782432883978","1460","1460","1460","0.002592753153294325","0.002592753153294325","0.002592753153294325","1460","1460","1460","0.003065370488911867","0.003065370488911867","0.003065370488911867","1217","1217","1217","0.0015846900641918182","0.0015846900641918182","0.0015846900641918182","1460","1460","1460","0.002229491714388132","0.002229491714388132","0.002229491714388132","1460","1460","1460","0.0024243684019893408","0.0024243684019893408","0.0024243684019893408"
"243","1222","1222","1222","0.0018536127172410488","0.0018536127172410488","0.0018536127172410488","1466","1466","1466","0.0018712370656430721","0.0018712370656430721","0.0018712370656430721","1466","1466","1466","0.002150563756003976","0.002150563756003976","0.002150563756003976","1466","1466","1466","0.0024138109292834997","0.0024138109292834997","0.0024138109292834997","1466","1466","1466","0.0017179069109261036","0.0017179069109261036","0.0017179069109261036","1222","1222","1222","0.0016435220604762435","0.0016435220604762435","0.0016435220604762435","1466","1466","1466","0.0015811830526217818","0.0015811830526217818","0.0015811830526217818","1466","1466","1466","0.002111536217853427","0.002111536217853427","0.002111536217853427"
"244","1227","1227","1227","0.0025448768865317106","0.0025448768865317106","0.0025448768865317106","1472","1472","1472","0.0025528769474476576","0.0025528769474476576","0.0025528769474476576","1472","1472","1472","0.002101483754813671","0.002101483754813671","0.002101483754813671","1472","1472","1472","0.002176262205466628","0.002176262205466628","0.002176262205466628","1472","1472","1472","0.0021310988813638687","0.0021310988813638687","0.0021310988813638687","1227","1227","1227","0.00202878937125206","0.00202878937125206","0.00202878937125206","1472","1472","1472","0.00196990929543972","0.00196990929543972","0.00196990929543972","1472","1472","1472","0.0023943153209984303","0.0023943153209984303","0.0023943153209984303"
"245","1232","1232","1232","0.0009908821666613221","0.0009908821666613221","0.0009908821666613221","1478","1478","1478","0.0014253886183723807","0.0014253886183723807","0.0014253886183723807","1478","1478","1478","0.0013766783522441983","0.0013766783522441983","0.0013766783522441983","1478","1478","1478","0.0017082339618355036","0.0017082339618355036","0.0017082339618355036","1478","1478","1478","0.001747677568346262","0.001747677568346262","0.001747677568346262","1232","1232","1232","0.0017788773402571678","0.0017788773402571678","0.0017788773402571678","1478","1478","1478","0.0013263451401144266","0.0013263451401144266","0.0013263451401144266","1478","1478","1478","0.0013831123942509294","0.0013831123942509294","0.0013831123942509294"
"246","1237","1237","1237","0.0021351671312004328","0.0021351671312004328","0.0021351671312004328","1484","1484","1484","0.002647977089509368","0.002647977089509368","0.002647977089509368","1484","1484","1484","0.0021766789723187685","0.0021766789723187685","0.0021766789723187685","1484","1484","1484","0.0015230370918288827","0.0015230370918288827","0.0015230370918288827","1484","1484","1484","0.0015611990820616484","0.0015611990820616484","0.0015611990820616484","1237","1237","1237","0.0020649319048970938","0.0020649319048970938","0.0020649319048970938","1484","1484","1484","0.0012099849991500378","0.0012099849991500378","0.0012099849991500378","1484","1484","1484","0.002169616287574172","0.002169616287574172","0.002169616287574172"
"247","1242","1242","1242","0.0022212816402316093","0.0022212816402316093","0.0022212816402316093","1490","1490","1490","0.0020589246414601803","0.0020589246414601803","0.0020589246414601803","1490","1490","1490","0.0023190490901470184","0.0023190490901470184","0.0023190490901470184","1490","1490","1490","0.0022904968354851007","0.0022904968354851007","0.0022904968354851007","1490","1490","1490","0.0020221543963998556","0.0020221543963998556","0.0020221543963998556","1242","1242","1242","0.0019510927377268672","0.0019510927377268672","0.0019510927377268672","1490","1490","1490","0.0020497888326644897","0.0020497888326644897","0.0020497888326644897","1490","1490","1490","0.0022577031049877405","0.0022577031049877405","0.0022577031049877405"
"248","1247","1247","1247","0.0014952837955206633","0.0014952837955206633","0.0014952837955206633","1496","1496","1496","0.0014067664742469788","0.0014067664742469788","0.0014067664742469788","1496","1496","1496","0.0015700100921094418","0.0015700100921094418","0.0015700100921094418","1496","1496","1496","0.0013524660607799888","0.0013524660607799888","0.0013524660607799888","1496","1496","1496","0.001679432694800198","0.001679432694800198","0.001679432694800198","1247","1247","1247","0.001106124254874885","0.001106124254874885","0.001106124254874885","1496","1496","1496","0.0015240367501974106","0.0015240367501974106","0.0015240367501974106","1496","1496","1496","0.0014579405542463064","0.0014579405542463064","0.0014579405542463064"
"249","1252","1252","1252","0.0021893796510994434","0.0021893796510994434","0.0021893796510994434","1502","1502","1502","0.001983440248295665","0.001983440248295665","0.001983440248295665","1502","1502","1502","0.001456636469811201","0.001456636469811201","0.001456636469811201","1502","1502","1502","0.0017463592812418938","0.0017463592812418938","0.0017463592812418938","1502","1502","1502","0.0013845616485923529","0.0013845616485923529","0.0013845616485923529","1252","1252","1252","0.001695124665275216","0.001695124665275216","0.001695124665275216","1502","1502","1502","0.0017604440217837691","0.0017604440217837691","0.0017604440217837691","1502","1502","1502","0.0015945035265758634","0.0015945035265758634","0.0015945035265758634"
"250","1257","1257","1257","0.0013346014311537147","0.0013346014311537147","0.0013346014311537147","1508","1508","1508","0.0018819246906787157","0.0018819246906787157","0.0018819246906787157","1508","1508","1508","0.0015432208310812712","0.0015432208310812712","0.0015432208310812712","1508","1508","1508","0.0015456208493560553","0.0015456208493560553","0.0015456208493560553","1508","1508","1508","0.001534871757030487","0.001534871757030487","0.001534871757030487","1257","1257","1257","0.0017111549386754632","0.0017111549386754632","0.0017111549386754632","1508","1508","1508","0.0015788839664310217","0.0015788839664310217","0.0015788839664310217","1508","1508","1508","0.0015271907905116677","0.0015271907905116677","0.0015271907905116677"
"251","1262","1262","1262","0.0018249297281727195","0.0018249297281727195","0.0018249297281727195","1514","1514","1514","0.002048891969025135","0.002048891969025135","0.002048891969025135","1514","1514","1514","0.0018299706280231476","0.0018299706280231476","0.0018299706280231476","1514","1514","1514","0.001790424226783216","0.001790424226783216","0.001790424226783216","1514","1514","1514","0.0017456039786338806","0.0017456039786338806","0.0017456039786338806","1262","1262","1262","0.001418856903910637","0.001418856903910637","0.001418856903910637","1514","1514","1514","0.0018953693797811866","0.0018953693797811866","0.0018953693797811866","1514","1514","1514","0.002018554136157036","0.002018554136157036","0.002018554136157036"
"252","1267","1267","1267","0.0017180339200422168","0.0017180339200422168","0.0017180339200422168","1520","1520","1520","0.0017909794114530087","0.0017909794114530087","0.0017909794114530087","1520","1520","1520","0.0019700948614627123","0.0019700948614627123","0.0019700948614627123","1520","1520","1520","0.0018256399780511856","0.0018256399780511856","0.0018256399780511856","1520","1520","1520","0.0018281687516719103","0.0018281687516719103","0.0018281687516719103","1267","1267","1267","0.0010178592056035995","0.0010178592056035995","0.0010178592056035995","1520","1520","1520","0.0019086175598204136","0.0019086175598204136","0.0019086175598204136","1520","1520","1520","0.0019281062996014953","0.0019281062996014953","0.0019281062996014953"
"253","1272","1272","1272","0.001706217648461461","0.001706217648461461","0.001706217648461461","1526","1526","1526","0.0017907449509948492","0.0017907449509948492","0.0017907449509948492","1526","1526","1526","0.0016172599280253053","0.0016172599280253053","0.0016172599280253053","1526","1526","1526","0.001578852767124772","0.001578852767124772","0.001578852767124772","1526","1526","1526","0.0022929897531867027","0.0022929897531867027","0.0022929897531867027","1272","1272","1272","0.002270709490403533","0.002270709490403533","0.002270709490403533","1526","1526","1526","0.002898429287597537","0.002898429287597537","0.002898429287597537","1526","1526","1526","0.0016339953290298581","0.0016339953290298581","0.0016339953290298581"
"254","1277","1277","1277","0.001865688362158835","0.001865688362158835","0.001865688362158835","1532","1532","1532","0.002317157108336687","0.002317157108336687","0.002317157108336687","1532","1532","1532","0.0012848720652982593","0.0012848720652982593","0.0012848720652982593","1532","1532","1532","0.0017516652587801218","0.0017516652587801218","0.0017516652587801218","1532","1532","1532","0.002364157000556588","0.002364157000556588","0.002364157000556588","1277","1277","1277","0.0024473618250340223","0.0024473618250340223","0.0024473618250340223","1532","1532","1532","0.0019394982373341918","0.0019394982373341918","0.0019394982373341918","1532","1532","1532","0.0025638313964009285","0.0025638313964009285","0.0025638313964009285"
"255","1282","1282","1282","0.0018866187892854214","0.0018866187892854214","0.0018866187892854214","1538","1538","1538","0.001974685350432992","0.001974685350432992","0.001974685350432992","1538","1538","1538","0.002499655820429325","0.002499655820429325","0.002499655820429325","1538","1538","1538","0.0017096522497013211","0.0017096522497013211","0.0017096522497013211","1538","1538","1538","0.001032455824315548","0.001032455824315548","0.001032455824315548","1282","1282","1282","0.002413408365100622","0.002413408365100622","0.002413408365100622","1538","1538","1538","0.0019087971886619925","0.0019087971886619925","0.0019087971886619925","1538","1538","1538","0.002207360928878188","0.002207360928878188","0.002207360928878188"
"256","1287","1287","1287","0.0014547854661941528","0.0014547854661941528","0.0014547854661941528","1544","1544","1544","0.0019124392420053482","0.0019124392420053482","0.0019124392420053482","1544","1544","1544","0.001990471500903368","0.001990471500903368","0.001990471500903368","1544","1544","1544","0.0017946608131751418","0.0017946608131751418","0.0017946608131751418","1544","1544","1544","0.0017722293268889189","0.0017722293268889189","0.0017722293268889189","1287","1287","1287","0.0013684791047126055","0.0013684791047126055","0.0013684791047126055","1544","1544","1544","0.002673136768862605","0.002673136768862605","0.002673136768862605","1544","1544","1544","0.0022757030092179775","0.0022757030092179775","0.0022757030092179775"
"257","1292","1292","1292","0.0016101329820230603","0.0016101329820230603","0.0016101329820230603","1550","1550","1550","0.0015644842060282826","0.0015644842060282826","0.0015644842060282826","1550","1550","1550","0.00215931492857635","0.00215931492857635","0.00215931492857635","1550","1550","1550","0.0019531090511009097","0.0019531090511009097","0.0019531090511009097","1550","1550","1550","0.001340195070952177","0.001340195070952177","0.001340195070952177","1292","1292","1292","0.0014662375906482339","0.0014662375906482339","0.0014662375906482339","1550","1550","1550","0.0016230448381975293","0.0016230448381975293","0.0016230448381975293","1550","1550","1550","0.0018531611422076821","0.0018531611422076821","0.0018531611422076821"
"258","1297","1297","1297","0.003316000336781144","0.003316000336781144","0.003316000336781144","1556","1556","1556","0.0015756222419440746","0.0015756222419440746","0.0015756222419440746","1556","1556","1556","0.002177410526201129","0.002177410526201129","0.002177410526201129","1556","1556","1556","0.002481273375451565","0.002481273375451565","0.002481273375451565","1556","1556","1556","0.002393880160525441","0.002393880160525441","0.002393880160525441","1297","1297","1297","0.0022227519657462835","0.0022227519657462835","0.0022227519657462835","1556","1556","1556","0.0013864481588825583","0.0013864481588825583","0.0013864481588825583","1556","1556","1556","0.003136060666292906","0.003136060666292906","0.003136060666292906"
"259","1302","1302","1302","0.0025015983264893293","0.0025015983264893293","0.0025015983264893293","1562","1562","1562","0.002092039445415139","0.002092039445415139","0.002092039445415139","1562","1562","1562","0.002075612312182784","0.002075612312182784","0.002075612312182784","1562","1562","1562","0.0015398433897644281","0.0015398433897644281","0.0015398433897644281","1562","1562","1562","0.0023823538795113564","0.0023823538795113564","0.0023823538795113564","1302","1302","1302","0.0014611255610361695","0.0014611255610361695","0.0014611255610361695","1562","1562","1562","0.0026084305718541145","0.0026084305718541145","0.0026084305718541145","1562","1562","1562","0.0021337615326046944","0.0021337615326046944","0.0021337615326046944"
"260","1307","1307","1307","0.001704877126030624","0.001704877126030624","0.001704877126030624","1568","1568","1568","0.001523613347671926","0.001523613347671926","0.001523613347671926","1568","1568","1568","0.0023119596298784018","0.0023119596298784018","0.0023119596298784018","1568","1568","1568","0.0019336803816258907","0.0019336803816258907","0.0019336803816258907","1568","1568","1568","0.0022128538694232702","0.0022128538694232702","0.0022128538694232702","1307","1307","1307","0.001777570229023695","0.001777570229023695","0.001777570229023695","1568","1568","1568","0.0017076748190447688","0.0017076748190447688","0.0017076748190447688","1568","1568","1568","0.0012713699834421277","0.0012713699834421277","0.0012713699834421277"
"261","1312","1312","1312","0.0019636915531009436","0.0019636915531009436","0.0019636915531009436","1574","1574","1574","0.002119925105944276","0.002119925105944276","0.002119925105944276","1574","1574","1574","0.0016440916806459427","0.0016440916806459427","0.0016440916806459427","1574","1574","1574","0.002166612772271037","0.002166612772271037","0.002166612772271037","1574","1574","1574","0.002190020401030779","0.002190020401030779","0.002190020401030779","1312","1312","1312","0.0016197169898077846","0.0016197169898077846","0.0016197169898077846","1574","1574","1574","0.0018543885089457035","0.0018543885089457035","0.0018543885089457035","1574","1574","1574","0.0020277060102671385","0.0020277060102671385","0.0020277060102671385"
"262","1317","1317","1317","0.0012767263688147068","0.0012767263688147068","0.0012767263688147068","1580","1580","1580","0.0018066666088998318","0.0018066666088998318","0.0018066666088998318","1580","1580","1580","0.00216413545422256","0.00216413545422256","0.00216413545422256","1580","1580","1580","0.001878012320958078","0.001878012320958078","0.001878012320958078","1580","1580","1580","0.0020264112390577793","0.0020264112390577793","0.0020264112390577793","1317","1317","1317","0.0023908321745693684","0.0023908321745693684","0.0023908321745693684","1580","1580","1580","0.002381949918344617","0.002381949918344617","0.002381949918344617","1580","1580","1580","0.0022948903497308493","0.0022948903497308493","0.0022948903497308493"
"263","1322","1322","1322","0.0018338517984375358","0.0018338517984375358","0.0018338517984375358","1586","1586","1586","0.0019000995671376586","0.0019000995671376586","0.0019000995671376586","1586","1586","1586","0.0017930078320205212","0.0017930078320205212","0.0017930078320205212","1586","1586","1586","0.0023566095624119043","0.0023566095624119043","0.0023566095624119043","1586","1586","1586","0.001652812003158033","0.001652812003158033","0.001652812003158033","1322","1322","1322","0.001886917743831873","0.001886917743831873","0.001886917743831873","1586","1586","1586","0.0015816835220903158","0.0015816835220903158","0.0015816835220903158","1586","1586","1586","0.0015423422446474433","0.0015423422446474433","0.0015423422446474433"
"264","1327","1327","1327","0.0025811265222728252","0.0025811265222728252","0.0025811265222728252","1592","1592","1592","0.0013523332308977842","0.0013523332308977842","0.0013523332308977842","1592","1592","1592","0.0015056735137477517","0.0015056735137477517","0.0015056735137477517","1592","1592","1592","0.0017625681357458234","0.0017625681357458234","0.0017625681357458234","1592","1592","1592","0.0015747379511594772","0.0015747379511594772","0.0015747379511594772","1327","1327","1327","0.0015707614365965128","0.0015707614365965128","0.0015707614365965128","1592","1592","1592","0.001387487049214542","0.001387487049214542","0.001387487049214542","1592","1592","1592","0.0019249129109084606","0.0019249129109084606","0.0019249129109084606"
"265","1332","1332","1332","0.0018046920886263251","0.0018046920886263251","0.0018046920886263251","1598","1598","1598","0.002295831684023142","0.002295831684023142","0.002295831684023142","1598","1598","1598","0.0025973718147724867","0.0025973718147724867","0.0025973718147724867","1598","1598","1598","0.0020289388485252857","0.0020289388485252857","0.0020289388485252857","1598","1598","1598","0.001897786045446992","0.001897786045446992","0.001897786045446992","1332","1332","1332","0.0024827488232403994","0.0024827488232403994","0.0024827488232403994","1598","1598","1598","0.0018316253554075956","0.0018316253554075956","0.0018316253554075956","1598","1598","1598","0.001895767287351191","0.001895767287351191","0.001895767287351191"
"266","1337","1337","1337","0.002096395241096616","0.002096395241096616","0.002096395241096616","1604","1604","1604","0.0022709458135068417","0.0022709458135068417","0.0022709458135068417","1604","1604","1604","0.0021408069878816605","0.0021408069878816605","0.0021408069878816605","1604","1604","1604","0.0016429260140284896","0.0016429260140284896","0.0016429260140284896","1604","1604","1604","0.0016332403756678104","0.0016332403756678104","0.0016332403756678104","1337","1337","1337","0.0016544872196391225","0.0016544872196391225","0.0016544872196391225","1604","1604","1604","0.001536790863610804","0.001536790863610804","0.001536790863610804","1604","1604","1604","0.0018632709980010986","0.0018632709980010986","0.0018632709980010986"
"267","1342","1342","1342","0.001784103224053979","0.001784103224053979","0.001784103224053979","1610","1610","1610","0.0014005559496581554","0.0014005559496581554","0.0014005559496581554","1610","1610","1610","0.001827533240430057","0.001827533240430057","0.001827533240430057","1610","1610","1610","0.001461975509300828","0.001461975509300828","0.001461975509300828","1610","1610","1610","0.0018773532938212156","0.0018773532938212156","0.0018773532938212156","1342","1342","1342","0.0012989926617592573","0.0012989926617592573","0.0012989926617592573","1610","1610","1610","0.0018577928422018886","0.0018577928422018886","0.0018577928422018886","1610","1610","1610","0.0018484132597222924","0.0018484132597222924","0.0018484132597222924"
"268","1347","1347","1347","0.0015575323486700654","0.0015575323486700654","0.0015575323486700654","1616","1616","1616","0.00203399988822639","0.00203399988822639","0.00203399988822639","1616","1616","1616","0.001857450231909752","0.001857450231909752","0.001857450231909752","1616","1616","1616","0.0017505876021459699","0.0017505876021459699","0.0017505876021459699","1616","1616","1616","0.0013637718511745334","0.0013637718511745334","0.0013637718511745334","1347","1347","1347","0.0017398109193891287","0.0017398109193891287","0.0017398109193891287","1616","1616","1616","0.0017210269579663873","0.0017210269579663873","0.0017210269579663873","1616","1616","1616","0.0016654343344271183","0.0016654343344271183","0.0016654343344271183"
"269","1352","1352","1352","0.002274046652019024","0.002274046652019024","0.002274046652019024","1622","1622","1622","0.0016303507145494223","0.0016303507145494223","0.0016303507145494223","1622","1622","1622","0.0017402040539309382","0.0017402040539309382","0.0017402040539309382","1622","1622","1622","0.0016211755573749542","0.0016211755573749542","0.0016211755573749542","1622","1622","1622","0.0017217692220583558","0.0017217692220583558","0.0017217692220583558","1352","1352","1352","0.0023592771030962467","0.0023592771030962467","0.0023592771030962467","1622","1622","1622","0.0015475582331418991","0.0015475582331418991","0.0015475582331418991","1622","1622","1622","0.0021450002677738667","0.0021450002677738667","0.0021450002677738667"
"270","1357","1357","1357","0.0011524970177561045","0.0011524970177561045","0.0011524970177561045","1628","1628","1628","0.0016053516883403063","0.0016053516883403063","0.0016053516883403063","1628","1628","1628","0.0014450273010879755","0.0014450273010879755","0.0014450273010879755","1628","1628","1628","0.0012616644380614161","0.0012616644380614161","0.0012616644380614161","1628","1628","1628","0.0019338197307661176","0.0019338197307661176","0.0019338197307661176","1357","1357","1357","0.0011381573276594281","0.0011381573276594281","0.0011381573276594281","1628","1628","1628","0.001469952636398375","0.001469952636398375","0.001469952636398375","1628","1628","1628","0.0014674478443339467","0.0014674478443339467","0.0014674478443339467"
"271","1362","1362","1362","0.0026636342518031597","0.0026636342518031597","0.0026636342518031597","1634","1634","1634","0.0017548826290294528","0.0017548826290294528","0.0017548826290294528","1634","1634","1634","0.0014759638579562306","0.0014759638579562306","0.0014759638579562306","1634","1634","1634","0.0017688062507659197","0.0017688062507659197","0.0017688062507659197","1634","1634","1634","0.0017813673475757241","0.0017813673475757241","0.0017813673475757241","1362","1362","1362","0.0017368748085573316","0.0017368748085573316","0.0017368748085573316","1634","1634","1634","0.0022518883924931288","0.0022518883924931288","0.0022518883924931288","1634","1634","1634","0.0019262211862951517","0.0019262211862951517","0.0019262211862951517"
"272","1367","1367","1367","0.0015660622157156467","0.0015660622157156467","0.0015660622157156467","1640","1640","1640","0.0016817381838336587","0.0016817381838336587","0.0016817381838336587","1640","1640","1640","0.0016579970251768827","0.0016579970251768827","0.0016579970251768827","1640","1640","1640","0.0015532753895968199","0.0015532753895968199","0.0015532753895968199","1640","1640","1640","0.002079712925478816","0.002079712925478816","0.002079712925478816","1367","1367","1367","0.0014692546101287007","0.0014692546101287007","0.0014692546101287007","1640","1640","1640","0.0015766435535624623","0.0015766435535624623","0.0015766435535624623","1640","1640","1640","0.0022938621696084738","0.0022938621696084738","0.0022938621696084738"
