"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterRecoverCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterRecoverCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterRecoverCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterRecoverCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterRecoverCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterRecoverCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterRecoverCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterRecoverCoeAccu__MAX"
"224","1126","1126","1126","0.0376051664352417","0.0376051664352417","0.0376051664352417","1351","1351","1351","0.05444951355457306","0.05444951355457306","0.05444951355457306","1351","1351","1351","0.060319337993860245","0.060319337993860245","0.060319337993860245","1351","1351","1351","0.06300445646047592","0.06300445646047592","0.06300445646047592","1351","1351","1351","0.047739990055561066","0.047739990055561066","0.047739990055561066","1126","1126","1126","0.037751179188489914","0.037751179188489914","0.037751179188489914","1351","1351","1351","0.04834679141640663","0.04834679141640663","0.04834679141640663","1351","1351","1351","0.04572427272796631","0.04572427272796631","0.04572427272796631"
"225","1131","1131","1131","0.058262262493371964","0.058262262493371964","0.058262262493371964","1357","1357","1357","0.04119076579809189","0.04119076579809189","0.04119076579809189","1357","1357","1357","0.04528181999921799","0.04528181999921799","0.04528181999921799","1357","1357","1357","0.08232593536376953","0.08232593536376953","0.08232593536376953","1357","1357","1357","0.03632814437150955","0.03632814437150955","0.03632814437150955","1131","1131","1131","0.050157565623521805","0.050157565623521805","0.050157565623521805","1357","1357","1357","0.053135428577661514","0.053135428577661514","0.053135428577661514","1357","1357","1357","0.03817165642976761","0.03817165642976761","0.03817165642976761"
"226","1136","1136","1136","0.03715695068240166","0.03715695068240166","0.03715695068240166","1363","1363","1363","0.04645233228802681","0.04645233228802681","0.04645233228802681","1363","1363","1363","0.0605170801281929","0.0605170801281929","0.0605170801281929","1363","1363","1363","0.04617126286029816","0.04617126286029816","0.04617126286029816","1363","1363","1363","0.04340825602412224","0.04340825602412224","0.04340825602412224","1136","1136","1136","0.05244409292936325","0.05244409292936325","0.05244409292936325","1363","1363","1363","0.037544019520282745","0.037544019520282745","0.037544019520282745","1363","1363","1363","0.057092368602752686","0.057092368602752686","0.057092368602752686"
"227","1141","1141","1141","0.05847359821200371","0.05847359821200371","0.05847359821200371","1369","1369","1369","0.039875827729701996","0.039875827729701996","0.039875827729701996","1369","1369","1369","0.05386608839035034","0.05386608839035034","0.05386608839035034","1369","1369","1369","0.06341833621263504","0.06341833621263504","0.06341833621263504","1369","1369","1369","0.06769454479217529","0.06769454479217529","0.06769454479217529","1141","1141","1141","0.046902358531951904","0.046902358531951904","0.046902358531951904","1369","1369","1369","0.048024799674749374","0.048024799674749374","0.048024799674749374","1369","1369","1369","0.07562536746263504","0.07562536746263504","0.07562536746263504"
"228","1146","1146","1146","0.058446891605854034","0.058446891605854034","0.058446891605854034","1375","1375","1375","0.06591863185167313","0.06591863185167313","0.06591863185167313","1375","1375","1375","0.03716479614377022","0.03716479614377022","0.03716479614377022","1375","1375","1375","0.06090673431754112","0.06090673431754112","0.06090673431754112","1375","1375","1375","0.052227914333343506","0.052227914333343506","0.052227914333343506","1146","1146","1146","0.07036099582910538","0.07036099582910538","0.07036099582910538","1375","1375","1375","0.04033944383263588","0.04033944383263588","0.04033944383263588","1375","1375","1375","0.06049911677837372","0.06049911677837372","0.06049911677837372"
"229","1151","1151","1151","0.05371752008795738","0.05371752008795738","0.05371752008795738","1381","1381","1381","0.06264227628707886","0.06264227628707886","0.06264227628707886","1381","1381","1381","0.03454306349158287","0.03454306349158287","0.03454306349158287","1381","1381","1381","0.06964238733053207","0.06964238733053207","0.06964238733053207","1381","1381","1381","0.0509609580039978","0.0509609580039978","0.0509609580039978","1151","1151","1151","0.06097147986292839","0.06097147986292839","0.06097147986292839","1381","1381","1381","0.050624310970306396","0.050624310970306396","0.050624310970306396","1381","1381","1381","0.0410151332616806","0.0410151332616806","0.0410151332616806"
"230","1156","1156","1156","0.0556364469230175","0.0556364469230175","0.0556364469230175","1387","1387","1387","0.058269958943128586","0.058269958943128586","0.058269958943128586","1387","1387","1387","0.06965747475624084","0.06965747475624084","0.06965747475624084","1387","1387","1387","0.06334113329648972","0.06334113329648972","0.06334113329648972","1387","1387","1387","0.060293521732091904","0.060293521732091904","0.060293521732091904","1156","1156","1156","0.06740554422140121","0.06740554422140121","0.06740554422140121","1387","1387","1387","0.03836803883314133","0.03836803883314133","0.03836803883314133","1387","1387","1387","0.05586136132478714","0.05586136132478714","0.05586136132478714"
"231","1161","1161","1161","0.03690244257450104","0.03690244257450104","0.03690244257450104","1393","1393","1393","0.04133567214012146","0.04133567214012146","0.04133567214012146","1393","1393","1393","0.043300285935401917","0.043300285935401917","0.043300285935401917","1393","1393","1393","0.027924159541726112","0.027924159541726112","0.027924159541726112","1393","1393","1393","0.045412853360176086","0.045412853360176086","0.045412853360176086","1161","1161","1161","0.0481313057243824","0.0481313057243824","0.0481313057243824","1393","1393","1393","0.040673550218343735","0.040673550218343735","0.040673550218343735","1393","1393","1393","0.07636860013008118","0.07636860013008118","0.07636860013008118"
"232","1166","1166","1166","0.0706397294998169","0.0706397294998169","0.0706397294998169","1399","1399","1399","0.07585359364748001","0.07585359364748001","0.07585359364748001","1399","1399","1399","0.05646515265107155","0.05646515265107155","0.05646515265107155","1399","1399","1399","0.07143545150756836","0.07143545150756836","0.07143545150756836","1399","1399","1399","0.07791297882795334","0.07791297882795334","0.07791297882795334","1166","1166","1166","0.07275900989770889","0.07275900989770889","0.07275900989770889","1399","1399","1399","0.06476235389709473","0.06476235389709473","0.06476235389709473","1399","1399","1399","0.06185192987322807","0.06185192987322807","0.06185192987322807"
"233","1171","1171","1171","0.0314013808965683","0.0314013808965683","0.0314013808965683","1405","1405","1405","0.054079584777355194","0.054079584777355194","0.054079584777355194","1405","1405","1405","0.03292219713330269","0.03292219713330269","0.03292219713330269","1405","1405","1405","0.05077626556158066","0.05077626556158066","0.05077626556158066","1405","1405","1405","0.04867297410964966","0.04867297410964966","0.04867297410964966","1171","1171","1171","0.04267179220914841","0.04267179220914841","0.04267179220914841","1405","1405","1405","0.05503012612462044","0.05503012612462044","0.05503012612462044","1405","1405","1405","0.07281148433685303","0.07281148433685303","0.07281148433685303"
"234","1176","1176","1176","0.05323432385921478","0.05323432385921478","0.05323432385921478","1411","1411","1411","0.04420505464076996","0.04420505464076996","0.04420505464076996","1411","1411","1411","0.04060765728354454","0.04060765728354454","0.04060765728354454","1411","1411","1411","0.041475556790828705","0.041475556790828705","0.041475556790828705","1411","1411","1411","0.0555751696228981","0.0555751696228981","0.0555751696228981","1176","1176","1176","0.04893258959054947","0.04893258959054947","0.04893258959054947","1411","1411","1411","0.04549601301550865","0.04549601301550865","0.04549601301550865","1411","1411","1411","0.04167574271559715","0.04167574271559715","0.04167574271559715"
"235","1181","1181","1181","0.06943945586681366","0.06943945586681366","0.06943945586681366","1417","1417","1417","0.05150536447763443","0.05150536447763443","0.05150536447763443","1417","1417","1417","0.03192876651883125","0.03192876651883125","0.03192876651883125","1417","1417","1417","0.05313209444284439","0.05313209444284439","0.05313209444284439","1417","1417","1417","0.04809589311480522","0.04809589311480522","0.04809589311480522","1181","1181","1181","0.042668987065553665","0.042668987065553665","0.042668987065553665","1417","1417","1417","0.058855101466178894","0.058855101466178894","0.058855101466178894","1417","1417","1417","0.05662450194358826","0.05662450194358826","0.05662450194358826"
"236","1186","1186","1186","0.0647323802113533","0.0647323802113533","0.0647323802113533","1423","1423","1423","0.048658113926649094","0.048658113926649094","0.048658113926649094","1423","1423","1423","0.04109858721494675","0.04109858721494675","0.04109858721494675","1423","1423","1423","0.0524214543402195","0.0524214543402195","0.0524214543402195","1423","1423","1423","0.061670977622270584","0.061670977622270584","0.061670977622270584","1186","1186","1186","0.06497915834188461","0.06497915834188461","0.06497915834188461","1423","1423","1423","0.053161248564720154","0.053161248564720154","0.053161248564720154","1423","1423","1423","0.0526866652071476","0.0526866652071476","0.0526866652071476"
"237","1191","1191","1191","0.057118840515613556","0.057118840515613556","0.057118840515613556","1429","1429","1429","0.050438642501831055","0.050438642501831055","0.050438642501831055","1429","1429","1429","0.05740833654999733","0.05740833654999733","0.05740833654999733","1429","1429","1429","0.04669075831770897","0.04669075831770897","0.04669075831770897","1429","1429","1429","0.05798119306564331","0.05798119306564331","0.05798119306564331","1191","1191","1191","0.0541757233440876","0.0541757233440876","0.0541757233440876","1429","1429","1429","0.04991736263036728","0.04991736263036728","0.04991736263036728","1429","1429","1429","0.045974891632795334","0.045974891632795334","0.045974891632795334"
"238","1196","1196","1196","0.05805990472435951","0.05805990472435951","0.05805990472435951","1435","1435","1435","0.06233871355652809","0.06233871355652809","0.06233871355652809","1435","1435","1435","0.055650580674409866","0.055650580674409866","0.055650580674409866","1435","1435","1435","0.060924652963876724","0.060924652963876724","0.060924652963876724","1435","1435","1435","0.041012220084667206","0.041012220084667206","0.041012220084667206","1196","1196","1196","0.061673253774642944","0.061673253774642944","0.061673253774642944","1435","1435","1435","0.05919850990176201","0.05919850990176201","0.05919850990176201","1435","1435","1435","0.06537576764822006","0.06537576764822006","0.06537576764822006"
"239","1201","1201","1201","0.04520341753959656","0.04520341753959656","0.04520341753959656","1441","1441","1441","0.0443403422832489","0.0443403422832489","0.0443403422832489","1441","1441","1441","0.07567260414361954","0.07567260414361954","0.07567260414361954","1441","1441","1441","0.0816391184926033","0.0816391184926033","0.0816391184926033","1441","1441","1441","0.04497332498431206","0.04497332498431206","0.04497332498431206","1201","1201","1201","0.06786719709634781","0.06786719709634781","0.06786719709634781","1441","1441","1441","0.03422355651855469","0.03422355651855469","0.03422355651855469","1441","1441","1441","0.05547242984175682","0.05547242984175682","0.05547242984175682"
"240","1206","1206","1206","0.04198261722922325","0.04198261722922325","0.04198261722922325","1447","1447","1447","0.06769285351037979","0.06769285351037979","0.06769285351037979","1447","1447","1447","0.04506208747625351","0.04506208747625351","0.04506208747625351","1447","1447","1447","0.05125776305794716","0.05125776305794716","0.05125776305794716","1447","1447","1447","0.0586032010614872","0.0586032010614872","0.0586032010614872","1206","1206","1206","0.054346464574337006","0.054346464574337006","0.054346464574337006","1447","1447","1447","0.05603015795350075","0.05603015795350075","0.05603015795350075","1447","1447","1447","0.034345999360084534","0.034345999360084534","0.034345999360084534"
"241","1211","1211","1211","0.04510028287768364","0.04510028287768364","0.04510028287768364","1453","1453","1453","0.053645867854356766","0.053645867854356766","0.053645867854356766","1453","1453","1453","0.05167640745639801","0.05167640745639801","0.05167640745639801","1453","1453","1453","0.032168105244636536","0.032168105244636536","0.032168105244636536","1453","1453","1453","0.07254381477832794","0.07254381477832794","0.07254381477832794","1211","1211","1211","0.05355127155780792","0.05355127155780792","0.05355127155780792","1453","1453","1453","0.05508241057395935","0.05508241057395935","0.05508241057395935","1453","1453","1453","0.05342010408639908","0.05342010408639908","0.05342010408639908"
"242","1216","1216","1216","0.06401875615119934","0.06401875615119934","0.06401875615119934","1459","1459","1459","0.0338992215692997","0.0338992215692997","0.0338992215692997","1459","1459","1459","0.0352642722427845","0.0352642722427845","0.0352642722427845","1459","1459","1459","0.04889669269323349","0.04889669269323349","0.04889669269323349","1459","1459","1459","0.048481568694114685","0.048481568694114685","0.048481568694114685","1216","1216","1216","0.06349574774503708","0.06349574774503708","0.06349574774503708","1459","1459","1459","0.05073389783501625","0.05073389783501625","0.05073389783501625","1459","1459","1459","0.058840420097112656","0.058840420097112656","0.058840420097112656"
"243","1221","1221","1221","0.04348048195242882","0.04348048195242882","0.04348048195242882","1465","1465","1465","0.05063292384147644","0.05063292384147644","0.05063292384147644","1465","1465","1465","0.0708974227309227","0.0708974227309227","0.0708974227309227","1465","1465","1465","0.04672214388847351","0.04672214388847351","0.04672214388847351","1465","1465","1465","0.0672679990530014","0.0672679990530014","0.0672679990530014","1221","1221","1221","0.040688131004571915","0.040688131004571915","0.040688131004571915","1465","1465","1465","0.05092699080705643","0.05092699080705643","0.05092699080705643","1465","1465","1465","0.06269973516464233","0.06269973516464233","0.06269973516464233"
"244","1226","1226","1226","0.04406943544745445","0.04406943544745445","0.04406943544745445","1471","1471","1471","0.03950047865509987","0.03950047865509987","0.03950047865509987","1471","1471","1471","0.040041837841272354","0.040041837841272354","0.040041837841272354","1471","1471","1471","0.0645938590168953","0.0645938590168953","0.0645938590168953","1471","1471","1471","0.04778630658984184","0.04778630658984184","0.04778630658984184","1226","1226","1226","0.08169253915548325","0.08169253915548325","0.08169253915548325","1471","1471","1471","0.050300147384405136","0.050300147384405136","0.050300147384405136","1471","1471","1471","0.04609899967908859","0.04609899967908859","0.04609899967908859"
"245","1231","1231","1231","0.08696237206459045","0.08696237206459045","0.08696237206459045","1477","1477","1477","0.05770489573478699","0.05770489573478699","0.05770489573478699","1477","1477","1477","0.02714059315621853","0.02714059315621853","0.02714059315621853","1477","1477","1477","0.04829375818371773","0.04829375818371773","0.04829375818371773","1477","1477","1477","0.04631331190466881","0.04631331190466881","0.04631331190466881","1231","1231","1231","0.054380111396312714","0.054380111396312714","0.054380111396312714","1477","1477","1477","0.04934345558285713","0.04934345558285713","0.04934345558285713","1477","1477","1477","0.048688121140003204","0.048688121140003204","0.048688121140003204"
"246","1236","1236","1236","0.06201782450079918","0.06201782450079918","0.06201782450079918","1483","1483","1483","0.04614701494574547","0.04614701494574547","0.04614701494574547","1483","1483","1483","0.0672822892665863","0.0672822892665863","0.0672822892665863","1483","1483","1483","0.08068352192640305","0.08068352192640305","0.08068352192640305","1483","1483","1483","0.06399811059236526","0.06399811059236526","0.06399811059236526","1236","1236","1236","0.04807165637612343","0.04807165637612343","0.04807165637612343","1483","1483","1483","0.03499501198530197","0.03499501198530197","0.03499501198530197","1483","1483","1483","0.06336537003517151","0.06336537003517151","0.06336537003517151"
"247","1241","1241","1241","0.06241416931152344","0.06241416931152344","0.06241416931152344","1489","1489","1489","0.045312538743019104","0.045312538743019104","0.045312538743019104","1489","1489","1489","0.03762221336364746","0.03762221336364746","0.03762221336364746","1489","1489","1489","0.057776421308517456","0.057776421308517456","0.057776421308517456","1489","1489","1489","0.0575057789683342","0.0575057789683342","0.0575057789683342","1241","1241","1241","0.034573353826999664","0.034573353826999664","0.034573353826999664","1489","1489","1489","0.055043354630470276","0.055043354630470276","0.055043354630470276","1489","1489","1489","0.0706193745136261","0.0706193745136261","0.0706193745136261"
"248","1246","1246","1246","0.03599800541996956","0.03599800541996956","0.03599800541996956","1495","1495","1495","0.047684717923402786","0.047684717923402786","0.047684717923402786","1495","1495","1495","0.050301697105169296","0.050301697105169296","0.050301697105169296","1495","1495","1495","0.05667387321591377","0.05667387321591377","0.05667387321591377","1495","1495","1495","0.048778265714645386","0.048778265714645386","0.048778265714645386","1246","1246","1246","0.04678132012486458","0.04678132012486458","0.04678132012486458","1495","1495","1495","0.05314551666378975","0.05314551666378975","0.05314551666378975","1495","1495","1495","0.06059463322162628","0.06059463322162628","0.06059463322162628"
"249","1251","1251","1251","0.05845387652516365","0.05845387652516365","0.05845387652516365","1501","1501","1501","0.042013123631477356","0.042013123631477356","0.042013123631477356","1501","1501","1501","0.06429506093263626","0.06429506093263626","0.06429506093263626","1501","1501","1501","0.05341951549053192","0.05341951549053192","0.05341951549053192","1501","1501","1501","0.06619203090667725","0.06619203090667725","0.06619203090667725","1251","1251","1251","0.03870898485183716","0.03870898485183716","0.03870898485183716","1501","1501","1501","0.05103986710309982","0.05103986710309982","0.05103986710309982","1501","1501","1501","0.04257778078317642","0.04257778078317642","0.04257778078317642"
"250","1256","1256","1256","0.0469534657895565","0.0469534657895565","0.0469534657895565","1507","1507","1507","0.052552059292793274","0.052552059292793274","0.052552059292793274","1507","1507","1507","0.06241457164287567","0.06241457164287567","0.06241457164287567","1507","1507","1507","0.054988764226436615","0.054988764226436615","0.054988764226436615","1507","1507","1507","0.0620214082300663","0.0620214082300663","0.0620214082300663","1256","1256","1256","0.06830475479364395","0.06830475479364395","0.06830475479364395","1507","1507","1507","0.05233358219265938","0.05233358219265938","0.05233358219265938","1507","1507","1507","0.03859693557024002","0.03859693557024002","0.03859693557024002"
"251","1261","1261","1261","0.07565953582525253","0.07565953582525253","0.07565953582525253","1513","1513","1513","0.04021333158016205","0.04021333158016205","0.04021333158016205","1513","1513","1513","0.04758041724562645","0.04758041724562645","0.04758041724562645","1513","1513","1513","0.05322727933526039","0.05322727933526039","0.05322727933526039","1513","1513","1513","0.045649390667676926","0.045649390667676926","0.045649390667676926","1261","1261","1261","0.04639601707458496","0.04639601707458496","0.04639601707458496","1513","1513","1513","0.04707333818078041","0.04707333818078041","0.04707333818078041","1513","1513","1513","0.05102720484137535","0.05102720484137535","0.05102720484137535"
"252","1266","1266","1266","0.04082817956805229","0.04082817956805229","0.04082817956805229","1519","1519","1519","0.055288322269916534","0.055288322269916534","0.055288322269916534","1519","1519","1519","0.05732635408639908","0.05732635408639908","0.05732635408639908","1519","1519","1519","0.047740768641233444","0.047740768641233444","0.047740768641233444","1519","1519","1519","0.05767195671796799","0.05767195671796799","0.05767195671796799","1266","1266","1266","0.018491383641958237","0.018491383641958237","0.018491383641958237","1519","1519","1519","0.03716077655553818","0.03716077655553818","0.03716077655553818","1519","1519","1519","0.048985593020915985","0.048985593020915985","0.048985593020915985"
"253","1271","1271","1271","0.06460672616958618","0.06460672616958618","0.06460672616958618","1525","1525","1525","0.04748433083295822","0.04748433083295822","0.04748433083295822","1525","1525","1525","0.03720710799098015","0.03720710799098015","0.03720710799098015","1525","1525","1525","0.05085606500506401","0.05085606500506401","0.05085606500506401","1525","1525","1525","0.06290976703166962","0.06290976703166962","0.06290976703166962","1271","1271","1271","0.03596402704715729","0.03596402704715729","0.03596402704715729","1525","1525","1525","0.044879019260406494","0.044879019260406494","0.044879019260406494","1525","1525","1525","0.0523790568113327","0.0523790568113327","0.0523790568113327"
"254","1276","1276","1276","0.06564892828464508","0.06564892828464508","0.06564892828464508","1531","1531","1531","0.05714401975274086","0.05714401975274086","0.05714401975274086","1531","1531","1531","0.036115698516368866","0.036115698516368866","0.036115698516368866","1531","1531","1531","0.03293875604867935","0.03293875604867935","0.03293875604867935","1531","1531","1531","0.04037133976817131","0.04037133976817131","0.04037133976817131","1276","1276","1276","0.043211109936237335","0.043211109936237335","0.043211109936237335","1531","1531","1531","0.05020083859562874","0.05020083859562874","0.05020083859562874","1531","1531","1531","0.04826026037335396","0.04826026037335396","0.04826026037335396"
"255","1281","1281","1281","0.055321719497442245","0.055321719497442245","0.055321719497442245","1537","1537","1537","0.05713887885212898","0.05713887885212898","0.05713887885212898","1537","1537","1537","0.04699839651584625","0.04699839651584625","0.04699839651584625","1537","1537","1537","0.04363521561026573","0.04363521561026573","0.04363521561026573","1537","1537","1537","0.05685773119330406","0.05685773119330406","0.05685773119330406","1281","1281","1281","0.04639149457216263","0.04639149457216263","0.04639149457216263","1537","1537","1537","0.04505101218819618","0.04505101218819618","0.04505101218819618","1537","1537","1537","0.03311822935938835","0.03311822935938835","0.03311822935938835"
"256","1286","1286","1286","0.05174582824110985","0.05174582824110985","0.05174582824110985","1543","1543","1543","0.029855169355869293","0.029855169355869293","0.029855169355869293","1543","1543","1543","0.04879724234342575","0.04879724234342575","0.04879724234342575","1543","1543","1543","0.034219034016132355","0.034219034016132355","0.034219034016132355","1543","1543","1543","0.04682591184973717","0.04682591184973717","0.04682591184973717","1286","1286","1286","0.06789235770702362","0.06789235770702362","0.06789235770702362","1543","1543","1543","0.03519155830144882","0.03519155830144882","0.03519155830144882","1543","1543","1543","0.06120242923498154","0.06120242923498154","0.06120242923498154"
"257","1291","1291","1291","0.02595088817179203","0.02595088817179203","0.02595088817179203","1549","1549","1549","0.058839596807956696","0.058839596807956696","0.058839596807956696","1549","1549","1549","0.030798811465501785","0.030798811465501785","0.030798811465501785","1549","1549","1549","0.05696339160203934","0.05696339160203934","0.05696339160203934","1549","1549","1549","0.06605365872383118","0.06605365872383118","0.06605365872383118","1291","1291","1291","0.05891711264848709","0.05891711264848709","0.05891711264848709","1549","1549","1549","0.04828681796789169","0.04828681796789169","0.04828681796789169","1549","1549","1549","0.07827936857938766","0.07827936857938766","0.07827936857938766"
"258","1296","1296","1296","0.058721575886011124","0.058721575886011124","0.058721575886011124","1555","1555","1555","0.06387601047754288","0.06387601047754288","0.06387601047754288","1555","1555","1555","0.03840428590774536","0.03840428590774536","0.03840428590774536","1555","1555","1555","0.03157886117696762","0.03157886117696762","0.03157886117696762","1555","1555","1555","0.040606074035167694","0.040606074035167694","0.040606074035167694","1296","1296","1296","0.042322225868701935","0.042322225868701935","0.042322225868701935","1555","1555","1555","0.04315589740872383","0.04315589740872383","0.04315589740872383","1555","1555","1555","0.04683508723974228","0.04683508723974228","0.04683508723974228"
"259","1301","1301","1301","0.07609588652849197","0.07609588652849197","0.07609588652849197","1561","1561","1561","0.05432285740971565","0.05432285740971565","0.05432285740971565","1561","1561","1561","0.03216617554426193","0.03216617554426193","0.03216617554426193","1561","1561","1561","0.05742555484175682","0.05742555484175682","0.05742555484175682","1561","1561","1561","0.0701151043176651","0.0701151043176651","0.0701151043176651","1301","1301","1301","0.03471684083342552","0.03471684083342552","0.03471684083342552","1561","1561","1561","0.022661706432700157","0.022661706432700157","0.022661706432700157","1561","1561","1561","0.06250298023223877","0.06250298023223877","0.06250298023223877"
"260","1306","1306","1306","0.04299783706665039","0.04299783706665039","0.04299783706665039","1567","1567","1567","0.039834607392549515","0.039834607392549515","0.039834607392549515","1567","1567","1567","0.04139294475317001","0.04139294475317001","0.04139294475317001","1567","1567","1567","0.0504041463136673","0.0504041463136673","0.0504041463136673","1567","1567","1567","0.020678682252764702","0.020678682252764702","0.020678682252764702","1306","1306","1306","0.05675971880555153","0.05675971880555153","0.05675971880555153","1567","1567","1567","0.051307279616594315","0.051307279616594315","0.051307279616594315","1567","1567","1567","0.055716026574373245","0.055716026574373245","0.055716026574373245"
"261","1311","1311","1311","0.0578293614089489","0.0578293614089489","0.0578293614089489","1573","1573","1573","0.05207091569900513","0.05207091569900513","0.05207091569900513","1573","1573","1573","0.05584863945841789","0.05584863945841789","0.05584863945841789","1573","1573","1573","0.04307999089360237","0.04307999089360237","0.04307999089360237","1573","1573","1573","0.038813889026641846","0.038813889026641846","0.038813889026641846","1311","1311","1311","0.05103027820587158","0.05103027820587158","0.05103027820587158","1573","1573","1573","0.04975820332765579","0.04975820332765579","0.04975820332765579","1573","1573","1573","0.06904178857803345","0.06904178857803345","0.06904178857803345"
"262","1316","1316","1316","0.06827720254659653","0.06827720254659653","0.06827720254659653","1579","1579","1579","0.045901115983724594","0.045901115983724594","0.045901115983724594","1579","1579","1579","0.036633480340242386","0.036633480340242386","0.036633480340242386","1579","1579","1579","0.05967142805457115","0.05967142805457115","0.05967142805457115","1579","1579","1579","0.06020527705550194","0.06020527705550194","0.06020527705550194","1316","1316","1316","0.0746336355805397","0.0746336355805397","0.0746336355805397","1579","1579","1579","0.04964009299874306","0.04964009299874306","0.04964009299874306","1579","1579","1579","0.05506810545921326","0.05506810545921326","0.05506810545921326"
"263","1321","1321","1321","0.04577110707759857","0.04577110707759857","0.04577110707759857","1585","1585","1585","0.03162027522921562","0.03162027522921562","0.03162027522921562","1585","1585","1585","0.028722507879137993","0.028722507879137993","0.028722507879137993","1585","1585","1585","0.05886586010456085","0.05886586010456085","0.05886586010456085","1585","1585","1585","0.0416804738342762","0.0416804738342762","0.0416804738342762","1321","1321","1321","0.053825121372938156","0.053825121372938156","0.053825121372938156","1585","1585","1585","0.05954941734671593","0.05954941734671593","0.05954941734671593","1585","1585","1585","0.04784553498029709","0.04784553498029709","0.04784553498029709"
