"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss_ekf__MAX"
"251","1262","1262","1262","0.0018182004569098353","0.0018182004569098353","0.0018182004569098353","1515","1515","1515","0.0020473061595112085","0.0020473061595112085","0.0020473061595112085","1515","1515","1515","0.0018294871551916003","0.0018294871551916003","0.0018294871551916003","1515","1515","1515","0.0017806233372539282","0.0017806233372539282","0.0017806233372539282","1515","1515","1515","0.001747914357110858","0.001747914357110858","0.001747914357110858","1262","1262","1262","0.0014212694950401783","0.0014212694950401783","0.0014212694950401783","1515","1515","1515","0.0018841017736122012","0.0018841017736122012","0.0018841017736122012","1515","1515","1515","0.002030392875894904","0.002030392875894904","0.002030392875894904"
"252","1267","1267","1267","0.0017112153582274914","0.0017112153582274914","0.0017112153582274914","1521","1521","1521","0.0017799544148147106","0.0017799544148147106","0.0017799544148147106","1521","1521","1521","0.0019560835789889097","0.0019560835789889097","0.0019560835789889097","1521","1521","1521","0.0018258586060255766","0.0018258586060255766","0.0018258586060255766","1521","1521","1521","0.0018139074090868235","0.0018139074090868235","0.0018139074090868235","1267","1267","1267","0.0010125727858394384","0.0010125727858394384","0.0010125727858394384","1521","1521","1521","0.0019053966971114278","0.0019053966971114278","0.0019053966971114278","1521","1521","1521","0.0019300130661576986","0.0019300130661576986","0.0019300130661576986"
"253","1272","1272","1272","0.0017118158284574747","0.0017118158284574747","0.0017118158284574747","1527","1527","1527","0.0017866153502836823","0.0017866153502836823","0.0017866153502836823","1527","1527","1527","0.001618769601918757","0.001618769601918757","0.001618769601918757","1527","1527","1527","0.0015816972590982914","0.0015816972590982914","0.0015816972590982914","1527","1527","1527","0.0022947662509977818","0.0022947662509977818","0.0022947662509977818","1272","1272","1272","0.0022787151392549276","0.0022787151392549276","0.0022787151392549276","1527","1527","1527","0.0028920890763401985","0.0028920890763401985","0.0028920890763401985","1527","1527","1527","0.0016341822920367122","0.0016341822920367122","0.0016341822920367122"
"254","1277","1277","1277","0.001864584512077272","0.001864584512077272","0.001864584512077272","1533","1533","1533","0.0023049088194966316","0.0023049088194966316","0.0023049088194966316","1533","1533","1533","0.001273397938348353","0.001273397938348353","0.001273397938348353","1533","1533","1533","0.0017515423242002726","0.0017515423242002726","0.0017515423242002726","1533","1533","1533","0.002372614573687315","0.002372614573687315","0.002372614573687315","1277","1277","1277","0.002445073565468192","0.002445073565468192","0.002445073565468192","1533","1533","1533","0.00193030945956707","0.00193030945956707","0.00193030945956707","1533","1533","1533","0.002564501715824008","0.002564501715824008","0.002564501715824008"
"255","1282","1282","1282","0.0018828465836122632","0.0018828465836122632","0.0018828465836122632","1539","1539","1539","0.0019631737377494574","0.0019631737377494574","0.0019631737377494574","1539","1539","1539","0.0024846792221069336","0.0024846792221069336","0.0024846792221069336","1539","1539","1539","0.0017163506709039211","0.0017163506709039211","0.0017163506709039211","1539","1539","1539","0.0010232158238068223","0.0010232158238068223","0.0010232158238068223","1282","1282","1282","0.002412171335890889","0.002412171335890889","0.002412171335890889","1539","1539","1539","0.001900824368931353","0.001900824368931353","0.001900824368931353","1539","1539","1539","0.002200318267568946","0.002200318267568946","0.002200318267568946"
"256","1287","1287","1287","0.0014535558875650167","0.0014535558875650167","0.0014535558875650167","1545","1545","1545","0.0018968619406223297","0.0018968619406223297","0.0018968619406223297","1545","1545","1545","0.001981220208108425","0.001981220208108425","0.001981220208108425","1545","1545","1545","0.0017955920193344355","0.0017955920193344355","0.0017955920193344355","1545","1545","1545","0.0017713968409225345","0.0017713968409225345","0.0017713968409225345","1287","1287","1287","0.001360118854790926","0.001360118854790926","0.001360118854790926","1545","1545","1545","0.0026775493752211332","0.0026775493752211332","0.0026775493752211332","1545","1545","1545","0.002279132604598999","0.002279132604598999","0.002279132604598999"
"257","1292","1292","1292","0.0016089531127363443","0.0016089531127363443","0.0016089531127363443","1551","1551","1551","0.0015574921853840351","0.0015574921853840351","0.0015574921853840351","1551","1551","1551","0.0021525612100958824","0.0021525612100958824","0.0021525612100958824","1551","1551","1551","0.0019435252761468291","0.0019435252761468291","0.0019435252761468291","1551","1551","1551","0.001343341893516481","0.001343341893516481","0.001343341893516481","1292","1292","1292","0.0014721443876624107","0.0014721443876624107","0.0014721443876624107","1551","1551","1551","0.0016264852602034807","0.0016264852602034807","0.0016264852602034807","1551","1551","1551","0.0018569206586107612","0.0018569206586107612","0.0018569206586107612"
"258","1297","1297","1297","0.0033194434363394976","0.0033194434363394976","0.0033194434363394976","1557","1557","1557","0.0015853693475946784","0.0015853693475946784","0.0015853693475946784","1557","1557","1557","0.0021670942660421133","0.0021670942660421133","0.0021670942660421133","1557","1557","1557","0.0024851022753864527","0.0024851022753864527","0.0024851022753864527","1557","1557","1557","0.0024138896260410547","0.0024138896260410547","0.0024138896260410547","1297","1297","1297","0.0022208725567907095","0.0022208725567907095","0.0022208725567907095","1557","1557","1557","0.0013817455619573593","0.0013817455619573593","0.0013817455619573593","1557","1557","1557","0.0031352457590401173","0.0031352457590401173","0.0031352457590401173"
"259","1302","1302","1302","0.0024975480046123266","0.0024975480046123266","0.0024975480046123266","1563","1563","1563","0.002083389787003398","0.002083389787003398","0.002083389787003398","1563","1563","1563","0.00207582232542336","0.00207582232542336","0.00207582232542336","1563","1563","1563","0.0015373906353488564","0.0015373906353488564","0.0015373906353488564","1563","1563","1563","0.0023760253097862005","0.0023760253097862005","0.0023760253097862005","1302","1302","1302","0.0014539159601554275","0.0014539159601554275","0.0014539159601554275","1563","1563","1563","0.00259598670527339","0.00259598670527339","0.00259598670527339","1563","1563","1563","0.002124236663803458","0.002124236663803458","0.002124236663803458"
"260","1307","1307","1307","0.001705717877484858","0.001705717877484858","0.001705717877484858","1569","1569","1569","0.0015152705600485206","0.0015152705600485206","0.0015152705600485206","1569","1569","1569","0.0023011488374322653","0.0023011488374322653","0.0023011488374322653","1569","1569","1569","0.0019374334951862693","0.0019374334951862693","0.0019374334951862693","1569","1569","1569","0.0022250318434089422","0.0022250318434089422","0.0022250318434089422","1307","1307","1307","0.0017773995641618967","0.0017773995641618967","0.0017773995641618967","1569","1569","1569","0.0017049352172762156","0.0017049352172762156","0.0017049352172762156","1569","1569","1569","0.0012731723254546523","0.0012731723254546523","0.0012731723254546523"
"261","1312","1312","1312","0.0019572237506508827","0.0019572237506508827","0.0019572237506508827","1575","1575","1575","0.002106190426275134","0.002106190426275134","0.002106190426275134","1575","1575","1575","0.0016374356346204877","0.0016374356346204877","0.0016374356346204877","1575","1575","1575","0.002169261919334531","0.002169261919334531","0.002169261919334531","1575","1575","1575","0.002189804334193468","0.002189804334193468","0.002189804334193468","1312","1312","1312","0.0016137356869876385","0.0016137356869876385","0.0016137356869876385","1575","1575","1575","0.0018579694442451","0.0018579694442451","0.0018579694442451","1575","1575","1575","0.002016371348872781","0.002016371348872781","0.002016371348872781"
"262","1317","1317","1317","0.0012755212374031544","0.0012755212374031544","0.0012755212374031544","1581","1581","1581","0.0017986047314479947","0.0017986047314479947","0.0017986047314479947","1581","1581","1581","0.0021525146439671516","0.0021525146439671516","0.0021525146439671516","1581","1581","1581","0.0018900575814768672","0.0018900575814768672","0.0018900575814768672","1581","1581","1581","0.0020229448564350605","0.0020229448564350605","0.0020229448564350605","1317","1317","1317","0.002390247071161866","0.002390247071161866","0.002390247071161866","1581","1581","1581","0.0023801615461707115","0.0023801615461707115","0.0023801615461707115","1581","1581","1581","0.002298723440617323","0.002298723440617323","0.002298723440617323"
"263","1322","1322","1322","0.0018219944322481751","0.0018219944322481751","0.0018219944322481751","1587","1587","1587","0.001890011364594102","0.001890011364594102","0.001890011364594102","1587","1587","1587","0.0017835489707067609","0.0017835489707067609","0.0017835489707067609","1587","1587","1587","0.002355258446186781","0.002355258446186781","0.002355258446186781","1587","1587","1587","0.0016653310740366578","0.0016653310740366578","0.0016653310740366578","1322","1322","1322","0.0018823751015588641","0.0018823751015588641","0.0018823751015588641","1587","1587","1587","0.0015831062337383628","0.0015831062337383628","0.0015831062337383628","1587","1587","1587","0.0015375707298517227","0.0015375707298517227","0.0015375707298517227"
"264","1327","1327","1327","0.0025955026503652334","0.0025955026503652334","0.0025955026503652334","1593","1593","1593","0.0013565507251769304","0.0013565507251769304","0.0013565507251769304","1593","1593","1593","0.0015050702495500445","0.0015050702495500445","0.0015050702495500445","1593","1593","1593","0.0017640263540670276","0.0017640263540670276","0.0017640263540670276","1593","1593","1593","0.0015551624819636345","0.0015551624819636345","0.0015551624819636345","1327","1327","1327","0.0015669232234358788","0.0015669232234358788","0.0015669232234358788","1593","1593","1593","0.0013818413717672229","0.0013818413717672229","0.0013818413717672229","1593","1593","1593","0.0019178446382284164","0.0019178446382284164","0.0019178446382284164"
"265","1332","1332","1332","0.0018010358326137066","0.0018010358326137066","0.0018010358326137066","1599","1599","1599","0.0022686291486024857","0.0022686291486024857","0.0022686291486024857","1599","1599","1599","0.0025849901139736176","0.0025849901139736176","0.0025849901139736176","1599","1599","1599","0.0020380993373692036","0.0020380993373692036","0.0020380993373692036","1599","1599","1599","0.0018902582814916968","0.0018902582814916968","0.0018902582814916968","1332","1332","1332","0.002467886544764042","0.002467886544764042","0.002467886544764042","1599","1599","1599","0.0018150772666558623","0.0018150772666558623","0.0018150772666558623","1599","1599","1599","0.0018824664875864983","0.0018824664875864983","0.0018824664875864983"
"266","1337","1337","1337","0.002093484392389655","0.002093484392389655","0.002093484392389655","1605","1605","1605","0.002262724796310067","0.002262724796310067","0.002262724796310067","1605","1605","1605","0.002118700183928013","0.002118700183928013","0.002118700183928013","1605","1605","1605","0.0016403954941779375","0.0016403954941779375","0.0016403954941779375","1605","1605","1605","0.0016149959992617369","0.0016149959992617369","0.0016149959992617369","1337","1337","1337","0.0016365641495212913","0.0016365641495212913","0.0016365641495212913","1605","1605","1605","0.001515126321464777","0.001515126321464777","0.001515126321464777","1605","1605","1605","0.001862935721874237","0.001862935721874237","0.001862935721874237"
"267","1342","1342","1342","0.001782668987289071","0.001782668987289071","0.001782668987289071","1611","1611","1611","0.001370251178741455","0.001370251178741455","0.001370251178741455","1611","1611","1611","0.0018174804281443357","0.0018174804281443357","0.0018174804281443357","1611","1611","1611","0.001448768307454884","0.001448768307454884","0.001448768307454884","1611","1611","1611","0.0018717958591878414","0.0018717958591878414","0.0018717958591878414","1342","1342","1342","0.0012995974393561482","0.0012995974393561482","0.0012995974393561482","1611","1611","1611","0.0018525418126955628","0.0018525418126955628","0.0018525418126955628","1611","1611","1611","0.001849138643592596","0.001849138643592596","0.001849138643592596"
"268","1347","1347","1347","0.0015595359727740288","0.0015595359727740288","0.0015595359727740288","1617","1617","1617","0.00203304854221642","0.00203304854221642","0.00203304854221642","1617","1617","1617","0.0018415370723232627","0.0018415370723232627","0.0018415370723232627","1617","1617","1617","0.0017404051031917334","0.0017404051031917334","0.0017404051031917334","1617","1617","1617","0.001355901826173067","0.001355901826173067","0.001355901826173067","1347","1347","1347","0.001737751648761332","0.001737751648761332","0.001737751648761332","1617","1617","1617","0.00171242980286479","0.00171242980286479","0.00171242980286479","1617","1617","1617","0.0016632186016067863","0.0016632186016067863","0.0016632186016067863"
"269","1352","1352","1352","0.002276250859722495","0.002276250859722495","0.002276250859722495","1623","1623","1623","0.00162020162679255","0.00162020162679255","0.00162020162679255","1623","1623","1623","0.0017137976828962564","0.0017137976828962564","0.0017137976828962564","1623","1623","1623","0.0016059199115261436","0.0016059199115261436","0.0016059199115261436","1623","1623","1623","0.0017226208001375198","0.0017226208001375198","0.0017226208001375198","1352","1352","1352","0.0023359644692391157","0.0023359644692391157","0.0023359644692391157","1623","1623","1623","0.001561171025969088","0.001561171025969088","0.001561171025969088","1623","1623","1623","0.0021393641363829374","0.0021393641363829374","0.0021393641363829374"
"270","1357","1357","1357","0.0011536722304299474","0.0011536722304299474","0.0011536722304299474","1629","1629","1629","0.0016004727222025394","0.0016004727222025394","0.0016004727222025394","1629","1629","1629","0.001445778296329081","0.001445778296329081","0.001445778296329081","1629","1629","1629","0.0012685736874118447","0.0012685736874118447","0.0012685736874118447","1629","1629","1629","0.0019386884523555636","0.0019386884523555636","0.0019386884523555636","1357","1357","1357","0.0011401822557672858","0.0011401822557672858","0.0011401822557672858","1629","1629","1629","0.0014747574459761381","0.0014747574459761381","0.0014747574459761381","1629","1629","1629","0.0014767734101042151","0.0014767734101042151","0.0014767734101042151"
"271","1362","1362","1362","0.002665258012712002","0.002665258012712002","0.002665258012712002","1635","1635","1635","0.0017539114924147725","0.0017539114924147725","0.0017539114924147725","1635","1635","1635","0.0014644617913290858","0.0014644617913290858","0.0014644617913290858","1635","1635","1635","0.0017638738499954343","0.0017638738499954343","0.0017638738499954343","1635","1635","1635","0.0017668982036411762","0.0017668982036411762","0.0017668982036411762","1362","1362","1362","0.0017346920212730765","0.0017346920212730765","0.0017346920212730765","1635","1635","1635","0.0022515004966408014","0.0022515004966408014","0.0022515004966408014","1635","1635","1635","0.0019335182150825858","0.0019335182150825858","0.0019335182150825858"
"272","1367","1367","1367","0.001569067477248609","0.001569067477248609","0.001569067477248609","1641","1641","1641","0.0016714413650333881","0.0016714413650333881","0.0016714413650333881","1641","1641","1641","0.001643013907596469","0.001643013907596469","0.001643013907596469","1641","1641","1641","0.0015584398061037064","0.0015584398061037064","0.0015584398061037064","1641","1641","1641","0.002079169964417815","0.002079169964417815","0.002079169964417815","1367","1367","1367","0.0014672966208308935","0.0014672966208308935","0.0014672966208308935","1641","1641","1641","0.0015624550869688392","0.0015624550869688392","0.0015624550869688392","1641","1641","1641","0.0022886001970618963","0.0022886001970618963","0.0022886001970618963"
"273","1372","1372","1372","0.001726903603412211","0.001726903603412211","0.001726903603412211","1647","1647","1647","0.0017579059349372983","0.0017579059349372983","0.0017579059349372983","1647","1647","1647","0.0020074464846402407","0.0020074464846402407","0.0020074464846402407","1647","1647","1647","0.002431030385196209","0.002431030385196209","0.002431030385196209","1647","1647","1647","0.0015814000507816672","0.0015814000507816672","0.0015814000507816672","1372","1372","1372","0.0015224439557641745","0.0015224439557641745","0.0015224439557641745","1647","1647","1647","0.0017555999802425504","0.0017555999802425504","0.0017555999802425504","1647","1647","1647","0.0017649938818067312","0.0017649938818067312","0.0017649938818067312"
"274","1377","1377","1377","0.001091131940484047","0.001091131940484047","0.001091131940484047","1653","1653","1653","0.0013990795705467463","0.0013990795705467463","0.0013990795705467463","1653","1653","1653","0.001351703074760735","0.001351703074760735","0.001351703074760735","1653","1653","1653","0.0011443601688370109","0.0011443601688370109","0.0011443601688370109","1653","1653","1653","0.0015222528018057346","0.0015222528018057346","0.0015222528018057346","1377","1377","1377","0.0010604667477309704","0.0010604667477309704","0.0010604667477309704","1653","1653","1653","0.00140199507586658","0.00140199507586658","0.00140199507586658","1653","1653","1653","0.0016334952088072896","0.0016334952088072896","0.0016334952088072896"
"275","1382","1382","1382","0.001839754986576736","0.001839754986576736","0.001839754986576736","1659","1659","1659","0.0018598900642246008","0.0018598900642246008","0.0018598900642246008","1659","1659","1659","0.0017277294537052512","0.0017277294537052512","0.0017277294537052512","1659","1659","1659","0.0015303989639505744","0.0015303989639505744","0.0015303989639505744","1659","1659","1659","0.0021343459375202656","0.0021343459375202656","0.0021343459375202656","1382","1382","1382","0.002290705917403102","0.002290705917403102","0.002290705917403102","1659","1659","1659","0.0020316652953624725","0.0020316652953624725","0.0020316652953624725","1659","1659","1659","0.0014630401274189353","0.0014630401274189353","0.0014630401274189353"
"276","1387","1387","1387","0.0014773859875276685","0.0014773859875276685","0.0014773859875276685","1665","1665","1665","0.0015519484877586365","0.0015519484877586365","0.0015519484877586365","1665","1665","1665","0.0017973532667383552","0.0017973532667383552","0.0017973532667383552","1665","1665","1665","0.001608236227184534","0.001608236227184534","0.001608236227184534","1665","1665","1665","0.0016281181015074253","0.0016281181015074253","0.0016281181015074253","1387","1387","1387","0.0018660119967535138","0.0018660119967535138","0.0018660119967535138","1665","1665","1665","0.0019040917977690697","0.0019040917977690697","0.0019040917977690697","1665","1665","1665","0.0015449270140379667","0.0015449270140379667","0.0015449270140379667"
"277","1392","1392","1392","0.0019811736419796944","0.0019811736419796944","0.0019811736419796944","1671","1671","1671","0.002589274663478136","0.002589274663478136","0.002589274663478136","1671","1671","1671","0.0022359180729836226","0.0022359180729836226","0.0022359180729836226","1671","1671","1671","0.002269088290631771","0.002269088290631771","0.002269088290631771","1671","1671","1671","0.0024908985942602158","0.0024908985942602158","0.0024908985942602158","1392","1392","1392","0.0020519772078841925","0.0020519772078841925","0.0020519772078841925","1671","1671","1671","0.0019182441756129265","0.0019182441756129265","0.0019182441756129265","1671","1671","1671","0.00202545546926558","0.00202545546926558","0.00202545546926558"
"278","1397","1397","1397","0.0014572505606338382","0.0014572505606338382","0.0014572505606338382","1677","1677","1677","0.0016598005313426256","0.0016598005313426256","0.0016598005313426256","1677","1677","1677","0.0019561976660043","0.0019561976660043","0.0019561976660043","1677","1677","1677","0.001614930690266192","0.001614930690266192","0.001614930690266192","1677","1677","1677","0.0018596007721498609","0.0018596007721498609","0.0018596007721498609","1397","1397","1397","0.0017638043500483036","0.0017638043500483036","0.0017638043500483036","1677","1677","1677","0.002219852991402149","0.002219852991402149","0.002219852991402149","1677","1677","1677","0.0025213512126356363","0.0025213512126356363","0.0025213512126356363"
"279","1402","1402","1402","0.0029214948881417513","0.0029214948881417513","0.0029214948881417513","1683","1683","1683","0.0034568794071674347","0.0034568794071674347","0.0034568794071674347","1683","1683","1683","0.0026780706830322742","0.0026780706830322742","0.0026780706830322742","1683","1683","1683","0.0021585491485893726","0.0021585491485893726","0.0021585491485893726","1683","1683","1683","0.002684186678379774","0.002684186678379774","0.002684186678379774","1402","1402","1402","0.001929932739585638","0.001929932739585638","0.001929932739585638","1683","1683","1683","0.0012549009406939149","0.0012549009406939149","0.0012549009406939149","1683","1683","1683","0.00246142758987844","0.00246142758987844","0.00246142758987844"
"280","1407","1407","1407","0.0018618506146594882","0.0018618506146594882","0.0018618506146594882","1689","1689","1689","0.0013413969427347183","0.0013413969427347183","0.0013413969427347183","1689","1689","1689","0.0019537294283509254","0.0019537294283509254","0.0019537294283509254","1689","1689","1689","0.001244303653948009","0.001244303653948009","0.001244303653948009","1689","1689","1689","0.0016467863461002707","0.0016467863461002707","0.0016467863461002707","1407","1407","1407","0.0019888365641236305","0.0019888365641236305","0.0019888365641236305","1689","1689","1689","0.0019535233732312918","0.0019535233732312918","0.0019535233732312918","1689","1689","1689","0.0016634895000606775","0.0016634895000606775","0.0016634895000606775"
"281","1412","1412","1412","0.0021639203187078238","0.0021639203187078238","0.0021639203187078238","1695","1695","1695","0.0019855317659676075","0.0019855317659676075","0.0019855317659676075","1695","1695","1695","0.001791656599380076","0.001791656599380076","0.001791656599380076","1695","1695","1695","0.00188811297994107","0.00188811297994107","0.00188811297994107","1695","1695","1695","0.002208250341936946","0.002208250341936946","0.002208250341936946","1412","1412","1412","0.0019356971606612206","0.0019356971606612206","0.0019356971606612206","1695","1695","1695","0.0023214551620185375","0.0023214551620185375","0.0023214551620185375","1695","1695","1695","0.0021170764230191708","0.0021170764230191708","0.0021170764230191708"
"282","1417","1417","1417","0.0023214879911392927","0.0023214879911392927","0.0023214879911392927","1701","1701","1701","0.0025359564460814","0.0025359564460814","0.0025359564460814","1701","1701","1701","0.0019020844483748078","0.0019020844483748078","0.0019020844483748078","1701","1701","1701","0.001985221402719617","0.001985221402719617","0.001985221402719617","1701","1701","1701","0.001354575389996171","0.001354575389996171","0.001354575389996171","1417","1417","1417","0.0016559143550693989","0.0016559143550693989","0.0016559143550693989","1701","1701","1701","0.0018644301453605294","0.0018644301453605294","0.0018644301453605294","1701","1701","1701","0.0015995746944099665","0.0015995746944099665","0.0015995746944099665"
"283","1422","1422","1422","0.002348908456042409","0.002348908456042409","0.002348908456042409","1707","1707","1707","0.0016815137350931764","0.0016815137350931764","0.0016815137350931764","1707","1707","1707","0.00158751814160496","0.00158751814160496","0.00158751814160496","1707","1707","1707","0.0016738823615014553","0.0016738823615014553","0.0016738823615014553","1707","1707","1707","0.00162216043099761","0.00162216043099761","0.00162216043099761","1422","1422","1422","0.0013980517396703362","0.0013980517396703362","0.0013980517396703362","1707","1707","1707","0.0011884859995916486","0.0011884859995916486","0.0011884859995916486","1707","1707","1707","0.0016708350740373135","0.0016708350740373135","0.0016708350740373135"
"284","1427","1427","1427","0.0014607156626880169","0.0014607156626880169","0.0014607156626880169","1713","1713","1713","0.001472946023568511","0.001472946023568511","0.001472946023568511","1713","1713","1713","0.001330866594798863","0.001330866594798863","0.001330866594798863","1713","1713","1713","0.0011035557836294174","0.0011035557836294174","0.0011035557836294174","1713","1713","1713","0.001521670026704669","0.001521670026704669","0.001521670026704669","1427","1427","1427","0.0013008172390982509","0.0013008172390982509","0.0013008172390982509","1713","1713","1713","0.0018355835927650332","0.0018355835927650332","0.0018355835927650332","1713","1713","1713","0.000998315284959972","0.000998315284959972","0.000998315284959972"
"285","1432","1432","1432","0.002071238588541746","0.002071238588541746","0.002071238588541746","1719","1719","1719","0.0019962170626968145","0.0019962170626968145","0.0019962170626968145","1719","1719","1719","0.0014626538613811135","0.0014626538613811135","0.0014626538613811135","1719","1719","1719","0.0021998495794832706","0.0021998495794832706","0.0021998495794832706","1719","1719","1719","0.0015866796020418406","0.0015866796020418406","0.0015866796020418406","1432","1432","1432","0.0020224282052367926","0.0020224282052367926","0.0020224282052367926","1719","1719","1719","0.0015208837576210499","0.0015208837576210499","0.0015208837576210499","1719","1719","1719","0.002217306289821863","0.002217306289821863","0.002217306289821863"
"286","1437","1437","1437","0.0019179005175828934","0.0019179005175828934","0.0019179005175828934","1725","1725","1725","0.0011675892164930701","0.0011675892164930701","0.0011675892164930701","1725","1725","1725","0.001507038832642138","0.001507038832642138","0.001507038832642138","1725","1725","1725","0.0015604016371071339","0.0015604016371071339","0.0015604016371071339","1725","1725","1725","0.0016853149281814694","0.0016853149281814694","0.0016853149281814694","1437","1437","1437","0.0020568312611430883","0.0020568312611430883","0.0020568312611430883","1725","1725","1725","0.0014751798007637262","0.0014751798007637262","0.0014751798007637262","1725","1725","1725","0.0015412007924169302","0.0015412007924169302","0.0015412007924169302"
"287","1442","1442","1442","0.001985779730603099","0.001985779730603099","0.001985779730603099","1731","1731","1731","0.0022738303523510695","0.0022738303523510695","0.0022738303523510695","1731","1731","1731","0.002220989903435111","0.002220989903435111","0.002220989903435111","1731","1731","1731","0.0014049187302589417","0.0014049187302589417","0.0014049187302589417","1731","1731","1731","0.0014950920594856143","0.0014950920594856143","0.0014950920594856143","1442","1442","1442","0.003067276207730174","0.003067276207730174","0.003067276207730174","1731","1731","1731","0.001418073195964098","0.001418073195964098","0.001418073195964098","1731","1731","1731","0.00176909938454628","0.00176909938454628","0.00176909938454628"
"288","1447","1447","1447","0.001777615980245173","0.001777615980245173","0.001777615980245173","1737","1737","1737","0.0015805938746780157","0.0015805938746780157","0.0015805938746780157","1737","1737","1737","0.0018134642159566283","0.0018134642159566283","0.0018134642159566283","1737","1737","1737","0.0017070542089641094","0.0017070542089641094","0.0017070542089641094","1737","1737","1737","0.0016674622893333435","0.0016674622893333435","0.0016674622893333435","1447","1447","1447","0.0029030763544142246","0.0029030763544142246","0.0029030763544142246","1737","1737","1737","0.002021920634433627","0.002021920634433627","0.002021920634433627","1737","1737","1737","0.0015787265729159117","0.0015787265729159117","0.0015787265729159117"
