"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu_ekf__MAX"
"241","1212","1212","1212","0.07245628535747528","0.07245628535747528","0.07245628535747528","1455","1455","1455","0.0635593980550766","0.0635593980550766","0.0635593980550766","1455","1455","1455","0.07745306938886642","0.07745306938886642","0.07745306938886642","1455","1455","1455","0.09839677810668945","0.09839677810668945","0.09839677810668945","1455","1455","1455","0.07810153067111969","0.07810153067111969","0.07810153067111969","1212","1212","1212","0.06758695095777512","0.06758695095777512","0.06758695095777512","1455","1455","1455","0.07173534482717514","0.07173534482717514","0.07173534482717514","1455","1455","1455","0.06525938212871552","0.06525938212871552","0.06525938212871552"
"242","1217","1217","1217","0.07214534282684326","0.07214534282684326","0.07214534282684326","1461","1461","1461","0.07738964259624481","0.07738964259624481","0.07738964259624481","1461","1461","1461","0.07700879871845245","0.07700879871845245","0.07700879871845245","1461","1461","1461","0.07689796388149261","0.07689796388149261","0.07689796388149261","1461","1461","1461","0.08269965648651123","0.08269965648651123","0.08269965648651123","1217","1217","1217","0.06900708377361298","0.06900708377361298","0.06900708377361298","1461","1461","1461","0.06975222378969193","0.06975222378969193","0.06975222378969193","1461","1461","1461","0.07812750339508057","0.07812750339508057","0.07812750339508057"
"243","1222","1222","1222","0.08018064498901367","0.08018064498901367","0.08018064498901367","1467","1467","1467","0.043800752609968185","0.043800752609968185","0.043800752609968185","1467","1467","1467","0.10162358731031418","0.10162358731031418","0.10162358731031418","1467","1467","1467","0.07250690460205078","0.07250690460205078","0.07250690460205078","1467","1467","1467","0.07618989050388336","0.07618989050388336","0.07618989050388336","1222","1222","1222","0.08778568357229233","0.08778568357229233","0.08778568357229233","1467","1467","1467","0.07854019850492477","0.07854019850492477","0.07854019850492477","1467","1467","1467","0.08528830111026764","0.08528830111026764","0.08528830111026764"
"244","1227","1227","1227","0.08408784866333008","0.08408784866333008","0.08408784866333008","1473","1473","1473","0.08691658079624176","0.08691658079624176","0.08691658079624176","1473","1473","1473","0.065355584025383","0.065355584025383","0.065355584025383","1473","1473","1473","0.0798952579498291","0.0798952579498291","0.0798952579498291","1473","1473","1473","0.07576636970043182","0.07576636970043182","0.07576636970043182","1227","1227","1227","0.0840076431632042","0.0840076431632042","0.0840076431632042","1473","1473","1473","0.0831272080540657","0.0831272080540657","0.0831272080540657","1473","1473","1473","0.06865092366933823","0.06865092366933823","0.06865092366933823"
"245","1232","1232","1232","0.07720238715410233","0.07720238715410233","0.07720238715410233","1479","1479","1479","0.07840518653392792","0.07840518653392792","0.07840518653392792","1479","1479","1479","0.08440668135881424","0.08440668135881424","0.08440668135881424","1479","1479","1479","0.07220830023288727","0.07220830023288727","0.07220830023288727","1479","1479","1479","0.07085089385509491","0.07085089385509491","0.07085089385509491","1232","1232","1232","0.07125497609376907","0.07125497609376907","0.07125497609376907","1479","1479","1479","0.09682447463274002","0.09682447463274002","0.09682447463274002","1479","1479","1479","0.08877326548099518","0.08877326548099518","0.08877326548099518"
"246","1237","1237","1237","0.05560348555445671","0.05560348555445671","0.05560348555445671","1485","1485","1485","0.07499226182699203","0.07499226182699203","0.07499226182699203","1485","1485","1485","0.0597059391438961","0.0597059391438961","0.0597059391438961","1485","1485","1485","0.09034164994955063","0.09034164994955063","0.09034164994955063","1485","1485","1485","0.06665422767400742","0.06665422767400742","0.06665422767400742","1237","1237","1237","0.07213372737169266","0.07213372737169266","0.07213372737169266","1485","1485","1485","0.08480378240346909","0.08480378240346909","0.08480378240346909","1485","1485","1485","0.07180231064558029","0.07180231064558029","0.07180231064558029"
"247","1242","1242","1242","0.08321414887905121","0.08321414887905121","0.08321414887905121","1491","1491","1491","0.06152546405792236","0.06152546405792236","0.06152546405792236","1491","1491","1491","0.06621719896793365","0.06621719896793365","0.06621719896793365","1491","1491","1491","0.08708703517913818","0.08708703517913818","0.08708703517913818","1491","1491","1491","0.07944207638502121","0.07944207638502121","0.07944207638502121","1242","1242","1242","0.0570078119635582","0.0570078119635582","0.0570078119635582","1491","1491","1491","0.08072580397129059","0.08072580397129059","0.08072580397129059","1491","1491","1491","0.07689264416694641","0.07689264416694641","0.07689264416694641"
"248","1247","1247","1247","0.07533178478479385","0.07533178478479385","0.07533178478479385","1497","1497","1497","0.06199216842651367","0.06199216842651367","0.06199216842651367","1497","1497","1497","0.0670146569609642","0.0670146569609642","0.0670146569609642","1497","1497","1497","0.06591606140136719","0.06591606140136719","0.06591606140136719","1497","1497","1497","0.09082801640033722","0.09082801640033722","0.09082801640033722","1247","1247","1247","0.08950585126876831","0.08950585126876831","0.08950585126876831","1497","1497","1497","0.07796166837215424","0.07796166837215424","0.07796166837215424","1497","1497","1497","0.08351131528615952","0.08351131528615952","0.08351131528615952"
"249","1252","1252","1252","0.07343936711549759","0.07343936711549759","0.07343936711549759","1503","1503","1503","0.07047183811664581","0.07047183811664581","0.07047183811664581","1503","1503","1503","0.07011869549751282","0.07011869549751282","0.07011869549751282","1503","1503","1503","0.06929121166467667","0.06929121166467667","0.06929121166467667","1503","1503","1503","0.06757396459579468","0.06757396459579468","0.06757396459579468","1252","1252","1252","0.07698598504066467","0.07698598504066467","0.07698598504066467","1503","1503","1503","0.05638819932937622","0.05638819932937622","0.05638819932937622","1503","1503","1503","0.07381174713373184","0.07381174713373184","0.07381174713373184"
"250","1257","1257","1257","0.06476786732673645","0.06476786732673645","0.06476786732673645","1509","1509","1509","0.07277411222457886","0.07277411222457886","0.07277411222457886","1509","1509","1509","0.07215986400842667","0.07215986400842667","0.07215986400842667","1509","1509","1509","0.057679031044244766","0.057679031044244766","0.057679031044244766","1509","1509","1509","0.06713120639324188","0.06713120639324188","0.06713120639324188","1257","1257","1257","0.08680527657270432","0.08680527657270432","0.08680527657270432","1509","1509","1509","0.06854719668626785","0.06854719668626785","0.06854719668626785","1509","1509","1509","0.08507384359836578","0.08507384359836578","0.08507384359836578"
"251","1262","1262","1262","0.07395187020301819","0.07395187020301819","0.07395187020301819","1515","1515","1515","0.08004900068044662","0.08004900068044662","0.08004900068044662","1515","1515","1515","0.06282845139503479","0.06282845139503479","0.06282845139503479","1515","1515","1515","0.07624754309654236","0.07624754309654236","0.07624754309654236","1515","1515","1515","0.08486110717058182","0.08486110717058182","0.08486110717058182","1262","1262","1262","0.0763087347149849","0.0763087347149849","0.0763087347149849","1515","1515","1515","0.06932118535041809","0.06932118535041809","0.06932118535041809","1515","1515","1515","0.06944172084331512","0.06944172084331512","0.06944172084331512"
"252","1267","1267","1267","0.07589200884103775","0.07589200884103775","0.07589200884103775","1521","1521","1521","0.08605668693780899","0.08605668693780899","0.08605668693780899","1521","1521","1521","0.07799521088600159","0.07799521088600159","0.07799521088600159","1521","1521","1521","0.07351189106702805","0.07351189106702805","0.07351189106702805","1521","1521","1521","0.07485789805650711","0.07485789805650711","0.07485789805650711","1267","1267","1267","0.07254768908023834","0.07254768908023834","0.07254768908023834","1521","1521","1521","0.06823599338531494","0.06823599338531494","0.06823599338531494","1521","1521","1521","0.07888423651456833","0.07888423651456833","0.07888423651456833"
"253","1272","1272","1272","0.06738142669200897","0.06738142669200897","0.06738142669200897","1527","1527","1527","0.07115959376096725","0.07115959376096725","0.07115959376096725","1527","1527","1527","0.07111868262290955","0.07111868262290955","0.07111868262290955","1527","1527","1527","0.05516122654080391","0.05516122654080391","0.05516122654080391","1527","1527","1527","0.06350629776716232","0.06350629776716232","0.06350629776716232","1272","1272","1272","0.09789051115512848","0.09789051115512848","0.09789051115512848","1527","1527","1527","0.0744289755821228","0.0744289755821228","0.0744289755821228","1527","1527","1527","0.08365252614021301","0.08365252614021301","0.08365252614021301"
"254","1277","1277","1277","0.0519050769507885","0.0519050769507885","0.0519050769507885","1533","1533","1533","0.060559310019016266","0.060559310019016266","0.060559310019016266","1533","1533","1533","0.08189484477043152","0.08189484477043152","0.08189484477043152","1533","1533","1533","0.08407307416200638","0.08407307416200638","0.08407307416200638","1533","1533","1533","0.06908440589904785","0.06908440589904785","0.06908440589904785","1277","1277","1277","0.07163044810295105","0.07163044810295105","0.07163044810295105","1533","1533","1533","0.07019013166427612","0.07019013166427612","0.07019013166427612","1533","1533","1533","0.04203043878078461","0.04203043878078461","0.04203043878078461"
"255","1282","1282","1282","0.08242343366146088","0.08242343366146088","0.08242343366146088","1539","1539","1539","0.06257020682096481","0.06257020682096481","0.06257020682096481","1539","1539","1539","0.0663173720240593","0.0663173720240593","0.0663173720240593","1539","1539","1539","0.05350193753838539","0.05350193753838539","0.05350193753838539","1539","1539","1539","0.07360351085662842","0.07360351085662842","0.07360351085662842","1282","1282","1282","0.07275602966547012","0.07275602966547012","0.07275602966547012","1539","1539","1539","0.06760889291763306","0.06760889291763306","0.06760889291763306","1539","1539","1539","0.0601169615983963","0.0601169615983963","0.0601169615983963"
"256","1287","1287","1287","0.054019756615161896","0.054019756615161896","0.054019756615161896","1545","1545","1545","0.04895072802901268","0.04895072802901268","0.04895072802901268","1545","1545","1545","0.05241691321134567","0.05241691321134567","0.05241691321134567","1545","1545","1545","0.05247495695948601","0.05247495695948601","0.05247495695948601","1545","1545","1545","0.04498601704835892","0.04498601704835892","0.04498601704835892","1287","1287","1287","0.08576498925685883","0.08576498925685883","0.08576498925685883","1545","1545","1545","0.07571780681610107","0.07571780681610107","0.07571780681610107","1545","1545","1545","0.05263768136501312","0.05263768136501312","0.05263768136501312"
"257","1292","1292","1292","0.05470766872167587","0.05470766872167587","0.05470766872167587","1551","1551","1551","0.0724431723356247","0.0724431723356247","0.0724431723356247","1551","1551","1551","0.0744788721203804","0.0744788721203804","0.0744788721203804","1551","1551","1551","0.06242002174258232","0.06242002174258232","0.06242002174258232","1551","1551","1551","0.0877918228507042","0.0877918228507042","0.0877918228507042","1292","1292","1292","0.07430753856897354","0.07430753856897354","0.07430753856897354","1551","1551","1551","0.07613252103328705","0.07613252103328705","0.07613252103328705","1551","1551","1551","0.05890567600727081","0.05890567600727081","0.05890567600727081"
"258","1297","1297","1297","0.06957387179136276","0.06957387179136276","0.06957387179136276","1557","1557","1557","0.06304001808166504","0.06304001808166504","0.06304001808166504","1557","1557","1557","0.06112160161137581","0.06112160161137581","0.06112160161137581","1557","1557","1557","0.050353240221738815","0.050353240221738815","0.050353240221738815","1557","1557","1557","0.06298787146806717","0.06298787146806717","0.06298787146806717","1297","1297","1297","0.06282854825258255","0.06282854825258255","0.06282854825258255","1557","1557","1557","0.08238836377859116","0.08238836377859116","0.08238836377859116","1557","1557","1557","0.08898753672838211","0.08898753672838211","0.08898753672838211"
"259","1302","1302","1302","0.05210079252719879","0.05210079252719879","0.05210079252719879","1563","1563","1563","0.08513066917657852","0.08513066917657852","0.08513066917657852","1563","1563","1563","0.07093334197998047","0.07093334197998047","0.07093334197998047","1563","1563","1563","0.08096282929182053","0.08096282929182053","0.08096282929182053","1563","1563","1563","0.0758681669831276","0.0758681669831276","0.0758681669831276","1302","1302","1302","0.08298312872648239","0.08298312872648239","0.08298312872648239","1563","1563","1563","0.08475188910961151","0.08475188910961151","0.08475188910961151","1563","1563","1563","0.07281115651130676","0.07281115651130676","0.07281115651130676"
"260","1307","1307","1307","0.06252491474151611","0.06252491474151611","0.06252491474151611","1569","1569","1569","0.07920742779970169","0.07920742779970169","0.07920742779970169","1569","1569","1569","0.0601310059428215","0.0601310059428215","0.0601310059428215","1569","1569","1569","0.04560740292072296","0.04560740292072296","0.04560740292072296","1569","1569","1569","0.07921305298805237","0.07921305298805237","0.07921305298805237","1307","1307","1307","0.07075455039739609","0.07075455039739609","0.07075455039739609","1569","1569","1569","0.06680294126272202","0.06680294126272202","0.06680294126272202","1569","1569","1569","0.07741567492485046","0.07741567492485046","0.07741567492485046"
"261","1312","1312","1312","0.06099644675850868","0.06099644675850868","0.06099644675850868","1575","1575","1575","0.06187577173113823","0.06187577173113823","0.06187577173113823","1575","1575","1575","0.07801725715398788","0.07801725715398788","0.07801725715398788","1575","1575","1575","0.07509706914424896","0.07509706914424896","0.07509706914424896","1575","1575","1575","0.06575776636600494","0.06575776636600494","0.06575776636600494","1312","1312","1312","0.0856691375374794","0.0856691375374794","0.0856691375374794","1575","1575","1575","0.06894547492265701","0.06894547492265701","0.06894547492265701","1575","1575","1575","0.07881598174571991","0.07881598174571991","0.07881598174571991"
"262","1317","1317","1317","0.05124993994832039","0.05124993994832039","0.05124993994832039","1581","1581","1581","0.06979631632566452","0.06979631632566452","0.06979631632566452","1581","1581","1581","0.08152631670236588","0.08152631670236588","0.08152631670236588","1581","1581","1581","0.0634453222155571","0.0634453222155571","0.0634453222155571","1581","1581","1581","0.09213094413280487","0.09213094413280487","0.09213094413280487","1317","1317","1317","0.09093905240297318","0.09093905240297318","0.09093905240297318","1581","1581","1581","0.05742018669843674","0.05742018669843674","0.05742018669843674","1581","1581","1581","0.0747382864356041","0.0747382864356041","0.0747382864356041"
"263","1322","1322","1322","0.05452334135770798","0.05452334135770798","0.05452334135770798","1587","1587","1587","0.08300764113664627","0.08300764113664627","0.08300764113664627","1587","1587","1587","0.06176726147532463","0.06176726147532463","0.06176726147532463","1587","1587","1587","0.06498409807682037","0.06498409807682037","0.06498409807682037","1587","1587","1587","0.05871780216693878","0.05871780216693878","0.05871780216693878","1322","1322","1322","0.07065177708864212","0.07065177708864212","0.07065177708864212","1587","1587","1587","0.08922598510980606","0.08922598510980606","0.08922598510980606","1587","1587","1587","0.07931099086999893","0.07931099086999893","0.07931099086999893"
"264","1327","1327","1327","0.06653442233800888","0.06653442233800888","0.06653442233800888","1593","1593","1593","0.07592149823904037","0.07592149823904037","0.07592149823904037","1593","1593","1593","0.06765612214803696","0.06765612214803696","0.06765612214803696","1593","1593","1593","0.06672313064336777","0.06672313064336777","0.06672313064336777","1593","1593","1593","0.07623254507780075","0.07623254507780075","0.07623254507780075","1327","1327","1327","0.08893289417028427","0.08893289417028427","0.08893289417028427","1593","1593","1593","0.0869387686252594","0.0869387686252594","0.0869387686252594","1593","1593","1593","0.06266335397958755","0.06266335397958755","0.06266335397958755"
"265","1332","1332","1332","0.07419842481613159","0.07419842481613159","0.07419842481613159","1599","1599","1599","0.07903778553009033","0.07903778553009033","0.07903778553009033","1599","1599","1599","0.06379326432943344","0.06379326432943344","0.06379326432943344","1599","1599","1599","0.08414541929960251","0.08414541929960251","0.08414541929960251","1599","1599","1599","0.08442041277885437","0.08442041277885437","0.08442041277885437","1332","1332","1332","0.07887161523103714","0.07887161523103714","0.07887161523103714","1599","1599","1599","0.06616806983947754","0.06616806983947754","0.06616806983947754","1599","1599","1599","0.08843670040369034","0.08843670040369034","0.08843670040369034"
"266","1337","1337","1337","0.061594389379024506","0.061594389379024506","0.061594389379024506","1605","1605","1605","0.06536135822534561","0.06536135822534561","0.06536135822534561","1605","1605","1605","0.06254129856824875","0.06254129856824875","0.06254129856824875","1605","1605","1605","0.057170700281858444","0.057170700281858444","0.057170700281858444","1605","1605","1605","0.05280816927552223","0.05280816927552223","0.05280816927552223","1337","1337","1337","0.0757235437631607","0.0757235437631607","0.0757235437631607","1605","1605","1605","0.051904235035181046","0.051904235035181046","0.051904235035181046","1605","1605","1605","0.06952070444822311","0.06952070444822311","0.06952070444822311"
"267","1342","1342","1342","0.05961374565958977","0.05961374565958977","0.05961374565958977","1611","1611","1611","0.053222741931676865","0.053222741931676865","0.053222741931676865","1611","1611","1611","0.0599772073328495","0.0599772073328495","0.0599772073328495","1611","1611","1611","0.06104724109172821","0.06104724109172821","0.06104724109172821","1611","1611","1611","0.04829413443803787","0.04829413443803787","0.04829413443803787","1342","1342","1342","0.07608722150325775","0.07608722150325775","0.07608722150325775","1611","1611","1611","0.07499142736196518","0.07499142736196518","0.07499142736196518","1611","1611","1611","0.07079267501831055","0.07079267501831055","0.07079267501831055"
"268","1347","1347","1347","0.07855741679668427","0.07855741679668427","0.07855741679668427","1617","1617","1617","0.07858766615390778","0.07858766615390778","0.07858766615390778","1617","1617","1617","0.0960841178894043","0.0960841178894043","0.0960841178894043","1617","1617","1617","0.06481606513261795","0.06481606513261795","0.06481606513261795","1617","1617","1617","0.060661133378744125","0.060661133378744125","0.060661133378744125","1347","1347","1347","0.07102953642606735","0.07102953642606735","0.07102953642606735","1617","1617","1617","0.05142292007803917","0.05142292007803917","0.05142292007803917","1617","1617","1617","0.057362865656614304","0.057362865656614304","0.057362865656614304"
"269","1352","1352","1352","0.06828585267066956","0.06828585267066956","0.06828585267066956","1623","1623","1623","0.05659681558609009","0.05659681558609009","0.05659681558609009","1623","1623","1623","0.06415154039859772","0.06415154039859772","0.06415154039859772","1623","1623","1623","0.06940817087888718","0.06940817087888718","0.06940817087888718","1623","1623","1623","0.05807759240269661","0.05807759240269661","0.05807759240269661","1352","1352","1352","0.07669921964406967","0.07669921964406967","0.07669921964406967","1623","1623","1623","0.08132195472717285","0.08132195472717285","0.08132195472717285","1623","1623","1623","0.07508689910173416","0.07508689910173416","0.07508689910173416"
"270","1357","1357","1357","0.044740285724401474","0.044740285724401474","0.044740285724401474","1629","1629","1629","0.06267298758029938","0.06267298758029938","0.06267298758029938","1629","1629","1629","0.06661252677440643","0.06661252677440643","0.06661252677440643","1629","1629","1629","0.0526391863822937","0.0526391863822937","0.0526391863822937","1629","1629","1629","0.07165142148733139","0.07165142148733139","0.07165142148733139","1357","1357","1357","0.06347060203552246","0.06347060203552246","0.06347060203552246","1629","1629","1629","0.07341711223125458","0.07341711223125458","0.07341711223125458","1629","1629","1629","0.0658215582370758","0.0658215582370758","0.0658215582370758"
"271","1362","1362","1362","0.06267713010311127","0.06267713010311127","0.06267713010311127","1635","1635","1635","0.08314796537160873","0.08314796537160873","0.08314796537160873","1635","1635","1635","0.08438188582658768","0.08438188582658768","0.08438188582658768","1635","1635","1635","0.05776847526431084","0.05776847526431084","0.05776847526431084","1635","1635","1635","0.0675111636519432","0.0675111636519432","0.0675111636519432","1362","1362","1362","0.07369857281446457","0.07369857281446457","0.07369857281446457","1635","1635","1635","0.08645101636648178","0.08645101636648178","0.08645101636648178","1635","1635","1635","0.05770382657647133","0.05770382657647133","0.05770382657647133"
"272","1367","1367","1367","0.05587955191731453","0.05587955191731453","0.05587955191731453","1641","1641","1641","0.07928495854139328","0.07928495854139328","0.07928495854139328","1641","1641","1641","0.06615224480628967","0.06615224480628967","0.06615224480628967","1641","1641","1641","0.06785256415605545","0.06785256415605545","0.06785256415605545","1641","1641","1641","0.0810045674443245","0.0810045674443245","0.0810045674443245","1367","1367","1367","0.0580013170838356","0.0580013170838356","0.0580013170838356","1641","1641","1641","0.08853074163198471","0.08853074163198471","0.08853074163198471","1641","1641","1641","0.07532045990228653","0.07532045990228653","0.07532045990228653"
"273","1372","1372","1372","0.0778331533074379","0.0778331533074379","0.0778331533074379","1647","1647","1647","0.078338623046875","0.078338623046875","0.078338623046875","1647","1647","1647","0.06010570377111435","0.06010570377111435","0.06010570377111435","1647","1647","1647","0.05667814239859581","0.05667814239859581","0.05667814239859581","1647","1647","1647","0.07487498223781586","0.07487498223781586","0.07487498223781586","1372","1372","1372","0.06534992158412933","0.06534992158412933","0.06534992158412933","1647","1647","1647","0.07276497036218643","0.07276497036218643","0.07276497036218643","1647","1647","1647","0.07890111953020096","0.07890111953020096","0.07890111953020096"
"274","1377","1377","1377","0.06145484000444412","0.06145484000444412","0.06145484000444412","1653","1653","1653","0.07468172162771225","0.07468172162771225","0.07468172162771225","1653","1653","1653","0.06273346394300461","0.06273346394300461","0.06273346394300461","1653","1653","1653","0.07015672326087952","0.07015672326087952","0.07015672326087952","1653","1653","1653","0.06414665281772614","0.06414665281772614","0.06414665281772614","1377","1377","1377","0.09642554819583893","0.09642554819583893","0.09642554819583893","1653","1653","1653","0.07752642780542374","0.07752642780542374","0.07752642780542374","1653","1653","1653","0.08839891850948334","0.08839891850948334","0.08839891850948334"
"275","1382","1382","1382","0.07906682044267654","0.07906682044267654","0.07906682044267654","1659","1659","1659","0.06982366740703583","0.06982366740703583","0.06982366740703583","1659","1659","1659","0.07071038335561752","0.07071038335561752","0.07071038335561752","1659","1659","1659","0.061179473996162415","0.061179473996162415","0.061179473996162415","1659","1659","1659","0.07675153762102127","0.07675153762102127","0.07675153762102127","1382","1382","1382","0.07236069440841675","0.07236069440841675","0.07236069440841675","1659","1659","1659","0.07458415627479553","0.07458415627479553","0.07458415627479553","1659","1659","1659","0.07776560634374619","0.07776560634374619","0.07776560634374619"
"276","1387","1387","1387","0.07685251533985138","0.07685251533985138","0.07685251533985138","1665","1665","1665","0.062216587364673615","0.062216587364673615","0.062216587364673615","1665","1665","1665","0.06058124080300331","0.06058124080300331","0.06058124080300331","1665","1665","1665","0.06554336100816727","0.06554336100816727","0.06554336100816727","1665","1665","1665","0.06314989924430847","0.06314989924430847","0.06314989924430847","1387","1387","1387","0.10269832611083984","0.10269832611083984","0.10269832611083984","1665","1665","1665","0.05638479068875313","0.05638479068875313","0.05638479068875313","1665","1665","1665","0.07322993129491806","0.07322993129491806","0.07322993129491806"
"277","1392","1392","1392","0.04281388968229294","0.04281388968229294","0.04281388968229294","1671","1671","1671","0.08667339384555817","0.08667339384555817","0.08667339384555817","1671","1671","1671","0.07812132686376572","0.07812132686376572","0.07812132686376572","1671","1671","1671","0.06458159536123276","0.06458159536123276","0.06458159536123276","1671","1671","1671","0.06025190278887749","0.06025190278887749","0.06025190278887749","1392","1392","1392","0.07579362392425537","0.07579362392425537","0.07579362392425537","1671","1671","1671","0.07012907415628433","0.07012907415628433","0.07012907415628433","1671","1671","1671","0.07231708616018295","0.07231708616018295","0.07231708616018295"
"278","1397","1397","1397","0.06347542256116867","0.06347542256116867","0.06347542256116867","1677","1677","1677","0.04477480798959732","0.04477480798959732","0.04477480798959732","1677","1677","1677","0.07122346013784409","0.07122346013784409","0.07122346013784409","1677","1677","1677","0.07332900166511536","0.07332900166511536","0.07332900166511536","1677","1677","1677","0.06768026947975159","0.06768026947975159","0.06768026947975159","1397","1397","1397","0.08637437969446182","0.08637437969446182","0.08637437969446182","1677","1677","1677","0.04980846121907234","0.04980846121907234","0.04980846121907234","1677","1677","1677","0.09018230438232422","0.09018230438232422","0.09018230438232422"
"279","1402","1402","1402","0.06044197082519531","0.06044197082519531","0.06044197082519531","1683","1683","1683","0.05426899716258049","0.05426899716258049","0.05426899716258049","1683","1683","1683","0.07743602991104126","0.07743602991104126","0.07743602991104126","1683","1683","1683","0.08654329925775528","0.08654329925775528","0.08654329925775528","1683","1683","1683","0.051480483263731","0.051480483263731","0.051480483263731","1402","1402","1402","0.0890524834394455","0.0890524834394455","0.0890524834394455","1683","1683","1683","0.066009022295475","0.066009022295475","0.066009022295475","1683","1683","1683","0.09226030111312866","0.09226030111312866","0.09226030111312866"
"280","1407","1407","1407","0.06210489943623543","0.06210489943623543","0.06210489943623543","1689","1689","1689","0.056752584874629974","0.056752584874629974","0.056752584874629974","1689","1689","1689","0.09333650022745132","0.09333650022745132","0.09333650022745132","1689","1689","1689","0.10852428525686264","0.10852428525686264","0.10852428525686264","1689","1689","1689","0.08223878592252731","0.08223878592252731","0.08223878592252731","1407","1407","1407","0.08959402143955231","0.08959402143955231","0.08959402143955231","1689","1689","1689","0.06413078308105469","0.06413078308105469","0.06413078308105469","1689","1689","1689","0.07097293436527252","0.07097293436527252","0.07097293436527252"
