"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterPredictLoss__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterPredictLoss__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterPredictLoss__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterPredictLoss__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterPredictLoss__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterPredictLoss__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterPredictLoss__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterPredictLoss__MAX"
"203","1021","1021","1021","0.0016571518499404192","0.0016571518499404192","0.0016571518499404192","1225","1225","1225","0.0020743312779814005","0.0020743312779814005","0.0020743312779814005","1225","1225","1225","0.0020362362265586853","0.0020362362265586853","0.0020362362265586853","1225","1225","1225","0.0018923900788649917","0.0018923900788649917","0.0018923900788649917","1225","1225","1225","0.0015005444874987006","0.0015005444874987006","0.0015005444874987006","1021","1021","1021","0.0016696413513273","0.0016696413513273","0.0016696413513273","1225","1225","1225","0.0017531054327264428","0.0017531054327264428","0.0017531054327264428","1225","1225","1225","0.0023709936067461967","0.0023709936067461967","0.0023709936067461967"
"204","1026","1026","1026","0.001647164928726852","0.001647164928726852","0.001647164928726852","1231","1231","1231","0.0011233723489567637","0.0011233723489567637","0.0011233723489567637","1231","1231","1231","0.0014811744913458824","0.0014811744913458824","0.0014811744913458824","1231","1231","1231","0.0014642217429354787","0.0014642217429354787","0.0014642217429354787","1231","1231","1231","0.001962069422006607","0.001962069422006607","0.001962069422006607","1026","1026","1026","0.0015223134541884065","0.0015223134541884065","0.0015223134541884065","1231","1231","1231","0.0012106653302907944","0.0012106653302907944","0.0012106653302907944","1231","1231","1231","0.0018909618956968188","0.0018909618956968188","0.0018909618956968188"
"205","1031","1031","1031","0.0025705001316964626","0.0025705001316964626","0.0025705001316964626","1237","1237","1237","0.002356909215450287","0.002356909215450287","0.002356909215450287","1237","1237","1237","0.0027087617199867964","0.0027087617199867964","0.0027087617199867964","1237","1237","1237","0.002154350047931075","0.002154350047931075","0.002154350047931075","1237","1237","1237","0.0024505157489329576","0.0024505157489329576","0.0024505157489329576","1031","1031","1031","0.0017200129805132747","0.0017200129805132747","0.0017200129805132747","1237","1237","1237","0.0016036658780649304","0.0016036658780649304","0.0016036658780649304","1237","1237","1237","0.0016203676350414753","0.0016203676350414753","0.0016203676350414753"
"206","1036","1036","1036","0.002473886124789715","0.002473886124789715","0.002473886124789715","1243","1243","1243","0.002644639927893877","0.002644639927893877","0.002644639927893877","1243","1243","1243","0.002205722965300083","0.002205722965300083","0.002205722965300083","1243","1243","1243","0.0019790679216384888","0.0019790679216384888","0.0019790679216384888","1243","1243","1243","0.0021856140810996294","0.0021856140810996294","0.0021856140810996294","1036","1036","1036","0.001871295622549951","0.001871295622549951","0.001871295622549951","1243","1243","1243","0.0025196364149451256","0.0025196364149451256","0.0025196364149451256","1243","1243","1243","0.0020882408134639263","0.0020882408134639263","0.0020882408134639263"
"207","1041","1041","1041","0.0014038938097655773","0.0014038938097655773","0.0014038938097655773","1249","1249","1249","0.0021174740977585316","0.0021174740977585316","0.0021174740977585316","1249","1249","1249","0.0016185035929083824","0.0016185035929083824","0.0016185035929083824","1249","1249","1249","0.0014651371166110039","0.0014651371166110039","0.0014651371166110039","1249","1249","1249","0.0010924807284027338","0.0010924807284027338","0.0010924807284027338","1041","1041","1041","0.0018972839461639524","0.0018972839461639524","0.0018972839461639524","1249","1249","1249","0.00142240384593606","0.00142240384593606","0.00142240384593606","1249","1249","1249","0.00133619480766356","0.00133619480766356","0.00133619480766356"
"208","1046","1046","1046","0.0016916473396122456","0.0016916473396122456","0.0016916473396122456","1255","1255","1255","0.0013861267361789942","0.0013861267361789942","0.0013861267361789942","1255","1255","1255","0.0016295092646032572","0.0016295092646032572","0.0016295092646032572","1255","1255","1255","0.001425767783075571","0.001425767783075571","0.001425767783075571","1255","1255","1255","0.001395784318447113","0.001395784318447113","0.001395784318447113","1046","1046","1046","0.0015315572964027524","0.0015315572964027524","0.0015315572964027524","1255","1255","1255","0.0015971719985827804","0.0015971719985827804","0.0015971719985827804","1255","1255","1255","0.0018974894192069769","0.0018974894192069769","0.0018974894192069769"
"209","1051","1051","1051","0.0010347745846956968","0.0010347745846956968","0.0010347745846956968","1261","1261","1261","0.0017662564059719443","0.0017662564059719443","0.0017662564059719443","1261","1261","1261","0.001814355025999248","0.001814355025999248","0.001814355025999248","1261","1261","1261","0.001125252223573625","0.001125252223573625","0.001125252223573625","1261","1261","1261","0.0011524303117766976","0.0011524303117766976","0.0011524303117766976","1051","1051","1051","0.001624037860892713","0.001624037860892713","0.001624037860892713","1261","1261","1261","0.0017547932220622897","0.0017547932220622897","0.0017547932220622897","1261","1261","1261","0.00178908824454993","0.00178908824454993","0.00178908824454993"
"210","1056","1056","1056","0.002076447010040283","0.002076447010040283","0.002076447010040283","1267","1267","1267","0.001574810827150941","0.001574810827150941","0.001574810827150941","1267","1267","1267","0.0022778005804866552","0.0022778005804866552","0.0022778005804866552","1267","1267","1267","0.0015062072779983282","0.0015062072779983282","0.0015062072779983282","1267","1267","1267","0.0022398512810468674","0.0022398512810468674","0.0022398512810468674","1056","1056","1056","0.0020179261919111013","0.0020179261919111013","0.0020179261919111013","1267","1267","1267","0.0019217247609049082","0.0019217247609049082","0.0019217247609049082","1267","1267","1267","0.0019316792022436857","0.0019316792022436857","0.0019316792022436857"
"211","1061","1061","1061","0.0018101665191352367","0.0018101665191352367","0.0018101665191352367","1273","1273","1273","0.0015777229564264417","0.0015777229564264417","0.0015777229564264417","1273","1273","1273","0.0013932163128629327","0.0013932163128629327","0.0013932163128629327","1273","1273","1273","0.001667937496677041","0.001667937496677041","0.001667937496677041","1273","1273","1273","0.0011086644371971488","0.0011086644371971488","0.0011086644371971488","1061","1061","1061","0.002168727107346058","0.002168727107346058","0.002168727107346058","1273","1273","1273","0.0023761747870594263","0.0023761747870594263","0.0023761747870594263","1273","1273","1273","0.0018014251254498959","0.0018014251254498959","0.0018014251254498959"
"212","1066","1066","1066","0.0015060710720717907","0.0015060710720717907","0.0015060710720717907","1279","1279","1279","0.0014587228652089834","0.0014587228652089834","0.0014587228652089834","1279","1279","1279","0.0024686842225492","0.0024686842225492","0.0024686842225492","1279","1279","1279","0.0016540648648515344","0.0016540648648515344","0.0016540648648515344","1279","1279","1279","0.0013675291556864977","0.0013675291556864977","0.0013675291556864977","1066","1066","1066","0.002276703715324402","0.002276703715324402","0.002276703715324402","1279","1279","1279","0.0016566073754802346","0.0016566073754802346","0.0016566073754802346","1279","1279","1279","0.0018280420918017626","0.0018280420918017626","0.0018280420918017626"
"213","1071","1071","1071","0.0018450234783813357","0.0018450234783813357","0.0018450234783813357","1285","1285","1285","0.0019662175327539444","0.0019662175327539444","0.0019662175327539444","1285","1285","1285","0.0021089508663862944","0.0021089508663862944","0.0021089508663862944","1285","1285","1285","0.001605517347343266","0.001605517347343266","0.001605517347343266","1285","1285","1285","0.001869755913503468","0.001869755913503468","0.001869755913503468","1071","1071","1071","0.0017793282167986035","0.0017793282167986035","0.0017793282167986035","1285","1285","1285","0.002229738049209118","0.002229738049209118","0.002229738049209118","1285","1285","1285","0.0014660499291494489","0.0014660499291494489","0.0014660499291494489"
"214","1076","1076","1076","0.0015372497728094459","0.0015372497728094459","0.0015372497728094459","1291","1291","1291","0.0015440782299265265","0.0015440782299265265","0.0015440782299265265","1291","1291","1291","0.0017849461873993278","0.0017849461873993278","0.0017849461873993278","1291","1291","1291","0.0017650022637099028","0.0017650022637099028","0.0017650022637099028","1291","1291","1291","0.002653998089954257","0.002653998089954257","0.002653998089954257","1076","1076","1076","0.0026978785172104836","0.0026978785172104836","0.0026978785172104836","1291","1291","1291","0.002195511246100068","0.002195511246100068","0.002195511246100068","1291","1291","1291","0.002829897915944457","0.002829897915944457","0.002829897915944457"
"215","1081","1081","1081","0.0016877057496458292","0.0016877057496458292","0.0016877057496458292","1297","1297","1297","0.0019480205373838544","0.0019480205373838544","0.0019480205373838544","1297","1297","1297","0.0017227708594873548","0.0017227708594873548","0.0017227708594873548","1297","1297","1297","0.0016635642386972904","0.0016635642386972904","0.0016635642386972904","1297","1297","1297","0.0022373790852725506","0.0022373790852725506","0.0022373790852725506","1081","1081","1081","0.0021239793859422207","0.0021239793859422207","0.0021239793859422207","1297","1297","1297","0.0023270926903933287","0.0023270926903933287","0.0023270926903933287","1297","1297","1297","0.0021406151354312897","0.0021406151354312897","0.0021406151354312897"
"216","1086","1086","1086","0.0021794915664941072","0.0021794915664941072","0.0021794915664941072","1303","1303","1303","0.0013195447390899062","0.0013195447390899062","0.0013195447390899062","1303","1303","1303","0.002239287830889225","0.002239287830889225","0.002239287830889225","1303","1303","1303","0.001466992194764316","0.001466992194764316","0.001466992194764316","1303","1303","1303","0.001478008460253477","0.001478008460253477","0.001478008460253477","1086","1086","1086","0.002077902900055051","0.002077902900055051","0.002077902900055051","1303","1303","1303","0.0015561598120257258","0.0015561598120257258","0.0015561598120257258","1303","1303","1303","0.00175208889413625","0.00175208889413625","0.00175208889413625"
"217","1091","1091","1091","0.0018136200960725546","0.0018136200960725546","0.0018136200960725546","1309","1309","1309","0.0020215061958879232","0.0020215061958879232","0.0020215061958879232","1309","1309","1309","0.0014089613687247038","0.0014089613687247038","0.0014089613687247038","1309","1309","1309","0.0026998885441571474","0.0026998885441571474","0.0026998885441571474","1309","1309","1309","0.002625187858939171","0.002625187858939171","0.002625187858939171","1091","1091","1091","0.002292196499183774","0.002292196499183774","0.002292196499183774","1309","1309","1309","0.001875713816843927","0.001875713816843927","0.001875713816843927","1309","1309","1309","0.0016904250951483846","0.0016904250951483846","0.0016904250951483846"
"218","1096","1096","1096","0.0013007634552195668","0.0013007634552195668","0.0013007634552195668","1315","1315","1315","0.0018636230379343033","0.0018636230379343033","0.0018636230379343033","1315","1315","1315","0.0012558071175590158","0.0012558071175590158","0.0012558071175590158","1315","1315","1315","0.0018549561500549316","0.0018549561500549316","0.0018549561500549316","1315","1315","1315","0.0013529756106436253","0.0013529756106436253","0.0013529756106436253","1096","1096","1096","0.001309091574512422","0.001309091574512422","0.001309091574512422","1315","1315","1315","0.0016087545081973076","0.0016087545081973076","0.0016087545081973076","1315","1315","1315","0.0013250551419332623","0.0013250551419332623","0.0013250551419332623"
"219","1101","1101","1101","0.0014732625568285584","0.0014732625568285584","0.0014732625568285584","1321","1321","1321","0.0016654155915603042","0.0016654155915603042","0.0016654155915603042","1321","1321","1321","0.0018015564419329166","0.0018015564419329166","0.0018015564419329166","1321","1321","1321","0.0012196734314784408","0.0012196734314784408","0.0012196734314784408","1321","1321","1321","0.001905940705910325","0.001905940705910325","0.001905940705910325","1101","1101","1101","0.0015362625708803535","0.0015362625708803535","0.0015362625708803535","1321","1321","1321","0.0011505101574584842","0.0011505101574584842","0.0011505101574584842","1321","1321","1321","0.0012939461739733815","0.0012939461739733815","0.0012939461739733815"
"220","1106","1106","1106","0.0016500242054462433","0.0016500242054462433","0.0016500242054462433","1327","1327","1327","0.0022098084446042776","0.0022098084446042776","0.0022098084446042776","1327","1327","1327","0.0018933694809675217","0.0018933694809675217","0.0018933694809675217","1327","1327","1327","0.0025140121579170227","0.0025140121579170227","0.0025140121579170227","1327","1327","1327","0.001548550557345152","0.001548550557345152","0.001548550557345152","1106","1106","1106","0.0018431885400786996","0.0018431885400786996","0.0018431885400786996","1327","1327","1327","0.0012654024176299572","0.0012654024176299572","0.0012654024176299572","1327","1327","1327","0.0018450699280947447","0.0018450699280947447","0.0018450699280947447"
"221","1111","1111","1111","0.0022874409332871437","0.0022874409332871437","0.0022874409332871437","1333","1333","1333","0.0011911187320947647","0.0011911187320947647","0.0011911187320947647","1333","1333","1333","0.001722926739603281","0.001722926739603281","0.001722926739603281","1333","1333","1333","0.0011822594096884131","0.0011822594096884131","0.0011822594096884131","1333","1333","1333","0.0019198524532839656","0.0019198524532839656","0.0019198524532839656","1111","1111","1111","0.0016722897998988628","0.0016722897998988628","0.0016722897998988628","1333","1333","1333","0.0019256124505773187","0.0019256124505773187","0.0019256124505773187","1333","1333","1333","0.0017713925335556269","0.0017713925335556269","0.0017713925335556269"
"222","1116","1116","1116","0.001680932124145329","0.001680932124145329","0.001680932124145329","1339","1339","1339","0.0009307894506491721","0.0009307894506491721","0.0009307894506491721","1339","1339","1339","0.001626641140319407","0.001626641140319407","0.001626641140319407","1339","1339","1339","0.001027807593345642","0.001027807593345642","0.001027807593345642","1339","1339","1339","0.0015271605225279927","0.0015271605225279927","0.0015271605225279927","1116","1116","1116","0.0016016968293115497","0.0016016968293115497","0.0016016968293115497","1339","1339","1339","0.0012736524222418666","0.0012736524222418666","0.0012736524222418666","1339","1339","1339","0.0015480563743039966","0.0015480563743039966","0.0015480563743039966"
"223","1121","1121","1121","0.002235701074823737","0.002235701074823737","0.002235701074823737","1345","1345","1345","0.001938234199769795","0.001938234199769795","0.001938234199769795","1345","1345","1345","0.0015012422809377313","0.0015012422809377313","0.0015012422809377313","1345","1345","1345","0.0014306859811767936","0.0014306859811767936","0.0014306859811767936","1345","1345","1345","0.0020462912507355213","0.0020462912507355213","0.0020462912507355213","1121","1121","1121","0.0016720996936783195","0.0016720996936783195","0.0016720996936783195","1345","1345","1345","0.0014398194616660476","0.0014398194616660476","0.0014398194616660476","1345","1345","1345","0.002127394312992692","0.002127394312992692","0.002127394312992692"
"224","1126","1126","1126","0.001847537001594901","0.001847537001594901","0.001847537001594901","1351","1351","1351","0.0017194158863276243","0.0017194158863276243","0.0017194158863276243","1351","1351","1351","0.001599493552930653","0.001599493552930653","0.001599493552930653","1351","1351","1351","0.001536954310722649","0.001536954310722649","0.001536954310722649","1351","1351","1351","0.0017300064209848642","0.0017300064209848642","0.0017300064209848642","1126","1126","1126","0.0017341467319056392","0.0017341467319056392","0.0017341467319056392","1351","1351","1351","0.0013492762809619308","0.0013492762809619308","0.0013492762809619308","1351","1351","1351","0.0018923422321677208","0.0018923422321677208","0.0018923422321677208"
"225","1131","1131","1131","0.0024153830017894506","0.0024153830017894506","0.0024153830017894506","1357","1357","1357","0.0015544143971055746","0.0015544143971055746","0.0015544143971055746","1357","1357","1357","0.002697102027013898","0.002697102027013898","0.002697102027013898","1357","1357","1357","0.0019119858043268323","0.0019119858043268323","0.0019119858043268323","1357","1357","1357","0.0017824670067057014","0.0017824670067057014","0.0017824670067057014","1131","1131","1131","0.002064294647425413","0.002064294647425413","0.002064294647425413","1357","1357","1357","0.0015509070362895727","0.0015509070362895727","0.0015509070362895727","1357","1357","1357","0.0013819641899317503","0.0013819641899317503","0.0013819641899317503"
"226","1136","1136","1136","0.0020154407247900963","0.0020154407247900963","0.0020154407247900963","1363","1363","1363","0.0016363706672564149","0.0016363706672564149","0.0016363706672564149","1363","1363","1363","0.002270851284265518","0.002270851284265518","0.002270851284265518","1363","1363","1363","0.00174671970307827","0.00174671970307827","0.00174671970307827","1363","1363","1363","0.0022461304906755686","0.0022461304906755686","0.0022461304906755686","1136","1136","1136","0.0015702889068052173","0.0015702889068052173","0.0015702889068052173","1363","1363","1363","0.001819633529521525","0.001819633529521525","0.001819633529521525","1363","1363","1363","0.002133777132257819","0.002133777132257819","0.002133777132257819"
"227","1141","1141","1141","0.002664832631126046","0.002664832631126046","0.002664832631126046","1369","1369","1369","0.0013428076636046171","0.0013428076636046171","0.0013428076636046171","1369","1369","1369","0.001532178488560021","0.001532178488560021","0.001532178488560021","1369","1369","1369","0.00167292938567698","0.00167292938567698","0.00167292938567698","1369","1369","1369","0.0018243083031848073","0.0018243083031848073","0.0018243083031848073","1141","1141","1141","0.0018966104835271835","0.0018966104835271835","0.0018966104835271835","1369","1369","1369","0.0020682725589722395","0.0020682725589722395","0.0020682725589722395","1369","1369","1369","0.001968087861314416","0.001968087861314416","0.001968087861314416"
"228","1146","1146","1146","0.0016167262801900506","0.0016167262801900506","0.0016167262801900506","1375","1375","1375","0.0016359311994165182","0.0016359311994165182","0.0016359311994165182","1375","1375","1375","0.001234069699421525","0.001234069699421525","0.001234069699421525","1375","1375","1375","0.0014168446650728583","0.0014168446650728583","0.0014168446650728583","1375","1375","1375","0.001731117139570415","0.001731117139570415","0.001731117139570415","1146","1146","1146","0.001701875007711351","0.001701875007711351","0.001701875007711351","1375","1375","1375","0.0025221228133887053","0.0025221228133887053","0.0025221228133887053","1375","1375","1375","0.0016507453983649611","0.0016507453983649611","0.0016507453983649611"
"229","1151","1151","1151","0.0017610854702070355","0.0017610854702070355","0.0017610854702070355","1381","1381","1381","0.0019443478668108582","0.0019443478668108582","0.0019443478668108582","1381","1381","1381","0.001535806804895401","0.001535806804895401","0.001535806804895401","1381","1381","1381","0.0015091573586687446","0.0015091573586687446","0.0015091573586687446","1381","1381","1381","0.002048725262284279","0.002048725262284279","0.002048725262284279","1151","1151","1151","0.0019311592914164066","0.0019311592914164066","0.0019311592914164066","1381","1381","1381","0.001535037998110056","0.001535037998110056","0.001535037998110056","1381","1381","1381","0.0013466057134792209","0.0013466057134792209","0.0013466057134792209"
"230","1156","1156","1156","0.002205922268331051","0.002205922268331051","0.002205922268331051","1387","1387","1387","0.0014789727283641696","0.0014789727283641696","0.0014789727283641696","1387","1387","1387","0.0014775916934013367","0.0014775916934013367","0.0014775916934013367","1387","1387","1387","0.001975487684831023","0.001975487684831023","0.001975487684831023","1387","1387","1387","0.0019931865390390158","0.0019931865390390158","0.0019931865390390158","1156","1156","1156","0.001534955925308168","0.001534955925308168","0.001534955925308168","1387","1387","1387","0.0024264990352094173","0.0024264990352094173","0.0024264990352094173","1387","1387","1387","0.0017046850407496095","0.0017046850407496095","0.0017046850407496095"
"231","1161","1161","1161","0.0015105269849300385","0.0015105269849300385","0.0015105269849300385","1393","1393","1393","0.0015150753315538168","0.0015150753315538168","0.0015150753315538168","1393","1393","1393","0.0021461446303874254","0.0021461446303874254","0.0021461446303874254","1393","1393","1393","0.0014566704630851746","0.0014566704630851746","0.0014566704630851746","1393","1393","1393","0.0017474413616582751","0.0017474413616582751","0.0017474413616582751","1161","1161","1161","0.0017723810160532594","0.0017723810160532594","0.0017723810160532594","1393","1393","1393","0.0017905844142660499","0.0017905844142660499","0.0017905844142660499","1393","1393","1393","0.002043855842202902","0.002043855842202902","0.002043855842202902"
"232","1166","1166","1166","0.0014160755090415478","0.0014160755090415478","0.0014160755090415478","1399","1399","1399","0.001184145687147975","0.001184145687147975","0.001184145687147975","1399","1399","1399","0.001581771532073617","0.001581771532073617","0.001581771532073617","1399","1399","1399","0.0017681254539638758","0.0017681254539638758","0.0017681254539638758","1399","1399","1399","0.001471670693717897","0.001471670693717897","0.001471670693717897","1166","1166","1166","0.0015480665024369955","0.0015480665024369955","0.0015480665024369955","1399","1399","1399","0.0015504263574257493","0.0015504263574257493","0.0015504263574257493","1399","1399","1399","0.0016757206758484244","0.0016757206758484244","0.0016757206758484244"
"233","1171","1171","1171","0.00211770529858768","0.00211770529858768","0.00211770529858768","1405","1405","1405","0.00188689143396914","0.00188689143396914","0.00188689143396914","1405","1405","1405","0.0013157710200175643","0.0013157710200175643","0.0013157710200175643","1405","1405","1405","0.0015774046769365668","0.0015774046769365668","0.0015774046769365668","1405","1405","1405","0.0017675843555480242","0.0017675843555480242","0.0017675843555480242","1171","1171","1171","0.0016931270947679877","0.0016931270947679877","0.0016931270947679877","1405","1405","1405","0.0016281116986647248","0.0016281116986647248","0.0016281116986647248","1405","1405","1405","0.0017163248267024755","0.0017163248267024755","0.0017163248267024755"
"234","1176","1176","1176","0.002155734458938241","0.002155734458938241","0.002155734458938241","1411","1411","1411","0.0023601914290338755","0.0023601914290338755","0.0023601914290338755","1411","1411","1411","0.0017668935470283031","0.0017668935470283031","0.0017668935470283031","1411","1411","1411","0.0022748580668121576","0.0022748580668121576","0.0022748580668121576","1411","1411","1411","0.0020235779229551554","0.0020235779229551554","0.0020235779229551554","1176","1176","1176","0.0016776419943198562","0.0016776419943198562","0.0016776419943198562","1411","1411","1411","0.0022064808290451765","0.0022064808290451765","0.0022064808290451765","1411","1411","1411","0.0019642512779682875","0.0019642512779682875","0.0019642512779682875"
"235","1181","1181","1181","0.0018869404448196292","0.0018869404448196292","0.0018869404448196292","1417","1417","1417","0.0021765956189483404","0.0021765956189483404","0.0021765956189483404","1417","1417","1417","0.001859817886725068","0.001859817886725068","0.001859817886725068","1417","1417","1417","0.0012117945589125156","0.0012117945589125156","0.0012117945589125156","1417","1417","1417","0.0014792525907978415","0.0014792525907978415","0.0014792525907978415","1181","1181","1181","0.001510215108282864","0.001510215108282864","0.001510215108282864","1417","1417","1417","0.0019590246956795454","0.0019590246956795454","0.0019590246956795454","1417","1417","1417","0.0021680863574147224","0.0021680863574147224","0.0021680863574147224"
"236","1186","1186","1186","0.001938298693858087","0.001938298693858087","0.001938298693858087","1423","1423","1423","0.0022761947475373745","0.0022761947475373745","0.0022761947475373745","1423","1423","1423","0.001969314878806472","0.001969314878806472","0.001969314878806472","1423","1423","1423","0.0021256888285279274","0.0021256888285279274","0.0021256888285279274","1423","1423","1423","0.0020558577962219715","0.0020558577962219715","0.0020558577962219715","1186","1186","1186","0.0016270455671474338","0.0016270455671474338","0.0016270455671474338","1423","1423","1423","0.0026146802119910717","0.0026146802119910717","0.0026146802119910717","1423","1423","1423","0.0024091850500553846","0.0024091850500553846","0.0024091850500553846"
"237","1191","1191","1191","0.0019729118794202805","0.0019729118794202805","0.0019729118794202805","1429","1429","1429","0.0018897514091804624","0.0018897514091804624","0.0018897514091804624","1429","1429","1429","0.0020185743924230337","0.0020185743924230337","0.0020185743924230337","1429","1429","1429","0.0017071202164515853","0.0017071202164515853","0.0017071202164515853","1429","1429","1429","0.0016066469252109528","0.0016066469252109528","0.0016066469252109528","1191","1191","1191","0.002441817196086049","0.002441817196086049","0.002441817196086049","1429","1429","1429","0.0017226882046088576","0.0017226882046088576","0.0017226882046088576","1429","1429","1429","0.002688242821022868","0.002688242821022868","0.002688242821022868"
"238","1196","1196","1196","0.0016875308938324451","0.0016875308938324451","0.0016875308938324451","1435","1435","1435","0.002173857530578971","0.002173857530578971","0.002173857530578971","1435","1435","1435","0.0021690072026103735","0.0021690072026103735","0.0021690072026103735","1435","1435","1435","0.0025092046707868576","0.0025092046707868576","0.0025092046707868576","1435","1435","1435","0.0028286476153880358","0.0028286476153880358","0.0028286476153880358","1196","1196","1196","0.0017942824633792043","0.0017942824633792043","0.0017942824633792043","1435","1435","1435","0.00202563451603055","0.00202563451603055","0.00202563451603055","1435","1435","1435","0.001372865284793079","0.001372865284793079","0.001372865284793079"
"239","1201","1201","1201","0.0013261091662570834","0.0013261091662570834","0.0013261091662570834","1441","1441","1441","0.0015663834055885673","0.0015663834055885673","0.0015663834055885673","1441","1441","1441","0.0018793090712279081","0.0018793090712279081","0.0018793090712279081","1441","1441","1441","0.0019173244945704937","0.0019173244945704937","0.0019173244945704937","1441","1441","1441","0.001958369044587016","0.001958369044587016","0.001958369044587016","1201","1201","1201","0.0016072876751422882","0.0016072876751422882","0.0016072876751422882","1441","1441","1441","0.0014081402914598584","0.0014081402914598584","0.0014081402914598584","1441","1441","1441","0.0014131342759355903","0.0014131342759355903","0.0014131342759355903"
"240","1206","1206","1206","0.0022360191214829683","0.0022360191214829683","0.0022360191214829683","1447","1447","1447","0.0019075296586379409","0.0019075296586379409","0.0019075296586379409","1447","1447","1447","0.001635427470318973","0.001635427470318973","0.001635427470318973","1447","1447","1447","0.0019597799982875586","0.0019597799982875586","0.0019597799982875586","1447","1447","1447","0.0016285612946376204","0.0016285612946376204","0.0016285612946376204","1206","1206","1206","0.0016691418131813407","0.0016691418131813407","0.0016691418131813407","1447","1447","1447","0.0017502359114587307","0.0017502359114587307","0.0017502359114587307","1447","1447","1447","0.0010503301164135337","0.0010503301164135337","0.0010503301164135337"
