"Evaluate/step_episode","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - _step__MAX","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MIN","3_test_rl_filter_54400_2025-07-20_12-17-12 - Evaluate/EpFilterFatigueCoeAccu__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - _step__MAX","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MIN","8_test_ppo_dis_49600_2025-07-30_13-18-07 - Evaluate/EpFilterFatigueCoeAccu__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - _step__MAX","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MIN","7_test_ppo_dis_49600_2025-07-31_13-37-58 - Evaluate/EpFilterFatigueCoeAccu__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - _step","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - _step__MAX","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MIN","5_test_dqn_49600_2025-07-27_11-39-32 - Evaluate/EpFilterFatigueCoeAccu__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - _step","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - _step__MAX","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MIN","6_test_dqn_49600_2025-07-29_13-21-06 - Evaluate/EpFilterFatigueCoeAccu__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - _step__MAX","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MIN","2_test_rl_filter_49600_2025-07-29_22-22-18 - Evaluate/EpFilterFatigueCoeAccu__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - _step__MAX","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MIN","10_test_ppolag_filter_dis_49600_2025-08-08_13-46-57 - Evaluate/EpFilterFatigueCoeAccu__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - _step__MAX","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MIN","9_test_ppolag_filter_dis_49600_2025-08-08_13-49-16 - Evaluate/EpFilterFatigueCoeAccu__MAX"
"214","1076","1076","1076","0.05970337614417076","0.05970337614417076","0.05970337614417076","1291","1291","1291","0.07905960083007812","0.07905960083007812","0.07905960083007812","1291","1291","1291","0.053555190563201904","0.053555190563201904","0.053555190563201904","1291","1291","1291","0.07505149394273758","0.07505149394273758","0.07505149394273758","1291","1291","1291","0.07221333682537079","0.07221333682537079","0.07221333682537079","1076","1076","1076","0.07987239956855774","0.07987239956855774","0.07987239956855774","1291","1291","1291","0.06819532811641693","0.06819532811641693","0.06819532811641693","1291","1291","1291","0.07598989456892014","0.07598989456892014","0.07598989456892014"
"215","1081","1081","1081","0.07382966578006744","0.07382966578006744","0.07382966578006744","1297","1297","1297","0.06618158519268036","0.06618158519268036","0.06618158519268036","1297","1297","1297","0.07100158929824829","0.07100158929824829","0.07100158929824829","1297","1297","1297","0.06074587628245354","0.06074587628245354","0.06074587628245354","1297","1297","1297","0.07750443369150162","0.07750443369150162","0.07750443369150162","1081","1081","1081","0.06880005449056625","0.06880005449056625","0.06880005449056625","1297","1297","1297","0.06311477720737457","0.06311477720737457","0.06311477720737457","1297","1297","1297","0.06349640339612961","0.06349640339612961","0.06349640339612961"
"216","1086","1086","1086","0.0663825049996376","0.0663825049996376","0.0663825049996376","1303","1303","1303","0.061286792159080505","0.061286792159080505","0.061286792159080505","1303","1303","1303","0.08142386376857758","0.08142386376857758","0.08142386376857758","1303","1303","1303","0.07226093858480453","0.07226093858480453","0.07226093858480453","1303","1303","1303","0.06959596276283264","0.06959596276283264","0.06959596276283264","1086","1086","1086","0.08522418886423111","0.08522418886423111","0.08522418886423111","1303","1303","1303","0.06725659221410751","0.06725659221410751","0.06725659221410751","1303","1303","1303","0.06519540399312973","0.06519540399312973","0.06519540399312973"
"217","1091","1091","1091","0.07025819271802902","0.07025819271802902","0.07025819271802902","1309","1309","1309","0.07606781274080276","0.07606781274080276","0.07606781274080276","1309","1309","1309","0.06031821295619011","0.06031821295619011","0.06031821295619011","1309","1309","1309","0.07366380840539932","0.07366380840539932","0.07366380840539932","1309","1309","1309","0.07247498631477356","0.07247498631477356","0.07247498631477356","1091","1091","1091","0.09217990934848785","0.09217990934848785","0.09217990934848785","1309","1309","1309","0.06859324127435684","0.06859324127435684","0.06859324127435684","1309","1309","1309","0.07309240847826004","0.07309240847826004","0.07309240847826004"
"218","1096","1096","1096","0.06446465104818344","0.06446465104818344","0.06446465104818344","1315","1315","1315","0.0851527601480484","0.0851527601480484","0.0851527601480484","1315","1315","1315","0.06460564583539963","0.06460564583539963","0.06460564583539963","1315","1315","1315","0.0862036794424057","0.0862036794424057","0.0862036794424057","1315","1315","1315","0.053619444370269775","0.053619444370269775","0.053619444370269775","1096","1096","1096","0.07175612449645996","0.07175612449645996","0.07175612449645996","1315","1315","1315","0.05827365815639496","0.05827365815639496","0.05827365815639496","1315","1315","1315","0.08687092363834381","0.08687092363834381","0.08687092363834381"
"219","1101","1101","1101","0.07216134667396545","0.07216134667396545","0.07216134667396545","1321","1321","1321","0.08651100844144821","0.08651100844144821","0.08651100844144821","1321","1321","1321","0.07308680564165115","0.07308680564165115","0.07308680564165115","1321","1321","1321","0.0645507350564003","0.0645507350564003","0.0645507350564003","1321","1321","1321","0.07333289831876755","0.07333289831876755","0.07333289831876755","1101","1101","1101","0.0816211998462677","0.0816211998462677","0.0816211998462677","1321","1321","1321","0.06957004219293594","0.06957004219293594","0.06957004219293594","1321","1321","1321","0.047402866184711456","0.047402866184711456","0.047402866184711456"
"220","1106","1106","1106","0.06712646037340164","0.06712646037340164","0.06712646037340164","1327","1327","1327","0.0837874710559845","0.0837874710559845","0.0837874710559845","1327","1327","1327","0.06983218342065811","0.06983218342065811","0.06983218342065811","1327","1327","1327","0.07117699831724167","0.07117699831724167","0.07117699831724167","1327","1327","1327","0.052359409630298615","0.052359409630298615","0.052359409630298615","1106","1106","1106","0.08642078191041946","0.08642078191041946","0.08642078191041946","1327","1327","1327","0.0688125416636467","0.0688125416636467","0.0688125416636467","1327","1327","1327","0.07217288762331009","0.07217288762331009","0.07217288762331009"
"221","1111","1111","1111","0.07355085015296936","0.07355085015296936","0.07355085015296936","1333","1333","1333","0.08618456870317459","0.08618456870317459","0.08618456870317459","1333","1333","1333","0.05319173261523247","0.05319173261523247","0.05319173261523247","1333","1333","1333","0.05584041401743889","0.05584041401743889","0.05584041401743889","1333","1333","1333","0.09287276864051819","0.09287276864051819","0.09287276864051819","1111","1111","1111","0.06477025896310806","0.06477025896310806","0.06477025896310806","1333","1333","1333","0.07608829438686371","0.07608829438686371","0.07608829438686371","1333","1333","1333","0.07556292414665222","0.07556292414665222","0.07556292414665222"
"222","1116","1116","1116","0.08310914784669876","0.08310914784669876","0.08310914784669876","1339","1339","1339","0.07390864193439484","0.07390864193439484","0.07390864193439484","1339","1339","1339","0.06597430258989334","0.06597430258989334","0.06597430258989334","1339","1339","1339","0.0918864980340004","0.0918864980340004","0.0918864980340004","1339","1339","1339","0.0801079273223877","0.0801079273223877","0.0801079273223877","1116","1116","1116","0.07651229202747345","0.07651229202747345","0.07651229202747345","1339","1339","1339","0.05776440352201462","0.05776440352201462","0.05776440352201462","1339","1339","1339","0.08245937526226044","0.08245937526226044","0.08245937526226044"
"223","1121","1121","1121","0.05967554822564125","0.05967554822564125","0.05967554822564125","1345","1345","1345","0.06375370919704437","0.06375370919704437","0.06375370919704437","1345","1345","1345","0.082539863884449","0.082539863884449","0.082539863884449","1345","1345","1345","0.06250471621751785","0.06250471621751785","0.06250471621751785","1345","1345","1345","0.07261335849761963","0.07261335849761963","0.07261335849761963","1121","1121","1121","0.0650927796959877","0.0650927796959877","0.0650927796959877","1345","1345","1345","0.07225646078586578","0.07225646078586578","0.07225646078586578","1345","1345","1345","0.09030250459909439","0.09030250459909439","0.09030250459909439"
"224","1126","1126","1126","0.07671521604061127","0.07671521604061127","0.07671521604061127","1351","1351","1351","0.08724414557218552","0.08724414557218552","0.08724414557218552","1351","1351","1351","0.08829937130212784","0.08829937130212784","0.08829937130212784","1351","1351","1351","0.07248611748218536","0.07248611748218536","0.07248611748218536","1351","1351","1351","0.06309668719768524","0.06309668719768524","0.06309668719768524","1126","1126","1126","0.0607488714158535","0.0607488714158535","0.0607488714158535","1351","1351","1351","0.06624092161655426","0.06624092161655426","0.06624092161655426","1351","1351","1351","0.07660575956106186","0.07660575956106186","0.07660575956106186"
"225","1131","1131","1131","0.07573750615119934","0.07573750615119934","0.07573750615119934","1357","1357","1357","0.08442282676696777","0.08442282676696777","0.08442282676696777","1357","1357","1357","0.05864293873310089","0.05864293873310089","0.05864293873310089","1357","1357","1357","0.0697607770562172","0.0697607770562172","0.0697607770562172","1357","1357","1357","0.06557605415582657","0.06557605415582657","0.06557605415582657","1131","1131","1131","0.06553579866886139","0.06553579866886139","0.06553579866886139","1357","1357","1357","0.06281384825706482","0.06281384825706482","0.06281384825706482","1357","1357","1357","0.08305282145738602","0.08305282145738602","0.08305282145738602"
"226","1136","1136","1136","0.06255197525024414","0.06255197525024414","0.06255197525024414","1363","1363","1363","0.08317866921424866","0.08317866921424866","0.08317866921424866","1363","1363","1363","0.06011291220784187","0.06011291220784187","0.06011291220784187","1363","1363","1363","0.08252039551734924","0.08252039551734924","0.08252039551734924","1363","1363","1363","0.06723682582378387","0.06723682582378387","0.06723682582378387","1136","1136","1136","0.08298017084598541","0.08298017084598541","0.08298017084598541","1363","1363","1363","0.0937005802989006","0.0937005802989006","0.0937005802989006","1363","1363","1363","0.06627736240625381","0.06627736240625381","0.06627736240625381"
"227","1141","1141","1141","0.06266771256923676","0.06266771256923676","0.06266771256923676","1369","1369","1369","0.06430112570524216","0.06430112570524216","0.06430112570524216","1369","1369","1369","0.06665236502885818","0.06665236502885818","0.06665236502885818","1369","1369","1369","0.07997449487447739","0.07997449487447739","0.07997449487447739","1369","1369","1369","0.06676021218299866","0.06676021218299866","0.06676021218299866","1141","1141","1141","0.06568673253059387","0.06568673253059387","0.06568673253059387","1369","1369","1369","0.06470543891191483","0.06470543891191483","0.06470543891191483","1369","1369","1369","0.060713183134794235","0.060713183134794235","0.060713183134794235"
"228","1146","1146","1146","0.08160202205181122","0.08160202205181122","0.08160202205181122","1375","1375","1375","0.07645283639431","0.07645283639431","0.07645283639431","1375","1375","1375","0.07655298709869385","0.07655298709869385","0.07655298709869385","1375","1375","1375","0.06147709861397743","0.06147709861397743","0.06147709861397743","1375","1375","1375","0.07964428514242172","0.07964428514242172","0.07964428514242172","1146","1146","1146","0.06784030050039291","0.06784030050039291","0.06784030050039291","1375","1375","1375","0.0685289278626442","0.0685289278626442","0.0685289278626442","1375","1375","1375","0.06292112171649933","0.06292112171649933","0.06292112171649933"
"229","1151","1151","1151","0.04654766619205475","0.04654766619205475","0.04654766619205475","1381","1381","1381","0.07328414916992188","0.07328414916992188","0.07328414916992188","1381","1381","1381","0.05224102735519409","0.05224102735519409","0.05224102735519409","1381","1381","1381","0.07083816081285477","0.07083816081285477","0.07083816081285477","1381","1381","1381","0.08719000965356827","0.08719000965356827","0.08719000965356827","1151","1151","1151","0.07754823565483093","0.07754823565483093","0.07754823565483093","1381","1381","1381","0.06165036931633949","0.06165036931633949","0.06165036931633949","1381","1381","1381","0.06820836663246155","0.06820836663246155","0.06820836663246155"
"230","1156","1156","1156","0.0627848356962204","0.0627848356962204","0.0627848356962204","1387","1387","1387","0.09385263919830322","0.09385263919830322","0.09385263919830322","1387","1387","1387","0.07451539486646652","0.07451539486646652","0.07451539486646652","1387","1387","1387","0.08647406101226807","0.08647406101226807","0.08647406101226807","1387","1387","1387","0.0540129654109478","0.0540129654109478","0.0540129654109478","1156","1156","1156","0.08702106028795242","0.08702106028795242","0.08702106028795242","1387","1387","1387","0.08799850195646286","0.08799850195646286","0.08799850195646286","1387","1387","1387","0.07296883314847946","0.07296883314847946","0.07296883314847946"
"231","1161","1161","1161","0.06043921411037445","0.06043921411037445","0.06043921411037445","1393","1393","1393","0.09096319228410721","0.09096319228410721","0.09096319228410721","1393","1393","1393","0.05485756695270538","0.05485756695270538","0.05485756695270538","1393","1393","1393","0.05654432624578476","0.05654432624578476","0.05654432624578476","1393","1393","1393","0.06313246488571167","0.06313246488571167","0.06313246488571167","1161","1161","1161","0.05604812502861023","0.05604812502861023","0.05604812502861023","1393","1393","1393","0.08333415538072586","0.08333415538072586","0.08333415538072586","1393","1393","1393","0.06956151127815247","0.06956151127815247","0.06956151127815247"
"232","1166","1166","1166","0.06524590402841568","0.06524590402841568","0.06524590402841568","1399","1399","1399","0.08838913589715958","0.08838913589715958","0.08838913589715958","1399","1399","1399","0.06535410135984421","0.06535410135984421","0.06535410135984421","1399","1399","1399","0.08371146768331528","0.08371146768331528","0.08371146768331528","1399","1399","1399","0.09448450058698654","0.09448450058698654","0.09448450058698654","1166","1166","1166","0.05737585946917534","0.05737585946917534","0.05737585946917534","1399","1399","1399","0.06633542478084564","0.06633542478084564","0.06633542478084564","1399","1399","1399","0.06056349724531174","0.06056349724531174","0.06056349724531174"
"233","1171","1171","1171","0.08885930478572845","0.08885930478572845","0.08885930478572845","1405","1405","1405","0.05010257661342621","0.05010257661342621","0.05010257661342621","1405","1405","1405","0.06882014870643616","0.06882014870643616","0.06882014870643616","1405","1405","1405","0.06504184752702713","0.06504184752702713","0.06504184752702713","1405","1405","1405","0.0699576810002327","0.0699576810002327","0.0699576810002327","1171","1171","1171","0.07303371280431747","0.07303371280431747","0.07303371280431747","1405","1405","1405","0.061615075916051865","0.061615075916051865","0.061615075916051865","1405","1405","1405","0.04849933460354805","0.04849933460354805","0.04849933460354805"
"234","1176","1176","1176","0.06721960753202438","0.06721960753202438","0.06721960753202438","1411","1411","1411","0.0721750482916832","0.0721750482916832","0.0721750482916832","1411","1411","1411","0.08883537352085114","0.08883537352085114","0.08883537352085114","1411","1411","1411","0.09169011563062668","0.09169011563062668","0.09169011563062668","1411","1411","1411","0.07968585193157196","0.07968585193157196","0.07968585193157196","1176","1176","1176","0.08326312899589539","0.08326312899589539","0.08326312899589539","1411","1411","1411","0.06659272313117981","0.06659272313117981","0.06659272313117981","1411","1411","1411","0.07144656032323837","0.07144656032323837","0.07144656032323837"
"235","1181","1181","1181","0.06751623749732971","0.06751623749732971","0.06751623749732971","1417","1417","1417","0.09113411605358124","0.09113411605358124","0.09113411605358124","1417","1417","1417","0.09012012183666229","0.09012012183666229","0.09012012183666229","1417","1417","1417","0.051899850368499756","0.051899850368499756","0.051899850368499756","1417","1417","1417","0.058992233127355576","0.058992233127355576","0.058992233127355576","1181","1181","1181","0.07583901286125183","0.07583901286125183","0.07583901286125183","1417","1417","1417","0.08999572694301605","0.08999572694301605","0.08999572694301605","1417","1417","1417","0.0643095076084137","0.0643095076084137","0.0643095076084137"
"236","1186","1186","1186","0.08165600895881653","0.08165600895881653","0.08165600895881653","1423","1423","1423","0.07463882863521576","0.07463882863521576","0.07463882863521576","1423","1423","1423","0.0616411417722702","0.0616411417722702","0.0616411417722702","1423","1423","1423","0.0732656791806221","0.0732656791806221","0.0732656791806221","1423","1423","1423","0.07160887122154236","0.07160887122154236","0.07160887122154236","1186","1186","1186","0.05915718525648117","0.05915718525648117","0.05915718525648117","1423","1423","1423","0.06854210793972015","0.06854210793972015","0.06854210793972015","1423","1423","1423","0.08678647875785828","0.08678647875785828","0.08678647875785828"
"237","1191","1191","1191","0.05106059089303017","0.05106059089303017","0.05106059089303017","1429","1429","1429","0.08550868183374405","0.08550868183374405","0.08550868183374405","1429","1429","1429","0.09621499478816986","0.09621499478816986","0.09621499478816986","1429","1429","1429","0.08996579796075821","0.08996579796075821","0.08996579796075821","1429","1429","1429","0.06697194278240204","0.06697194278240204","0.06697194278240204","1191","1191","1191","0.066811203956604","0.066811203956604","0.066811203956604","1429","1429","1429","0.08098997175693512","0.08098997175693512","0.08098997175693512","1429","1429","1429","0.08403944969177246","0.08403944969177246","0.08403944969177246"
"238","1196","1196","1196","0.06819333136081696","0.06819333136081696","0.06819333136081696","1435","1435","1435","0.05010005459189415","0.05010005459189415","0.05010005459189415","1435","1435","1435","0.07165510952472687","0.07165510952472687","0.07165510952472687","1435","1435","1435","0.07420894503593445","0.07420894503593445","0.07420894503593445","1435","1435","1435","0.073944590985775","0.073944590985775","0.073944590985775","1196","1196","1196","0.06109483540058136","0.06109483540058136","0.06109483540058136","1435","1435","1435","0.10393258929252625","0.10393258929252625","0.10393258929252625","1435","1435","1435","0.08063871413469315","0.08063871413469315","0.08063871413469315"
"239","1201","1201","1201","0.08353809267282486","0.08353809267282486","0.08353809267282486","1441","1441","1441","0.06413590908050537","0.06413590908050537","0.06413590908050537","1441","1441","1441","0.07286965101957321","0.07286965101957321","0.07286965101957321","1441","1441","1441","0.08762653172016144","0.08762653172016144","0.08762653172016144","1441","1441","1441","0.06660576909780502","0.06660576909780502","0.06660576909780502","1201","1201","1201","0.06157451868057251","0.06157451868057251","0.06157451868057251","1441","1441","1441","0.06994456797838211","0.06994456797838211","0.06994456797838211","1441","1441","1441","0.07796944677829742","0.07796944677829742","0.07796944677829742"
"240","1206","1206","1206","0.0800047442317009","0.0800047442317009","0.0800047442317009","1447","1447","1447","0.06459566205739975","0.06459566205739975","0.06459566205739975","1447","1447","1447","0.05541986972093582","0.05541986972093582","0.05541986972093582","1447","1447","1447","0.0769077017903328","0.0769077017903328","0.0769077017903328","1447","1447","1447","0.0763983204960823","0.0763983204960823","0.0763983204960823","1206","1206","1206","0.07246691733598709","0.07246691733598709","0.07246691733598709","1447","1447","1447","0.0566813088953495","0.0566813088953495","0.0566813088953495","1447","1447","1447","0.06289123743772507","0.06289123743772507","0.06289123743772507"
"241","1211","1211","1211","0.07103127986192703","0.07103127986192703","0.07103127986192703","1453","1453","1453","0.06215682998299599","0.06215682998299599","0.06215682998299599","1453","1453","1453","0.0768447294831276","0.0768447294831276","0.0768447294831276","1453","1453","1453","0.0979079008102417","0.0979079008102417","0.0979079008102417","1453","1453","1453","0.07643961906433105","0.07643961906433105","0.07643961906433105","1211","1211","1211","0.06613234430551529","0.06613234430551529","0.06613234430551529","1453","1453","1453","0.0710316076874733","0.0710316076874733","0.0710316076874733","1453","1453","1453","0.06509363651275635","0.06509363651275635","0.06509363651275635"
"242","1216","1216","1216","0.06530565023422241","0.06530565023422241","0.06530565023422241","1459","1459","1459","0.07117369771003723","0.07117369771003723","0.07117369771003723","1459","1459","1459","0.07388325780630112","0.07388325780630112","0.07388325780630112","1459","1459","1459","0.07603713870048523","0.07603713870048523","0.07603713870048523","1459","1459","1459","0.08069604635238647","0.08069604635238647","0.08069604635238647","1216","1216","1216","0.06631557643413544","0.06631557643413544","0.06631557643413544","1459","1459","1459","0.06956502050161362","0.06956502050161362","0.06956502050161362","1459","1459","1459","0.0735291913151741","0.0735291913151741","0.0735291913151741"
"243","1221","1221","1221","0.07738428562879562","0.07738428562879562","0.07738428562879562","1465","1465","1465","0.04459451511502266","0.04459451511502266","0.04459451511502266","1465","1465","1465","0.09964646399021149","0.09964646399021149","0.09964646399021149","1465","1465","1465","0.07175014168024063","0.07175014168024063","0.07175014168024063","1465","1465","1465","0.07598687708377838","0.07598687708377838","0.07598687708377838","1221","1221","1221","0.08687828481197357","0.08687828481197357","0.08687828481197357","1465","1465","1465","0.07761511951684952","0.07761511951684952","0.07761511951684952","1465","1465","1465","0.07797021418809891","0.07797021418809891","0.07797021418809891"
"244","1226","1226","1226","0.08243019878864288","0.08243019878864288","0.08243019878864288","1471","1471","1471","0.08470102399587631","0.08470102399587631","0.08470102399587631","1471","1471","1471","0.06373973190784454","0.06373973190784454","0.06373973190784454","1471","1471","1471","0.07605866342782974","0.07605866342782974","0.07605866342782974","1471","1471","1471","0.06806577742099762","0.06806577742099762","0.06806577742099762","1226","1226","1226","0.08116262406110764","0.08116262406110764","0.08116262406110764","1471","1471","1471","0.08309157192707062","0.08309157192707062","0.08309157192707062","1471","1471","1471","0.0663408562541008","0.0663408562541008","0.0663408562541008"
"245","1231","1231","1231","0.07518438994884491","0.07518438994884491","0.07518438994884491","1477","1477","1477","0.07501634210348129","0.07501634210348129","0.07501634210348129","1477","1477","1477","0.08378210663795471","0.08378210663795471","0.08378210663795471","1477","1477","1477","0.0717879980802536","0.0717879980802536","0.0717879980802536","1477","1477","1477","0.06889276951551437","0.06889276951551437","0.06889276951551437","1231","1231","1231","0.06863576918840408","0.06863576918840408","0.06863576918840408","1477","1477","1477","0.09681499004364014","0.09681499004364014","0.09681499004364014","1477","1477","1477","0.08840635418891907","0.08840635418891907","0.08840635418891907"
"246","1236","1236","1236","0.05505349487066269","0.05505349487066269","0.05505349487066269","1483","1483","1483","0.06935995817184448","0.06935995817184448","0.06935995817184448","1483","1483","1483","0.05988546088337898","0.05988546088337898","0.05988546088337898","1483","1483","1483","0.08785296976566315","0.08785296976566315","0.08785296976566315","1483","1483","1483","0.06607519835233688","0.06607519835233688","0.06607519835233688","1236","1236","1236","0.0705743134021759","0.0705743134021759","0.0705743134021759","1483","1483","1483","0.08032535016536713","0.08032535016536713","0.08032535016536713","1483","1483","1483","0.06673949956893921","0.06673949956893921","0.06673949956893921"
"247","1241","1241","1241","0.08037004619836807","0.08037004619836807","0.08037004619836807","1489","1489","1489","0.05783175677061081","0.05783175677061081","0.05783175677061081","1489","1489","1489","0.06413900852203369","0.06413900852203369","0.06413900852203369","1489","1489","1489","0.08638042211532593","0.08638042211532593","0.08638042211532593","1489","1489","1489","0.07865898311138153","0.07865898311138153","0.07865898311138153","1241","1241","1241","0.055018242448568344","0.055018242448568344","0.055018242448568344","1489","1489","1489","0.07968845218420029","0.07968845218420029","0.07968845218420029","1489","1489","1489","0.07337439060211182","0.07337439060211182","0.07337439060211182"
"248","1246","1246","1246","0.0752154290676117","0.0752154290676117","0.0752154290676117","1495","1495","1495","0.06042855605483055","0.06042855605483055","0.06042855605483055","1495","1495","1495","0.0665304958820343","0.0665304958820343","0.0665304958820343","1495","1495","1495","0.06393571943044662","0.06393571943044662","0.06393571943044662","1495","1495","1495","0.0908389613032341","0.0908389613032341","0.0908389613032341","1246","1246","1246","0.08583318442106247","0.08583318442106247","0.08583318442106247","1495","1495","1495","0.07815740257501602","0.07815740257501602","0.07815740257501602","1495","1495","1495","0.08376746624708176","0.08376746624708176","0.08376746624708176"
"249","1251","1251","1251","0.07301148027181625","0.07301148027181625","0.07301148027181625","1501","1501","1501","0.06637915968894958","0.06637915968894958","0.06637915968894958","1501","1501","1501","0.06625238060951233","0.06625238060951233","0.06625238060951233","1501","1501","1501","0.06056154891848564","0.06056154891848564","0.06056154891848564","1501","1501","1501","0.06673537194728851","0.06673537194728851","0.06673537194728851","1251","1251","1251","0.07056395709514618","0.07056395709514618","0.07056395709514618","1501","1501","1501","0.052578143775463104","0.052578143775463104","0.052578143775463104","1501","1501","1501","0.07330287992954254","0.07330287992954254","0.07330287992954254"
"250","1256","1256","1256","0.06435827910900116","0.06435827910900116","0.06435827910900116","1507","1507","1507","0.07027225196361542","0.07027225196361542","0.07027225196361542","1507","1507","1507","0.07157250493764877","0.07157250493764877","0.07157250493764877","1507","1507","1507","0.05729001760482788","0.05729001760482788","0.05729001760482788","1507","1507","1507","0.06162257492542267","0.06162257492542267","0.06162257492542267","1256","1256","1256","0.08673814684152603","0.08673814684152603","0.08673814684152603","1507","1507","1507","0.06827251613140106","0.06827251613140106","0.06827251613140106","1507","1507","1507","0.08084557950496674","0.08084557950496674","0.08084557950496674"
"251","1261","1261","1261","0.07150951027870178","0.07150951027870178","0.07150951027870178","1513","1513","1513","0.07842125743627548","0.07842125743627548","0.07842125743627548","1513","1513","1513","0.060504231601953506","0.060504231601953506","0.060504231601953506","1513","1513","1513","0.07587677985429764","0.07587677985429764","0.07587677985429764","1513","1513","1513","0.08170614391565323","0.08170614391565323","0.08170614391565323","1261","1261","1261","0.07575302571058273","0.07575302571058273","0.07575302571058273","1513","1513","1513","0.06902460008859634","0.06902460008859634","0.06902460008859634","1513","1513","1513","0.06449966132640839","0.06449966132640839","0.06449966132640839"
"252","1266","1266","1266","0.07500836998224258","0.07500836998224258","0.07500836998224258","1519","1519","1519","0.08326228708028793","0.08326228708028793","0.08326228708028793","1519","1519","1519","0.07707224786281586","0.07707224786281586","0.07707224786281586","1519","1519","1519","0.0729091465473175","0.0729091465473175","0.0729091465473175","1519","1519","1519","0.07232484221458435","0.07232484221458435","0.07232484221458435","1266","1266","1266","0.07242067158222198","0.07242067158222198","0.07242067158222198","1519","1519","1519","0.06654448062181473","0.06654448062181473","0.06654448062181473","1519","1519","1519","0.07784144580364227","0.07784144580364227","0.07784144580364227"
"253","1271","1271","1271","0.06543181091547012","0.06543181091547012","0.06543181091547012","1525","1525","1525","0.06650735437870026","0.06650735437870026","0.06650735437870026","1525","1525","1525","0.07042951881885529","0.07042951881885529","0.07042951881885529","1525","1525","1525","0.05548517405986786","0.05548517405986786","0.05548517405986786","1525","1525","1525","0.06308360397815704","0.06308360397815704","0.06308360397815704","1271","1271","1271","0.09761542826890945","0.09761542826890945","0.09761542826890945","1525","1525","1525","0.06903914362192154","0.06903914362192154","0.06903914362192154","1525","1525","1525","0.08320131152868271","0.08320131152868271","0.08320131152868271"
