"Evaluate/step_episode","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpOverCost","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpOverCost__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Evaluate/EpOverCost__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpOverCost","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpOverCost__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Evaluate/EpOverCost__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpOverCost","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpOverCost__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Evaluate/EpOverCost__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpOverCost","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpOverCost__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Evaluate/EpOverCost__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MIN","4070_rl_filter_2025-07-20_12-17-12 - Evaluate/EpOverCost__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"1249","0","0","0","25972","25972","25972","0","0","0","148755","148755","148755","0","0","0","148895","148895","148895","0","0","0","148627","148627","148627","0","0","0","148684","148684","148684"
"1250","0","0","0","25976","25976","25976","0","0","0","148759","148759","148759","0","0","0","148899","148899","148899","0","0","0","148631","148631","148631","0","0","0","148688","148688","148688"
"1251","0","0","0","26131","26131","26131","0","0","0","149795","149795","149795","0","0","0","149940","149940","149940","0","0","0","149667","149667","149667","0","0","0","149729","149729","149729"
"1252","0","0","0","26135","26135","26135","0","0","0","149799","149799","149799","0","0","0","149944","149944","149944","0","0","0","149671","149671","149671","0","0","0","149733","149733","149733"
"1253","0","0","0","26139","26139","26139","0","0","0","149803","149803","149803","0","0","0","149948","149948","149948","0","0","0","149675","149675","149675","0","0","0","149737","149737","149737"
"1254","0","0","0","26143","26143","26143","0","0","0","149807","149807","149807","0","0","0","149952","149952","149952","0","0","0","149679","149679","149679","0","0","0","149741","149741","149741"
"1255","0","0","0","26147","26147","26147","0","0","0","149811","149811","149811","0","0","0","149956","149956","149956","0","0","0","149683","149683","149683","0","0","0","149745","149745","149745"
"1256","0","0","0","26151","26151","26151","0","0","0","149815","149815","149815","0","0","0","149960","149960","149960","0","0","0","149687","149687","149687","0","0","0","149749","149749","149749"
"1257","0","0","0","26155","26155","26155","0","0","0","149819","149819","149819","0","0","0","149964","149964","149964","0","0","0","149691","149691","149691","0","0","0","149753","149753","149753"
"1258","0","0","0","26159","26159","26159","0","0","0","149823","149823","149823","0","0","0","149968","149968","149968","0","0","0","149695","149695","149695","0","0","0","149757","149757","149757"
"1259","0","0","0","26163","26163","26163","0","0","0","149827","149827","149827","0","0","0","149972","149972","149972","0","0","0","149699","149699","149699","0","0","0","149761","149761","149761"
"1260","0","0","0","26316","26316","26316","0","0","0","150873","150873","150873","0","0","0","151019","151019","151019","0","0","0","150746","150746","150746","0","0","0","150803","150803","150803"
"1261","0","0","0","26320","26320","26320","0","0","0","150877","150877","150877","0","0","0","151023","151023","151023","0","0","0","150750","150750","150750","0","0","0","150807","150807","150807"
"1262","0","0","0","26324","26324","26324","0","0","0","150881","150881","150881","0","0","0","151027","151027","151027","0","0","0","150754","150754","150754","0","0","0","150811","150811","150811"
"1263","0","0","0","26328","26328","26328","0","0","0","150885","150885","150885","0","0","0","151031","151031","151031","0","0","0","150758","150758","150758","0","0","0","150815","150815","150815"
"1264","0","0","0","26332","26332","26332","0","0","0","150889","150889","150889","0","0","0","151035","151035","151035","0","0","0","150762","150762","150762","0","0","0","150819","150819","150819"
"1265","0","0","0","26336","26336","26336","0","0","0","150893","150893","150893","0","0","0","151039","151039","151039","0","0","0","150766","150766","150766","0","0","0","150823","150823","150823"
"1266","0","0","0","26340","26340","26340","0","0","0","150897","150897","150897","0","0","0","151043","151043","151043","0","0","0","150770","150770","150770","0","0","0","150827","150827","150827"
"1267","0","0","0","26344","26344","26344","0","0","0","150901","150901","150901","0","0","0","151047","151047","151047","0","0","0","150774","150774","150774","0","0","0","150831","150831","150831"
"1268","0","0","0","26348","26348","26348","0","0","0","150905","150905","150905","0","0","0","151051","151051","151051","0","0","0","150778","150778","150778","0","0","0","150835","150835","150835"
"1269","0","0","0","26504","26504","26504","0","0","0","151942","151942","151942","0","0","0","152087","152087","152087","0","0","0","151814","151814","151814","0","0","0","151876","151876","151876"
"1270","0","0","0","26508","26508","26508","0","0","0","151946","151946","151946","0","0","0","152091","152091","152091","0","0","0","151818","151818","151818","0","0","0","151880","151880","151880"
"1271","0","0","0","26512","26512","26512","0","0","0","151950","151950","151950","0","0","0","152095","152095","152095","0","0","0","151822","151822","151822","0","0","0","151884","151884","151884"
"1272","0","0","0","26516","26516","26516","0","0","0","151954","151954","151954","0","0","0","152099","152099","152099","0","0","0","151826","151826","151826","0","0","0","151888","151888","151888"
"1273","0","0","0","26520","26520","26520","0","0","0","151958","151958","151958","0","0","0","152103","152103","152103","0","0","0","151830","151830","151830","0","0","0","151892","151892","151892"
"1274","0","0","0","26524","26524","26524","0","0","0","151962","151962","151962","0","0","0","152107","152107","152107","0","0","0","151834","151834","151834","0","0","0","151896","151896","151896"
"1275","0","0","0","26528","26528","26528","0","0","0","151966","151966","151966","0","0","0","152111","152111","152111","0","0","0","151838","151838","151838","0","0","0","151900","151900","151900"
"1276","0","0","0","26532","26532","26532","0","0","0","151970","151970","151970","0","0","0","152115","152115","152115","0","0","0","151842","151842","151842","0","0","0","151904","151904","151904"
"1277","0","0","0","26536","26536","26536","0","0","0","151974","151974","151974","0","0","0","152119","152119","152119","0","0","0","151846","151846","151846","0","0","0","151908","151908","151908"
"1278","0","0","0","26689","26689","26689","0","0","0","153010","153010","153010","0","0","0","153155","153155","153155","0","0","0","152888","152888","152888","0","0","0","152944","152944","152944"
"1279","0","0","0","26693","26693","26693","0","0","0","153014","153014","153014","0","0","0","153159","153159","153159","0","0","0","152892","152892","152892","0","0","0","152948","152948","152948"
"1280","0","0","0","26697","26697","26697","0","0","0","153018","153018","153018","0","0","0","153163","153163","153163","0","0","0","152896","152896","152896","0","0","0","152952","152952","152952"
"1281","0","0","0","26701","26701","26701","0","0","0","153022","153022","153022","0","0","0","153167","153167","153167","0","0","0","152900","152900","152900","0","0","0","152956","152956","152956"
"1282","0","0","0","26705","26705","26705","0","0","0","153026","153026","153026","0","0","0","153171","153171","153171","0","0","0","152904","152904","152904","0","0","0","152960","152960","152960"
"1283","0","0","0","26709","26709","26709","0","0","0","153030","153030","153030","0","0","0","153175","153175","153175","0","0","0","152908","152908","152908","0","0","0","152964","152964","152964"
"1284","0","0","0","26713","26713","26713","0","0","0","153034","153034","153034","0","0","0","153179","153179","153179","0","0","0","152912","152912","152912","0","0","0","152968","152968","152968"
"1285","0","0","0","26717","26717","26717","0","0","0","153038","153038","153038","0","0","0","153183","153183","153183","0","0","0","152916","152916","152916","0","0","0","152972","152972","152972"
"1286","0","0","0","26721","26721","26721","0","0","0","153042","153042","153042","0","0","0","153187","153187","153187","0","0","0","152920","152920","152920","0","0","0","152976","152976","152976"
"1287","0","0","0","26875","26875","26875","0","0","0","154078","154078","154078","0","0","0","154223","154223","154223","0","0","0","153957","153957","153957","0","0","0","154012","154012","154012"
"1288","0","0","0","26879","26879","26879","0","0","0","154082","154082","154082","0","0","0","154227","154227","154227","0","0","0","153961","153961","153961","0","0","0","154016","154016","154016"
"1289","0","0","0","26883","26883","26883","0","0","0","154086","154086","154086","0","0","0","154231","154231","154231","0","0","0","153965","153965","153965","0","0","0","154020","154020","154020"
"1290","0","0","0","26887","26887","26887","0","0","0","154090","154090","154090","0","0","0","154235","154235","154235","0","0","0","153969","153969","153969","0","0","0","154024","154024","154024"
"1291","0","0","0","26891","26891","26891","0","0","0","154094","154094","154094","0","0","0","154239","154239","154239","0","0","0","153973","153973","153973","0","0","0","154028","154028","154028"
"1292","0","0","0","26895","26895","26895","0","0","0","154098","154098","154098","0","0","0","154243","154243","154243","0","0","0","153977","153977","153977","0","0","0","154032","154032","154032"
"1293","0","0","0","26899","26899","26899","0","0","0","154102","154102","154102","0","0","0","154247","154247","154247","0","0","0","153981","153981","153981","0","0","0","154036","154036","154036"
"1294","0","0","0","26903","26903","26903","0","0","0","154106","154106","154106","0","0","0","154251","154251","154251","0","0","0","153985","153985","153985","0","0","0","154040","154040","154040"
"1295","0","0","0","26907","26907","26907","0","0","0","154110","154110","154110","0","0","0","154255","154255","154255","0","0","0","153989","153989","153989","0","0","0","154044","154044","154044"
"1296","0","0","0","27058","27058","27058","0","0","0","155146","155146","155146","0","0","0","155290","155290","155290","0","0","0","155030","155030","155030","0","0","0","155080","155080","155080"
"1297","0","0","0","27062","27062","27062","0","0","0","155150","155150","155150","0","0","0","155294","155294","155294","0","0","0","155034","155034","155034","0","0","0","155084","155084","155084"
"1298","0","0","0","27066","27066","27066","0","0","0","155154","155154","155154","0","0","0","155298","155298","155298","0","0","0","155038","155038","155038","0","0","0","155088","155088","155088"
"1299","0","0","0","27070","27070","27070","0","0","0","155158","155158","155158","0","0","0","155302","155302","155302","0","0","0","155042","155042","155042","0","0","0","155092","155092","155092"
"1300","0","0","0","27074","27074","27074","0","0","0","155162","155162","155162","0","0","0","155306","155306","155306","0","0","0","155046","155046","155046","0","0","0","155096","155096","155096"
"1301","0","0","0","27078","27078","27078","0","0","0","155166","155166","155166","0","0","0","155310","155310","155310","0","0","0","155050","155050","155050","0","0","0","155100","155100","155100"
"1302","0","0","0","27082","27082","27082","0","0","0","155170","155170","155170","0","0","0","155314","155314","155314","0","0","0","155054","155054","155054","0","0","0","155104","155104","155104"
"1303","0","0","0","27086","27086","27086","0","0","0","155174","155174","155174","0","0","0","155318","155318","155318","0","0","0","155058","155058","155058","0","0","0","155108","155108","155108"
"1304","0","0","0","27090","27090","27090","0","0","0","155178","155178","155178","0","0","0","155322","155322","155322","0","0","0","155062","155062","155062","0","0","0","155112","155112","155112"
"1305","0","0","0","27250","27250","27250","0","0","0","156215","156215","156215","0","0","0","156358","156358","156358","0","0","0","156103","156103","156103","0","0","0","156148","156148","156148"
"1306","0","0","0","27254","27254","27254","0","0","0","156219","156219","156219","0","0","0","156362","156362","156362","0","0","0","156107","156107","156107","0","0","0","156152","156152","156152"
"1307","0","0","0","27258","27258","27258","0","0","0","156223","156223","156223","0","0","0","156366","156366","156366","0","0","0","156111","156111","156111","0","0","0","156156","156156","156156"
"1308","0","0","0","27262","27262","27262","0","0","0","156227","156227","156227","0","0","0","156370","156370","156370","0","0","0","156115","156115","156115","0","0","0","156160","156160","156160"
"1309","0","0","0","27266","27266","27266","0","0","0","156231","156231","156231","0","0","0","156374","156374","156374","0","0","0","156119","156119","156119","0","0","0","156164","156164","156164"
"1310","0","0","0","27270","27270","27270","0","0","0","156235","156235","156235","0","0","0","156378","156378","156378","0","0","0","156123","156123","156123","0","0","0","156168","156168","156168"
"1311","0","0","0","27274","27274","27274","0","0","0","156239","156239","156239","0","0","0","156382","156382","156382","0","0","0","156127","156127","156127","0","0","0","156172","156172","156172"
"1312","0","0","0","27278","27278","27278","0","0","0","156243","156243","156243","0","0","0","156386","156386","156386","0","0","0","156131","156131","156131","0","0","0","156176","156176","156176"
"1313","0","0","0","27282","27282","27282","0","0","0","156247","156247","156247","0","0","0","156390","156390","156390","0","0","0","156135","156135","156135","0","0","0","156180","156180","156180"
"1314","0","0","0","27437","27437","27437","0","0","0","157288","157288","157288","0","0","0","157426","157426","157426","0","0","0","157172","157172","157172","0","0","0","157217","157217","157217"
"1315","0","0","0","27441","27441","27441","0","0","0","157292","157292","157292","0","0","0","157430","157430","157430","0","0","0","157176","157176","157176","0","0","0","157221","157221","157221"
"1316","0","0","0","27445","27445","27445","0","0","0","157296","157296","157296","0","0","0","157434","157434","157434","0","0","0","157180","157180","157180","0","0","0","157225","157225","157225"
"1317","0","0","0","27449","27449","27449","0","0","0","157300","157300","157300","0","0","0","157438","157438","157438","0","0","0","157184","157184","157184","3","3","3","157229","157229","157229"
"1318","0","0","0","27453","27453","27453","0","0","0","157304","157304","157304","0","0","0","157442","157442","157442","0","0","0","157188","157188","157188","0","0","0","157233","157233","157233"
"1319","0","0","0","27457","27457","27457","0","0","0","157308","157308","157308","0","0","0","157446","157446","157446","0","0","0","157192","157192","157192","0","0","0","157237","157237","157237"
"1320","0","0","0","27461","27461","27461","0","0","0","157312","157312","157312","0","0","0","157450","157450","157450","0","0","0","157196","157196","157196","0","0","0","157241","157241","157241"
"1321","0","0","0","27465","27465","27465","0","0","0","157316","157316","157316","0","0","0","157454","157454","157454","0","0","0","157200","157200","157200","0","0","0","157245","157245","157245"
"1322","0","0","0","27469","27469","27469","0","0","0","157320","157320","157320","0","0","0","157458","157458","157458","0","0","0","157204","157204","157204","0","0","0","157249","157249","157249"
"1323","0","0","0","27624","27624","27624","0","0","0","158355","158355","158355","0","0","0","158494","158494","158494","0","0","0","158240","158240","158240","0","0","0","158284","158284","158284"
"1324","0","0","0","27628","27628","27628","0","0","0","158359","158359","158359","0","0","0","158498","158498","158498","0","0","0","158244","158244","158244","0","0","0","158288","158288","158288"
"1325","0","0","0","27632","27632","27632","0","0","0","158363","158363","158363","0","0","0","158502","158502","158502","0","0","0","158248","158248","158248","0","0","0","158292","158292","158292"
"1326","0","0","0","27636","27636","27636","0","0","0","158367","158367","158367","0","0","0","158506","158506","158506","0","0","0","158252","158252","158252","0","0","0","158296","158296","158296"
"1327","0","0","0","27640","27640","27640","0","0","0","158371","158371","158371","0","0","0","158510","158510","158510","0","0","0","158256","158256","158256","0","0","0","158300","158300","158300"
"1328","0","0","0","27644","27644","27644","0","0","0","158375","158375","158375","0","0","0","158514","158514","158514","0","0","0","158260","158260","158260","0","0","0","158304","158304","158304"
"1329","0","0","0","27648","27648","27648","0","0","0","158379","158379","158379","0","0","0","158518","158518","158518","0","0","0","158264","158264","158264","0","0","0","158308","158308","158308"
"1330","0","0","0","27652","27652","27652","0","0","0","158383","158383","158383","0","0","0","158522","158522","158522","0","0","0","158268","158268","158268","0","0","0","158312","158312","158312"
"1331","0","0","0","27656","27656","27656","0","0","0","158387","158387","158387","0","0","0","158526","158526","158526","0","0","0","158272","158272","158272","0","0","0","158316","158316","158316"
"1332","0","0","0","27812","27812","27812","0","0","0","159428","159428","159428","0","0","0","159562","159562","159562","0","0","0","159314","159314","159314","0","0","0","159357","159357","159357"
"1333","0","0","0","27816","27816","27816","0","0","0","159432","159432","159432","0","0","0","159566","159566","159566","0","0","0","159318","159318","159318","0","0","0","159361","159361","159361"
"1334","0","0","0","27820","27820","27820","0","0","0","159436","159436","159436","0","0","0","159570","159570","159570","0","0","0","159322","159322","159322","0","0","0","159365","159365","159365"
"1335","0","0","0","27824","27824","27824","0","0","0","159440","159440","159440","0","0","0","159574","159574","159574","0","0","0","159326","159326","159326","0","0","0","159369","159369","159369"
"1336","0","0","0","27828","27828","27828","0","0","0","159444","159444","159444","0","0","0","159578","159578","159578","0","0","0","159330","159330","159330","0","0","0","159373","159373","159373"
"1337","0","0","0","27832","27832","27832","0","0","0","159448","159448","159448","0","0","0","159582","159582","159582","0","0","0","159334","159334","159334","0","0","0","159377","159377","159377"
"1338","0","0","0","27836","27836","27836","0","0","0","159452","159452","159452","0","0","0","159586","159586","159586","0","0","0","159338","159338","159338","0","0","0","159381","159381","159381"
"1339","0","0","0","27840","27840","27840","0","0","0","159456","159456","159456","0","0","0","159590","159590","159590","0","0","0","159342","159342","159342","0","0","0","159385","159385","159385"
"1340","0","0","0","27844","27844","27844","0","0","0","159460","159460","159460","0","0","0","159594","159594","159594","0","0","0","159346","159346","159346","0","0","0","159389","159389","159389"
"1341","2","2","2","28004","28004","28004","0","0","0","160496","160496","160496","0","0","0","160635","160635","160635","0","0","0","160387","160387","160387","0","0","0","160425","160425","160425"
"1342","0","0","0","28008","28008","28008","0","0","0","160500","160500","160500","0","0","0","160639","160639","160639","0","0","0","160391","160391","160391","0","0","0","160429","160429","160429"
"1343","0","0","0","28012","28012","28012","0","0","0","160504","160504","160504","0","0","0","160643","160643","160643","0","0","0","160395","160395","160395","0","0","0","160433","160433","160433"
"1344","0","0","0","28016","28016","28016","0","0","0","160508","160508","160508","0","0","0","160647","160647","160647","0","0","0","160399","160399","160399","0","0","0","160437","160437","160437"
"1345","0","0","0","28020","28020","28020","0","0","0","160512","160512","160512","0","0","0","160651","160651","160651","0","0","0","160403","160403","160403","0","0","0","160441","160441","160441"
"1346","0","0","0","28024","28024","28024","0","0","0","160516","160516","160516","0","0","0","160655","160655","160655","0","0","0","160407","160407","160407","0","0","0","160445","160445","160445"
"1347","0","0","0","28028","28028","28028","0","0","0","160520","160520","160520","0","0","0","160659","160659","160659","0","0","0","160411","160411","160411","0","0","0","160449","160449","160449"
"1348","0","0","0","28032","28032","28032","0","0","0","160524","160524","160524","0","0","0","160663","160663","160663","0","0","0","160415","160415","160415","0","0","0","160453","160453","160453"
"1349","0","0","0","28036","28036","28036","0","0","0","160528","160528","160528","0","0","0","160667","160667","160667","0","0","0","160419","160419","160419","0","0","0","160457","160457","160457"
"1350","0","0","0","28188","28188","28188","0","0","0","161569","161569","161569","0","0","0","161703","161703","161703","0","0","0","161455","161455","161455","0","0","0","161493","161493","161493"
"1351","0","0","0","28192","28192","28192","0","0","0","161573","161573","161573","0","0","0","161707","161707","161707","0","0","0","161459","161459","161459","0","0","0","161497","161497","161497"
"1352","0","0","0","28196","28196","28196","0","0","0","161577","161577","161577","0","0","0","161711","161711","161711","0","0","0","161463","161463","161463","0","0","0","161501","161501","161501"
"1353","0","0","0","28200","28200","28200","0","0","0","161581","161581","161581","0","0","0","161715","161715","161715","0","0","0","161467","161467","161467","0","0","0","161505","161505","161505"
"1354","0","0","0","28204","28204","28204","0","0","0","161585","161585","161585","0","0","0","161719","161719","161719","0","0","0","161471","161471","161471","0","0","0","161509","161509","161509"
"1355","0","0","0","28208","28208","28208","0","0","0","161589","161589","161589","0","0","0","161723","161723","161723","0","0","0","161475","161475","161475","0","0","0","161513","161513","161513"
"1356","0","0","0","28212","28212","28212","0","0","0","161593","161593","161593","0","0","0","161727","161727","161727","0","0","0","161479","161479","161479","0","0","0","161517","161517","161517"
"1357","0","0","0","28216","28216","28216","0","0","0","161597","161597","161597","0","0","0","161731","161731","161731","0","0","0","161483","161483","161483","0","0","0","161521","161521","161521"
"1358","0","0","0","28220","28220","28220","0","0","0","161601","161601","161601","0","0","0","161735","161735","161735","0","0","0","161487","161487","161487","0","0","0","161525","161525","161525"
"1359","0","0","0","28373","28373","28373","0","0","0","162637","162637","162637","0","0","0","162777","162777","162777","0","0","0","162528","162528","162528","0","0","0","162561","162561","162561"
"1360","0","0","0","28377","28377","28377","0","0","0","162641","162641","162641","0","0","0","162781","162781","162781","0","0","0","162532","162532","162532","0","0","0","162565","162565","162565"
"1361","0","0","0","28381","28381","28381","0","0","0","162645","162645","162645","0","0","0","162785","162785","162785","0","0","0","162536","162536","162536","0","0","0","162569","162569","162569"
"1362","0","0","0","28385","28385","28385","0","0","0","162649","162649","162649","0","0","0","162789","162789","162789","0","0","0","162540","162540","162540","0","0","0","162573","162573","162573"
"1363","0","0","0","28389","28389","28389","0","0","0","162653","162653","162653","0","0","0","162793","162793","162793","0","0","0","162544","162544","162544","0","0","0","162577","162577","162577"
"1364","0","0","0","28393","28393","28393","0","0","0","162657","162657","162657","0","0","0","162797","162797","162797","0","0","0","162548","162548","162548","0","0","0","162581","162581","162581"
"1365","0","0","0","28397","28397","28397","0","0","0","162661","162661","162661","0","0","0","162801","162801","162801","0","0","0","162552","162552","162552","0","0","0","162585","162585","162585"
"1366","0","0","0","28401","28401","28401","0","0","0","162665","162665","162665","0","0","0","162805","162805","162805","0","0","0","162556","162556","162556","0","0","0","162589","162589","162589"
"1367","0","0","0","28405","28405","28405","0","0","0","162669","162669","162669","0","0","0","162809","162809","162809","0","0","0","162560","162560","162560","0","0","0","162593","162593","162593"
"1368","0","0","0","28556","28556","28556","0","0","0","163704","163704","163704","0","0","0","163845","163845","163845","0","0","0","163596","163596","163596","0","0","0","163635","163635","163635"
"1369","0","0","0","28560","28560","28560","0","0","0","163708","163708","163708","0","0","0","163849","163849","163849","0","0","0","163600","163600","163600","0","0","0","163639","163639","163639"
"1370","0","0","0","28564","28564","28564","0","0","0","163712","163712","163712","0","0","0","163853","163853","163853","0","0","0","163604","163604","163604","0","0","0","163643","163643","163643"
"1371","0","0","0","28568","28568","28568","0","0","0","163716","163716","163716","0","0","0","163857","163857","163857","0","0","0","163608","163608","163608","0","0","0","163647","163647","163647"
"1372","0","0","0","28572","28572","28572","0","0","0","163720","163720","163720","0","0","0","163861","163861","163861","0","0","0","163612","163612","163612","0","0","0","163651","163651","163651"
"1373","0","0","0","28576","28576","28576","0","0","0","163724","163724","163724","0","0","0","163865","163865","163865","0","0","0","163616","163616","163616","0","0","0","163655","163655","163655"
"1374","0","0","0","28580","28580","28580","0","0","0","163728","163728","163728","0","0","0","163869","163869","163869","0","0","0","163620","163620","163620","0","0","0","163659","163659","163659"
"1375","0","0","0","28584","28584","28584","0","0","0","163732","163732","163732","0","0","0","163873","163873","163873","0","0","0","163624","163624","163624","0","0","0","163663","163663","163663"
"1376","0","0","0","28588","28588","28588","0","0","0","163736","163736","163736","0","0","0","163877","163877","163877","0","0","0","163628","163628","163628","0","0","0","163667","163667","163667"
"1377","0","0","0","28749","28749","28749","0","0","0","164778","164778","164778","0","0","0","164918","164918","164918","0","0","0","164665","164665","164665","0","0","0","164702","164702","164702"
"1378","0","0","0","28753","28753","28753","0","0","0","164782","164782","164782","0","0","0","164922","164922","164922","0","0","0","164669","164669","164669","0","0","0","164706","164706","164706"
"1379","0","0","0","28757","28757","28757","0","0","0","164786","164786","164786","0","0","0","164926","164926","164926","0","0","0","164673","164673","164673","0","0","0","164710","164710","164710"
"1380","0","0","0","28761","28761","28761","0","0","0","164790","164790","164790","0","0","0","164930","164930","164930","0","0","0","164677","164677","164677","0","0","0","164714","164714","164714"
"1381","0","0","0","28765","28765","28765","0","0","0","164794","164794","164794","0","0","0","164934","164934","164934","0","0","0","164681","164681","164681","0","0","0","164718","164718","164718"
"1382","0","0","0","28769","28769","28769","0","0","0","164798","164798","164798","0","0","0","164938","164938","164938","0","0","0","164685","164685","164685","0","0","0","164722","164722","164722"
"1383","0","0","0","28773","28773","28773","0","0","0","164802","164802","164802","0","0","0","164942","164942","164942","0","0","0","164689","164689","164689","0","0","0","164726","164726","164726"
"1384","0","0","0","28777","28777","28777","0","0","0","164806","164806","164806","0","0","0","164946","164946","164946","0","0","0","164693","164693","164693","0","0","0","164730","164730","164730"
"1385","0","0","0","28781","28781","28781","0","0","0","164810","164810","164810","0","0","0","164950","164950","164950","0","0","0","164697","164697","164697","0","0","0","164734","164734","164734"
"1386","0","0","0","28938","28938","28938","0","0","0","165846","165846","165846","0","0","0","165991","165991","165991","0","0","0","165738","165738","165738","0","0","0","165770","165770","165770"
"1387","0","0","0","28942","28942","28942","0","0","0","165850","165850","165850","0","0","0","165995","165995","165995","0","0","0","165742","165742","165742","0","0","0","165774","165774","165774"
"1388","0","0","0","28946","28946","28946","0","0","0","165854","165854","165854","0","0","0","165999","165999","165999","0","0","0","165746","165746","165746","0","0","0","165778","165778","165778"
"1389","0","0","0","28950","28950","28950","0","0","0","165858","165858","165858","0","0","0","166003","166003","166003","0","0","0","165750","165750","165750","0","0","0","165782","165782","165782"
"1390","0","0","0","28954","28954","28954","0","0","0","165862","165862","165862","0","0","0","166007","166007","166007","0","0","0","165754","165754","165754","0","0","0","165786","165786","165786"
"1391","0","0","0","28958","28958","28958","0","0","0","165866","165866","165866","0","0","0","166011","166011","166011","0","0","0","165758","165758","165758","0","0","0","165790","165790","165790"
"1392","0","0","0","28962","28962","28962","0","0","0","165870","165870","165870","0","0","0","166015","166015","166015","0","0","0","165762","165762","165762","0","0","0","165794","165794","165794"
"1393","0","0","0","28966","28966","28966","0","0","0","165874","165874","165874","0","0","0","166019","166019","166019","0","0","0","165766","165766","165766","0","0","0","165798","165798","165798"
"1394","0","0","0","28970","28970","28970","0","0","0","165878","165878","165878","0","0","0","166023","166023","166023","0","0","0","165770","165770","165770","0","0","0","165802","165802","165802"
"1395","0","0","0","29125","29125","29125","0","0","0","166914","166914","166914","0","0","0","167059","167059","167059","0","0","0","166806","166806","166806","0","0","0","166844","166844","166844"
"1396","0","0","0","29129","29129","29129","0","0","0","166918","166918","166918","0","0","0","167063","167063","167063","0","0","0","166810","166810","166810","0","0","0","166848","166848","166848"
"1397","0","0","0","29133","29133","29133","0","0","0","166922","166922","166922","0","0","0","167067","167067","167067","0","0","0","166814","166814","166814","0","0","0","166852","166852","166852"
"1398","0","0","0","29137","29137","29137","0","0","0","166926","166926","166926","0","0","0","167071","167071","167071","0","0","0","166818","166818","166818","0","0","0","166856","166856","166856"
"1399","0","0","0","29141","29141","29141","0","0","0","166930","166930","166930","0","0","0","167075","167075","167075","0","0","0","166822","166822","166822","0","0","0","166860","166860","166860"
"1400","0","0","0","29145","29145","29145","0","0","0","166934","166934","166934","0","0","0","167079","167079","167079","0","0","0","166826","166826","166826","0","0","0","166864","166864","166864"
"1401","0","0","0","29149","29149","29149","0","0","0","166938","166938","166938","0","0","0","167083","167083","167083","0","0","0","166830","166830","166830","0","0","0","166868","166868","166868"
"1402","0","0","0","29153","29153","29153","0","0","0","166942","166942","166942","0","0","0","167087","167087","167087","0","0","0","166834","166834","166834","0","0","0","166872","166872","166872"
"1403","0","0","0","29157","29157","29157","0","0","0","166946","166946","166946","0","0","0","167091","167091","167091","0","0","0","166838","166838","166838","0","0","0","166876","166876","166876"
"1404","0","0","0","29314","29314","29314","0","0","0","167988","167988","167988","0","0","0","168128","168128","168128","0","0","0","167874","167874","167874","0","0","0","167912","167912","167912"
"1405","0","0","0","29318","29318","29318","0","0","0","167992","167992","167992","0","0","0","168132","168132","168132","0","0","0","167878","167878","167878","0","0","0","167916","167916","167916"
"1406","0","0","0","29322","29322","29322","0","0","0","167996","167996","167996","0","0","0","168136","168136","168136","0","0","0","167882","167882","167882","0","0","0","167920","167920","167920"
"1407","0","0","0","29326","29326","29326","0","0","0","168000","168000","168000","0","0","0","168140","168140","168140","0","0","0","167886","167886","167886","0","0","0","167924","167924","167924"
"1408","0","0","0","29330","29330","29330","0","0","0","168004","168004","168004","0","0","0","168144","168144","168144","0","0","0","167890","167890","167890","0","0","0","167928","167928","167928"
"1409","0","0","0","29334","29334","29334","0","0","0","168008","168008","168008","0","0","0","168148","168148","168148","0","0","0","167894","167894","167894","0","0","0","167932","167932","167932"
