"Train/step","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MIN","rl_filter_mlp_2025-12-07_21-13-48 - Train/Mrewards__MAX","rl_filter_mlp_2025-12-07_21-13-48 - _step","rl_filter_mlp_2025-12-07_21-13-48 - _step__MIN","rl_filter_mlp_2025-12-07_21-13-48 - _step__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - Train/Mrewards__MAX","rl_filter_no_dueling_2025-11-29_18-11-35 - _step","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MIN","rl_filter_no_dueling_2025-11-29_18-11-35 - _step__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - Train/Mrewards__MAX","rl_filter_selfattn_2025-11-26_16-56-20 - _step","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MIN","rl_filter_selfattn_2025-11-26_16-56-20 - _step__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - Train/Mrewards__MAX","rl_filter_no_noisy_2025-11-25_15-04-29 - _step","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MIN","rl_filter_no_noisy_2025-11-25_15-04-29 - _step__MAX","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MIN","4070_rl_filter_2025-07-20_12-17-12 - Train/Mrewards__MAX","4070_rl_filter_2025-07-20_12-17-12 - _step","4070_rl_filter_2025-07-20_12-17-12 - _step__MIN","4070_rl_filter_2025-07-20_12-17-12 - _step__MAX"
"1332612","-17.793264389038086","-17.793264389038086","-17.793264389038086","25750","25750","25750","","","","","","","","","","","","","","","","","","","","","","","",""
"1332693","","","","","","","","","","","","","1.3625441789627075","1.3625441789627075","1.3625441789627075","104004","104004","104004","","","","","","","","","","","",""
"1332825","","","","","","","","","","","","","","","","","","","","","","","","","1.4746400117874146","1.4746400117874146","1.4746400117874146","109807","109807","109807"
"1332920","","","","","","","","","","","","","","","","","","","1.405433177947998","1.405433177947998","1.405433177947998","110950","110950","110950","","","","","",""
"1332961","","","","","","","1.4076287746429443","1.4076287746429443","1.4076287746429443","108347","108347","108347","","","","","","","","","","","","","","","","","",""
"1333003","","","","","","","","","","","","","1.2699743509292603","1.2699743509292603","1.2699743509292603","104030","104030","104030","","","","","","","","","","","",""
"1333135","","","","","","","","","","","","","","","","","","","","","","","","","1.3846566677093506","1.3846566677093506","1.3846566677093506","109832","109832","109832"
"1333230","","","","","","","","","","","","","","","","","","","1.3214677572250366","1.3214677572250366","1.3214677572250366","110976","110976","110976","","","","","",""
"1333271","","","","","","","1.4540990591049194","1.4540990591049194","1.4540990591049194","108373","108373","108373","","","","","","","","","","","","","","","","","",""
"1333313","","","","","","","","","","","","","1.2234485149383545","1.2234485149383545","1.2234485149383545","104056","104056","104056","","","","","","","","","","","",""
"1333445","","","","","","","","","","","","","","","","","","","","","","","","","1.3457671403884888","1.3457671403884888","1.3457671403884888","109858","109858","109858"
"1333540","","","","","","","","","","","","","","","","","","","1.2296111583709717","1.2296111583709717","1.2296111583709717","111001","111001","111001","","","","","",""
"1333581","","","","","","","1.4766947031021118","1.4766947031021118","1.4766947031021118","108398","108398","108398","","","","","","","","","","","","","","","","","",""
"1333623","","","","","","","","","","","","","1.1821534633636475","1.1821534633636475","1.1821534633636475","104082","104082","104082","","","","","","","","","","","",""
"1333755","","","","","","","","","","","","","","","","","","","","","","","","","1.2854467630386353","1.2854467630386353","1.2854467630386353","109884","109884","109884"
"1333850","","","","","","","","","","","","","","","","","","","1.234579086303711","1.234579086303711","1.234579086303711","111027","111027","111027","","","","","",""
"1333891","","","","","","","1.5321388244628906","1.5321388244628906","1.5321388244628906","108424","108424","108424","","","","","","","","","","","","","","","","","",""
"1333933","","","","","","","","","","","","","1.152038335800171","1.152038335800171","1.152038335800171","104107","104107","104107","","","","","","","","","","","",""
"1334065","","","","","","","","","","","","","","","","","","","","","","","","","1.231006383895874","1.231006383895874","1.231006383895874","109910","109910","109910"
"1334160","","","","","","","","","","","","","","","","","","","1.2702598571777344","1.2702598571777344","1.2702598571777344","111053","111053","111053","","","","","",""
"1334201","","","","","","","1.5456475019454956","1.5456475019454956","1.5456475019454956","108450","108450","108450","","","","","","","","","","","","","","","","","",""
"1334243","","","","","","","","","","","","","1.1938294172286987","1.1938294172286987","1.1938294172286987","104133","104133","104133","","","","","","","","","","","",""
"1334375","","","","","","","","","","","","","","","","","","","","","","","","","1.2739298343658447","1.2739298343658447","1.2739298343658447","109935","109935","109935"
"1334470","","","","","","","","","","","","","","","","","","","1.3056801557540894","1.3056801557540894","1.3056801557540894","111079","111079","111079","","","","","",""
"1334511","","","","","","","1.620286464691162","1.620286464691162","1.620286464691162","108476","108476","108476","","","","","","","","","","","","","","","","","",""
"1334553","","","","","","","","","","","","","1.2462013959884644","1.2462013959884644","1.2462013959884644","104159","104159","104159","","","","","","","","","","","",""
"1334685","","","","","","","","","","","","","","","","","","","","","","","","","1.3057498931884766","1.3057498931884766","1.3057498931884766","109961","109961","109961"
"1334772","-17.90401268005371","-17.90401268005371","-17.90401268005371","25817","25817","25817","","","","","","","","","","","","","","","","","","","","","","","",""
"1334780","","","","","","","","","","","","","","","","","","","1.3738465309143066","1.3738465309143066","1.3738465309143066","111104","111104","111104","","","","","",""
"1334821","","","","","","","1.4857648611068726","1.4857648611068726","1.4857648611068726","108502","108502","108502","","","","","","","","","","","","","","","","","",""
"1334863","","","","","","","","","","","","","1.3042185306549072","1.3042185306549072","1.3042185306549072","104185","104185","104185","","","","","","","","","","","",""
"1334995","","","","","","","","","","","","","","","","","","","","","","","","","1.3592828512191772","1.3592828512191772","1.3592828512191772","109987","109987","109987"
"1335090","","","","","","","","","","","","","","","","","","","1.4013744592666626","1.4013744592666626","1.4013744592666626","111130","111130","111130","","","","","",""
"1335131","","","","","","","1.4484004974365234","1.4484004974365234","1.4484004974365234","108527","108527","108527","","","","","","","","","","","","","","","","","",""
"1335173","","","","","","","","","","","","","1.3467044830322266","1.3467044830322266","1.3467044830322266","104210","104210","104210","","","","","","","","","","","",""
"1335305","","","","","","","","","","","","","","","","","","","","","","","","","1.3858833312988281","1.3858833312988281","1.3858833312988281","110013","110013","110013"
"1335400","","","","","","","","","","","","","","","","","","","1.4854387044906616","1.4854387044906616","1.4854387044906616","111192","111192","111192","","","","","",""
"1335441","","","","","","","1.3877558708190918","1.3877558708190918","1.3877558708190918","108553","108553","108553","","","","","","","","","","","","","","","","","",""
"1335483","","","","","","","","","","","","","1.4752731323242188","1.4752731323242188","1.4752731323242188","104236","104236","104236","","","","","","","","","","","",""
"1335615","","","","","","","","","","","","","","","","","","","","","","","","","1.4723364114761353","1.4723364114761353","1.4723364114761353","110039","110039","110039"
"1335710","","","","","","","","","","","","","","","","","","","1.543964147567749","1.543964147567749","1.543964147567749","111218","111218","111218","","","","","",""
"1335751","","","","","","","1.372546911239624","1.372546911239624","1.372546911239624","108579","108579","108579","","","","","","","","","","","","","","","","","",""
"1335791","","","","","","","1.3404613733291626","1.3404613733291626","1.3404613733291626","108586","108586","108586","","","","","","","","","","","","","","","","","",""
"1335793","","","","","","","","","","","","","1.358780026435852","1.358780026435852","1.358780026435852","104262","104262","104262","","","","","","","","","","","",""
"1335925","","","","","","","","","","","","","","","","","","","","","","","","","1.3471758365631104","1.3471758365631104","1.3471758365631104","110064","110064","110064"
"1336020","","","","","","","","","","","","","","","","","","","1.4867630004882812","1.4867630004882812","1.4867630004882812","111244","111244","111244","","","","","",""
"1336101","","","","","","","1.3660733699798584","1.3660733699798584","1.3660733699798584","108612","108612","108612","","","","","","","","","","","","","","","","","",""
"1336103","","","","","","","","","","","","","1.3354063034057617","1.3354063034057617","1.3354063034057617","104288","104288","104288","","","","","","","","","","","",""
"1336235","","","","","","","","","","","","","","","","","","","","","","","","","1.3134994506835938","1.3134994506835938","1.3134994506835938","110090","110090","110090"
"1336330","","","","","","","","","","","","","","","","","","","1.354648232460022","1.354648232460022","1.354648232460022","111269","111269","111269","","","","","",""
"1336411","","","","","","","1.3831335306167603","1.3831335306167603","1.3831335306167603","108638","108638","108638","","","","","","","","","","","","","","","","","",""
"1336413","","","","","","","","","","","","","1.2337318658828735","1.2337318658828735","1.2337318658828735","104314","104314","104314","","","","","","","","","","","",""
"1336545","","","","","","","","","","","","","","","","","","","","","","","","","1.2251434326171875","1.2251434326171875","1.2251434326171875","110116","110116","110116"
"1336721","","","","","","","1.4752552509307861","1.4752552509307861","1.4752552509307861","108663","108663","108663","","","","","","","","","","","","","","","","","",""
"1336743","","","","","","","","","","","","","1.297749400138855","1.297749400138855","1.297749400138855","104339","104339","104339","","","","","","","","","","","",""
"1336840","","","","","","","","","","","","","","","","","","","1.5429723262786865","1.5429723262786865","1.5429723262786865","111296","111296","111296","","","","","",""
"1336855","","","","","","","","","","","","","","","","","","","","","","","","","1.207518219947815","1.207518219947815","1.207518219947815","110142","110142","110142"
"1337031","","","","","","","1.5494773387908936","1.5494773387908936","1.5494773387908936","108689","108689","108689","","","","","","","","","","","","","","","","","",""
"1337053","","","","","","","","","","","","","1.320822834968567","1.320822834968567","1.320822834968567","104365","104365","104365","","","","","","","","","","","",""
"1337150","","","","","","","","","","","","","","","","","","","1.552939772605896","1.552939772605896","1.552939772605896","111321","111321","111321","","","","","",""
"1337165","","","","","","","","","","","","","","","","","","","","","","","","","1.2695271968841553","1.2695271968841553","1.2695271968841553","110204","110204","110204"
"1337341","","","","","","","1.4250472784042358","1.4250472784042358","1.4250472784042358","108715","108715","108715","","","","","","","","","","","","","","","","","",""
"1337363","","","","","","","","","","","","","1.3605812788009644","1.3605812788009644","1.3605812788009644","104391","104391","104391","","","","","","","","","","","",""
"1337460","","","","","","","","","","","","","","","","","","","1.5573334693908691","1.5573334693908691","1.5573334693908691","111347","111347","111347","","","","","",""
"1337462","-18.421472549438477","-18.421472549438477","-18.421472549438477","25849","25849","25849","","","","","","","","","","","","","","","","","","","","","","","",""
"1337475","","","","","","","","","","","","","","","","","","","","","","","","","1.303283452987671","1.303283452987671","1.303283452987671","110230","110230","110230"
"1337651","","","","","","","1.3600335121154785","1.3600335121154785","1.3600335121154785","108741","108741","108741","","","","","","","","","","","","","","","","","",""
"1337673","","","","","","","","","","","","","1.3437949419021606","1.3437949419021606","1.3437949419021606","104417","104417","104417","","","","","","","","","","","",""
"1337770","","","","","","","","","","","","","","","","","","","1.5756356716156006","1.5756356716156006","1.5756356716156006","111373","111373","111373","","","","","",""
"1337785","","","","","","","","","","","","","","","","","","","","","","","","","1.3810516595840454","1.3810516595840454","1.3810516595840454","110256","110256","110256"
"1337961","","","","","","","1.2926952838897705","1.2926952838897705","1.2926952838897705","108766","108766","108766","","","","","","","","","","","","","","","","","",""
"1337983","","","","","","","","","","","","","1.374243140220642","1.374243140220642","1.374243140220642","104442","104442","104442","","","","","","","","","","","",""
"1338080","","","","","","","","","","","","","","","","","","","1.5864192247390747","1.5864192247390747","1.5864192247390747","111399","111399","111399","","","","","",""
"1338095","","","","","","","","","","","","","","","","","","","","","","","","","1.4078072309494019","1.4078072309494019","1.4078072309494019","110282","110282","110282"
"1338271","","","","","","","1.3089513778686523","1.3089513778686523","1.3089513778686523","108792","108792","108792","","","","","","","","","","","","","","","","","",""
"1338293","","","","","","","","","","","","","1.4530478715896606","1.4530478715896606","1.4530478715896606","104468","104468","104468","","","","","","","","","","","",""
"1338390","","","","","","","","","","","","","","","","","","","1.6414943933486938","1.6414943933486938","1.6414943933486938","111424","111424","111424","","","","","",""
"1338415","","","","","","","","","","","","","","","","","","","","","","","","","1.4754188060760498","1.4754188060760498","1.4754188060760498","110308","110308","110308"
"1338581","","","","","","","1.3384838104248047","1.3384838104248047","1.3384838104248047","108818","108818","108818","","","","","","","","","","","","","","","","","",""
"1338603","","","","","","","","","","","","","1.309088110923767","1.309088110923767","1.309088110923767","104494","104494","104494","","","","","","","","","","","",""
"1338700","","","","","","","","","","","","","","","","","","","1.508480191230774","1.508480191230774","1.508480191230774","111450","111450","111450","","","","","",""
"1338725","","","","","","","","","","","","","","","","","","","","","","","","","1.3661396503448486","1.3661396503448486","1.3661396503448486","110333","110333","110333"
"1338891","","","","","","","1.3671942949295044","1.3671942949295044","1.3671942949295044","108844","108844","108844","","","","","","","","","","","","","","","","","",""
"1338913","","","","","","","","","","","","","1.28080415725708","1.28080415725708","1.28080415725708","104520","104520","104520","","","","","","","","","","","",""
"1339010","","","","","","","","","","","","","","","","","","","1.4607429504394531","1.4607429504394531","1.4607429504394531","111476","111476","111476","","","","","",""
"1339035","","","","","","","","","","","","","","","","","","","","","","","","","1.3543719053268433","1.3543719053268433","1.3543719053268433","110359","110359","110359"
"1339201","","","","","","","1.4076119661331177","1.4076119661331177","1.4076119661331177","108870","108870","108870","","","","","","","","","","","","","","","","","",""
"1339223","","","","","","","","","","","","","1.2094151973724365","1.2094151973724365","1.2094151973724365","104546","104546","104546","","","","","","","","","","","",""
"1339320","","","","","","","","","","","","","","","","","","","1.3591804504394531","1.3591804504394531","1.3591804504394531","111502","111502","111502","","","","","",""
"1339345","","","","","","","","","","","","","","","","","","","","","","","","","1.2321088314056396","1.2321088314056396","1.2321088314056396","110385","110385","110385"
"1339412","-18.54086685180664","-18.54086685180664","-18.54086685180664","25879","25879","25879","","","","","","","","","","","","","","","","","","","","","","","",""
"1339511","","","","","","","1.4433032274246216","1.4433032274246216","1.4433032274246216","108895","108895","108895","","","","","","","","","","","","","","","","","",""
"1339533","","","","","","","","","","","","","1.1403652429580688","1.1403652429580688","1.1403652429580688","104571","104571","104571","","","","","","","","","","","",""
"1339655","","","","","","","","","","","","","","","","","","","","","","","","","1.1620006561279297","1.1620006561279297","1.1620006561279297","110411","110411","110411"
"1339700","","","","","","","","","","","","","","","","","","","1.4436581134796143","1.4436581134796143","1.4436581134796143","111528","111528","111528","","","","","",""
"1339821","","","","","","","1.5145270824432373","1.5145270824432373","1.5145270824432373","108921","108921","108921","","","","","","","","","","","","","","","","","",""
"1339843","","","","","","","","","","","","","1.1778236627578735","1.1778236627578735","1.1778236627578735","104597","104597","104597","","","","","","","","","","","",""
"1339965","","","","","","","","","","","","","","","","","","","","","","","","","1.2086480855941772","1.2086480855941772","1.2086480855941772","110436","110436","110436"
"1340010","","","","","","","","","","","","","","","","","","","1.4570709466934204","1.4570709466934204","1.4570709466934204","111554","111554","111554","","","","","",""
"1340131","","","","","","","1.3906127214431763","1.3906127214431763","1.3906127214431763","108947","108947","108947","","","","","","","","","","","","","","","","","",""
"1340153","","","","","","","","","","","","","1.2272593975067139","1.2272593975067139","1.2272593975067139","104623","104623","104623","","","","","","","","","","","",""
"1340285","","","","","","","","","","","","","","","","","","","","","","","","","1.2367956638336182","1.2367956638336182","1.2367956638336182","110462","110462","110462"
"1340320","","","","","","","","","","","","","","","","","","","1.466742992401123","1.466742992401123","1.466742992401123","111579","111579","111579","","","","","",""
"1340441","","","","","","","1.3499027490615845","1.3499027490615845","1.3499027490615845","108973","108973","108973","","","","","","","","","","","","","","","","","",""
"1340463","","","","","","","","","","","","","1.2819477319717407","1.2819477319717407","1.2819477319717407","104649","104649","104649","","","","","","","","","","","",""
"1340595","","","","","","","","","","","","","","","","","","","","","","","","","1.2999204397201538","1.2999204397201538","1.2999204397201538","110488","110488","110488"
"1340630","","","","","","","","","","","","","","","","","","","1.515067219734192","1.515067219734192","1.515067219734192","111605","111605","111605","","","","","",""
"1340751","","","","","","","1.287536382675171","1.287536382675171","1.287536382675171","108998","108998","108998","","","","","","","","","","","","","","","","","",""
"1340773","","","","","","","","","","","","","1.3112488985061646","1.3112488985061646","1.3112488985061646","104674","104674","104674","","","","","","","","","","","",""
"1340905","","","","","","","","","","","","","","","","","","","","","","","","","1.341206431388855","1.341206431388855","1.341206431388855","110514","110514","110514"
"1340940","","","","","","","","","","","","","","","","","","","1.526857852935791","1.526857852935791","1.526857852935791","111631","111631","111631","","","","","",""
"1341061","","","","","","","1.3176318407058716","1.3176318407058716","1.3176318407058716","109024","109024","109024","","","","","","","","","","","","","","","","","",""
"1341083","","","","","","","","","","","","","1.3994415998458862","1.3994415998458862","1.3994415998458862","104700","104700","104700","","","","","","","","","","","",""
"1341172","-18.111576080322266","-18.111576080322266","-18.111576080322266","25908","25908","25908","","","","","","","","","","","","","","","","","","","","","","","",""
"1341215","","","","","","","","","","","","","","","","","","","","","","","","","1.4409234523773193","1.4409234523773193","1.4409234523773193","110540","110540","110540"
"1341250","","","","","","","","","","","","","","","","","","","1.6383228302001953","1.6383228302001953","1.6383228302001953","111657","111657","111657","","","","","",""
"1341371","","","","","","","1.3380661010742188","1.3380661010742188","1.3380661010742188","109050","109050","109050","","","","","","","","","","","","","","","","","",""
"1341393","","","","","","","","","","","","","1.3118263483047485","1.3118263483047485","1.3118263483047485","104726","104726","104726","","","","","","","","","","","",""
"1341525","","","","","","","","","","","","","","","","","","","","","","","","","1.3176826238632202","1.3176826238632202","1.3176826238632202","110565","110565","110565"
"1341560","","","","","","","","","","","","","","","","","","","1.524125337600708","1.524125337600708","1.524125337600708","111682","111682","111682","","","","","",""
"1341681","","","","","","","1.3718719482421875","1.3718719482421875","1.3718719482421875","109076","109076","109076","","","","","","","","","","","","","","","","","",""
"1341703","","","","","","","","","","","","","1.2724018096923828","1.2724018096923828","1.2724018096923828","104752","104752","104752","","","","","","","","","","","",""
"1341835","","","","","","","","","","","","","","","","","","","","","","","","","1.2563647031784058","1.2563647031784058","1.2563647031784058","110591","110591","110591"
"1341870","","","","","","","","","","","","","","","","","","","1.4368717670440674","1.4368717670440674","1.4368717670440674","111708","111708","111708","","","","","",""
"1341991","","","","","","","1.387816071510315","1.387816071510315","1.387816071510315","109101","109101","109101","","","","","","","","","","","","","","","","","",""
"1342013","","","","","","","","","","","","","1.206174612045288","1.206174612045288","1.206174612045288","104778","104778","104778","","","","","","","","","","","",""
"1342145","","","","","","","","","","","","","","","","","","","","","","","","","1.2141673564910889","1.2141673564910889","1.2141673564910889","110617","110617","110617"
"1342180","","","","","","","","","","","","","","","","","","","1.320223331451416","1.320223331451416","1.320223331451416","111734","111734","111734","","","","","",""
"1342301","","","","","","","1.4167379140853882","1.4167379140853882","1.4167379140853882","109127","109127","109127","","","","","","","","","","","","","","","","","",""
"1342452","-16.97889518737793","-16.97889518737793","-16.97889518737793","25937","25937","25937","","","","","","","","","","","","","","","","","","","","","","","",""
"1342455","","","","","","","","","","","","","","","","","","","","","","","","","1.244421124458313","1.244421124458313","1.244421124458313","110643","110643","110643"
"1342463","","","","","","","","","","","","","1.329513669013977","1.329513669013977","1.329513669013977","104804","104804","104804","","","","","","","","","","","",""
"1342490","","","","","","","","","","","","","","","","","","","1.3771288394927979","1.3771288394927979","1.3771288394927979","111760","111760","111760","","","","","",""
"1342621","","","","","","","1.4810782670974731","1.4810782670974731","1.4810782670974731","109190","109190","109190","","","","","","","","","","","","","","","","","",""
"1342773","","","","","","","","","","","","","1.3694684505462646","1.3694684505462646","1.3694684505462646","104829","104829","104829","","","","","","","","","","","",""
"1342800","","","","","","","","","","","","","","","","","","","1.4013444185256958","1.4013444185256958","1.4013444185256958","111786","111786","111786","","","","","",""
"1342845","","","","","","","","","","","","","","","","","","","","","","","","","1.3855129480361938","1.3855129480361938","1.3855129480361938","110669","110669","110669"
"1342931","","","","","","","1.5424730777740479","1.5424730777740479","1.5424730777740479","109216","109216","109216","","","","","","","","","","","","","","","","","",""
"1343083","","","","","","","","","","","","","1.3941773176193237","1.3941773176193237","1.3941773176193237","104855","104855","104855","","","","","","","","","","","",""
"1343110","","","","","","","","","","","","","","","","","","","1.3948813676834106","1.3948813676834106","1.3948813676834106","111811","111811","111811","","","","","",""
"1343155","","","","","","","","","","","","","","","","","","","","","","","","","1.4075775146484375","1.4075775146484375","1.4075775146484375","110694","110694","110694"
"1343241","","","","","","","1.4709092378616333","1.4709092378616333","1.4709092378616333","109242","109242","109242","","","","","","","","","","","","","","","","","",""
"1343393","","","","","","","","","","","","","1.4232494831085205","1.4232494831085205","1.4232494831085205","104881","104881","104881","","","","","","","","","","","",""
"1343420","","","","","","","","","","","","","","","","","","","1.4420379400253296","1.4420379400253296","1.4420379400253296","111837","111837","111837","","","","","",""
"1343465","","","","","","","","","","","","","","","","","","","","","","","","","1.346291422843933","1.346291422843933","1.346291422843933","110720","110720","110720"
"1343551","","","","","","","1.3546569347381592","1.3546569347381592","1.3546569347381592","109267","109267","109267","","","","","","","","","","","","","","","","","",""
"1343703","","","","","","","","","","","","","1.4464664459228516","1.4464664459228516","1.4464664459228516","104907","104907","104907","","","","","","","","","","","",""
"1343730","","","","","","","","","","","","","","","","","","","1.4667096138000488","1.4667096138000488","1.4667096138000488","111863","111863","111863","","","","","",""
"1343775","","","","","","","","","","","","","","","","","","","","","","","","","1.390479564666748","1.390479564666748","1.390479564666748","110746","110746","110746"
"1343861","","","","","","","1.3790078163146973","1.3790078163146973","1.3790078163146973","109293","109293","109293","","","","","","","","","","","","","","","","","",""
"1343972","-16.722070693969727","-16.722070693969727","-16.722070693969727","26002","26002","26002","","","","","","","","","","","","","","","","","","","","","","","",""
"1344013","","","","","","","","","","","","","1.52168869972229","1.52168869972229","1.52168869972229","104933","104933","104933","","","","","","","","","","","",""
"1344040","","","","","","","","","","","","","","","","","","","1.540088415145874","1.540088415145874","1.540088415145874","111889","111889","111889","","","","","",""
"1344085","","","","","","","","","","","","","","","","","","","","","","","","","1.4688013792037964","1.4688013792037964","1.4688013792037964","110772","110772","110772"
"1344171","","","","","","","1.4106613397598267","1.4106613397598267","1.4106613397598267","109319","109319","109319","","","","","","","","","","","","","","","","","",""
"1344333","","","","","","","","","","","","","1.4415806531906128","1.4415806531906128","1.4415806531906128","104958","104958","104958","","","","","","","","","","","",""
"1344350","","","","","","","","","","","","","","","","","","","1.405644178390503","1.405644178390503","1.405644178390503","111914","111914","111914","","","","","",""
"1344395","","","","","","","","","","","","","","","","","","","","","","","","","1.3446513414382935","1.3446513414382935","1.3446513414382935","110797","110797","110797"
"1344481","","","","","","","1.4349943399429321","1.4349943399429321","1.4349943399429321","109345","109345","109345","","","","","","","","","","","","","","","","","",""
"1344643","","","","","","","","","","","","","1.363417148590088","1.363417148590088","1.363417148590088","104984","104984","104984","","","","","","","","","","","",""
"1344660","","","","","","","","","","","","","","","","","","","1.351762056350708","1.351762056350708","1.351762056350708","111940","111940","111940","","","","","",""
"1344705","","","","","","","","","","","","","","","","","","","","","","","","","1.2800647020339966","1.2800647020339966","1.2800647020339966","110823","110823","110823"
"1344791","","","","","","","1.4507852792739868","1.4507852792739868","1.4507852792739868","109370","109370","109370","","","","","","","","","","","","","","","","","",""
"1344953","","","","","","","","","","","","","1.2909578084945679","1.2909578084945679","1.2909578084945679","105047","105047","105047","","","","","","","","","","","",""
"1344970","","","","","","","","","","","","","","","","","","","1.2626248598098755","1.2626248598098755","1.2626248598098755","111966","111966","111966","","","","","",""
"1345015","","","","","","","","","","","","","","","","","","","","","","","","","1.209127426147461","1.209127426147461","1.209127426147461","110849","110849","110849"
"1345079","","","","","","","","","","","","","","","","","","","","","","","","","1.1822761297225952","1.1822761297225952","1.1822761297225952","110856","110856","110856"
"1345101","","","","","","","1.4753376245498657","1.4753376245498657","1.4753376245498657","109396","109396","109396","","","","","","","","","","","","","","","","","",""
"1345263","","","","","","","","","","","","","1.152099847793579","1.152099847793579","1.152099847793579","105073","105073","105073","","","","","","","","","","","",""
"1345360","","","","","","","","","","","","","","","","","","","1.4058672189712524","1.4058672189712524","1.4058672189712524","111992","111992","111992","","","","","",""
"1345389","","","","","","","","","","","","","","","","","","","","","","","","","1.2333253622055054","1.2333253622055054","1.2333253622055054","110882","110882","110882"
"1345411","","","","","","","1.5512152910232544","1.5512152910232544","1.5512152910232544","109422","109422","109422","","","","","","","","","","","","","","","","","",""
"1345573","","","","","","","","","","","","","1.1874836683273315","1.1874836683273315","1.1874836683273315","105098","105098","105098","","","","","","","","","","","",""
"1345670","","","","","","","","","","","","","","","","","","","1.429000973701477","1.429000973701477","1.429000973701477","112018","112018","112018","","","","","",""
"1345699","","","","","","","","","","","","","","","","","","","","","","","","","1.2715684175491333","1.2715684175491333","1.2715684175491333","110908","110908","110908"
"1345721","","","","","","","1.4325834512710571","1.4325834512710571","1.4325834512710571","109448","109448","109448","","","","","","","","","","","","","","","","","",""
"1345883","","","","","","","","","","","","","1.2401392459869385","1.2401392459869385","1.2401392459869385","105124","105124","105124","","","","","","","","","","","",""
"1345942","-16.701833724975586","-16.701833724975586","-16.701833724975586","26032","26032","26032","","","","","","","","","","","","","","","","","","","","","","","",""
"1345980","","","","","","","","","","","","","","","","","","","1.4399054050445557","1.4399054050445557","1.4399054050445557","112043","112043","112043","","","","","",""
"1346009","","","","","","","","","","","","","","","","","","","","","","","","","1.3407466411590576","1.3407466411590576","1.3407466411590576","110934","110934","110934"
"1346031","","","","","","","1.3273887634277344","1.3273887634277344","1.3273887634277344","109474","109474","109474","","","","","","","","","","","","","","","","","",""
"1346193","","","","","","","","","","","","","1.2347161769866943","1.2347161769866943","1.2347161769866943","105150","105150","105150","","","","","","","","","","","",""
"1346290","","","","","","","","","","","","","","","","","","","1.49344003200531","1.49344003200531","1.49344003200531","112069","112069","112069","","","","","",""
"1346319","","","","","","","","","","","","","","","","","","","","","","","","","1.3803483247756958","1.3803483247756958","1.3803483247756958","110959","110959","110959"
"1346341","","","","","","","1.266371488571167","1.266371488571167","1.266371488571167","109499","109499","109499","","","","","","","","","","","","","","","","","",""
"1346503","","","","","","","","","","","","","1.278229832649231","1.278229832649231","1.278229832649231","105176","105176","105176","","","","","","","","","","","",""
"1346600","","","","","","","","","","","","","","","","","","","1.5514469146728516","1.5514469146728516","1.5514469146728516","112095","112095","112095","","","","","",""
"1346629","","","","","","","","","","","","","","","","","","","","","","","","","1.4713969230651855","1.4713969230651855","1.4713969230651855","110985","110985","110985"
"1346651","","","","","","","1.2769010066986084","1.2769010066986084","1.2769010066986084","109525","109525","109525","","","","","","","","","","","","","","","","","",""
"1346813","","","","","","","","","","","","","1.3699909448623657","1.3699909448623657","1.3699909448623657","105202","105202","105202","","","","","","","","","","","",""
"1346910","","","","","","","","","","","","","","","","","","","1.6644110679626465","1.6644110679626465","1.6644110679626465","112121","112121","112121","","","","","",""
"1346939","","","","","","","","","","","","","","","","","","","","","","","","","1.3364999294281006","1.3364999294281006","1.3364999294281006","111011","111011","111011"
"1346961","","","","","","","1.3160675764083862","1.3160675764083862","1.3160675764083862","109551","109551","109551","","","","","","","","","","","","","","","","","",""
"1347123","","","","","","","","","","","","","1.2663615942001343","1.2663615942001343","1.2663615942001343","105227","105227","105227","","","","","","","","","","","",""
"1347220","","","","","","","","","","","","","","","","","","","1.5175056457519531","1.5175056457519531","1.5175056457519531","112147","112147","112147","","","","","",""
"1347249","","","","","","","","","","","","","","","","","","","","","","","","","1.31294846534729","1.31294846534729","1.31294846534729","111037","111037","111037"
"1347271","","","","","","","1.3446513414382935","1.3446513414382935","1.3446513414382935","109577","109577","109577","","","","","","","","","","","","","","","","","",""
"1347433","","","","","","","","","","","","","1.230507731437683","1.230507731437683","1.230507731437683","105253","105253","105253","","","","","","","","","","","",""
