"Step","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_ppolag_filter_dis_49600_2025-08-08_13-49-16_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.9 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.85 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.8 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.75 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.7 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.65 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.6 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.55 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.5 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.45 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.4 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.35 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.3 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.25 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.2 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.15 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.05 - Evaluate2/EpOverworkPhyValues__MAX","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MIN","test_rl_filter_49600_2025-07-20_12-17-12_ftg_0.0 - Evaluate2/EpOverworkPhyValues__MAX"
"997","","","","","","","","","","","","","0.7750233940011032","0.7750233940011032","0.7750233940011032","0.7381127220949244","0.7381127220949244","0.7381127220949244","0.6886653963201519","0.6886653963201519","0.6886653963201519","0.620551595641506","0.620551595641506","0.620551595641506","0.5618461344639247","0.5618461344639247","0.5618461344639247","0.5178884378788285","0.5178884378788285","0.5178884378788285","","","","0.4063358630587714","0.4063358630587714","0.4063358630587714","","","","0.30459688550204955","0.30459688550204955","0.30459688550204955","","","","","","","","","","","","","","",""
"998","","","","","","","","","","","","","0.7738617303756326","0.7738617303756326","0.7738617303756326","0.7370063829735616","0.7370063829735616","0.7370063829735616","0.6876331725870135","0.6876331725870135","0.6876331725870135","0.6196214660196594","0.6196214660196594","0.6196214660196594","0.5610039970232101","0.5610039970232101","0.5610039970232101","0.5171121875552999","0.5171121875552999","0.5171121875552999","","","","0.4109160875308142","0.4109160875308142","0.4109160875308142","0.39386441890158164","0.39386441890158164","0.39386441890158164","0.30414033267402113","0.30414033267402113","0.30414033267402113","","","","","","","","","","","","","","",""
"999","","","","","","","","","","","","","0.7727018079393817","0.7727018079393817","0.7727018079393817","0.7359017021168714","0.7359017021168714","0.7359017021168714","0.6866024960288035","0.6866024960288035","0.6866024960288035","0.6436553165683636","0.6436553165683636","0.6436553165683636","0.5601631218417256","0.5601631218417256","0.5601631218417256","0.5163371007344113","0.5163371007344113","0.5163371007344113","","","","0.40572681616355094","0.40572681616355094","0.40572681616355094","0.39327406514923485","0.39327406514923485","0.39327406514923485","0.30368446416186956","0.30368446416186956","0.30368446416186956","","","","","","","","","","","","","","",""
"1000","","","","","","","","","","","","","0.7715436240825247","0.7715436240825247","0.7715436240825247","0.7045762462176467","0.7045762462176467","0.7045762462176467","0.6855733643264993","0.6855733643264993","0.6855733643264993","0.6181080992870944","0.6181080992870944","0.6181080992870944","0.5593235070275014","0.5593235070275014","0.5593235070275014","0.5155631756722173","0.5155631756722173","0.5155631756722173","0.4689505256653331","0.4689505256653331","0.4689505256653331","0.41030017544906283","0.41030017544906283","0.41030017544906283","0.35079062331485267","0.35079062331485267","0.35079062331485267","0.3032292789398905","0.3032292789398905","0.3032292789398905","","","","","","","","","","","","","","",""
"1001","","","","","","","","","","","","","0.7703871761991474","0.7703871761991474","0.7703871761991474","0.7064693532042171","0.7064693532042171","0.7064693532042171","0.684545775164554","0.684545775164554","0.684545775164554","0.61718163216222","0.61718163216222","0.61718163216222","0.558485150691404","0.558485150691404","0.558485150691404","0.5147904106273861","0.5147904106273861","0.5147904106273861","0.4682476271824907","0.4682476271824907","0.4682476271824907","0.405118682153838","0.405118682153838","0.405118682153838","0.39268459626370056","0.39268459626370056","0.39268459626370056","0.30277477598391694","0.30277477598391694","0.30277477598391694","","","","","","","","","","","","","","",""
"1002","","","","","","","","","","","","","0.7692324616872416","0.7692324616872416","0.7692324616872416","","","","0.6835197262308915","0.6835197262308915","0.6835197262308915","0.6162565536962783","0.6162565536962783","0.6162565536962783","0.5576480509471313","0.5576480509471313","0.5576480509471313","0.5140188038611959","0.5140188038611959","0.5140188038611959","0.467545782257007","0.467545782257007","0.467545782257007","0.4096851865428793","0.4096851865428793","0.4096851865428793","0.35026483182208584","0.35026483182208584","0.35026483182208584","0.3023209542713171","0.3023209542713171","0.3023209542713171","","","","","","","","","","","","","","",""
"1003","","","","","","","","","","","","","0.768079477948699","0.768079477948699","0.768079477948699","","","","0.6824952152169015","0.6824952152169015","0.6824952152169015","0.6153328618078424","0.6153328618078424","0.6153328618078424","0.5568122059112085","0.5568122059112085","0.5568122059112085","0.5132483536375313","0.5132483536375313","0.5132483536375313","0.4668449893097306","0.4668449893097306","0.4668449893097306","0.40451145966133084","0.40451145966133084","0.40451145966133084","0.3920960109186735","0.3920960109186735","0.3920960109186735","0.3018678127809919","0.3018678127809919","0.3018678127809919","","","","","","","","","","","","","","",""
"1004","","","","","","","","","","","","","0.7669282223893059","0.7669282223893059","0.7669282223893059","","","","0.6814722398174337","0.6814722398174337","0.6814722398174337","0.6144105544186053","0.6144105544186053","0.6144105544186053","0.5559776137029839","0.5559776137029839","0.5559776137029839","0.5124790582228789","0.5124790582228789","0.5124790582228789","0.46614524676387714","0.46614524676387714","0.46614524676387714","0.4090711194285383","0.4090711194285383","0.4090711194285383","0.3915083077898365","0.3915083077898365","0.3915083077898365","0.3014153504933728","0.3014153504933728","0.3014153504933728","","","","","","","","","","","","","","",""
"1005","","","","","","","","","","","","","0.7657786924187368","0.7657786924187368","0.7657786924187368","","","","0.6804507977307929","0.6804507977307929","0.6804507977307929","0.6134896294533747","0.6134896294533747","0.6134896294533747","0.5551442724446247","0.5551442724446247","0.5551442724446247","0.5117109158863237","0.5117109158863237","0.5117109158863237","0.4654465530450255","0.4654465530450255","0.4654465530450255","0.40390514731977856","0.40390514731977856","0.40390514731977856","0.3909214855548571","0.3909214855548571","0.3909214855548571","0.3009635663904195","0.3009635663904195","0.3009635663904195","","","","","","","","","","","","","","",""
"1006","","","","","","","","","","","","","0.7646308854505486","0.7646308854505486","0.7646308854505486","","","","0.6794308866587341","0.6794308866587341","0.6794308866587341","0.6125700848400693","0.6125700848400693","0.6125700848400693","0.5543121802611127","0.5543121802611127","0.5543121802611127","0.5077167196007052","0.5077167196007052","0.5077167196007052","0.4647489065811146","0.4647489065811146","0.4647489065811146","0.4084579727243886","0.4084579727243886","0.4084579727243886","0.3903355428933852","0.3903355428933852","0.3903355428933852","0.3005124594556175","0.3005124594556175","0.3005124594556175","","","","","","","","","","","","","","",""
"1007","","","","","","","","","","","","","0.7634847989021752","0.7634847989021752","0.7634847989021752","0.7321602874522648","0.7321602874522648","0.7321602874522648","0.6784125043064568","0.6784125043064568","0.6784125043064568","0.6116519185097131","0.6116519185097131","0.6116519185097131","0.5534813352802401","0.5534813352802401","0.5534813352802401","0.5109439248995451","0.5109439248995451","0.5109439248995451","0.4640523058024396","0.4640523058024396","0.4640523058024396","0.4032997437649782","0.4032997437649782","0.4032997437649782","0.3897504784870494","0.3897504784870494","0.3897504784870494","0.3000620286739761","0.3000620286739761","0.3000620286739761","","","","","","","","","","","","","","",""
"1008","","","","","","","","","","","","","0.7623404301949216","0.7623404301949216","0.7623404301949216","0.731062870289724","0.731062870289724","0.731062870289724","0.6773956483826006","0.6773956483826006","0.6773956483826006","0.6107351283964316","0.6107351283964316","0.6107351283964316","0.5526517356326054","0.5526517356326054","0.5526517356326054","0.5251237119187897","0.5251237119187897","0.5251237119187897","0.4633567491416484","0.4633567491416484","0.4633567491416484","0.40784574505084986","0.40784574505084986","0.40784574505084986","0.38916629101945466","0.38916629101945466","0.38916629101945466","0.4172669364481467","0.4172669364481467","0.4172669364481467","","","","","","","","","","","","","","",""
"1009","","","","","","","","","","","","","0.7611977767539575","0.7611977767539575","0.7611977767539575","0.7299670980189499","0.7299670980189499","0.7299670980189499","0.6763803165992389","0.6763803165992389","0.6763803165992389","0.6098197124374467","0.6098197124374467","0.6098197124374467","0.551823379451609","0.551823379451609","0.551823379451609","0.510178083536813","0.510178083536813","0.510178083536813","0.46266223503373827","0.46266223503373827","0.46266223503373827","0.4026952476347714","0.4026952476347714","0.4026952476347714","0.3885829791761789","0.3885829791761789","0.3885829791761789","0.3443732686451382","0.3443732686451382","0.3443732686451382","","","","","","","","","","","","","","",""
"1010","","","","","","","","","","","","","0.7600568360083122","0.7600568360083122","0.7600568360083122","0.7288729681744541","0.7288729681744541","0.7288729681744541","0.6753665066718749","0.6753665066718749","0.6753665066718749","0.608905668573072","0.608905668573072","0.608905668573072","0.5509962648734492","0.5509962648734492","0.5509962648734492","0.5419151980971652","0.5419151980971652","0.5419151980971652","0.46196876191605213","0.46196876191605213","0.46196876191605213","0.40723443503040957","0.40723443503040957","0.40723443503040957","0.3880005416447702","0.3880005416447702","0.3880005416447702","0.3095211806993178","0.3095211806993178","0.3095211806993178","","","","","","","","","","","","","","",""
"1011","","","","","","","","","","","","","0.7589176053908685","0.7589176053908685","0.7589176053908685","0.7277804782944443","0.7277804782944443","0.7277804782944443","0.6743542163194359","0.6743542163194359","0.6743542163194359","0.6079929947467085","0.6079929947467085","0.6079929947467085","0.5501703900371179","0.5501703900371179","0.5501703900371179","0.5094133900749842","0.5094133900749842","0.5094133900749842","0.4612763282282752","0.4612763282282752","0.4612763282282752","0.40209165756904164","0.40209165756904164","0.40209165756904164","0.38741897711474393","0.38741897711474393","0.38741897711474393","0.32017135216588277","0.32017135216588277","0.32017135216588277","","","","","","","","","","","","","","",""
"1012","","","","","","","","","","","","","0.7577800823383571","0.7577800823383571","0.7577800823383571","0.7266896259208177","0.7266896259208177","0.7266896259208177","0.6733434432642681","0.6733434432642681","0.6733434432642681","0.6070816889048397","0.6070816889048397","0.6070816889048397","0.5582247613423579","0.5582247613423579","0.5582247613423579","0.5581129422522911","0.5581129422522911","0.5581129422522911","0.46058493241243137","0.46058493241243137","0.46058493241243137","","","","0.3868382842775796","0.3868382842775796","0.3868382842775796","0.38264837819760616","0.38264837819760616","0.38264837819760616","","","","","","","","","","","","","","",""
"1013","","","","","","","","","","","","","0.7566442642913508","0.7566442642913508","0.7566442642913508","0.7256004085991559","0.7256004085991559","0.7256004085991559","0.6723341852321316","0.6723341852321316","0.6723341852321316","0.6061717489970271","0.6061717489970271","0.6061717489970271","0.569702404801986","0.569702404801986","0.569702404801986","0.508649842793498","0.508649842793498","0.508649842793498","0.4598945729128798","0.4598945729128798","0.4598945729128798","","","","0.3862584618267181","0.3862584618267181","0.3862584618267181","0.36036467142003803","0.36036467142003803","0.36036467142003803","","","","","","","","","","","","","","",""
"1014","","","","","","","","","","","","","0.7601134155479053","0.7601134155479053","0.7601134155479053","0.7245128238787196","0.7245128238787196","0.7245128238787196","0.6713264399521957","0.6713264399521957","0.6713264399521957","0.6052631729759054","0.6052631729759054","0.6052631729759054","0.5688484917896509","0.5688484917896509","0.5688484917896509","0.5572764004021519","0.5572764004021519","0.5572764004021519","0.45920524817631125","0.45920524817631125","0.45920524817631125","","","","0.3856795084575586","0.3856795084575586","0.3856795084575586","","","","","","","","","","","","","","","","","",""
"1015","","","","","","","","","","","","","0.7589741001247725","0.7589741001247725","0.7589741001247725","0.7234268693124427","0.7234268693124427","0.7234268693124427","0.6703202051570327","0.6703202051570327","0.6703202051570327","0.6043559587971782","0.6043559587971782","0.6043559587971782","0.5679958586866624","0.5679958586866624","0.5679958586866624","0.5078874399743726","0.5078874399743726","0.5078874399743726","0.45851695665174486","0.45851695665174486","0.45851695665174486","","","","0.3851014228674559","0.3851014228674559","0.3851014228674559","","","","","","","","","","","","","","","","","",""
"1016","","","","","","","","","","","","","0.751577346508976","0.751577346508976","0.751577346508976","0.722342542456927","0.722342542456927","0.722342542456927","0.6693154785826142","0.6693154785826142","0.6693154785826142","0.6034501044196133","0.6034501044196133","0.6034501044196133","0.5671445035745954","0.5671445035745954","0.5671445035745954","0.5240365047092291","0.5240365047092291","0.5240365047092291","0.4578296967905244","0.4578296967905244","0.4578296967905244","","","","0.3845242037557171","0.3845242037557171","0.3845242037557171","","","","","","","","","","","","","","","","","",""
"1017","","","","","","","","","","","","","","","","0.7212598408724366","0.7212598408724366","0.7212598408724366","0.6683122579683048","0.6683122579683048","0.6683122579683048","0.602545607805038","0.602545607805038","0.602545607805038","0.5662944245379009","0.5662944245379009","0.5662944245379009","0.5039924800226844","0.5039924800226844","0.5039924800226844","0.45509094308714754","0.45509094308714754","0.45509094308714754","0.4139632679134224","0.4139632679134224","0.4139632679134224","0.383947849823599","0.383947849823599","0.383947849823599","","","","","","","","","","","","","","","","","",""
"1018","","","","","","","","","","","","","","","","0.7201787621228923","0.7201787621228923","0.7201787621228923","0.6673105410568579","0.6673105410568579","0.6673105410568579","0.6016424669183343","0.6016424669183343","0.6016424669183343","0.5654456196639005","0.5654456196639005","0.5654456196639005","0.5885528570594777","0.5885528570594777","0.5885528570594777","0.45959770741801914","0.45959770741801914","0.45959770741801914","0.40450817052344695","0.40450817052344695","0.40450817052344695","0.38337235977430495","0.38337235977430495","0.38337235977430495","","","","","","","","","","","","","","","","","",""
"1019","","","","","","","","","","","","","","","","0.7190993037758667","0.7190993037758667","0.7190993037758667","0.6663103255944098","0.6663103255944098","0.6663103255944098","0.6007406797274351","0.6007406797274351","0.6007406797274351","0.5645980870427828","0.5645980870427828","0.5645980870427828","0.5542782069182963","0.5542782069182963","0.5542782069182963","0.516330414070131","0.516330414070131","0.516330414070131","0.4874138434231078","0.4874138434231078","0.4874138434231078","0.38279773231298214","0.38279773231298214","0.38279773231298214","0.3249559162129061","0.3249559162129061","0.3249559162129061","","","","","","","","","","","","","","",""
"1020","","","","","","","","","","","","","","","","0.718021463402578","0.718021463402578","0.718021463402578","0.6653116093304755","0.6653116093304755","0.6653116093304755","0.6213566060491986","0.6213566060491986","0.6213566060491986","0.5637518247675992","0.5637518247675992","0.5637518247675992","0.5170388310971633","0.5170388310971633","0.5170388310971633","0.5155564990304147","0.5155564990304147","0.5155564990304147","0.4317890583162458","0.4317890583162458","0.4317890583162458","0.3822239661467185","0.3822239661467185","0.3822239661467185","0.335183328410146","0.335183328410146","0.335183328410146","","","","","","","","","","","","","","",""
"1021","","","","","","","","","","","","","","","","0.7169452385778848","0.7169452385778848","0.7169452385778848","0.6643143900179428","0.6643143900179428","0.6643143900179428","","","","0.5629068309342592","0.5629068309342592","0.5629068309342592","0.5569299429942602","0.5569299429942602","0.5569299429942602","0.4995695851014232","0.4995695851014232","0.4995695851014232","","","","0.38165105998453996","0.38165105998453996","0.38165105998453996","0.3136118766177048","0.3136118766177048","0.3136118766177048","","","","","","","","","","","","","","",""
"1022","","","","","","","","","","","","","0.7897685702892328","0.7897685702892328","0.7897685702892328","0.7158706268802809","0.7158706268802809","0.7158706268802809","0.6633186654130679","0.6633186654130679","0.6633186654130679","","","","0.5620631036415262","0.5620631036415262","0.5620631036415262","0.5657056240329489","0.5657056240329489","0.5657056240329489","0.49882079245865174","0.49882079245865174","0.49882079245865174","","","","0.3810790125374074","0.3810790125374074","0.3810790125374074","0.4056649335499208","0.4056649335499208","0.4056649335499208","","","","","","","","","","","","","","",""
"1023","","","","","","","","","","","","","0.7885848054793622","0.7885848054793622","0.7885848054793622","0.7147976258918894","0.7147976258918894","0.7147976258918894","0.6623244332754701","0.6623244332754701","0.6623244332754701","","","","0.5612206409910135","0.5612206409910135","0.5612206409910135","0.5351643221931563","0.5351643221931563","0.5351643221931563","0.4980731221628738","0.4980731221628738","0.4980731221628738","","","","0.3805078225182138","0.3805078225182138","0.3805078225182138","0.3342962353405843","0.3342962353405843","0.3342962353405843","","","","","","","","","","","","","","",""
"1024","","","","","","","","","","","","","0.7874028149856366","0.7874028149856366","0.7874028149856366","0.7137262331984578","0.7137262331984578","0.7137262331984578","0.6613316913681265","0.6613316913681265","0.6613316913681265","","","","0.5603794410871799","0.5603794410871799","0.5603794410871799","0.536215291005142","0.536215291005142","0.536215291005142","0.4973265725318308","0.4973265725318308","0.4973265725318308","","","","0.3799374886417814","0.3799374886417814","0.3799374886417814","0.34034678936021656","0.34034678936021656","0.34034678936021656","","","","","","","","","","","","","","",""
"1025","","","","","","","","","","","","","0.7862225961485769","0.7862225961485769","0.7862225961485769","0.712656446389352","0.712656446389352","0.712656446389352","0.6603404374573675","0.6603404374573675","0.6603404374573675","","","","0.559539502037325","0.559539502037325","0.559539502037325","0.562113734115687","0.562113734115687","0.562113734115687","0.49658114188578584","0.49658114188578584","0.49658114188578584","","","","0.3793680096248587","0.3793680096248587","0.3793680096248587","0.30377589243193315","0.30377589243193315","0.30377589243193315","","","","","","","","","","","","","","",""
"1026","","","","","","","","","","","","","0.7850441463126904","0.7850441463126904","0.7850441463126904","0.7115882630575512","0.7115882630575512","0.7115882630575512","0.6593506693128713","0.6593506693128713","0.6593506693128713","0.6563260479244493","0.6563260479244493","0.6563260479244493","0.5587008219515859","0.5587008219515859","0.5587008219515859","0.501550451375491","0.501550451375491","0.501550451375491","0.4958368285475196","0.4958368285475196","0.4958368285475196","0.4153726519128189","0.4153726519128189","0.4153726519128189","0.37879938418611775","0.37879938418611775","0.37879938418611775","","","","","","","","","","","","","","","","","",""
"1027","","","","","","","","","","","","","0.7838674628264641","0.7838674628264641","0.7838674628264641","0.7105216807996425","0.7105216807996425","0.7105216807996425","0.6583623847076593","0.6583623847076593","0.6583623847076593","0.6293312135573228","0.6293312135573228","0.6293312135573228","0.5578633989429318","0.5578633989429318","0.5578633989429318","0.5153920232979939","0.5153920232979939","0.5153920232979939","0.49509363084232677","0.49509363084232677","0.49509363084232677","0.4957945487734171","0.4957945487734171","0.4957945487734171","0.378231611046151","0.378231611046151","0.378231611046151","","","","","","","","","","","","","","","","","",""
"1028","","","","","","","","","","","","","0.78269254304236","0.78269254304236","0.78269254304236","0.7094566972158154","0.7094566972158154","0.7094566972158154","0.6573755814180906","0.6573755814180906","0.6573755814180906","0.628387924380736","0.628387924380736","0.628387924380736","0.5570272311271607","0.5570272311271607","0.5570272311271607","","","","0.4943515470980122","0.4943515470980122","0.4943515470980122","0.42387978118746106","0.42387978118746106","0.42387978118746106","0.3776646889274687","0.3776646889274687","0.3776646889274687","","","","","","","","","","","","","","","","","",""
"1029","","","","","","","","","","","","","0.7815193843168079","0.7815193843168079","0.7815193843168079","0.7083933099098563","0.7083933099098563","0.7083933099098563","0.6563902572238575","0.6563902572238575","0.6563902572238575","0.6274460490772441","0.6274460490772441","0.6274460490772441","0.5561923166228946","0.5561923166228946","0.5561923166228946","","","","0.4936105756448872","0.4936105756448872","0.4936105756448872","0.46743614257636124","0.46743614257636124","0.46743614257636124","0.3770986165544958","0.3770986165544958","0.3770986165544958","","","","","","","","","","","","","","","","","",""
"1030","","","","","","","","","","","","","0.7803479840102002","0.7803479840102002","0.7803479840102002","0.7073315164891433","0.7073315164891433","0.7073315164891433","0.6554064099079799","0.6554064099079799","0.6554064099079799","0.6265055855276274","0.6265055855276274","0.6265055855276274","0.5553586535515755","0.5553586535515755","0.5553586535515755","","","","0.4928707148157656","0.4928707148157656","0.4928707148157656","","","","0.3765333926535692","0.3765333926535692","0.3765333926535692","","","","","","","","","","","","","","","","","",""
"1031","","","","","","","","","","","","","0.7791783394868858","0.7791783394868858","0.7791783394868858","0.7062713145646408","0.7062713145646408","0.7062713145646408","0.6544240372568012","0.6544240372568012","0.6544240372568012","0.6255665316158424","0.6255665316158424","0.6255665316158424","0.5545262400374613","0.5545262400374613","0.5545262400374613","","","","0.4921319629459603","0.4921319629459603","0.4921319629459603","","","","0.37596901595293497","0.37596901595293497","0.37596901595293497","0.3006497100538517","0.3006497100538517","0.3006497100538517","","","","","","","","","","","","","","",""
"1032","","","","","","","","","","","","","0.7780104481151638","0.7780104481151638","0.7780104481151638","0.705212701750894","0.705212701750894","0.705212701750894","0.6534431370599824","0.6534431370599824","0.6534431370599824","0.6246288852290175","0.6246288852290175","0.6246288852290175","0.5536950742076211","0.5536950742076211","0.5536950742076211","","","","0.49139431837327924","0.49139431837327924","0.49139431837327924","","","","0.37540548518274525","0.37540548518274525","0.37540548518274525","0.3089917611224215","0.3089917611224215","0.3089917611224215","","","","","","","","","","","","","","",""
"1033","","","","","","","","","","","","","0.7768443072672784","0.7768443072672784","0.7768443072672784","0.7041556756660237","0.7041556756660237","0.7041556756660237","0.6524637071104976","0.6524637071104976","0.6524637071104976","0.6236926442574479","0.6236926442574479","0.6236926442574479","0.5528651541919314","0.5528651541919314","0.5528651541919314","0.5734929435121532","0.5734929435121532","0.5734929435121532","0.4906577794380218","0.4906577794380218","0.4906577794380218","","","","0.3748427990750555","0.3748427990750555","0.3748427990750555","0.3085286209227264","0.3085286209227264","0.3085286209227264","","","","","","","","","","","","","","",""
"1034","","","","","","","","","","","","","0.7756799143194121","0.7756799143194121","0.7756799143194121","0.7031002339317207","0.7031002339317207","0.7031002339317207","0.6514857452046291","0.6514857452046291","0.6514857452046291","0.6227578065945909","0.6227578065945909","0.6227578065945909","0.5520364781230719","0.5520364781230719","0.5520364781230719","0.5564117385146523","0.5564117385146523","0.5564117385146523","0.4899223444829751","0.4899223444829751","0.4899223444829751","","","","0.37428095636382186","0.37428095636382186","0.37428095636382186","0.3080661749125586","0.3080661749125586","0.3080661749125586","","","","","","","","","","","","","","",""
"1035","","","","","","","","","","","","","0.7745172666516802","0.7745172666516802","0.7745172666516802","0.7020463741732407","0.7020463741732407","0.7020463741732407","0.6505092491419622","0.6505092491419622","0.6505092491419622","0.6218243701370615","0.6218243701370615","0.6218243701370615","0.551209044136521","0.551209044136521","0.551209044136521","0.5424026146233174","0.5424026146233174","0.5424026146233174","0.4891880118534102","0.4891880118534102","0.4891880118534102","0.4071393024715474","0.4071393024715474","0.4071393024715474","0.3737199557848979","0.3737199557848979","0.3737199557848979","0.3076044220514143","0.3076044220514143","0.3076044220514143","","","","","","","","","","","","","","",""
"1036","","","","","","","","","","","","","0.773356361648125","0.773356361648125","0.773356361648125","0.7009940940193987","0.7009940940193987","0.7009940940193987","0.6863887489985098","0.6863887489985098","0.6863887489985098","0.6208923327846272","0.6208923327846272","0.6208923327846272","0.5503828503705521","0.5503828503705521","0.5503828503705521","0.5343272917373487","0.5343272917373487","0.5343272917373487","0.48845477989707836","0.48845477989707836","0.48845477989707836","0.483519650129906","0.483519650129906","0.483519650129906","0.37315979607603217","0.37315979607603217","0.37315979607603217","0.30714336130034936","0.30714336130034936","0.30714336130034936","","","","","","","","","","","","","","",""
